,FMC_male,FMC_female,tuple,Corporation_male,Corporation_female,average_male,average_female,female-male
36,-0.72897017,-0.7061058,"('capable', 'incapable')",-0.8459219,-0.8105603,-0.7874460220336914,-0.7583330869674683,0.029112935066223145
40,-0.69175434,-0.3052042,"('logical', 'illogical')",-0.7019197,-0.4388909,-0.6968370079994202,-0.3720475435256958,0.32478946447372437
11,-0.691339,-0.46215975,"('moral', 'immoral')",-0.94255114,-1.1502492,-0.8169450759887695,-0.8062044978141785,0.010740578174591064
57,-0.66035783,-0.3645749,"('conservative', 'liberal')",0.26653212,0.13732001,-0.19691285490989685,-0.11362744867801666,0.08328540623188019
33,-0.6438589,-0.43544805,"('educated', 'uneducated')",-1.655211,-1.4361672,-1.1495349407196045,-0.9358076453208923,0.21372729539871216
48,-0.6391791,-0.47552168,"('dedicated', 'undedicated')",-1.0445504,-0.8789234,-0.8418647646903992,-0.6772225499153137,0.16464221477508545
19,-0.62990844,-0.14278796,"('kind', 'unkind')",-2.3694293,-2.254987,-1.499668836593628,-1.1988874673843384,0.30078136920928955
46,-0.5795194,-0.50636387,"('energetic', 'lethargic')",-0.3632766,-0.4883741,-0.4713979959487915,-0.4973689913749695,-0.02597099542617798
56,0.5785493,0.6108151,"('conventional', 'unconventional')",-0.15096393,-0.035023272,0.21379269659519196,0.28789591789245605,0.0741032212972641
47,0.57633543,0.55102336,"('ambitious', 'unambitious')",-0.4980974,-0.48776633,0.039119020104408264,0.03162851929664612,-0.007490500807762146
29,-0.5286008,-0.41966784,"('competent', 'incompetent')",-0.54876024,-0.48219028,-0.5386805534362793,-0.45092904567718506,0.08775150775909424
26,0.47083712,0.41842943,"('reliable', 'unreliable')",2.2609792,2.2535896,1.365908145904541,1.3360095024108887,-0.029898643493652344
38,-0.4552747,-0.39858025,"('discriminating', 'undiscriminating')",-0.8692392,-0.8203534,-0.6622569561004639,-0.6094667911529541,0.052790164947509766
41,0.37290043,0.22949158,"('confident', 'shy')",2.1417727,1.8668356,1.2573366165161133,1.0481635332107544,-0.2091730833053589
15,-0.3728887,-0.14744881,"('loyal', 'disloyal')",-1.9524353,-1.7376065,-1.1626620292663574,-0.9425276517868042,0.22013437747955322
12,-0.36152428,-0.272241,"('trustworthy', 'untrustworthy')",0.57739496,0.5178565,0.1079353392124176,0.12280774116516113,0.01487240195274353
0,-0.35913032,0.14755282,"('sociable', 'unsociable')",-1.0896252,-0.75310206,-0.7243777513504028,-0.3027746081352234,0.42160314321517944
1,0.33782655,0.38045943,"('friendly', 'unfriendly')",-1.942998,-1.7072537,-0.8025857210159302,-0.6633971333503723,0.13918858766555786
13,0.31775895,0.48714912,"('sincere', 'insincere')",-0.22084624,-0.2669482,0.048456355929374695,0.11010046303272247,0.06164410710334778
14,-0.31374544,-0.15550411,"('honest', 'dishonest')",-1.3733705,-1.3681765,-0.8435579538345337,-0.761840283870697,0.08171766996383667
4,-0.288554,-0.16941887,"('sensitive', 'insensitive')",-1.1511647,-1.1872176,-0.7198593616485596,-0.6783182621002197,0.041541099548339844
43,-0.27319872,-0.027362958,"('active', 'inactive')",-0.28766382,0.10770506,-0.28043127059936523,0.040171049535274506,0.32060232013463974
35,-0.2656843,-0.2117629,"('creative', 'uncreative')",-0.46642017,-0.453404,-0.3660522401332855,-0.3325834572315216,0.033468782901763916
55,0.2320176,0.2511776,"('conventional', 'unconventional')",-0.024148233,0.31975356,0.10393469035625458,0.2854655981063843,0.1815309077501297
8,-0.19682342,-0.23140016,"('popular', 'unpopular')",-0.32305342,-0.1826106,-0.25993841886520386,-0.20700538158416748,0.05293303728103638
52,-0.18842027,-0.035205007,"('superior', 'inferior')",-1.1832991,-1.0219007,-0.6858596801757812,-0.5285528302192688,0.15730684995651245
16,-0.16578418,0.13731784,"('fair', 'unfair')",1.0734619,1.2934147,0.45383885502815247,0.7153662443161011,0.2615273892879486
51,0.15600523,0.29244283,"('powerful', 'powerless')",-0.547754,-0.40263766,-0.1958743780851364,-0.055097416043281555,0.14077696204185486
32,-0.14663987,-0.12234141,"('able', 'unable')",-0.2013216,-0.36090654,-0.1739807426929474,-0.24162396788597107,-0.06764322519302368
31,-0.14106393,0.07601747,"('intelligent', 'unintelligent')",-1.5108752,-1.3606179,-0.8259695768356323,-0.6423001885414124,0.18366938829421997
25,0.13775422,0.28559726,"('forgiving', 'unforgiving')",-1.2929413,-1.059115,-0.5775935649871826,-0.3867588937282562,0.1908346712589264
45,0.09977293,0.30450878,"('independent', 'dependent')",0.9400641,1.0104985,0.5199185013771057,0.6575036644935608,0.13758516311645508
42,0.09830485,0.19772267,"('secure', 'insecure')",0.12730306,-0.020152003,0.11280395835638046,0.0887853354215622,-0.024018622934818268
2,0.09767899,0.2970374,"('likable', 'unlikable')",-0.7920646,-0.63610566,-0.34719282388687134,-0.1695341318845749,0.17765869200229645
7,0.06715752,0.34714642,"('polite', 'impolite')",0.23842043,0.30858937,0.15278896689414978,0.32786789536476135,0.17507892847061157
27,0.04173044,0.19595331,"('responsible', 'irresponsible')",-0.9185499,-1.1231246,-0.4384097158908844,-0.46358564496040344,-0.025175929069519043
20,0.031115234,0.10333632,"('right', 'wrong')",0.312078,0.60871965,0.17159661650657654,0.3560279905796051,0.18443137407302856
49,-0.028881162,-0.068372935,"('motivated', 'unmotivated')",1.1100236,0.94516706,0.5405712127685547,0.43839704990386963,-0.10217416286468506
34,-0.02742979,-0.031175077,"('rational', 'irrational')",0.50889474,0.76207244,0.24073247611522675,0.3654486835002899,0.12471620738506317
39,0.022628605,-0.12622055,"('wise', 'foolish')",0.6855614,0.8061845,0.3540950119495392,0.33998197317123413,-0.014113038778305054
10,0.0049835145,-0.04002673,"('hospitable', 'inhospitable')",-0.038033128,0.13286167,-0.01652480661869049,0.0464174710214138,0.0629422776401043
53,0.0004285276,0.34539828,"('influential', 'uninfluential')",-1.3297918,-1.0706582,-0.664681613445282,-0.3626299500465393,0.3020516633987427
