,Cincinnati_male,Cincinnati_female,tuple,Financial_male,Financial_female,average_male,average_female,female-male
3,3.915343,3.8241615,"('liked', 'disliked')",3.8609788,3.780088,3.8881609439849854,3.8021247386932373,-0.08603620529174805
50,-3.5580244,-3.6401548,"('rich', 'poor')",-4.9555182,-5.005241,-4.256771087646484,-4.322697639465332,-0.06592655181884766
30,-2.8536487,-3.0878754,"('smart', 'stupid')",-3.97077,-4.064867,-3.4122092723846436,-3.576371192932129,-0.16416192054748535
28,2.488802,1.8893845,"('unprejudiced', 'prejudiced')",1.3874567,1.3604696,1.9381293058395386,1.624927043914795,-0.31320226192474365
1,-2.1168694,-1.7778083,"('friendly', 'unfriendly')",-1.4119401,-1.4005241,-1.7644047737121582,-1.5891661643981934,0.17523860931396484
5,-2.0194979,-2.0482476,"('helpful', 'unhelpful')",-3.5039062,-3.4662828,-2.761702060699463,-2.757265090942383,0.004436969757080078
35,-1.6888833,-1.4328275,"('creative', 'uncreative')",-1.1973898,-1.2964354,-1.4431365728378296,-1.3646314144134521,0.07850515842437744
57,1.559335,1.3105485,"('conservative', 'liberal')",0.013299957,0.1294553,0.7863174676895142,0.7200019359588623,-0.06631553173065186
15,-1.5493488,-1.0295033,"('loyal', 'disloyal')",-2.0033224,-1.8231854,-1.776335597038269,-1.426344394683838,0.34999120235443115
41,1.4789027,0.9720092,"('confident', 'shy')",0.48727265,0.20050508,0.9830876588821411,0.5862571001052856,-0.39683055877685547
33,-1.4596949,-1.2346215,"('educated', 'uneducated')",-1.0161536,-0.95379984,-1.2379242181777954,-1.0942106246948242,0.1437135934829712
49,1.3651178,1.1471877,"('motivated', 'unmotivated')",0.13369894,0.033108085,0.7494083642959595,0.5901479125022888,-0.15926045179367065
19,-1.2814428,-1.3595136,"('kind', 'unkind')",-2.1656148,-1.9688854,-1.7235288619995117,-1.6641995906829834,0.05932927131652832
26,1.2809118,1.0645379,"('reliable', 'unreliable')",2.0770977,1.8447592,1.6790046691894531,1.454648494720459,-0.22435617446899414
44,1.2354568,1.1753204,"('active', 'inactive')",1.3243184,0.9712157,1.2798876762390137,1.0732680559158325,-0.20661962032318115
7,1.0606132,0.60139394,"('polite', 'impolite')",0.32325113,0.47595042,0.6919321417808533,0.5386722087860107,-0.15325993299484253
9,1.0445611,1.0103362,"('nice', 'nasty')",0.27870905,0.2795707,0.6616351008415222,0.6449534296989441,-0.016681671142578125
25,-0.9635227,-0.9518971,"('forgiving', 'unforgiving')",-1.2445502,-1.0229689,-1.1040364503860474,-0.9874329566955566,0.11660349369049072
23,0.9203075,0.7377672,"('truthful', 'untruthful')",0.29391378,0.29148227,0.6071106195449829,0.5146247148513794,-0.09248590469360352
53,-0.91512924,-0.49050334,"('influential', 'uninfluential')",-0.78758425,-0.62363636,-0.8513567447662354,-0.5570698380470276,0.29428690671920776
52,-0.84882104,-0.40723816,"('superior', 'inferior')",-0.85602176,-0.9204483,-0.8524214029312134,-0.6638432145118713,0.18857818841934204
12,0.83537203,0.48584577,"('trustworthy', 'untrustworthy')",0.543942,0.4509346,0.6896569728851318,0.46839016675949097,-0.22126680612564087
38,-0.82740194,-0.84329927,"('discriminating', 'undiscriminating')",-1.1249168,-1.0701456,-0.9761593341827393,-0.9567224383354187,0.019436895847320557
14,-0.7854872,-1.0678501,"('honest', 'dishonest')",-1.5498112,-1.7600402,-1.167649269104004,-1.413945198059082,-0.24629592895507812
36,-0.7834275,-0.7011473,"('capable', 'incapable')",-1.4512379,-1.4955304,-1.1173326969146729,-1.0983388423919678,0.018993854522705078
17,-0.7766923,-1.0792725,"('tolerant', 'intolerant')",-0.70785254,-0.7253882,-0.7422723770141602,-0.9023303985595703,-0.16005802154541016
21,0.7760082,1.2656485,"('incorrupt', 'corrupt')",1.1286366,1.2184505,0.9523223638534546,1.2420494556427002,0.2897270917892456
48,-0.7189528,-0.7969793,"('dedicated', 'undedicated')",-0.7629117,-0.67422163,-0.7409322261810303,-0.735600471496582,0.005331754684448242
39,-0.7187352,-0.3968416,"('wise', 'foolish')",-0.25274688,-0.15866065,-0.4857410490512848,-0.2777511179447174,0.20798993110656738
56,0.63480043,0.7199175,"('conventional', 'unconventional')",-0.81909794,-0.69171935,-0.09214875102043152,0.014099061489105225,0.10624781250953674
55,-0.63111216,-0.08475509,"('conventional', 'unconventional')",-0.94475424,-0.8964959,-0.7879332304000854,-0.4906255006790161,0.29730772972106934
40,0.6036539,0.6469751,"('logical', 'illogical')",-1.9052674,-1.7653806,-0.650806725025177,-0.5592027902603149,0.09160393476486206
2,-0.5968576,-0.30919057,"('likable', 'unlikable')",-0.50292337,-0.34296376,-0.5498905181884766,-0.3260771632194519,0.22381335496902466
42,0.55008876,0.019747913,"('secure', 'insecure')",0.14791682,0.11390671,0.34900277853012085,0.06682731211185455,-0.2821754664182663
32,0.54783523,0.32348397,"('able', 'unable')",-0.08470417,-0.07861462,0.23156553506851196,0.12243467569351196,-0.109130859375
43,-0.52615434,-0.18680355,"('active', 'inactive')",-0.93082386,-0.7424601,-0.728489100933075,-0.4646317958831787,0.26385730504989624
11,0.52023935,0.008261234,"('moral', 'immoral')",-1.610382,-1.5420434,-0.5450713038444519,-0.7668911218643188,-0.22181981801986694
20,-0.447931,-0.23225538,"('right', 'wrong')",-0.5942092,-0.5015377,-0.521070122718811,-0.36689653992652893,0.1541735827922821
13,0.44652826,-0.1319474,"('sincere', 'insincere')",0.519842,0.53140664,0.48318514227867126,0.19972962141036987,-0.2834555208683014
22,-0.43094885,0.3241399,"('amicable', 'hostile')",0.24520785,0.40468812,-0.09287050366401672,0.3644140064716339,0.45728451013565063
10,-0.41751072,-0.06684756,"('hospitable', 'inhospitable')",0.10289791,0.09303564,-0.15730640292167664,0.013094037771224976,0.1704004406929016
8,-0.4118798,-0.11193553,"('popular', 'unpopular')",-0.6268598,-0.34390366,-0.5193697810173035,-0.2279195934534073,0.2914501875638962
45,0.4080184,0.34599823,"('independent', 'dependent')",1.9702308,1.9234314,1.189124584197998,1.1347148418426514,-0.05440974235534668
54,0.40612763,0.3404733,"('successful', 'unsuccessful')",-2.3131573,-2.0501547,-0.953514814376831,-0.8548406958580017,0.09867411851882935
51,-0.400519,-0.2151137,"('powerful', 'powerless')",-0.9281831,-0.77820474,-0.6643510460853577,-0.49665921926498413,0.16769182682037354
4,-0.3528853,-0.63434815,"('sensitive', 'insensitive')",-1.3135608,-1.3282859,-0.8332231044769287,-0.9813170433044434,-0.14809393882751465
27,0.29518273,-0.24751863,"('responsible', 'irresponsible')",-1.4232235,-1.4796294,-0.5640203952789307,-0.8635740280151367,-0.29955363273620605
24,0.2634071,0.41507018,"('generous', 'stingy')",1.6302826,1.6759694,0.9468448758125305,1.0455198287963867,0.0986749529838562
37,-0.2494752,-0.58263916,"('practical', 'impractical')",-1.2109118,-1.1767757,-0.7301934957504272,-0.8797074556350708,-0.14951395988464355
16,0.24173065,0.41411802,"('fair', 'unfair')",0.7520225,0.7645439,0.4968765676021576,0.5893309712409973,0.09245440363883972
31,-0.23044726,-0.24768914,"('intelligent', 'unintelligent')",-0.7867404,-0.7279883,-0.5085938572883606,-0.4878387153148651,0.020755141973495483
18,-0.18629038,0.35564366,"('good', 'evil')",1.403304,1.3038952,0.6085067987442017,0.8297694325447083,0.2212626338005066
46,0.128742,-0.30449182,"('energetic', 'lethargic')",-0.29508966,-0.3657441,-0.08317383378744125,-0.33511796593666077,-0.2519441321492195
34,0.11494343,0.476845,"('rational', 'irrational')",0.43739763,0.61849916,0.2761705219745636,0.5476720929145813,0.2715015709400177
0,-0.089553475,-0.12744793,"('sociable', 'unsociable')",-0.68265426,-0.39138952,-0.38610386848449707,-0.2594187259674072,0.12668514251708984
47,-0.08689326,-0.29738835,"('ambitious', 'unambitious')",-0.30268422,-0.34090072,-0.19478873908519745,-0.3191445469856262,-0.12435580790042877
29,-0.07409668,-0.16632566,"('competent', 'incompetent')",-0.32605952,-0.20157084,-0.2000780999660492,-0.18394824862480164,0.01612985134124756
6,0.017463654,0.112029046,"('supportive', 'unsupportive')",-0.32596123,-0.37409168,-0.15424878895282745,-0.1310313194990158,0.023217469453811646
