,Abbott_male,Abbott_female,tuple,Laboratories_male,Laboratories_female,average_male,average_female,female-male
3,2.7347999,2.4930959,"('liked', 'disliked')",2.613958,2.5953379,2.6743788719177246,2.5442168712615967,-0.13016200065612793
50,-2.632927,-2.5210583,"('rich', 'poor')",-4.1686068,-4.2905474,-3.4007668495178223,-3.4058027267456055,-0.005035877227783203
30,-1.8207307,-1.4272268,"('smart', 'stupid')",-2.5743833,-2.6243382,-2.197556972503662,-2.025782585144043,0.17177438735961914
26,1.6211704,1.5834211,"('reliable', 'unreliable')",1.4989064,1.4554771,1.5600383281707764,1.5194491147994995,-0.040589213371276855
57,1.3754342,1.5017741,"('conservative', 'liberal')",0.048416376,0.14598744,0.7119252681732178,0.8238807320594788,0.11195546388626099
41,1.3087105,1.0676968,"('confident', 'shy')",1.2346289,0.91509473,1.271669626235962,0.9913957715034485,-0.2802738547325134
1,-1.2947005,-1.507643,"('friendly', 'unfriendly')",-1.2426382,-1.1537328,-1.2686693668365479,-1.3306878805160522,-0.062018513679504395
19,-1.2914985,-1.2919977,"('kind', 'unkind')",-2.0282335,-1.9168389,-1.6598660945892334,-1.6044182777404785,0.05544781684875488
7,1.265852,1.6412344,"('polite', 'impolite')",-0.07301492,0.02691859,0.5964184999465942,0.8340765237808228,0.23765802383422852
28,1.2277827,1.0298685,"('unprejudiced', 'prejudiced')",1.5035663,1.4468049,1.3656744956970215,1.2383366823196411,-0.12733781337738037
27,-1.2030573,-0.9224851,"('responsible', 'irresponsible')",-0.74532515,-0.7627847,-0.9741911888122559,-0.842634916305542,0.13155627250671387
14,-1.1829648,-1.150637,"('honest', 'dishonest')",-1.1454098,-1.1485068,-1.1641873121261597,-1.1495718955993652,0.014615416526794434
5,-1.1645625,-0.8205069,"('helpful', 'unhelpful')",-2.4675732,-2.337161,-1.8160678148269653,-1.5788339376449585,0.23723387718200684
55,-1.0870783,-1.1778833,"('conventional', 'unconventional')",0.13516271,0.35743707,-0.47595781087875366,-0.4102230966091156,0.06573471426963806
16,1.0805306,1.0682478,"('fair', 'unfair')",0.9806216,1.0715272,1.0305761098861694,1.0698875188827515,0.03931140899658203
9,1.0789171,0.86415493,"('nice', 'nasty')",0.5895878,0.4626683,0.8342524766921997,0.6634116172790527,-0.17084085941314697
25,-1.0011597,-0.9820834,"('forgiving', 'unforgiving')",-0.64992034,-0.5774679,-0.8255400061607361,-0.7797756195068359,0.045764386653900146
42,0.94987345,1.2563035,"('secure', 'insecure')",-0.060509324,-0.17903352,0.4446820616722107,0.5386350154876709,0.0939529538154602
24,0.8355082,1.0426661,"('generous', 'stingy')",0.9308962,1.2866261,0.8832021951675415,1.1646461486816406,0.2814439535140991
20,-0.82401663,-1.0437262,"('right', 'wrong')",-0.07000843,0.09148294,-0.4470125436782837,-0.4761216342449188,-0.029109090566635132
44,0.7881831,0.32121688,"('active', 'inactive')",1.4283166,1.283021,1.1082499027252197,0.8021188974380493,-0.3061310052871704
53,-0.75817335,-0.3634513,"('influential', 'uninfluential')",-1.4361696,-1.1623905,-1.0971715450286865,-0.7629208564758301,0.33425068855285645
33,-0.73636144,-0.6829661,"('educated', 'uneducated')",-1.864826,-1.7262728,-1.3005937337875366,-1.2046194076538086,0.09597432613372803
15,-0.7274501,-0.47648954,"('loyal', 'disloyal')",-1.1744462,-0.94090253,-0.9509481191635132,-0.7086960077285767,0.24225211143493652
4,-0.698017,-0.48006684,"('sensitive', 'insensitive')",-0.66730213,-0.6891018,-0.6826595664024353,-0.5845843553543091,0.09807521104812622
17,-0.6902898,-0.33238876,"('tolerant', 'intolerant')",-1.3318166,-1.2769444,-1.011053204536438,-0.8046665787696838,0.20638662576675415
34,0.68855697,0.4491687,"('rational', 'irrational')",0.49431154,0.5997405,0.5914342403411865,0.5244545936584473,-0.06697964668273926
39,-0.67523164,-0.72944546,"('wise', 'foolish')",0.5898463,0.59136206,-0.04269266128540039,-0.06904169917106628,-0.026349037885665894
10,-0.65583533,-1.1062276,"('hospitable', 'inhospitable')",1.2376869,1.2252774,0.2909257709980011,0.05952489376068115,-0.23140087723731995
23,0.65487295,0.6618759,"('truthful', 'untruthful')",-0.69138247,-0.45519572,-0.018254756927490234,0.10334008932113647,0.12159484624862671
37,-0.58080554,-0.5092483,"('practical', 'impractical')",-2.1983829,-2.2387867,-1.3895941972732544,-1.3740174770355225,0.015576720237731934
36,-0.57816815,-0.6981165,"('capable', 'incapable')",-0.55255365,-0.6435442,-0.5653609037399292,-0.6708303689956665,-0.1054694652557373
21,0.57324624,0.3550095,"('incorrupt', 'corrupt')",2.1731167,2.3744214,1.3731814622879028,1.3647154569625854,-0.008466005325317383
45,0.5716398,0.57610077,"('independent', 'dependent')",0.67323357,0.6428579,0.6224366426467896,0.6094793081283569,-0.012957334518432617
52,-0.56854665,-0.4838305,"('superior', 'inferior')",-0.5099672,-0.43358564,-0.5392569303512573,-0.4587080776691437,0.08054885268211365
40,0.55448663,0.6479594,"('logical', 'illogical')",-0.89851445,-0.6369315,-0.17201390862464905,0.005513966083526611,0.17752787470817566
18,0.46998206,0.14007384,"('good', 'evil')",1.6209738,1.6465721,1.0454779863357544,0.8933229446411133,-0.1521550416946411
48,-0.4658432,-0.25794575,"('dedicated', 'undedicated')",-0.64251655,-0.5296852,-0.5541799068450928,-0.39381545782089233,0.16036444902420044
38,-0.4237672,-0.084588766,"('discriminating', 'undiscriminating')",-1.2518411,-1.0095401,-0.8378041386604309,-0.5470644235610962,0.2907397150993347
2,-0.4023059,-0.079514265,"('likable', 'unlikable')",-0.90274405,-0.6104949,-0.6525249481201172,-0.3450045883655548,0.3075203597545624
49,0.3986657,0.22666699,"('motivated', 'unmotivated')",0.8512667,0.67239773,0.6249662041664124,0.4495323598384857,-0.17543384432792664
13,-0.39655733,0.06526494,"('sincere', 'insincere')",-0.9177972,-0.8654149,-0.6571772694587708,-0.4000749886035919,0.25710228085517883
12,0.39484456,0.78760916,"('trustworthy', 'untrustworthy')",0.17744595,0.075986415,0.28614526987075806,0.4317978024482727,0.14565253257751465
47,-0.3534872,-0.38990408,"('ambitious', 'unambitious')",-0.97595286,-0.97084796,-0.6647200584411621,-0.6803760528564453,-0.015655994415283203
22,0.34966606,0.105409145,"('amicable', 'hostile')",1.7549639,1.8713622,1.0523149967193604,0.9883856773376465,-0.06392931938171387
35,-0.30678684,-0.2948398,"('creative', 'uncreative')",-0.15700525,-0.09576359,-0.2318960428237915,-0.19530169665813446,0.03659434616565704
51,-0.3041699,-0.3070184,"('powerful', 'powerless')",-0.68690205,-0.43298697,-0.4955359697341919,-0.3700026869773865,0.12553328275680542
8,0.2800919,0.05397868,"('popular', 'unpopular')",-0.38233146,-0.16308509,-0.05111977458000183,-0.05455320328474045,-0.003433428704738617
6,-0.25906706,-0.38492358,"('supportive', 'unsupportive')",0.29237705,0.3364168,0.016654998064041138,-0.02425338327884674,-0.04090838134288788
46,0.22234552,0.9325336,"('energetic', 'lethargic')",-0.53795505,-0.48018742,-0.15780475735664368,0.22617310285568237,0.38397786021232605
56,0.20658833,0.34527725,"('conventional', 'unconventional')",0.08814835,0.22280592,0.14736834168434143,0.2840415835380554,0.136673241853714
29,-0.19603074,0.040247798,"('competent', 'incompetent')",-0.9621538,-0.88974845,-0.579092264175415,-0.42475032806396484,0.1543419361114502
43,0.16764975,0.42279884,"('active', 'inactive')",-0.7400695,-0.5211667,-0.2862098813056946,-0.0491839200258255,0.23702596127986908
11,-0.13567068,-0.2571085,"('moral', 'immoral')",-0.7051098,-0.7677313,-0.42039021849632263,-0.5124199390411377,-0.09202972054481506
32,0.12146032,-0.011868924,"('able', 'unable')",-0.2273426,-0.42875105,-0.05294114351272583,-0.22030998766422272,-0.1673688441514969
54,-0.08511263,0.012207232,"('successful', 'unsuccessful')",-0.86926067,-0.69186527,-0.4771866500377655,-0.3398290276527405,0.13735762238502502
31,-0.023560673,-0.073731154,"('intelligent', 'unintelligent')",-1.6434135,-1.5250301,-0.8334870934486389,-0.7993806600570679,0.034106433391571045
0,-0.021534905,0.49747485,"('sociable', 'unsociable')",-1.1049643,-0.8024009,-0.5632495880126953,-0.15246301889419556,0.41078656911849976
