,Eastman_male,Eastman_female,tuple,Chemical_male,Chemical_female,average_male,average_female,female-male
3,2.6962013,2.6679175,"('liked', 'disliked')",5.1406026,5.166521,3.9184019565582275,3.9172191619873047,-0.0011827945709228516
1,-2.5066853,-2.3958101,"('friendly', 'unfriendly')",-1.5013711,-1.1758164,-2.0040283203125,-1.785813331604004,0.2182149887084961
26,2.2614653,2.2718806,"('reliable', 'unreliable')",3.0206656,2.8385098,2.6410655975341797,2.5551953315734863,-0.08587026596069336
28,2.2137995,1.968819,"('unprejudiced', 'prejudiced')",2.1829355,1.9759729,2.1983675956726074,1.972395896911621,-0.22597169876098633
35,-2.1201093,-2.1346922,"('creative', 'uncreative')",-0.5305606,-0.48861438,-1.3253350257873535,-1.3116532564163208,0.013681769371032715
50,-2.0154743,-1.9744265,"('rich', 'poor')",-5.542305,-5.657256,-3.7788896560668945,-3.8158411979675293,-0.036951541900634766
22,-1.6276436,-1.732995,"('amicable', 'hostile')",0.6284963,1.1555991,-0.49957364797592163,-0.2886979579925537,0.21087568998336792
30,-1.4379818,-1.3498435,"('smart', 'stupid')",-3.910301,-4.2969074,-2.6741414070129395,-2.8233754634857178,-0.14923405647277832
20,-1.3970726,-1.2769303,"('right', 'wrong')",-0.09988542,0.27284247,-0.7484790086746216,-0.5020439624786377,0.2464350461959839
53,-1.3914559,-1.1172832,"('influential', 'uninfluential')",-0.7980094,-0.53261936,-1.094732642173767,-0.8249512910842896,0.26978135108947754
7,1.3598927,1.6253532,"('polite', 'impolite')",0.443747,0.2652905,0.9018198847770691,0.9453218579292297,0.043501973152160645
23,1.3029741,1.2926483,"('truthful', 'untruthful')",0.6997473,0.54546463,1.0013606548309326,0.9190564751625061,-0.08230417966842651
41,1.2512469,1.1741594,"('confident', 'shy')",2.5640507,2.02731,1.9076488018035889,1.6007347106933594,-0.3069140911102295
57,1.2463326,1.4677849,"('conservative', 'liberal')",0.6243212,0.2770282,0.9353269338607788,0.872406542301178,-0.06292039155960083
38,-1.1973084,-1.0941093,"('discriminating', 'undiscriminating')",-0.62769794,-0.5372766,-0.912503182888031,-0.8156929612159729,0.0968102216720581
44,1.1524737,1.0337917,"('active', 'inactive')",2.492216,2.189726,1.8223448991775513,1.6117589473724365,-0.21058595180511475
11,1.0794219,1.2355387,"('moral', 'immoral')",-0.52942926,-0.7886619,0.2749963104724884,0.22343841195106506,-0.05155789852142334
48,-1.0585847,-0.95745045,"('dedicated', 'undedicated')",-0.6363197,-0.6245649,-0.8474521636962891,-0.7910076379776001,0.056444525718688965
42,1.0291011,1.1142437,"('secure', 'insecure')",0.19941926,-0.12197429,0.614260196685791,0.4961347281932831,-0.11812546849250793
27,1.0002128,1.0253698,"('responsible', 'irresponsible')",-0.48474854,-0.8841859,0.2577321231365204,0.07059192657470703,-0.18714019656181335
13,0.90790915,0.9818868,"('sincere', 'insincere')",0.25051704,0.010033786,0.5792130827903748,0.4959602952003479,-0.08325278759002686
46,0.85841143,0.9291607,"('energetic', 'lethargic')",0.31998476,-0.036627054,0.589198112487793,0.4462668299674988,-0.1429312825202942
52,-0.80413854,-0.8112483,"('superior', 'inferior')",-0.9969282,-0.9747078,-0.9005333781242371,-0.8929780721664429,0.0075553059577941895
39,-0.78275174,-0.8524382,"('wise', 'foolish')",0.63536125,0.8532984,-0.07369524240493774,0.00043010711669921875,0.07412534952163696
37,0.7558684,0.8898893,"('practical', 'impractical')",-1.2027526,-1.5084856,-0.22344210743904114,-0.3092981278896332,-0.08585602045059204
24,-0.7485394,-0.6485333,"('generous', 'stingy')",2.1916816,2.4556365,0.7215710878372192,0.9035515785217285,0.18198049068450928
36,-0.7350379,-0.7459303,"('capable', 'incapable')",-1.0194501,-0.94463754,-0.8772439956665039,-0.8452839255332947,0.03196007013320923
16,0.72707236,0.7427068,"('fair', 'unfair')",1.2137328,1.3704027,0.9704025983810425,1.0565547943115234,0.08615219593048096
49,0.723276,0.62207294,"('motivated', 'unmotivated')",0.8950141,0.69502145,0.8091450929641724,0.6585471630096436,-0.1505979299545288
45,0.64531386,0.6627065,"('independent', 'dependent')",1.4253119,1.4790671,1.0353128910064697,1.0708868503570557,0.03557395935058594
29,0.63210565,0.62718,"('competent', 'incompetent')",-0.44037515,-0.4952963,0.09586524963378906,0.06594184041023254,-0.02992340922355652
43,-0.6266859,-0.44464245,"('active', 'inactive')",-0.42922017,-0.017990641,-0.527953028678894,-0.23131655156612396,0.2966364771127701
55,-0.5868123,-0.6715158,"('conventional', 'unconventional')",-1.0730954,-0.5305114,-0.8299539089202881,-0.6010136008262634,0.22894030809402466
33,-0.57280195,-0.39305156,"('educated', 'uneducated')",-1.7046864,-1.6089518,-1.1387441158294678,-1.0010017156600952,0.13774240016937256
25,-0.535786,-0.5365466,"('forgiving', 'unforgiving')",-0.94082236,-1.0228269,-0.7383041381835938,-0.7796867489814758,-0.04138261079788208
15,-0.5164122,-0.20005432,"('loyal', 'disloyal')",-2.2995057,-1.9117036,-1.407958984375,-1.05587899684906,0.35207998752593994
9,0.51638657,0.6165594,"('nice', 'nasty')",0.16053307,0.18511117,0.3384598195552826,0.4008352756500244,0.06237545609474182
34,-0.5149709,-0.5337207,"('rational', 'irrational')",0.6470267,1.1673384,0.06602790951728821,0.3168088495731354,0.25078094005584717
54,-0.49864423,-0.39260226,"('successful', 'unsuccessful')",-1.1429217,-0.73299766,-0.8207829594612122,-0.5627999305725098,0.2579830288887024
32,-0.47870803,-0.47492403,"('able', 'unable')",0.2083539,0.036298558,-0.13517706096172333,-0.21931272745132446,-0.08413566648960114
31,-0.46994483,-0.38456488,"('intelligent', 'unintelligent')",-1.489199,-1.4229779,-0.9795719385147095,-0.9037714004516602,0.07580053806304932
12,0.4314345,0.52768767,"('trustworthy', 'untrustworthy')",1.2561542,1.0390656,0.8437943458557129,0.7833766341209412,-0.06041771173477173
8,-0.42291948,-0.4024864,"('popular', 'unpopular')",-0.91955733,-0.36887172,-0.6712384223937988,-0.38567906618118286,0.28555935621261597
5,-0.40965483,-0.22844833,"('helpful', 'unhelpful')",-3.2197952,-3.3719037,-1.8147250413894653,-1.8001760244369507,0.014549016952514648
18,-0.3878556,-0.5821342,"('good', 'evil')",1.50157,1.8708891,0.5568572282791138,0.6443774700164795,0.08752024173736572
2,0.37962884,0.469023,"('likable', 'unlikable')",-0.7440936,-0.38051793,-0.18223237991333008,0.04425252974033356,0.22648490965366364
17,-0.32928538,-0.28520668,"('tolerant', 'intolerant')",-0.26435304,-0.62672484,-0.29681921005249023,-0.4559657573699951,-0.15914654731750488
56,0.2826637,0.37633038,"('conventional', 'unconventional')",-0.55096596,-0.23101787,-0.1341511309146881,0.07265625149011612,0.20680738240480423
14,0.2694456,0.3786764,"('honest', 'dishonest')",-1.0543625,-1.1723197,-0.3924584686756134,-0.39682161808013916,-0.004363149404525757
40,-0.26583195,-0.03720081,"('logical', 'illogical')",-0.15988263,-0.013652399,-0.21285729110240936,-0.025426603853702545,0.18743068724870682
47,0.2569645,0.24072778,"('ambitious', 'unambitious')",-0.55170554,-0.5470077,-0.14737051725387573,-0.15313994884490967,-0.0057694315910339355
4,0.22052637,0.22073948,"('sensitive', 'insensitive')",-0.7616317,-1.0745224,-0.27055269479751587,-0.4268914461135864,-0.15633875131607056
6,0.15908708,0.22239095,"('supportive', 'unsupportive')",0.76360047,0.7738751,0.46134376525878906,0.4981330335140228,0.036789268255233765
0,-0.1582576,0.030172467,"('sociable', 'unsociable')",-0.51993316,-0.29765737,-0.3390953838825226,-0.13374245166778564,0.20535293221473694
10,-0.11460996,-0.14369488,"('hospitable', 'inhospitable')",0.22082686,0.3646004,0.05310845375061035,0.11045275628566742,0.05734430253505707
19,0.09692161,0.45981517,"('kind', 'unkind')",-2.4574885,-2.316042,-1.1802834272384644,-0.9281134009361267,0.25217002630233765
21,0.08670503,0.047058403,"('incorrupt', 'corrupt')",1.6252979,1.9335372,0.8560014963150024,0.990297794342041,0.13429629802703857
51,0.038189396,0.1569875,"('powerful', 'powerless')",-0.57420784,-0.34828135,-0.268009215593338,-0.0956469252705574,0.1723622903227806
