,Public_male,Public_female,tuple,Storage_male,Storage_female,average_male,average_female,female-male
5,-3.7070293,-3.6347218,"('helpful', 'unhelpful')",-3.1590877,-2.950739,-3.433058500289917,-3.2927303314208984,0.14032816886901855
50,-3.3234677,-3.5449312,"('rich', 'poor')",-5.8562984,-5.901627,-4.589882850646973,-4.723278999328613,-0.13339614868164062
19,-3.1388774,-2.6094048,"('kind', 'unkind')",-1.9359622,-1.4325731,-2.5374197959899902,-2.020988941192627,0.5164308547973633
3,3.1199584,3.082542,"('liked', 'disliked')",4.5364695,4.297288,3.828213930130005,3.6899149417877197,-0.13829898834228516
30,-3.0918941,-3.394073,"('smart', 'stupid')",-4.325924,-4.339133,-3.708909034729004,-3.866602897644043,-0.15769386291503906
37,-2.916484,-3.2258039,"('practical', 'impractical')",-1.1020793,-1.0029655,-2.009281635284424,-2.114384651184082,-0.1051030158996582
44,2.69799,2.5721064,"('active', 'inactive')",2.5844593,1.7937207,2.6412246227264404,2.1829135417938232,-0.4583110809326172
0,-2.6013384,-2.3657043,"('sociable', 'unsociable')",-0.5133835,-0.17313197,-1.5573608875274658,-1.2694181203842163,0.2879427671432495
11,-2.387466,-2.465054,"('moral', 'immoral')",-0.90893245,-0.71545887,-1.648199200630188,-1.5902564525604248,0.057942748069763184
21,2.3374934,2.6220498,"('incorrupt', 'corrupt')",1.7022352,1.9407824,2.019864320755005,2.281416177749634,0.2615518569946289
15,-2.336421,-1.8847282,"('loyal', 'disloyal')",-2.0971274,-1.7032275,-2.2167742252349854,-1.7939778566360474,0.422796368598938
18,2.1740053,2.2238154,"('good', 'evil')",1.9070091,1.7652979,2.0405073165893555,1.9945566654205322,-0.04595065116882324
25,-2.1294904,-1.8167853,"('forgiving', 'unforgiving')",-0.5423614,-0.31621584,-1.335925817489624,-1.0665005445480347,0.26942527294158936
41,2.0765224,1.2521183,"('confident', 'shy')",1.6009243,1.0120759,1.8387233018875122,1.1320971250534058,-0.7066261768341064
