,MGM_male,MGM_female,tuple,Resorts_male,Resorts_female,International_male,International_female,average_male,average_female,female-male
50,-3.559932,-3.660446,"('rich', 'poor')",-6.354763,-6.358553,-3.3275354,-3.4022925,-4.414076805114746,-4.473763783772786,-0.05968697865804007
3,3.3660228,3.3557963,"('liked', 'disliked')",4.812866,4.7323265,3.9001665,3.8275816,4.0263519287109375,3.9719015757242837,-0.054450352986653794
1,-2.6532805,-2.4221945,"('friendly', 'unfriendly')",-2.1999903,-2.2187881,-1.1255764,-1.0788525,-1.9929490089416504,-1.9066117604573567,0.0863372484842937
28,2.6297698,2.3467133,"('unprejudiced', 'prejudiced')",1.9483805,1.8833616,1.0950942,0.84423494,1.8910814921061199,1.6914366086324055,-0.19964488347371434
30,-2.3746476,-2.4560637,"('smart', 'stupid')",-4.9459834,-4.8435698,-2.707478,-2.7378087,-3.342702865600586,-3.345814069112142,-0.0031112035115561376
35,-2.2809649,-2.0719693,"('creative', 'uncreative')",-1.4088962,-1.6301227,-0.098593056,-0.18771952,-1.2628180185953777,-1.296603838602702,-0.03378582000732422
26,1.9582741,1.8188909,"('reliable', 'unreliable')",3.1101935,2.8593426,0.8652761,0.8853814,1.9779144922892253,1.8545382817586262,-0.1233762105305991
8,-1.4044106,-1.3017039,"('popular', 'unpopular')",-1.2006519,-1.4353493,-0.09411006,0.030417264,-0.8997241655985514,-0.9022120634714762,-0.0024878978729248047
20,-1.3454995,-1.1538234,"('right', 'wrong')",-0.04043454,-0.11010882,0.21793544,0.28164324,-0.3893328905105591,-0.3274296522140503,0.06190323829650879
22,-1.2869152,-1.0921496,"('amicable', 'hostile')",1.309098,1.3537972,0.34724063,0.20905173,0.12314114967981975,0.15689977010091147,0.03375862042109172
23,1.2382156,1.2853307,"('truthful', 'untruthful')",0.26328453,0.3897643,0.1895819,0.34845406,0.5636940002441406,0.6745163599650065,0.11082235972086585
40,-1.2120095,-0.98126674,"('logical', 'illogical')",-0.98444176,-0.9744595,-0.45527747,-0.2069935,-0.883909543355306,-0.7209065755208334,0.16300296783447266
38,-1.1428944,-1.0799606,"('discriminating', 'undiscriminating')",-0.34264022,-0.33800417,-0.9257226,-0.8969815,-0.8037524223327637,-0.7716487248738607,0.03210369745890296
46,1.1169294,0.9543062,"('energetic', 'lethargic')",-0.5251038,-0.4053021,-0.89610374,-0.7211351,-0.10142604509989421,-0.0573770006497701,0.04404904445012411
55,-1.0815609,-0.9021646,"('conventional', 'unconventional')",-0.22076657,-0.12519246,-0.59591746,-0.55961865,-0.6327482859293619,-0.5289919376373291,0.10375634829203284
