,Freeport-McMoRan_male,Freeport-McMoRan_female,tuple,average_male,average_female,female-male
31,2.0219867,2.1935215,"('intelligent', 'unintelligent')",2.021986722946167,2.193521499633789,0.17153477668762207
53,1.8554814,1.997848,"('influential', 'uninfluential')",1.8554813861846924,1.9978480339050293,0.14236664772033691
18,-1.7198019,-1.7331672,"('good', 'evil')",-1.719801902770996,-1.7331671714782715,-0.01336526870727539
7,1.6590734,1.6252717,"('polite', 'impolite')",1.6590733528137207,1.6252716779708862,-0.03380167484283447
0,1.6466813,1.8465418,"('sociable', 'unsociable')",1.646681308746338,1.8465417623519897,0.19986045360565186
33,1.4797764,1.5174391,"('educated', 'uneducated')",1.479776382446289,1.5174391269683838,0.03766274452209473
19,1.4014434,1.5508411,"('kind', 'unkind')",1.401443362236023,1.5508410930633545,0.14939773082733154
47,1.3902934,1.5464354,"('ambitious', 'unambitious')",1.3902933597564697,1.5464353561401367,0.156141996383667
39,-1.2872015,-1.3811984,"('wise', 'foolish')",-1.2872015237808228,-1.3811984062194824,-0.09399688243865967
34,-1.2684464,-1.3494046,"('rational', 'irrational')",-1.268446445465088,-1.3494045734405518,-0.08095812797546387
17,1.1708533,1.191372,"('tolerant', 'intolerant')",1.1708532571792603,1.191372036933899,0.020518779754638672
49,1.1511531,1.2821007,"('motivated', 'unmotivated')",1.1511530876159668,1.2821006774902344,0.13094758987426758
21,-1.1469394,-1.3036133,"('incorrupt', 'corrupt')",-1.1469393968582153,-1.303613305091858,-0.15667390823364258
23,1.0933943,1.1637831,"('truthful', 'untruthful')",1.0933942794799805,1.163783073425293,0.0703887939453125
57,1.0755106,0.9134301,"('conservative', 'liberal')",1.0755106210708618,0.9134300947189331,-0.1620805263519287
44,1.0599397,0.88408446,"('active', 'inactive')",1.0599397420883179,0.8840844631195068,-0.17585527896881104
5,1.0424423,1.0428938,"('helpful', 'unhelpful')",1.0424423217773438,1.0428937673568726,0.0004514455795288086
11,1.0330713,1.0465186,"('moral', 'immoral')",1.0330712795257568,1.0465185642242432,0.013447284698486328
22,-0.9877281,-0.95244354,"('amicable', 'hostile')",-0.9877281188964844,-0.952443540096283,0.035284578800201416
25,0.95505667,1.1424885,"('forgiving', 'unforgiving')",0.9550566673278809,1.1424884796142578,0.18743181228637695
26,-0.93639755,-1.1899741,"('reliable', 'unreliable')",-0.9363975524902344,-1.189974069595337,-0.25357651710510254
42,0.90072966,0.9940099,"('secure', 'insecure')",0.9007296562194824,0.9940099120140076,0.09328025579452515
6,0.88694847,0.88326895,"('supportive', 'unsupportive')",0.8869484663009644,0.8832689523696899,-0.003679513931274414
16,-0.87639415,-0.84055233,"('fair', 'unfair')",-0.8763941526412964,-0.8405523300170898,0.03584182262420654
30,0.8662628,0.8607198,"('smart', 'stupid')",0.8662627935409546,0.8607197999954224,-0.0055429935455322266
54,0.83797956,0.7289864,"('successful', 'unsuccessful')",0.8379795551300049,0.728986382484436,-0.10899317264556885
55,-0.8334329,-0.81130004,"('conventional', 'unconventional')",-0.8334329128265381,-0.8113000392913818,0.02213287353515625
50,0.83045006,0.7634282,"('rich', 'poor')",0.8304500579833984,0.7634282112121582,-0.06702184677124023
43,-0.7534329,-0.87279534,"('active', 'inactive')",-0.7534329295158386,-0.8727953433990479,-0.11936241388320923
28,-0.7475898,-0.93421423,"('unprejudiced', 'prejudiced')",-0.7475898265838623,-0.9342142343521118,-0.1866244077682495
32,0.73066723,0.7934613,"('able', 'unable')",0.730667233467102,0.7934613227844238,0.06279408931732178
46,0.7051326,0.7929197,"('energetic', 'lethargic')",0.7051326036453247,0.7929196953773499,0.08778709173202515
29,0.68818617,0.9828912,"('competent', 'incompetent')",0.6881861686706543,0.9828912019729614,0.29470503330230713
