,Fifth_male,Fifth_female,tuple,Third_male,Third_female,Bancorp_male,Bancorp_female,average_male,average_female,female-male
24,-1.3141618,-1.3242967,"('thoughtful', 'rough')",-0.9840659,-1.0119478,-0.18147841,-0.1660759,-0.8265688,-0.8341068,-0.007538
68,-1.292901,-1.3570354,"('clever', 'inept')",-1.0021605,-1.1397243,-0.5060433,-0.702741,-0.9337017,-1.0665002,-0.1327985
20,1.2683648,1.2605188,"('popular', 'unpopular')",0.9911419,1.0981859,-0.74231505,-0.7885612,0.5057305,0.5233811,0.0176506
66,1.262788,1.6198914,"('imaginative', 'unimaginative')",1.6953968,1.9402229,1.7179403,1.65001,1.5587083,1.7367082,0.1779999
92,1.2480663,1.2736921,"('unwavering', 'wavering')",1.3278921,1.3317022,-1.120909,-1.2074308,0.4850164,0.4659878,-0.0190286
70,1.2445707,1.3670526,"('wise', 'unwise')",1.419295,1.5227611,0.554556,0.5293754,1.0728072,1.1397297,0.0669225
93,-1.2391639,-1.2665894,"('dominating', 'dominated')",-0.9771638,-1.0065453,0.74531984,0.6895354,-0.4903359,-0.5278664,-0.0375305
87,-1.2368815,-1.1000884,"('dedicated', 'undedicated')",-0.96188396,-0.9150191,-0.48669386,-0.36719018,-0.8951531,-0.7940992,0.1010539
65,-1.2265724,-1.4878662,"('practical', 'impractical')",-1.2840306,-1.4727271,-0.052075416,-0.070654005,-0.8542261,-1.0104157,-0.1561896
47,-1.1570233,-1.0091822,"('forgiving', 'unforgiving')",-1.1676558,-1.0031707,-0.69354385,-0.51343644,-1.0060743,-0.8419298,0.1641445
97,-1.1557939,-1.0475746,"('superior', 'inferior')",-1.0418196,-0.9823511,-0.08142984,-0.019002646,-0.7596811,-0.6829762,0.0767049
45,-1.1444951,-1.3254797,"('cooperative', 'exploitative')",-1.0223415,-1.1563387,-0.1048404,-0.1809842,-0.7572257,-0.8876009,-0.1303752
18,-1.1357238,-1.1448474,"('social', 'asocial')",-1.2054652,-1.2400898,0.014941156,0.09024884,-0.7754159,-0.7648962,0.0105197
76,-1.113822,-1.2127514,"('secure', 'insecure')",-0.88938594,-0.8938698,0.73235166,0.80439377,-0.4236188,-0.4340758,-0.010457
101,-1.1011001,-1.1331358,"('successful', 'unsuccessful')",-0.9319681,-0.85994613,-1.0689604,-1.1436951,-1.0340095,-1.0455923,-0.0115828
0,-1.0988895,-0.87485886,"('sociable', 'unsociable')",-0.8458567,-0.65191555,0.087992996,0.22138533,-0.6189177,-0.4351297,0.183788
36,-1.0901896,-1.1168656,"('tolerant', 'intolerant')",-1.0795262,-1.0880761,0.7283498,0.7550156,-0.4804554,-0.4833087,-0.0028533
23,1.0798553,1.0247784,"('hospitable', 'inhospitable')",1.3047241,1.1593637,0.38286662,0.22566703,0.922482,0.8032697,-0.1192123
72,-1.0629332,-0.8199692,"('logical', 'illogical')",-0.939732,-0.7361535,-0.64624584,-0.5318836,-0.8829703,-0.6960021,0.1869682
11,-1.0452116,-1.1204095,"('caring', 'unaffectionate')",-0.7712525,-0.75761604,-2.2525544,-2.1560955,-1.3563395,-1.344707,0.0116325
61,1.0290008,1.3676388,"('rational', 'irrational')",0.7666513,1.1840858,-0.5411999,-0.39992988,0.4181507,0.717265,0.2991143
46,1.0245054,1.5142452,"('generous', 'stingy')",0.87616986,1.219805,-0.21150649,-0.036741257,0.5630563,0.899103,0.3360467
8,1.0206838,1.1597699,"('open', 'distant')",1.0793116,1.1922394,-1.3943311,-1.3638518,0.2352214,0.3293858,0.0941644
74,-1.0110426,-1.0730549,"('insightful', 'unperceptive')",-0.9596352,-1.0187314,-0.77651304,-0.8496119,-0.9157303,-0.980466,-0.0647357
21,0.9610655,0.9211216,"('nice', 'nasty')",1.1867476,1.0789127,-0.006022811,-0.14121103,0.7139301,0.6196078,-0.0943223
104,-0.9496292,-0.72619057,"('conventional', 'unconventional')",-0.7892485,-0.60128886,-1.9521056,-1.7449565,-1.2303278,-1.0241453,0.2061825
105,-0.90488875,-0.9183141,"('conventional', 'modern')",-0.47279716,-0.53511554,-1.2953658,-1.1114111,-0.8910173,-0.8549469,0.0360704
77,0.8800072,1.080482,"('active', 'inactive')",1.0535438,1.2308735,-1.5284979,-1.4995824,0.1350177,0.2705911,0.1355734
67,-0.876243,-0.58080435,"('discriminating', 'undiscriminating')",-0.6661615,-0.4549126,-0.9567169,-0.9573529,-0.8330404,-0.6643566,0.1686838
69,0.8638041,1.0591884,"('wise', 'foolish')",0.84532106,1.1280453,-0.75620973,-0.6646353,0.3176385,0.5075328,0.1898943
35,0.8387332,1.1289895,"('fair', 'unfair')",1.1065166,1.3289291,0.5353263,0.46784583,0.8268587,0.9752549,0.1483962
22,0.8361649,0.85552436,"('welcoming', 'disagreeable')",0.74210703,0.8119509,0.5323168,0.644789,0.7035295,0.7707547,0.0672252
16,-0.8247973,-0.7790883,"('social', 'antisocial')",-0.71002907,-0.61620796,1.1203579,1.2463018,-0.1381561,-0.0496649,0.0884912
59,0.80887055,0.7802334,"('skillful', 'clumsy')",0.781766,0.8388141,-0.5590751,-0.5918952,0.3438538,0.3423841,-0.0014697
100,-0.7926244,-0.5500846,"('influential', 'uninfluential')",-0.7773019,-0.54226226,0.57871866,0.7319133,-0.3304025,-0.1201445,0.210258
80,0.7803292,0.73943365,"('independent', 'dependent')",0.9045483,0.90766895,1.9204822,1.8431057,1.2017865,1.1634027,-0.0383838
14,0.76480585,0.63934875,"('supportive', 'unsupportive')",0.647806,0.5258823,0.2196744,0.17169222,0.5440954,0.4456411,-0.0984543
31,0.727899,0.6489572,"('altruistic', 'egoistic')",0.14057586,0.15359938,-1.1888916,-1.1287175,-0.1068056,-0.1087203,-0.0019147
89,-0.7222339,-0.9442982,"('daring', 'anxious')",-0.59478164,-0.8766715,0.10827595,0.018494248,-0.4029132,-0.6008252,-0.197912
63,-0.6866449,-0.86304736,"('capable', 'incapable')",-0.61299706,-0.71847034,-1.6264732,-1.717666,-0.9753717,-1.0997279,-0.1243562
55,-0.6543307,-0.771316,"('intelligent', 'unintelligent')",-0.49587396,-0.5847541,0.56023264,0.563587,-0.1966573,-0.264161,-0.0675037
43,-0.6348081,-0.6791731,"('genuine', 'fake')",-0.5218111,-0.6333368,0.75778544,0.7781953,-0.1329446,-0.1781049,-0.0451603
91,0.6228801,0.43671882,"('resilient', 'nonresilient')",0.7691916,0.6536734,-0.71052694,-0.8176558,0.2271816,0.0909121,-0.1362695
30,-0.5257366,-0.5915035,"('honest', 'dishonest')",-0.53623825,-0.599026,-0.26887566,-0.38594738,-0.4436168,-0.5254923,-0.0818755
103,0.49798605,0.38344303,"('traditional', 'modern')",0.7597382,0.5526782,1.5907371,1.6471696,0.9494871,0.8610969,-0.0883902
17,-0.47696513,-0.20990813,"('social', 'antisocial')",-0.7323109,-0.4537791,0.26617706,0.33930624,-0.3143663,-0.108127,0.2062393
56,0.452412,0.45274636,"('intelligent', 'dumb')",0.75892353,0.6849016,1.330745,1.1967142,0.8473601,0.7781207,-0.0692394
109,-0.4207536,-0.6335858,"('conservative', 'liberal')",-0.52588683,-0.68919677,1.4371928,1.3140886,0.1635175,-0.002898,-0.1664155
108,-0.4207536,-0.6335858,"('conservative', 'liberal')",-0.52588683,-0.68919677,1.4371928,1.3140886,0.1635175,-0.002898,-0.1664155
26,-0.4172601,-0.2718305,"('trustworthy', 'untrustworthy')",-0.4720433,-0.39143914,1.3576227,1.4645232,0.1561064,0.2670845,0.1109781
19,0.32987103,0.5363846,"('funny', 'boring')",0.55287045,0.8172996,-1.2222027,-1.1212437,-0.1131537,0.0774802,0.1906339
94,-0.32766998,-0.55417967,"('aggressive', 'submissive')",-0.59755707,-0.70911986,1.6370896,1.5175633,0.2372875,0.0847546,-0.1525329
106,-0.32316655,-0.22463232,"('conventional', 'unconventional')",-0.34586507,-0.26582718,-0.14535736,-0.014239818,-0.271463,-0.1682331,0.1032299
98,0.31144089,0.35439658,"('prestigious', 'insignificant')",0.29392102,0.34542975,-1.2728796,-1.2997985,-0.2225059,-0.1999907,0.0225152
107,-0.30404156,-0.29769826,"('conventional', 'modern')",-0.12561214,-0.16150746,0.7072627,0.7468981,0.0925363,0.0958975,0.0033612
90,0.28060353,-0.04801152,"('motivated', 'unmotivated')",0.021321133,-0.27448106,0.6862351,0.418307,0.3293866,0.0319381,-0.2974485
1,-0.24486254,-0.06500569,"('friendly', 'unfriendly')",-0.1427547,0.10871318,-1.9504515,-1.704984,-0.7793562,-0.5537588,0.2255974
5,-0.2320232,-0.376821,"('pleasant', 'repellent')",-0.049212605,-0.28802496,0.9084768,0.8164811,0.2090803,0.0505451,-0.1585352
15,-0.21937463,-0.34162474,"('polite', 'impolite')",-0.09074946,-0.17225455,0.9586724,0.9947108,0.2161828,0.1602772,-0.0559056
39,0.20433627,0.3473693,"('right', 'wrong')",-0.07680147,0.14911254,-1.0295559,-1.022142,-0.3006737,-0.1752201,0.1254536
57,0.20033619,-0.07528022,"('able', 'unable')",0.53968227,0.29850325,0.5531497,0.41502818,0.4310561,0.2127504,-0.2183057
10,0.17829418,0.3303727,"('affectionate', 'unaffectionate')",0.094361484,0.24978352,-1.5623269,-1.3205888,-0.4298904,-0.2468109,0.1830795
102,0.16697246,0.0224365,"('eminent', 'low')",0.32698935,0.26037127,0.61653227,0.66700196,0.3701647,0.3166032,-0.0535615
84,0.12868156,0.035870917,"('self-confident', 'diffident')",0.4272586,0.37401217,-0.7451241,-0.79094815,-0.0630613,-0.1270217,-0.0639604
79,0.11777781,0.12905091,"('determined', 'doubtful')",-0.11579548,-0.054436386,0.11211574,0.1276528,0.0380327,0.0674224,0.0293897
110,-0.115012884,-0.105840966,"('narrow-minded', 'open-minded')",-0.49374464,-0.5662258,0.1109127,0.08711371,-0.1659483,-0.1949844,-0.0290361
62,-0.11237064,-0.0064513087,"('creative', 'uncreative')",0.0072880983,0.06443924,-0.98367405,-0.8653257,-0.3629189,-0.2691126,0.0938063
4,-0.11181715,-0.09000964,"('likable', 'unlikable')",-0.5879957,-0.5393441,-1.775878,-1.7547967,-0.8252303,-0.7947168,0.0305135
60,-0.06577732,0.043168843,"('educated', 'uneducated')",-0.049971074,0.06708866,1.3860749,1.3720744,0.4234422,0.4941106,0.0706684
44,0.06562504,-0.07987782,"('truthful', 'untruthful')",-0.021027833,-0.10850924,-1.1835309,-1.2720091,-0.3796446,-0.4867987,-0.1071541
96,-0.0028775781,-0.14291704,"('powerful', 'powerless')",-0.038115725,-0.16381525,-0.6511735,-0.65656507,-0.2307223,-0.3210991,-0.0903768
54,0.0007349029,-0.06927806,"('smart', 'stupid')",-0.13209784,-0.2409114,-0.3407641,-0.42356682,-0.1573757,-0.2445854,-0.0872097
