,Occidental_male,Occidental_female,tuple,Petroleum_male,Petroleum_female,average_male,average_female,female-male
29,2.4388342,2.4141536,"('competent', 'incompetent')",-1.2959652,-1.17699,0.571434497833252,0.6185817718505859,0.047147274017333984
53,2.2497969,2.492526,"('influential', 'uninfluential')",-0.84598756,-0.6932567,0.7019046545028687,0.8996347188949585,0.19773006439208984
0,1.9455359,2.3189423,"('sociable', 'unsociable')",-0.94234824,-0.71830183,0.501593828201294,0.8003202676773071,0.2987264394760132
49,1.9334322,1.8915986,"('motivated', 'unmotivated')",0.64417696,0.58213073,1.288804531097412,1.236864686012268,-0.05193984508514404
6,1.8850257,1.7211803,"('supportive', 'unsupportive')",0.6215198,0.76480436,1.2532727718353271,1.2429924011230469,-0.010280370712280273
13,1.6335624,1.8918476,"('sincere', 'insincere')",-0.5843558,-0.6794065,0.5246033668518066,0.606220543384552,0.08161717653274536
27,1.6213515,1.6620812,"('responsible', 'irresponsible')",-0.98752093,-1.3063277,0.31691527366638184,0.1778767704963684,-0.13903850317001343
46,1.5460931,1.63493,"('energetic', 'lethargic')",-0.07391825,-0.23982906,0.736087441444397,0.6975504755973816,-0.03853696584701538
21,-1.5432496,-1.8519915,"('incorrupt', 'corrupt')",1.681385,1.9510369,0.06906771659851074,0.04952269792556763,-0.019545018672943115
31,1.5187001,1.6490599,"('intelligent', 'unintelligent')",-2.1501656,-1.981605,-0.3157327175140381,-0.1662725806236267,0.14946013689041138
7,1.4752352,1.978821,"('polite', 'impolite')",-0.18824594,-0.19662069,0.6434946656227112,0.8911001682281494,0.24760550260543823
57,1.3998419,1.6283132,"('conservative', 'liberal')",0.8011184,0.47369397,1.100480079650879,1.0510035753250122,-0.0494765043258667
23,1.3675475,1.4441326,"('truthful', 'untruthful')",0.42165124,0.40277773,0.8945993781089783,0.9234551191329956,0.028855741024017334
41,1.343664,0.74751174,"('confident', 'shy')",1.8297355,1.1590259,1.5866997241973877,0.953268826007843,-0.6334308981895447
4,1.3389282,1.4238034,"('sensitive', 'insensitive')",-1.5588167,-1.6124274,-0.10994422435760498,-0.09431195259094238,0.015632271766662598
22,-1.3339599,-1.4821593,"('amicable', 'hostile')",0.9127972,1.5410979,-0.21058136224746704,0.029469311237335205,0.24005067348480225
18,-1.2280728,-1.739809,"('good', 'evil')",1.4169683,1.613595,0.0944477915763855,-0.06310701370239258,-0.15755480527877808
47,1.2255399,1.4174967,"('ambitious', 'unambitious')",-0.07283583,-0.17092676,0.576352059841156,0.6232849359512329,0.046932876110076904
54,1.2018235,1.3798428,"('successful', 'unsuccessful')",-2.2358274,-2.0149014,-0.5170019865036011,-0.3175293207168579,0.19947266578674316
11,1.1275713,1.5366689,"('moral', 'immoral')",-1.4192237,-1.5141115,-0.14582616090774536,0.011278688907623291,0.15710484981536865
3,1.1154531,0.90785587,"('liked', 'disliked')",4.584734,4.7489047,2.8500936031341553,2.8283803462982178,-0.0217132568359375
32,1.1022,0.87447083,"('able', 'unable')",-0.120865345,-0.07692334,0.49066734313964844,0.398773729801178,-0.09189361333847046
40,1.0896785,1.1394725,"('logical', 'illogical')",-1.600862,-1.4684188,-0.2555917501449585,-0.16447317600250244,0.09111857414245605
42,1.0687612,1.3188287,"('secure', 'insecure')",-0.73221207,-0.9749188,0.16827458143234253,0.1719549596309662,0.0036803781986236572
20,-1.0546994,-1.2076755,"('right', 'wrong')",-0.9637337,-0.55695677,-1.009216547012329,-0.8823161125183105,0.12690043449401855
44,0.990754,0.3670961,"('active', 'inactive')",1.8862181,1.8889331,1.438486099243164,1.1280145645141602,-0.3104715347290039
55,-0.965452,-1.0564063,"('conventional', 'unconventional')",-0.637552,-0.19857481,-0.801501989364624,-0.6274905204772949,0.1740114688873291
50,-0.96063256,-0.74987304,"('rich', 'poor')",-6.3002396,-6.248518,-3.6304359436035156,-3.4991955757141113,0.1312403678894043
14,0.895994,1.0983406,"('honest', 'dishonest')",-1.4149592,-1.5533644,-0.25948259234428406,-0.22751188278198242,0.031970709562301636
39,-0.85797906,-1.1715176,"('wise', 'foolish')",-0.2654121,-0.016155928,-0.5616955757141113,-0.593836784362793,-0.03214120864868164
24,0.8021591,0.59669477,"('generous', 'stingy')",2.439704,2.63265,1.6209315061569214,1.614672303199768,-0.00625920295715332
5,0.77827924,1.2004685,"('helpful', 'unhelpful')",-3.518405,-3.5405803,-1.3700628280639648,-1.170055866241455,0.20000696182250977
25,0.7699127,0.91800356,"('forgiving', 'unforgiving')",-0.9422855,-0.79604745,-0.08618637919425964,0.060978055000305176,0.14716443419456482
33,0.7538206,1.1612012,"('educated', 'uneducated')",-1.4083067,-1.0822842,-0.32724305987358093,0.039458513259887695,0.36670157313346863
17,0.75257456,0.91202945,"('tolerant', 'intolerant')",-0.5696472,-1.0682615,0.09146368503570557,-0.0781160295009613,-0.16957971453666687
43,-0.75150836,-0.68479306,"('active', 'inactive')",-0.23188421,0.054567475,-0.491696298122406,-0.31511279940605164,0.17658349871635437
9,0.7337439,0.56155217,"('nice', 'nasty')",0.8576445,0.8238622,0.7956942319869995,0.6927071809768677,-0.10298705101013184
34,-0.7158092,-0.87117594,"('rational', 'irrational')",-0.27292445,0.1985345,-0.4943668246269226,-0.3363207280635834,0.15804609656333923
45,0.71354187,0.76061,"('independent', 'dependent')",1.1935825,1.3854539,0.9535622000694275,1.0730319023132324,0.11946970224380493
8,-0.7017516,-0.3885836,"('popular', 'unpopular')",-1.7361817,-1.0751512,-1.2189667224884033,-0.7318674325942993,0.487099289894104
37,0.6718635,0.9747465,"('practical', 'impractical')",-1.3235021,-1.582744,-0.3258192837238312,-0.303998738527298,0.021820545196533203
56,0.66637266,0.6308595,"('conventional', 'unconventional')",0.07635429,0.080534235,0.37136346101760864,0.3556968569755554,-0.015666604042053223
12,0.63045025,0.7917346,"('trustworthy', 'untrustworthy')",-0.20416659,-0.11972405,0.21314182877540588,0.3360052704811096,0.12286344170570374
38,0.5687546,0.6510391,"('discriminating', 'undiscriminating')",-0.7845038,-0.69626486,-0.10787460207939148,-0.02261286973953247,0.08526173233985901
48,0.5382568,0.5632924,"('dedicated', 'undedicated')",-0.18655859,-0.2021259,0.17584910988807678,0.18058323860168457,0.004734128713607788
15,0.31779087,0.69139445,"('loyal', 'disloyal')",-2.3859022,-1.9270504,-1.0340557098388672,-0.6178279519081116,0.4162277579307556
