,T._male,T._female,tuple,Rowe_male,Rowe_female,Price_male,Price_female,average_male,average_female,female-male
77,0.9031549,1.005275,"('active', 'inactive')",0.08862579,-0.027647734,1.0193535,1.3413851,0.670378,0.7730041,0.1026261
74,-0.8876442,-1.0262079,"('insightful', 'unperceptive')",0.22005346,0.2287758,-1.7798299,-1.8676839,-0.8158069,-0.888372,-0.0725651
56,-0.88493913,-0.99291134,"('intelligent', 'dumb')",0.25827983,0.26705134,0.928329,1.087317,0.1005566,0.1204857,0.0199291
42,0.85979414,0.8288354,"('amicable', 'hostile')",-0.26030046,-0.37242854,1.2338796,1.6867089,0.6111244,0.7143719,0.1032475
68,-0.8530039,-1.1474342,"('clever', 'inept')",-1.1957779,-1.569863,-1.1101865,-1.4275894,-1.0529895,-1.3816288,-0.3286393
102,0.8320668,0.6811271,"('eminent', 'low')",0.081155434,-0.10615849,-0.51698315,-0.20397532,0.1320797,0.1236644,-0.0084153
4,-0.8238889,-0.8893384,"('likable', 'unlikable')",-0.24580832,-0.49363095,-0.5974382,-0.54342973,-0.5557118,-0.642133,-0.0864212
53,-0.80153024,-0.834769,"('smart', 'stupid')",-3.5337286,-3.4766278,-5.388806,-5.487088,-3.2413549,-3.2661616,-0.0248067
55,0.7976631,0.7258686,"('intelligent', 'unintelligent')",-0.49534616,-0.5061475,-0.7943045,-0.97033095,-0.1639959,-0.2502033,-0.0862074
89,0.79286206,0.77373445,"('daring', 'anxious')",0.3059979,0.29386398,-1.0664752,-1.3115804,0.010795,-0.0813273,-0.0921223
79,-0.78745365,-0.60215527,"('determined', 'doubtful')",0.5464281,0.4167933,-0.23661065,-0.03585452,-0.1592121,-0.0737388,0.0854733
90,0.7826201,0.70282894,"('motivated', 'unmotivated')",1.0886178,0.8288282,0.5784669,0.09955332,0.8165682,0.5437369,-0.2728313
40,-0.7760963,-0.99795675,"('honorable', 'mean')",-3.4094174,-3.529625,-4.674186,-4.78926,-2.9532331,-3.1056137,-0.1523806
17,-0.7677008,-0.55674005,"('social', 'antisocial')",0.12609723,0.2834366,-0.48287532,-0.3299638,-0.3748263,-0.2010891,0.1737372
95,-0.74165225,-0.82083035,"('rich', 'poor')",-4.339458,-4.2975655,-5.369508,-5.35854,-3.4835393,-3.4923121,-0.0087728
71,-0.73412627,-0.85567486,"('efficient', 'inefficient')",1.505529,1.4251511,-1.5436547,-2.2695317,-0.2574173,-0.5666852,-0.3092679
64,-0.7316489,-0.72719824,"('clever', 'incompetent')",-0.04928583,-0.05196172,-2.078425,-2.3846622,-0.9531199,-1.0546074,-0.1014875
63,-0.71556646,-0.7967932,"('capable', 'incapable')",-0.9755156,-1.1330973,-0.85414106,-0.6779825,-0.8484077,-0.869291,-0.0208833
85,-0.7091974,-0.8056765,"('ambitious', 'unambitious')",-0.045679525,-0.096244246,-0.0068415403,-0.109981,-0.2539062,-0.3373006,-0.0833944
24,-0.70609856,-0.56648034,"('thoughtful', 'rough')",-0.28207228,-0.30329806,-0.9242374,-0.9811244,-0.6374694,-0.6169676,0.0205018
12,-0.67718357,-0.59499615,"('sympathetic', 'unsympathetic')",-0.39612374,-0.22760484,-2.4266047,-2.5996532,-1.1666373,-1.1407514,0.0258859
34,-0.66481054,-0.6640223,"('loyal', 'disloyal')",-0.5523146,-0.29531074,-2.2982202,-1.9822423,-1.1717818,-0.9805252,0.1912566
32,-0.6638569,-0.71098423,"('benevolent', 'hardhearted')",-1.0947986,-0.99940634,-0.90906894,-0.6098027,-0.8892415,-0.7733978,0.1158437
35,-0.63763314,-0.4510361,"('fair', 'unfair')",0.98383456,0.9798742,1.5679486,1.6035255,0.63805,0.7107879,0.0727379
57,-0.6002606,-0.6685684,"('able', 'unable')",0.30490017,0.002317369,-0.070072785,-0.4055887,-0.1218111,-0.3572799,-0.2354688
8,-0.59838,-0.71948904,"('open', 'distant')",-0.5434245,-0.7763618,2.0361872,1.9339408,0.2981276,0.14603,-0.1520976
54,0.59766775,0.42740536,"('smart', 'stupid')",0.8705123,0.56033593,-0.013502955,-0.31465662,0.4848924,0.2243616,-0.2605308
5,0.5867518,0.71206045,"('pleasant', 'repellent')",0.49693954,0.46088365,-0.39074653,-0.43068004,0.2309816,0.2474213,0.0164397
60,-0.5352513,-0.4725883,"('educated', 'uneducated')",0.9291495,1.2195034,-0.9319173,-0.789886,-0.1793397,-0.0143236,0.1650161
37,0.51631945,0.5273317,"('good', 'evil')",0.3101684,0.087206304,3.2653928,3.2987444,1.3639603,1.3044275,-0.0595328
27,-0.5115937,-0.5827091,"('sincere', 'insincere')",-4.5762787,-4.3322678,-6.633703,-6.546941,-3.9071919,-3.8206393,0.0865526
49,-0.49822134,-0.5908557,"('responsible', 'irresponsible')",-0.5648888,-0.5998597,-1.599158,-1.9027731,-0.8874227,-1.0311629,-0.1437402
76,0.49465555,0.70630896,"('secure', 'insecure')",0.87539613,0.83648354,-0.9626463,-1.2080917,0.1358018,0.1115669,-0.0242349
67,-0.46639985,-0.29425353,"('discriminating', 'undiscriminating')",-0.9376257,-1.1275988,-0.16449946,-0.03731823,-0.5228417,-0.4863902,0.0364515
83,-0.46520433,-0.3932302,"('energetic', 'lethargic')",-0.22336856,0.052698016,-1.5898782,-1.7003754,-0.7594837,-0.6803025,0.0791812
31,-0.4617018,-0.39639312,"('altruistic', 'egoistic')",-0.59053504,-0.58294505,-0.1551665,0.061139464,-0.4024678,-0.3060662,0.0964016
22,0.45652586,0.39552787,"('welcoming', 'disagreeable')",0.8034603,0.8827269,1.5104241,1.5341624,0.9234701,0.9374723,0.0140022
92,0.44275576,0.24422115,"('unwavering', 'wavering')",-1.104696,-1.2486784,0.6708057,0.96423274,0.0029551,-0.0134082,-0.0163633
96,0.42179528,0.4324875,"('powerful', 'powerless')",0.57338625,0.4922306,-0.18595001,-0.14336851,0.2697438,0.2604498,-0.009294
2,-0.4087848,-0.3648185,"('friendly', 'unfriendly')",1.1747977,1.2695409,-1.9691658,-2.1206098,-0.401051,-0.4052958,-0.0042448
62,-0.39981556,-0.40651783,"('creative', 'uncreative')",-0.7475455,-0.7845717,-0.20060073,-0.23706976,-0.4493206,-0.4760531,-0.0267325
98,0.39460307,0.056955755,"('prestigious', 'insignificant')",-1.0658194,-1.1855086,0.61493266,0.81354374,-0.0187612,-0.1050031,-0.0862419
46,0.39245254,0.5486367,"('generous', 'stingy')",1.3359302,1.517548,2.515307,2.4182794,1.4145632,1.4948212,0.080258
19,-0.38148272,-0.33129317,"('funny', 'boring')",-0.14507055,-0.20562518,-0.34316278,-0.091429174,-0.2899053,-0.2094492,0.0804561
81,0.37873334,0.49918008,"('industrious', 'lazy')",0.9438014,0.65459126,2.6007838,2.7493153,1.3077729,1.3010289,-0.006744
15,0.37315565,0.31667322,"('polite', 'impolite')",1.451818,1.6509333,-1.0117383,-1.0629969,0.2710784,0.3015366,0.0304582
41,0.3603371,0.5212916,"('incorrupt', 'corrupt')",-0.14414942,-0.060958028,1.3273175,1.8069122,0.5145017,0.7557486,0.2412469
97,-0.3501435,-0.14567879,"('superior', 'inferior')",-0.8977156,-0.91475284,-0.31212017,-0.203547,-0.5199931,-0.4213262,0.0986669
61,0.3428139,0.41187164,"('rational', 'irrational')",-0.103752166,-0.22165066,0.866976,1.2702208,0.3686792,0.4868139,0.1181347
3,0.33409178,0.37983003,"('likable', 'unlikable')",1.8080356,1.5888608,1.7835042,1.8515437,1.3085439,1.2734114,-0.0351325
11,-0.3254458,-0.4895442,"('caring', 'unaffectionate')",-2.218555,-2.2155333,-1.3742135,-1.4967015,-1.3060714,-1.400593,-0.0945216
86,-0.2988131,-0.506391,"('self-reliant', 'helpless')",2.2389333,2.0539765,3.5999098,3.4440691,1.8466767,1.6638848,-0.1827919
94,0.28365004,0.17922823,"('aggressive', 'submissive')",1.5498099,1.681113,-0.9543624,-1.1273,0.2930325,0.2443471,-0.0486854
44,0.27717566,0.11967662,"('truthful', 'untruthful')",-0.67722356,-0.75897086,-0.53822064,-0.3033747,-0.3127562,-0.314223,-0.0014668
29,-0.24490452,-0.13706447,"('honest', 'immoral')",-1.367895,-1.313021,-1.4233947,-1.5864041,-1.0120648,-1.0121632,-9.84e-05
69,-0.18790567,-0.19441387,"('wise', 'foolish')",0.023699343,0.0076549053,0.6450625,0.994605,0.1602854,0.269282,0.1089966
36,0.18663612,0.06872171,"('tolerant', 'intolerant')",-0.39558274,-0.24670845,-1.6862179,-1.8798249,-0.6317215,-0.6859372,-0.0542157
99,-0.18545246,-0.43025827,"('prestigious', 'insignificant')",-1.2323289,-1.4197338,1.3214906,1.5934899,-0.0320969,-0.0855007,-0.0534038
84,-0.18492338,-0.4765444,"('self-confident', 'diffident')",-0.9003346,-1.1096653,-0.39883628,-0.5388586,-0.4946981,-0.7083561,-0.213658
9,-0.16821265,-0.124025926,"('sensitive', 'insensitive')",-0.56944853,-0.54356706,-1.9695158,-2.1641417,-0.9023923,-0.9439116,-0.0415193
10,0.16374375,0.018466242,"('affectionate', 'unaffectionate')",-1.8068689,-1.6739109,-0.34061408,-0.2192955,-0.6612464,-0.6249134,0.036333
7,0.16344374,0.008728772,"('outgoing', 'distant')",-0.032277465,-0.32260948,2.9223166,2.7277,1.0178276,0.8046064,-0.2132212
39,0.16119775,0.11720382,"('right', 'wrong')",-0.8251151,-0.8769948,1.2168299,1.385351,0.1843042,0.20852,0.0242158
13,0.14266452,-0.04741572,"('helpful', 'unhelpful')",-0.9367716,-0.8966346,-3.1556273,-2.8814578,-1.3165781,-1.2751694,0.0414087
66,0.13006887,0.10344097,"('imaginative', 'unimaginative')",1.2140352,1.166935,1.8527277,1.8070762,1.0656106,1.0258174,-0.0397932
48,-0.12347925,-0.19652188,"('reliable', 'unreliable')",2.329709,2.1150002,2.2609947,2.0642042,1.4890747,1.3275609,-0.1615138
80,0.11380048,0.31037283,"('independent', 'dependent')",0.75280374,0.68455327,1.5978724,1.458887,0.8214922,0.8179377,-0.0035545
52,0.11213723,0.18468866,"('competitive', 'uncompetitive')",0.6286358,0.7255497,-1.7754525,-2.0475948,-0.3448931,-0.3791188,-0.0342257
93,-0.090902,0.02789925,"('dominating', 'dominated')",1.400558,1.4802344,-1.0646532,-1.1153002,0.0816676,0.1309445,0.0492769
91,-0.08413216,-0.30390826,"('resilient', 'nonresilient')",0.10782045,0.011118114,-0.23675662,-0.47585708,-0.0710228,-0.2562157,-0.1851929
6,0.07685751,0.0164814,"('liked', 'disliked')",4.048543,3.7560587,6.531603,6.573757,3.5523345,3.4487658,-0.1035687
14,-0.069213435,-0.34773332,"('supportive', 'unsupportive')",0.7440251,0.5684602,1.0805825,0.88972193,0.5851314,0.3701496,-0.2149818
103,-0.06726605,0.040990338,"('traditional', 'modern')",0.44463795,0.544624,0.80610806,0.6844909,0.3944933,0.4233684,0.0288751
107,-0.05823189,-0.0018172264,"('conventional', 'modern')",1.0321335,1.4545255,-0.8024508,-0.78206235,0.0571503,0.2235486,0.1663983
23,-0.051743895,-0.36147606,"('hospitable', 'inhospitable')",-0.14813781,-0.29424727,0.58728,0.7055843,0.1291328,0.0166203,-0.1125125
110,-0.028455272,-0.16521195,"('narrow-minded', 'open-minded')",-0.51096636,-0.5438702,-0.32616183,-0.39762414,-0.2885278,-0.3689021,-0.0803743
58,0.022881702,0.19015244,"('able', 'clumsy')",-1.2830492,-1.0414987,-2.7538075,-2.3365269,-1.3379917,-1.0626244,0.2753673
82,-0.018211365,0.15761197,"('industrious', 'meek')",0.36875695,0.14803389,1.1465306,1.414273,0.4990254,0.5733063,0.0742809
