,BNY_male,BNY_female,tuple,Mellon_male,Mellon_female,average_male,average_female,female-male
7,3.0249074,3.1126513,"('polite', 'impolite')",0.82971907,1.2083529,1.927313208580017,2.1605021953582764,0.23318898677825928
3,2.664573,2.7018704,"('liked', 'disliked')",4.151698,4.232638,3.408135414123535,3.467254161834717,0.05911874771118164
57,2.6384368,2.727046,"('conservative', 'liberal')",2.6632357,2.6314733,2.650836229324341,2.679259777069092,0.028423547744750977
50,-2.202416,-2.3033245,"('rich', 'poor')",-3.022231,-3.1907763,-2.612323522567749,-2.7470502853393555,-0.13472676277160645
55,-2.196927,-2.0087624,"('conventional', 'unconventional')",-1.5668021,-1.538213,-1.8818645477294922,-1.7734876871109009,0.10837686061859131
1,-2.0954802,-1.980601,"('friendly', 'unfriendly')",-2.4519138,-2.4936872,-2.2736968994140625,-2.2371439933776855,0.03655290603637695
41,1.8761489,1.8287511,"('confident', 'shy')",0.91570944,0.7928663,1.395929217338562,1.3108086585998535,-0.0851205587387085
18,-1.8371977,-1.7433971,"('good', 'evil')",-0.22075975,-0.5014888,-1.028978705406189,-1.1224429607391357,-0.09346425533294678
22,-1.7891891,-1.6950897,"('amicable', 'hostile')",-1.3707552,-1.3887393,-1.5799721479415894,-1.541914463043213,0.038057684898376465
28,1.7465314,1.5911813,"('unprejudiced', 'prejudiced')",2.360346,2.0219157,2.053438663482666,1.8065484762191772,-0.24689018726348877
26,1.6591574,1.6110822,"('reliable', 'unreliable')",2.3239472,2.3347588,1.9915523529052734,1.9729204177856445,-0.018631935119628906
23,1.5801134,1.580534,"('truthful', 'untruthful')",0.9500065,1.0428556,1.2650599479675293,1.311694860458374,0.04663491249084473
34,-1.3722064,-1.2688049,"('rational', 'irrational')",-0.74247646,-0.77883804,-1.057341456413269,-1.023821473121643,0.03351998329162598
11,1.3036015,1.362478,"('moral', 'immoral')",0.024597526,-0.015898287,0.6640995144844055,0.6732898950576782,0.009190380573272705
45,1.2809498,1.3593838,"('independent', 'dependent')",1.8076172,1.7112294,1.5442835092544556,1.535306692123413,-0.00897681713104248
37,1.2800723,1.2417486,"('practical', 'impractical')",0.6100633,0.8345062,0.945067822933197,1.0381274223327637,0.09305959939956665
36,-1.2783017,-1.3286085,"('capable', 'incapable')",-0.63646704,-0.7727307,-0.9573843479156494,-1.0506696701049805,-0.09328532218933105
17,1.2438769,1.288446,"('tolerant', 'intolerant')",-0.65939677,-0.4369346,0.29224008321762085,0.42575567960739136,0.1335155963897705
35,-1.2337422,-1.1343155,"('creative', 'uncreative')",-2.268645,-2.214991,-1.751193642616272,-1.6746532917022705,0.07654035091400146
46,1.2149801,1.1541951,"('energetic', 'lethargic')",0.21880278,0.436639,0.7168914675712585,0.795417070388794,0.0785256028175354
12,1.0925071,1.1229584,"('trustworthy', 'untrustworthy')",0.68410516,1.043807,0.8883061408996582,1.0833827257156372,0.195076584815979
47,1.0888711,1.0616711,"('ambitious', 'unambitious')",-0.10381977,-0.07800041,0.4925256669521332,0.491835355758667,-0.0006903111934661865
51,1.0544984,1.0526546,"('powerful', 'powerless')",-0.52559334,-0.30432597,0.2644525468349457,0.374164342880249,0.10971179604530334
13,1.037388,1.0744565,"('sincere', 'insincere')",0.6513808,0.8508996,0.8443843722343445,0.9626780152320862,0.1182936429977417
39,-1.026334,-0.8356021,"('wise', 'foolish')",-0.3970902,-0.33339572,-0.711712121963501,-0.5844988822937012,0.1272132396697998
56,-0.9376153,-0.88602924,"('conventional', 'unconventional')",-0.3062662,-0.16686189,-0.6219407320022583,-0.5264455676078796,0.09549516439437866
49,0.9275795,0.9635663,"('motivated', 'unmotivated')",0.66507447,0.35838717,0.7963269948959351,0.660976767539978,-0.13535022735595703
30,-0.90217185,-1.0028481,"('smart', 'stupid')",-2.8945756,-2.670331,-1.8983737230300903,-1.8365895748138428,0.06178414821624756
21,-0.82059956,-0.740415,"('incorrupt', 'corrupt')",0.14666045,0.16429123,-0.3369695544242859,-0.28806185722351074,0.048907697200775146
54,-0.81842256,-0.8463782,"('successful', 'unsuccessful')",-0.8051274,-0.64606273,-0.8117749691009521,-0.7462204694747925,0.06555449962615967
9,0.80677545,0.7409792,"('nice', 'nasty')",0.11416882,0.16722262,0.46047213673591614,0.45410090684890747,-0.006371229887008667
31,0.7885552,0.82321364,"('intelligent', 'unintelligent')",-0.92133343,-0.9280549,-0.06638911366462708,-0.05242064595222473,0.013968467712402344
44,0.73633224,0.5955775,"('active', 'inactive')",1.2018104,0.7065348,0.9690712690353394,0.651056170463562,-0.31801509857177734
6,0.7299871,0.8099893,"('supportive', 'unsupportive')",0.16400406,0.10408217,0.4469955563545227,0.45703572034835815,0.01004016399383545
5,0.70708716,0.74157536,"('helpful', 'unhelpful')",-1.5662354,-1.449445,-0.4295741319656372,-0.3539348244667053,0.07563930749893188
29,0.70526254,0.67898196,"('competent', 'incompetent')",0.1331116,0.3351245,0.419187068939209,0.5070532560348511,0.08786618709564209
42,0.6864833,0.70566344,"('secure', 'insecure')",0.632876,0.7227547,0.659679651260376,0.7142090797424316,0.054529428482055664
20,-0.6797,-0.6051556,"('right', 'wrong')",-0.4963838,-0.5398443,-0.5880419015884399,-0.5724999308586121,0.01554197072982788
10,-0.6676165,-0.67516476,"('hospitable', 'inhospitable')",-0.4193153,-0.65782624,-0.5434659123420715,-0.6664955019950867,-0.12302958965301514
0,0.6387465,0.70666784,"('sociable', 'unsociable')",0.16883641,0.6048113,0.4037914574146271,0.6557395458221436,0.2519480884075165
24,0.6152828,0.8038102,"('generous', 'stingy')",0.27737507,0.5687398,0.44632893800735474,0.6862750053405762,0.23994606733322144
15,-0.544528,-0.42317015,"('loyal', 'disloyal')",-1.0993494,-0.72843575,-0.821938693523407,-0.5758029222488403,0.24613577127456665
27,0.5199802,0.49118364,"('responsible', 'irresponsible')",0.4210754,0.52122647,0.4705277979373932,0.5062050819396973,0.03567728400230408
33,0.48997885,0.5493809,"('educated', 'uneducated')",-0.81422496,-0.71004546,-0.16212305426597595,-0.08033227920532227,0.08179077506065369
38,-0.41757837,-0.36333442,"('discriminating', 'undiscriminating')",-1.6533101,-1.3343965,-1.0354442596435547,-0.8488654494285583,0.18657881021499634
53,0.39941785,0.5974859,"('influential', 'uninfluential')",-0.6662732,-0.25794357,-0.1334276646375656,0.16977116465568542,0.30319882929325104
48,-0.3988739,-0.3310818,"('dedicated', 'undedicated')",-1.2094604,-0.9206514,-0.8041671514511108,-0.6258665919303894,0.17830055952072144
16,-0.31732368,-0.21728301,"('fair', 'unfair')",0.90884817,1.0769787,0.29576224088668823,0.4298478364944458,0.13408559560775757
8,-0.31429306,-0.1820001,"('popular', 'unpopular')",0.78588676,0.6444723,0.23579685389995575,0.23123610019683838,-0.004560753703117371
43,-0.28690594,-0.23090753,"('active', 'inactive')",-0.34903377,0.02687554,-0.3179698586463928,-0.10201599448919296,0.21595386415719986
14,-0.25543243,-0.20553604,"('honest', 'dishonest')",-1.3189281,-1.1289862,-0.7871803045272827,-0.6672611236572266,0.11991918087005615
4,0.20751399,0.15315348,"('sensitive', 'insensitive')",-0.879073,-1.0024997,-0.3357795178890228,-0.4246731102466583,-0.0888935923576355
2,-0.1450702,-0.15129504,"('likable', 'unlikable')",0.14369684,0.50816166,-0.0006866753101348877,0.17843331396579742,0.1791199892759323
52,0.07800454,0.11948645,"('superior', 'inferior')",-0.72324705,-0.55735123,-0.32262125611305237,-0.2189323902130127,0.10368886590003967
19,0.06554985,0.08664048,"('kind', 'unkind')",-1.0366383,-0.83423483,-0.48554420471191406,-0.3737971782684326,0.11174702644348145
40,-0.03947246,-0.044071585,"('logical', 'illogical')",-1.0802972,-0.8402431,-0.5598848462104797,-0.4421573281288147,0.11772751808166504
25,0.036953807,0.11375561,"('forgiving', 'unforgiving')",-1.5537099,-1.3273623,-0.7583780288696289,-0.6068033576011658,0.15157467126846313
32,-0.0025851429,-0.0659315,"('able', 'unable')",-0.5975439,-0.6936698,-0.3000645041465759,-0.3798006474971771,-0.0797361433506012
