,Discover_male,Discover_female,tuple,Financial_male,Financial_female,Services_male,Services_female,average_male,average_female,female-male
50,-5.5622883,-6.0581746,"('rich', 'poor')",-4.9555182,-5.005241,-5.2121115,-5.1592436,-5.2433061599731445,-5.407553354899089,-0.1642471949259443
3,5.047647,5.274228,"('liked', 'disliked')",3.8609788,3.780088,3.5095701,3.3903651,4.139398574829102,4.148227055867513,0.008828481038411162
30,-3.7456992,-3.962988,"('smart', 'stupid')",-3.97077,-4.064867,-4.212247,-4.288864,-3.976238568623861,-4.105573018391927,-0.12933444976806596
26,3.297223,3.2602549,"('reliable', 'unreliable')",2.0770977,1.8447592,1.5720896,1.240471,2.3154702186584473,2.115161577860514,-0.2003086407979331
1,-2.6514895,-2.498587,"('friendly', 'unfriendly')",-1.4119401,-1.4005241,-1.5024439,-1.2591515,-1.855291207631429,-1.7194207509358723,0.13587045669555664
24,2.1498914,2.6088653,"('generous', 'stingy')",1.6302826,1.6759694,1.0864199,1.1989946,1.622197945912679,1.8279431660970051,0.20574522018432617
28,2.0851753,2.0482607,"('unprejudiced', 'prejudiced')",1.3874567,1.3604696,1.801063,1.4529591,1.7578983306884766,1.6205631891886394,-0.13733514149983717
41,1.5189536,1.2587136,"('confident', 'shy')",0.48727265,0.20050508,1.4588552,0.91956913,1.155027151107788,0.7929293314615885,-0.3620978196461996
5,-1.4658554,-1.7494028,"('helpful', 'unhelpful')",-3.5039062,-3.4662828,-3.9658756,-3.8306804,-2.978545824686686,-3.0154552459716797,-0.03690942128499364
57,1.4214771,1.3965422,"('conservative', 'liberal')",0.013299957,0.1294553,0.34142748,0.17498583,0.5920681556065878,0.5669944286346436,-0.02507372697194421
7,1.3954849,1.4475513,"('polite', 'impolite')",0.32325113,0.47595042,-0.4449585,-0.29409528,0.4245924949645996,0.5431354840596517,0.11854298909505212
35,-1.2970649,-1.2528076,"('creative', 'uncreative')",-1.1973898,-1.2964354,-0.6111116,-0.5230752,-1.0351888338724773,-1.0241060256958008,0.011082808176676506
6,1.2388986,1.222913,"('supportive', 'unsupportive')",-0.32596123,-0.37409168,-0.5213933,-0.7508209,0.13051470120747885,0.03266682227452596,-0.09784787893295288
15,-1.1971319,-1.0166992,"('loyal', 'disloyal')",-2.0033224,-1.8231854,-2.7230024,-2.0889502,-1.9744855562845867,-1.6429449717203777,0.331540584564209
36,-1.1298556,-1.303859,"('capable', 'incapable')",-1.4512379,-1.4955304,-0.53065455,-0.6711843,-1.0372494061787922,-1.1568578879038494,-0.11960848172505711
42,1.1264844,1.1315267,"('secure', 'insecure')",0.14791682,0.11390671,0.38732618,0.2266384,0.5539091428120931,0.4906906286875407,-0.06321851412455243
19,-1.0760697,-0.87832373,"('kind', 'unkind')",-2.1656148,-1.9688854,-3.0356448,-2.938733,-2.0924431482950845,-1.9286473592122395,0.16379578908284498
31,-1.0491287,-0.85082895,"('intelligent', 'unintelligent')",-0.7867404,-0.7279883,-0.38401902,-0.29666188,-0.7399627367655436,-0.6251597007115682,0.11480303605397535
12,1.0206997,1.0951889,"('trustworthy', 'untrustworthy')",0.543942,0.4509346,0.17425814,0.011281937,0.5796332756678263,0.5191351572672526,-0.06049811840057373
9,1.0008168,1.2690593,"('nice', 'nasty')",0.27870905,0.2795707,0.16534323,-0.123663425,0.48162301381429035,0.47498885790507,-0.006634155909220341
49,0.9557924,0.85283667,"('motivated', 'unmotivated')",0.13369894,0.033108085,1.1760154,0.82971823,0.7551689147949219,0.5718876520792643,-0.1832812627156576
14,-0.9470171,-0.992722,"('honest', 'dishonest')",-1.5498112,-1.7600402,-2.2730312,-2.27829,-1.589953104654948,-1.677017370859782,-0.08706426620483398
55,-0.94505405,-0.59439,"('conventional', 'unconventional')",-0.94475424,-0.8964959,-0.7285185,-0.3659981,-0.8727755546569824,-0.6189613342285156,0.2538142204284668
11,0.9292772,0.99142814,"('moral', 'immoral')",-1.610382,-1.5420434,-0.8961438,-1.2077974,-0.5257495244344076,-0.586137572924296,-0.060388048489888435
46,0.9159516,0.8096868,"('energetic', 'lethargic')",-0.29508966,-0.3657441,-1.4384882,-1.4370306,-0.2725420991579692,-0.3310292959213257,-0.05848719676335651
23,0.89338857,0.9681859,"('truthful', 'untruthful')",0.29391378,0.29148227,-0.20314054,-0.21597612,0.3280539313952128,0.34789733091990155,0.01984339952468872
13,0.8864296,0.8445558,"('sincere', 'insincere')",0.519842,0.53140664,-1.1146193,-1.2329917,0.09721748034159343,0.04765693346659342,-0.04956054687500001
53,-0.8502108,-0.7311806,"('influential', 'uninfluential')",-0.78758425,-0.62363636,-1.5250447,-1.1469688,-1.054279883702596,-0.8339285850524902,0.22035129865010572
52,-0.7652744,-0.5517048,"('superior', 'inferior')",-0.85602176,-0.9204483,-0.4759511,-0.255953,-0.6990824540456136,-0.5760354200998942,0.12304703394571948
20,-0.7595712,-0.48113024,"('right', 'wrong')",-0.5942092,-0.5015377,-0.22933482,-0.07671443,-0.5277050733566284,-0.3531274398167928,0.17457763353983563
44,0.71382755,0.6214383,"('active', 'inactive')",1.3243184,0.9712157,1.4159225,1.0410154,1.1513562202453613,0.8778897921244303,-0.273466428120931
45,0.686114,0.6394586,"('independent', 'dependent')",1.9702308,1.9234314,1.413011,1.2279449,1.3564519882202148,1.263611634572347,-0.09284035364786791
33,-0.64283085,-0.59267354,"('educated', 'uneducated')",-1.0161536,-0.95379984,-1.3451992,-1.1105652,-1.0013945897420247,-0.885679562886556,0.11571502685546864
16,0.63457215,0.81181514,"('fair', 'unfair')",0.7520225,0.7645439,1.1677848,1.1701752,0.851459821065267,0.9155114491780599,0.06405162811279297
22,-0.5934248,-0.24835563,"('amicable', 'hostile')",0.24520785,0.40468812,1.1196107,1.4477772,0.2571312387784322,0.5347032149632772,0.277571976184845
40,-0.5315354,-0.5001469,"('logical', 'illogical')",-1.9052674,-1.7653806,-1.1651142,-0.99989367,-1.200639009475708,-1.0884737173716228,0.11216529210408521
