,Marathon_male,Marathon_female,tuple,Oil_male,Oil_female,average_male,average_female,female-male
50,-2.8344846,-3.2622156,"('rich', 'poor')",-6.7959127,-7.0992703,-4.81519889831543,-5.180743217468262,-0.36554431915283203
30,-2.7091246,-2.9630287,"('smart', 'stupid')",-5.380128,-5.745432,-4.044626235961914,-4.3542304039001465,-0.3096041679382324
1,-2.4357977,-2.267706,"('friendly', 'unfriendly')",-1.5989153,-1.002837,-2.0173563957214355,-1.635271430015564,0.3820849657058716
3,2.4343777,2.9749546,"('liked', 'disliked')",5.109989,5.3573146,3.772183418273926,4.166134834289551,0.393951416015625
28,2.0071583,2.0536633,"('unprejudiced', 'prejudiced')",2.2342029,2.174945,2.120680570602417,2.1143040657043457,-0.006376504898071289
35,-1.9418097,-1.6987299,"('creative', 'uncreative')",-1.0476338,-0.5397221,-1.4947216510772705,-1.1192259788513184,0.37549567222595215
48,-1.8293512,-1.6700372,"('dedicated', 'undedicated')",-0.8141696,-1.0045636,-1.3217604160308838,-1.3373003005981445,-0.015539884567260742
19,-1.7144349,-1.4949496,"('kind', 'unkind')",-2.6667597,-2.6950898,-2.1905972957611084,-2.095019817352295,0.09557747840881348
26,1.5839292,1.7987311,"('reliable', 'unreliable')",2.7415175,2.460002,2.1627233028411865,2.129366397857666,-0.03335690498352051
55,-1.5151318,-1.3892826,"('conventional', 'unconventional')",-0.27198336,0.04391499,-0.893557608127594,-0.6726837754249573,0.22087383270263672
40,-1.4895319,-1.3278465,"('logical', 'illogical')",-1.3170474,-1.3315616,-1.403289556503296,-1.3297040462493896,0.07358551025390625
36,-1.3853284,-1.293441,"('capable', 'incapable')",-0.92336565,-0.88276714,-1.1543470621109009,-1.0881041288375854,0.06624293327331543
14,-1.3647957,-1.4127697,"('honest', 'dishonest')",-1.8741664,-2.0874104,-1.619481086730957,-1.7500901222229004,-0.13060903549194336
15,-1.3337631,-1.202831,"('loyal', 'disloyal')",-2.5758522,-2.4262366,-1.9548076391220093,-1.8145338296890259,0.1402738094329834
44,1.2451421,1.2946146,"('active', 'inactive')",2.2188532,2.076332,1.7319977283477783,1.6854733228683472,-0.04652440547943115
33,-1.1396995,-1.1399822,"('educated', 'uneducated')",-2.3391585,-2.331357,-1.739428997039795,-1.7356696128845215,0.0037593841552734375
31,-1.1306577,-1.0156804,"('intelligent', 'unintelligent')",-1.7819514,-1.9127188,-1.4563045501708984,-1.4641995429992676,-0.00789499282836914
5,-1.0485464,-1.0076529,"('helpful', 'unhelpful')",-3.2052,-3.6431842,-2.126873254776001,-2.325418472290039,-0.19854521751403809
52,-1.0127848,-0.93287796,"('superior', 'inferior')",-0.7564511,-0.7028803,-0.8846179246902466,-0.8178791403770447,0.0667387843132019
25,-0.97824144,-0.8531613,"('forgiving', 'unforgiving')",-1.2407892,-1.2857893,-1.1095153093338013,-1.0694752931594849,0.040040016174316406
9,0.95636606,0.8839431,"('nice', 'nasty')",1.3338422,1.3699694,1.145104169845581,1.1269562244415283,-0.018147945404052734
20,-0.9509622,-0.56977546,"('right', 'wrong')",-0.057772577,0.52035904,-0.5043673515319824,-0.024708211421966553,0.47965914011001587
53,-0.89038897,-0.88102394,"('influential', 'uninfluential')",-1.8940345,-1.759293,-1.392211675643921,-1.3201584815979004,0.07205319404602051
57,0.7870959,0.81796694,"('conservative', 'liberal')",0.14062524,-0.20980738,0.46386057138442993,0.3040797710418701,-0.15978080034255981
8,-0.7715632,-0.40050817,"('popular', 'unpopular')",-0.37158555,-0.24276665,-0.571574330329895,-0.3216373920440674,0.24993693828582764
27,-0.7527847,-0.7947035,"('responsible', 'irresponsible')",-1.2122278,-1.8122051,-0.982506275177002,-1.3034542798995972,-0.3209480047225952
24,0.7431685,1.0752605,"('generous', 'stingy')",2.3064392,2.655675,1.524803876876831,1.8654677867889404,0.3406639099121094
39,-0.7420006,-0.65781116,"('wise', 'foolish')",0.4758228,0.88514435,-0.1330888867378235,0.1136665940284729,0.2467554807662964
21,0.70640385,0.82356286,"('incorrupt', 'corrupt')",1.8565788,2.471805,1.2814912796020508,1.6476839780807495,0.36619269847869873
47,-0.59443784,-0.5030832,"('ambitious', 'unambitious')",0.02236268,-0.28568152,-0.2860375642776489,-0.3943823575973511,-0.10834479331970215
41,0.56124234,0.53037596,"('confident', 'shy')",2.505474,2.0767965,1.5333582162857056,1.3035862445831299,-0.22977197170257568
16,0.44709998,0.5235944,"('fair', 'unfair')",1.0605142,1.2568516,0.7538070678710938,0.89022296667099,0.13641589879989624
23,0.42194247,0.3789282,"('truthful', 'untruthful')",0.4537567,0.016484976,0.43784958124160767,0.19770659506320953,-0.24014298617839813
32,-0.35489976,-0.5073549,"('able', 'unable')",-0.8068229,-0.859553,-0.5808613300323486,-0.6834539175033569,-0.1025925874710083
43,-0.34614822,0.013980463,"('active', 'inactive')",-0.31837618,0.040175535,-0.33226221799850464,0.027077998965978622,0.35934021696448326
34,-0.32823777,-0.32191604,"('rational', 'irrational')",1.4280845,2.0442815,0.5499233603477478,0.861182689666748,0.31125932931900024
7,0.28201044,0.5682516,"('polite', 'impolite')",-0.5027425,-0.85157764,-0.11036604642868042,-0.14166301488876343,-0.03129696846008301
37,-0.28141454,-0.27106896,"('practical', 'impractical')",-1.1246736,-1.6116486,-0.703044056892395,-0.941358745098114,-0.238314688205719
2,-0.27822,-0.114785805,"('likable', 'unlikable')",-0.852584,-0.8479613,-0.5654020309448242,-0.48137354850769043,0.08402848243713379
12,0.2745428,0.24716736,"('trustworthy', 'untrustworthy')",0.4396382,0.21771085,0.3570905029773712,0.2324391007423401,-0.12465140223503113
0,0.27399737,0.26009464,"('sociable', 'unsociable')",-0.94148695,-1.1807333,-0.3337447941303253,-0.4603193402290344,-0.1265745460987091
49,0.21219867,0.32169998,"('motivated', 'unmotivated')",1.2606931,0.8904712,0.7364459037780762,0.6060855984687805,-0.13036030530929565
45,0.18986867,0.2668865,"('independent', 'dependent')",0.59566593,0.7036582,0.3927673101425171,0.4852723479270935,0.09250503778457642
10,-0.13846326,-0.0915845,"('hospitable', 'inhospitable')",0.4031049,0.86089706,0.1323208212852478,0.38465628027915955,0.25233545899391174
22,-0.12077409,0.09850663,"('amicable', 'hostile')",0.51930505,1.4378343,0.1992654800415039,0.7681704759597778,0.5689049959182739
54,-0.115348905,-0.19033788,"('successful', 'unsuccessful')",-1.5990179,-1.6348226,-0.8571833968162537,-0.9125802516937256,-0.055396854877471924
38,0.1097008,0.1842244,"('discriminating', 'undiscriminating')",-0.76945037,-0.78944707,-0.32987478375434875,-0.3026113510131836,0.02726343274116516
