,Old_male,Old_female,tuple,Dominion_male,Dominion_female,Freight_male,Freight_female,Line_male,Line_female,average_male,average_female,female-male
20,0.2582106,0.43134037,"('right', 'wrong')",-0.81078476,-0.6582274,-0.3588424,-0.11705366,-0.48504204,-0.21968465,-0.34911465644836426,-0.14090633392333984,0.20820832252502441
57,0.24559161,-0.4660221,"('conservative', 'liberal')",1.4754682,1.6374359,0.41880605,0.5982915,-0.68707395,-0.440379,0.3631979823112488,0.3323315680027008,-0.030866414308547974
1,-0.21649915,0.13581222,"('friendly', 'unfriendly')",-1.3610296,-1.3379546,-1.6917984,-1.7366549,-1.3783736,-1.3434002,-1.161925196647644,-1.070549488067627,0.09137570858001709
9,-0.2094698,-0.17206877,"('nice', 'nasty')",0.871922,0.8300308,0.41615838,0.20896453,0.10184556,-0.000101327896,0.29511404037475586,0.2167063057422638,-0.07840773463249207
13,-0.13914597,-0.62254405,"('sincere', 'insincere')",0.63729256,0.79334235,-0.5477193,-0.4772918,0.089745745,0.22433528,0.010043259710073471,-0.020539551973342896,-0.030582811683416367
31,-0.13882953,-0.32946163,"('intelligent', 'unintelligent')",-0.27332324,-0.3011515,-0.06392419,-0.03190565,-0.08751854,-0.19367087,-0.14089888334274292,-0.2140474170446396,-0.07314853370189667
49,0.13695037,-0.580326,"('motivated', 'unmotivated')",0.8928555,0.8454908,0.7764727,0.5810077,0.8919209,0.7303955,0.6745498776435852,0.3941420018672943,-0.2804078757762909
52,-0.11842394,0.29237914,"('superior', 'inferior')",-1.5718412,-1.5984496,-0.92773104,-1.0760279,-0.6257314,-0.4388162,-0.810931921005249,-0.7052285671234131,0.10570335388183594
26,-0.09950999,0.15047374,"('reliable', 'unreliable')",2.0420756,1.9181979,2.1132755,1.9327753,1.1734936,1.0744268,1.3073337078094482,1.2689683437347412,-0.03836536407470703
47,0.08395994,-0.12870687,"('ambitious', 'unambitious')",-0.15635777,-0.14923209,0.13596326,0.232882,0.17547646,0.3228686,0.05976047366857529,0.06945290416479111,0.00969243049621582
40,-0.04305321,0.073290765,"('logical', 'illogical')",0.22112307,0.41719973,-1.1030312,-1.0417657,-0.41950902,-0.31675667,-0.33611759543418884,-0.21700796484947205,0.1191096305847168
6,0.010403097,-0.16668712,"('supportive', 'unsupportive')",0.2770743,0.39322448,0.69330937,0.5973165,0.64251435,0.4874574,0.40582528710365295,0.3278278112411499,-0.07799747586250305
