,Old_male,Old_female,tuple,Dominion_male,Dominion_female,Freight_male,Freight_female,Line_male,Line_female,average_male,average_female,female-male
34,1.945616,2.351528,"('rational', 'irrational')",0.0820787,0.08858158,0.030117765,0.21454674,0.6375391,0.9377023,0.6738379001617432,0.8980896472930908,0.22425174713134766
50,-1.6766026,-2.4388447,"('rich', 'poor')",-3.5203826,-3.7811997,-4.8781543,-5.151235,-2.963448,-3.2748117,-3.2596468925476074,-3.661522626876831,-0.40187573432922363
5,-1.6506424,-1.9191151,"('helpful', 'unhelpful')",-1.0575292,-1.0002236,-2.486768,-2.3070104,-1.3884072,-1.38113,-1.6458367109298706,-1.651869773864746,-0.006033062934875488
44,1.6355894,1.642962,"('active', 'inactive')",1.2006125,1.1047506,2.0190852,1.4632629,1.6371515,1.3122206,1.6231095790863037,1.3807990550994873,-0.2423105239868164
18,1.6254663,1.988781,"('good', 'evil')",-0.5192754,-0.5761553,1.232049,1.0578594,1.1814187,1.1723061,0.8799146413803101,0.9106978178024292,0.03078317642211914
3,1.601351,1.7318556,"('liked', 'disliked')",3.9296906,4.0996876,4.375041,4.476789,3.2295413,3.324325,3.2839059829711914,3.4081645011901855,0.12425851821899414
30,-1.4909778,-1.7963493,"('smart', 'stupid')",-2.9233437,-2.9707813,-3.9883032,-4.2035933,-2.5891383,-2.9520812,-2.7479405403137207,-2.980701446533203,-0.23276090621948242
14,-1.478214,-1.572269,"('honest', 'dishonest')",-0.9758067,-0.9037763,-1.8170931,-1.8107958,-0.5188502,-0.61608505,-1.1974910497665405,-1.2257314920425415,-0.028240442276000977
21,1.4139569,2.0683892,"('incorrupt', 'corrupt')",0.19944537,0.30771577,1.9539924,1.8800466,1.388444,1.5109919,1.2389596700668335,1.4417858123779297,0.2028261423110962
37,-1.4064244,-1.9044957,"('practical', 'impractical')",-0.3013745,-0.24747029,-1.6459765,-1.5687388,-1.6722934,-1.8572202,-1.2565171718597412,-1.3944813013076782,-0.137964129447937
15,-1.3904381,-1.1218547,"('loyal', 'disloyal')",-1.6155977,-1.4635434,-2.5093622,-2.3645215,-1.4911573,-1.1692297,-1.7516388893127441,-1.529787302017212,0.22185158729553223
0,-1.3080215,-1.0717629,"('sociable', 'unsociable')",0.8416507,1.1440637,-0.97177255,-0.67291605,0.16387835,0.22611229,-0.3185662627220154,-0.0936257392168045,0.22494052350521088
29,-1.1393417,-1.0979116,"('competent', 'incompetent')",-0.028811991,0.018327236,-1.0380363,-1.0303203,0.09740046,-0.0117889345,-0.5271974205970764,-0.5304234027862549,-0.003225982189178467
19,-1.122951,-1.1964718,"('kind', 'unkind')",-0.1791541,0.09890714,-1.9200375,-1.661833,-1.5346777,-1.4565468,-1.1892051696777344,-1.0539860725402832,0.13521909713745117
46,-1.1071815,-1.188614,"('energetic', 'lethargic')",0.056393296,0.041921407,-0.5090605,-0.6312169,-0.58367604,-0.3755234,-0.5358812212944031,-0.538358211517334,-0.002476990222930908
4,-1.1010714,-1.3361509,"('sensitive', 'insensitive')",-0.92785835,-0.9780893,-1.1158,-1.3047974,-1.0728676,-1.1591467,-1.0543992519378662,-1.194546103477478,-0.14014685153961182
17,-1.0139142,-1.3619938,"('tolerant', 'intolerant')",-0.6642386,-0.7054764,-0.5185861,-0.46040934,-0.46082562,-0.41501296,-0.6643911600112915,-0.7357231378555298,-0.07133197784423828
8,1.0089366,1.0906278,"('popular', 'unpopular')",1.0387503,1.0272323,-0.41807356,-0.25479138,0.06383073,0.38535154,0.42336106300354004,0.5621050596237183,0.13874399662017822
54,-0.95799553,-0.7166152,"('successful', 'unsuccessful')",-0.10325211,0.028533965,-1.0918492,-0.9061651,-0.0036552846,-0.040817052,-0.5391879677772522,-0.40876585245132446,0.13042211532592773
11,-0.9530672,-1.6660849,"('moral', 'immoral')",1.0007454,0.9669626,-0.38551557,-0.30904102,-0.96495914,-1.0096582,-0.325699120759964,-0.5044553875923157,-0.17875626683235168
25,-0.9394264,-0.55289966,"('forgiving', 'unforgiving')",-0.3949815,-0.27015933,-0.85677457,-0.7586032,-0.82685196,-0.82948893,-0.7545086145401001,-0.6027877926826477,0.1517208218574524
22,0.91102326,1.5916765,"('amicable', 'hostile')",-0.023301363,-0.05659634,0.8434802,0.9166735,0.46698162,0.6444081,0.54954594373703,0.7740404605865479,0.22449451684951782
12,-0.8862952,-0.6624484,"('trustworthy', 'untrustworthy')",0.7163294,0.88195986,0.34485084,0.40707248,0.099484526,0.12339269,0.06859239190816879,0.187494158744812,0.11890176683664322
27,-0.8472892,-1.2409805,"('responsible', 'irresponsible')",-0.9176755,-0.9285992,-1.7012976,-1.8606794,-0.70852596,-0.9044539,-1.0436971187591553,-1.2336782217025757,-0.1899811029434204
41,0.827167,0.43159896,"('confident', 'shy')",0.8211111,0.68206364,1.0638009,0.66771936,1.6102829,1.4298553,1.0805904865264893,0.8028093576431274,-0.2777811288833618
39,0.79583365,1.023949,"('wise', 'foolish')",-1.1405208,-1.1056584,0.09825091,0.12730095,-0.20642781,0.024536043,-0.11321601271629333,0.017531901597976685,0.13074791431427002
28,0.79217637,0.44786692,"('unprejudiced', 'prejudiced')",1.9615203,1.7593029,2.2805562,2.313396,1.4632901,1.3422353,1.6243858337402344,1.465700387954712,-0.15868544578552246
16,0.7884322,1.1210998,"('fair', 'unfair')",0.62407,0.76744777,0.3856823,0.4526705,0.35427603,0.49106675,0.5381151437759399,0.708071231842041,0.16995608806610107
53,-0.7819074,-0.6564685,"('influential', 'uninfluential')",-0.18314803,0.01414898,-0.8845323,-0.59282094,-0.43199614,-0.1861226,-0.5703959465026855,-0.35531580448150635,0.2150801420211792
24,0.75969434,1.3353908,"('generous', 'stingy')",0.9384786,1.1311734,1.9232025,2.043264,1.3001869,1.4758676,1.2303905487060547,1.4964239597320557,0.266033411026001
7,-0.7414191,-0.64874226,"('polite', 'impolite')",1.4184133,1.6734269,-0.46060628,-0.06839433,-0.11246288,0.03238377,0.02598126232624054,0.24716854095458984,0.2211872786283493
45,0.7327276,0.42999837,"('independent', 'dependent')",1.1125357,1.0959778,1.6340711,1.4867775,0.8207694,0.92479825,1.0750259160995483,0.984387993812561,-0.0906379222869873
55,-0.70532656,-0.07465877,"('conventional', 'unconventional')",-0.86061853,-0.8108429,-0.4995322,-0.27995512,-0.74042106,-0.5449468,-0.7014746069908142,-0.4276008903980255,0.2738737165927887
33,-0.6678755,-0.8731624,"('educated', 'uneducated')",-0.24011663,-0.22686028,-1.0938251,-0.87850475,-0.8449322,-0.66414666,-0.7116873264312744,-0.6606684923171997,0.05101883411407471
51,-0.6075273,-0.50951064,"('powerful', 'powerless')",-0.0922738,-0.09967449,-0.22303583,0.0017493218,-0.24058518,0.0004924238,-0.2908555269241333,-0.1517358422279358,0.1391196846961975
43,-0.58102685,-0.25055054,"('active', 'inactive')",-0.12980011,0.12656288,-0.1536679,0.1398264,0.020056278,0.72296584,-0.21110966801643372,0.18470114469528198,0.3958108127117157
10,0.5254699,0.85461855,"('hospitable', 'inhospitable')",-0.363343,-0.42993993,0.7626988,0.6904192,0.5076207,0.38020432,0.3581116199493408,0.3738255202770233,0.015713900327682495
32,-0.4443342,-0.88977295,"('able', 'unable')",0.060727477,-0.10593718,0.25180918,-0.0017928481,0.43286386,0.21160308,0.07526657730340958,-0.19647496938705444,-0.271741546690464
42,-0.39567596,-0.5036756,"('secure', 'insecure')",0.48425266,0.56371397,-0.28609234,-0.37200245,-0.107943,-0.036126643,-0.0763646587729454,-0.08702267706394196,-0.010658018290996552
38,-0.39547157,-0.08076054,"('discriminating', 'undiscriminating')",-0.03703723,-0.064588144,-1.0214721,-0.99500096,-0.61421716,-0.46169108,-0.5170495510101318,-0.40051019191741943,0.1165393590927124
2,-0.36978772,-0.15852213,"('likable', 'unlikable')",0.28305125,0.3464035,-0.107849464,-0.0771047,0.016459003,0.06349343,-0.04453173279762268,0.04356752708554268,0.08809925988316536
56,0.35090864,0.29866087,"('conventional', 'unconventional')",0.14948627,0.14058986,-0.91508996,-0.7247901,-0.8189738,-0.7556336,-0.3084172010421753,-0.26029324531555176,0.048123955726623535
23,0.28681162,-0.045789853,"('truthful', 'untruthful')",1.2598884,1.2917712,0.58772576,0.6431177,0.6294316,0.54448605,0.6909643411636353,0.6083962917327881,-0.08256804943084717
36,-0.28024605,-0.49136686,"('capable', 'incapable')",-1.0259265,-1.2174039,-0.2667368,-0.3355263,-0.42553848,-0.7279589,-0.4996119737625122,-0.6930639743804932,-0.19345200061798096
48,-0.2756705,-0.3412379,"('dedicated', 'undedicated')",-0.99625534,-0.8517892,-0.5134262,-0.46223485,-0.6485087,-0.84488,-0.6084651947021484,-0.6250354647636414,-0.01657027006149292
35,0.25973076,0.37689614,"('creative', 'uncreative')",-0.39030242,-0.3675411,-0.6461023,-0.7378285,-0.12075508,-0.15917554,-0.2243572622537613,-0.2219122350215912,0.002445027232170105
