,The_male,The_female,tuple,Walt_male,Walt_female,Disney_male,Disney_female,Company_male,Company_female,average_male,average_female,female-male
36,-0.44726744,-0.51285964,"('capable', 'incapable')",-0.5344001,-0.6257818,-0.6365937,-0.7793964,-0.91820496,-0.9240596,-0.634116530418396,-0.710524320602417,-0.076407790184021
35,-0.43123162,-0.44089434,"('creative', 'uncreative')",-0.85171807,-1.00322,-2.5571723,-2.4493294,-0.16223606,-0.34661743,-1.0005894899368286,-1.0600152015686035,-0.0594257116317749
51,-0.36642566,-0.31209347,"('powerful', 'powerless')",0.33241695,0.47269154,0.3095041,0.4283916,-0.4642908,-0.12400073,-0.04719885438680649,0.11624723672866821,0.1634460911154747
7,-0.3013733,-0.2119723,"('polite', 'impolite')",0.56263185,0.64549935,0.9417237,1.0690721,-0.19968757,-0.0017517507,0.25082364678382874,0.3752118647098541,0.12438821792602539
43,0.29069325,0.34911817,"('active', 'inactive')",-0.159412,-0.10856038,-0.670777,-0.53487086,0.55160296,0.8159865,0.003026798367500305,0.13041836023330688,0.12739156186580658
12,-0.115548044,-0.26959887,"('trustworthy', 'untrustworthy')",1.1283216,0.98473644,1.3583739,1.3986535,0.5204803,0.5127214,0.7229069471359253,0.6566281318664551,-0.06627881526947021
55,0.08013977,0.2504465,"('conventional', 'unconventional')",-1.2952251,-0.9770302,-0.6651181,-0.56831837,0.17481478,0.38147148,-0.42634716629981995,-0.22835764288902283,0.19798952341079712
8,0.06429672,0.21031356,"('popular', 'unpopular')",-0.93469095,-0.7984219,-1.0820651,-1.1862026,-0.66078883,-0.245603,-0.6533120274543762,-0.5049785375595093,0.14833348989486694
49,-0.015933335,-0.22117777,"('motivated', 'unmotivated')",1.8510073,1.7537736,1.2132041,1.127938,0.77405655,0.75658166,0.9555836915969849,0.8542789220809937,-0.10130476951599121
56,-0.009095788,0.38724688,"('conventional', 'unconventional')",-0.6208749,-0.31239274,-0.15646274,0.029222868,0.16903323,0.24175215,-0.15435004234313965,0.08645728975534439,0.24080733209848404
45,-0.0042885244,-0.08111039,"('independent', 'dependent')",1.0693508,1.1820856,0.8302949,0.89126986,0.95607305,0.8377095,0.7128575444221497,0.7074886560440063,-0.0053688883781433105
