,The_male,The_female,tuple,Walt_male,Walt_female,Disney_male,Disney_female,Company_male,Company_female,average_male,average_female,female-male
50,-4.1926193,-4.4180655,"('rich', 'poor')",-4.8471513,-5.138235,-3.9530244,-3.8201025,-5.7106314,-5.7415104,-4.675856590270996,-4.779478549957275,-0.1036219596862793
30,-3.778328,-3.9439983,"('smart', 'stupid')",-3.7445335,-4.035534,-2.7697306,-2.6358404,-3.648521,-3.8080907,-3.4852781295776367,-3.605865955352783,-0.12058782577514648
3,2.9019291,2.707415,"('liked', 'disliked')",3.8123932,3.8746283,2.905221,2.73807,4.6010456,4.608712,3.555147171020508,3.4822065830230713,-0.07294058799743652
33,-2.4801023,-2.4136157,"('educated', 'uneducated')",-1.5704207,-1.353678,-0.6340033,-0.44132468,-2.2257392,-1.8989105,-1.7275662422180176,-1.5268821716308594,0.2006840705871582
19,-2.2621403,-2.064067,"('kind', 'unkind')",-1.5346744,-1.5085305,-1.2986629,-1.1672482,-2.9702783,-2.6353807,-2.0164389610290527,-1.8438066244125366,0.1726323366165161
22,2.149116,2.5466018,"('amicable', 'hostile')",-0.06766522,0.16581184,-0.4262048,-0.41796666,1.2511683,1.4880103,0.726603627204895,0.9456143379211426,0.21901071071624756
11,-2.1309805,-2.201398,"('moral', 'immoral')",0.10761678,0.024046093,0.092778504,0.20241386,-1.5489334,-1.6085532,-0.8698796033859253,-0.8958727717399597,-0.025993168354034424
44,2.0201669,1.5692433,"('active', 'inactive')",1.6311008,1.0714898,0.15918273,-0.030018859,2.4846003,2.2688856,1.5737626552581787,1.2199000120162964,-0.3538626432418823
27,-1.8802367,-2.1599271,"('responsible', 'irresponsible')",-0.32697833,-0.67414534,-0.5139729,-0.55289924,-1.5886176,-1.7323588,-1.077451467514038,-1.2798327207565308,-0.20238125324249268
21,1.8702879,2.0682817,"('incorrupt', 'corrupt')",0.86956453,1.1621721,0.45036733,0.31461367,2.4343433,2.4374638,1.4061408042907715,1.4956327676773071,0.08949196338653564
37,-1.8347969,-1.883312,"('practical', 'impractical')",-0.30618948,-0.49353313,-1.0079143,-1.0120513,-2.0892565,-2.1586611,-1.3095393180847168,-1.3868894577026367,-0.07735013961791992
28,1.7959449,1.6730964,"('unprejudiced', 'prejudiced')",2.7856197,2.5982864,1.9486201,1.7375311,2.3217878,2.2123914,2.2129931449890137,2.055326461791992,-0.15766668319702148
14,-1.7929709,-1.8477812,"('honest', 'dishonest')",-1.5396137,-1.6197773,-0.18940443,-0.10860181,-1.133698,-1.1101726,-1.16392183303833,-1.1715831756591797,-0.007661342620849609
10,1.700859,1.767078,"('hospitable', 'inhospitable')",0.26340067,0.18359637,-0.33334497,-0.5396522,0.33746785,0.3177632,0.4920956492424011,0.43219634890556335,-0.05989930033683777
0,-1.6867983,-1.480511,"('sociable', 'unsociable')",-0.36892006,-0.13853404,0.05774629,0.27644688,-1.0075747,-0.62922454,-0.7513867020606995,-0.49295568466186523,0.25843101739883423
4,-1.659095,-1.9307851,"('sensitive', 'insensitive')",-0.10980129,-0.5390127,-0.21554422,-0.22198725,-1.1515735,-1.1100597,-0.784003496170044,-0.9504611492156982,-0.1664576530456543
5,-1.5315907,-1.7750499,"('helpful', 'unhelpful')",-1.9225988,-2.0591729,-1.5077,-1.4272497,-3.6787496,-3.5016527,-2.1601595878601074,-2.190781354904175,-0.030621767044067383
9,1.3627439,1.2142539,"('nice', 'nasty')",0.5610767,0.46221232,-0.08943266,-0.18947983,0.3767954,0.33784562,0.5527957677841187,0.4562079906463623,-0.09658777713775635
54,-1.3490069,-1.1404653,"('successful', 'unsuccessful')",-0.26914543,-0.20114768,-0.45266688,-0.69598585,-1.4138873,-1.0101051,-0.8711766600608826,-0.761925995349884,0.10925066471099854
18,1.345238,1.6937616,"('good', 'evil')",1.1503913,1.1341476,0.10067558,-0.13429779,2.1215658,2.1636314,1.1794676780700684,1.214310646057129,0.03484296798706055
48,-1.2600279,-1.0983455,"('dedicated', 'undedicated')",-0.35681766,-0.43469453,-0.31649745,-0.22036386,-1.5648403,-1.5574237,-0.8745458126068115,-0.8277069330215454,0.04683887958526611
31,-1.2178955,-1.3597676,"('intelligent', 'unintelligent')",-0.3430675,-0.3733086,-0.97964483,-0.8312702,-1.6035653,-1.4336234,-1.0360432863235474,-0.9994924068450928,0.03655087947845459
13,-1.2021741,-1.3738222,"('sincere', 'insincere')",0.25871825,0.048582554,0.6098655,0.7028326,-0.59233284,-0.504014,-0.23148079216480255,-0.2816052734851837,-0.050124481320381165
2,-1.1815195,-1.2582066,"('likable', 'unlikable')",-0.41437024,-0.3957883,0.27607295,0.5334667,-0.7896998,-0.4424484,-0.5273791551589966,-0.390744149684906,0.13663500547409058
15,-1.1798352,-1.0805227,"('loyal', 'disloyal')",-2.0273051,-1.6666826,-1.0686474,-0.87130773,-2.1376889,-1.7798164,-1.6033692359924316,-1.3495824337005615,0.2537868022918701
17,-1.1455442,-1.4382026,"('tolerant', 'intolerant')",0.02617237,-0.30599612,-0.13047814,0.02546236,-0.86987543,-1.1777011,-0.5299313068389893,-0.724109411239624,-0.19417810440063477
29,-1.0807287,-1.1487627,"('competent', 'incompetent')",0.82507086,0.66404855,0.6673824,0.594134,-0.7804589,-0.5228759,-0.09218357503414154,-0.1033640205860138,-0.011180445551872253
46,-1.0220215,-1.3574003,"('energetic', 'lethargic')",0.02623646,0.016092986,0.7730619,0.847233,-0.4470207,-0.38438696,-0.16743597388267517,-0.21961531043052673,-0.05217933654785156
42,-1.0052571,-1.0719967,"('secure', 'insecure')",-0.255817,-0.17115128,0.009154052,-0.029219925,-0.46704096,-0.56239957,-0.4297402501106262,-0.45869189500808716,-0.028951644897460938
34,0.9917964,1.2477504,"('rational', 'irrational')",0.3653589,0.58067614,-0.38443905,-0.5060812,1.0015067,1.0656627,0.4935557246208191,0.5970020294189453,0.10344630479812622
25,-0.94795513,-0.83004165,"('forgiving', 'unforgiving')",-0.10697,-0.09828368,0.08730543,0.18707043,-1.1686635,-1.0555348,-0.5340707898139954,-0.4491974115371704,0.08487337827682495
53,-0.944362,-1.0863771,"('influential', 'uninfluential')",-0.0903472,0.031720996,-0.68357885,-0.45626664,-0.97832406,-0.6891167,-0.6741530299186707,-0.5500098466873169,0.12414318323135376
52,-0.9314122,-0.8050147,"('superior', 'inferior')",-1.1054058,-1.1980684,-0.5806483,-0.45591518,-1.2033416,-1.0740409,-0.9552019834518433,-0.8832598328590393,0.07194215059280396
41,0.9256656,0.6734875,"('confident', 'shy')",1.9433069,1.5288557,0.3276062,0.16722596,2.276843,1.5616796,1.3683555126190186,0.982812225818634,-0.3855432868003845
47,-0.8434535,-1.0081569,"('ambitious', 'unambitious')",-0.5270538,-0.6001619,-0.059319615,-0.05573368,-0.180837,-0.14025494,-0.40266597270965576,-0.451076865196228,-0.048410892486572266
38,-0.81257665,-0.6126113,"('discriminating', 'undiscriminating')",-0.2549817,-0.11245102,-0.18750751,-0.049747355,-0.8536183,-0.7935451,-0.5271710157394409,-0.39208871126174927,0.13508230447769165
26,0.77409583,0.5979544,"('reliable', 'unreliable')",2.5476732,2.4509702,1.598893,1.3745749,1.9145089,1.8205051,1.7087926864624023,1.5610010623931885,-0.14779162406921387
57,-0.7667045,-0.8828318,"('conservative', 'liberal')",1.5431678,1.6708717,1.2457536,1.4727015,-0.22003746,-0.30144396,0.45054489374160767,0.4898243844509125,0.03927949070930481
6,0.72473764,0.3846721,"('supportive', 'unsupportive')",0.9571123,0.7216466,-0.16314213,-0.23331809,-0.090426534,-0.04036078,0.35707032680511475,0.20815995335578918,-0.14891037344932556
32,-0.686477,-0.68703854,"('able', 'unable')",0.4280346,0.26010442,-0.49080735,-0.6134259,-0.04912916,-0.21981591,-0.19959473609924316,-0.31504398584365845,-0.11544924974441528
40,-0.6785414,-0.5838184,"('logical', 'illogical')",-0.5575594,-0.3637904,-0.9207581,-0.718621,-0.10923578,0.13784826,-0.5665236711502075,-0.3820953667163849,0.18442830443382263
1,-0.60699177,-0.33341762,"('friendly', 'unfriendly')",-1.8031715,-1.9270005,-2.37859,-2.3065467,-1.6749282,-1.6091913,-1.6159204244613647,-1.5440391302108765,0.07188129425048828
16,0.5532703,0.7854204,"('fair', 'unfair')",1.5224319,1.4651195,0.765078,0.7300116,1.6969965,1.8040493,1.134444236755371,1.1961500644683838,0.061705827713012695
24,0.55182767,0.6484886,"('generous', 'stingy')",1.2676921,1.3490164,1.0509853,1.1301455,1.9384167,2.1499496,1.202230453491211,1.3194000720977783,0.11716961860656738
23,-0.5375599,-0.67561495,"('truthful', 'untruthful')",1.0240674,0.90672207,1.2220757,1.3232338,0.33848107,0.36739427,0.5117660760879517,0.4804338216781616,-0.03133225440979004
20,0.53643745,0.697887,"('right', 'wrong')",-0.29279318,-0.15151894,-0.6878221,-0.69763714,0.4955914,0.81214744,0.012853391468524933,0.16521959006786346,0.15236619859933853
39,0.5337097,0.5823982,"('wise', 'foolish')",-0.27996585,-0.3191483,-0.73278844,-0.9587811,0.960674,0.9218366,0.1204073503613472,0.05657634139060974,-0.06383100897073746
