,Allstate_male,Allstate_female,tuple,Corp_male,Corp_female,average_male,average_female,female-male
44,0.46493953,0.338795,"('truthful', 'untruthful')",-0.18835382,-0.18185085,0.1382928,0.0784721,-0.0598207
86,-0.46063766,-0.43134862,"('self-reliant', 'helpless')",2.7608943,2.764483,1.1501284,1.1665672,0.0164388
27,-0.4355773,-0.34135184,"('sincere', 'insincere')",-6.310338,-6.168195,-3.3729577,-3.2547734,0.1181843
21,0.40758026,0.21518588,"('nice', 'nasty')",0.59674615,0.39600778,0.5021632,0.3055968,-0.1965664
29,0.4004491,0.46797827,"('honest', 'immoral')",-1.8236177,-1.7633041,-0.7115843,-0.6476629,0.0639214
20,0.38825437,0.21095467,"('popular', 'unpopular')",0.08983272,0.12189916,0.2390435,0.1664269,-0.0726166
93,0.37656772,0.47668654,"('dominating', 'dominated')",0.1448101,0.14640503,0.2606889,0.3115458,0.0508569
102,0.33982503,0.21836469,"('eminent', 'low')",-0.38622135,-0.28922176,-0.0231982,-0.0354285,-0.0122303
50,0.24950984,-0.016386736,"('unprejudiced', 'prejudiced')",2.145083,1.976077,1.1972964,0.9798451,-0.2174513
83,0.24572355,0.30744725,"('energetic', 'lethargic')",-0.507892,-0.4871119,-0.1310842,-0.0898323,0.0412519
28,-0.23506534,-0.007334292,"('honest', 'dishonest')",-2.0586538,-1.8493799,-1.1468596,-0.9283571,0.2185025
70,0.22896764,0.25890806,"('wise', 'unwise')",1.0055524,1.041328,0.61726,0.650118,0.032858
72,0.20956722,0.23627977,"('logical', 'illogical')",-1.3654547,-1.0624031,-0.5779437,-0.4130616,0.1648821
97,0.1957795,0.34651828,"('superior', 'inferior')",-0.84145045,-0.67205065,-0.3228355,-0.1627662,0.1600693
35,-0.173394,-0.008666724,"('fair', 'unfair')",0.69486356,0.85188806,0.2607348,0.4216107,0.1608759
9,-0.1592628,-0.031878322,"('sensitive', 'insensitive')",-1.1610522,-1.1072028,-0.6601575,-0.5695406,0.0906169
61,-0.15091729,-0.12684762,"('rational', 'irrational')",1.0824382,1.147525,0.4657605,0.5103387,0.0445782
101,0.14743043,-0.01164794,"('successful', 'unsuccessful')",-1.0681779,-1.0048695,-0.4603738,-0.5082587,-0.0478849
34,0.13839261,0.32979804,"('loyal', 'disloyal')",-1.8579272,-1.6282043,-0.8597673,-0.6492032,0.2105641
96,0.13801874,0.061749667,"('powerful', 'powerless')",0.33389366,0.28007993,0.2359562,0.1709148,-0.0650414
24,0.13017291,0.28732023,"('thoughtful', 'rough')",-1.3388896,-1.2738845,-0.6043583,-0.4932821,0.1110762
85,0.12752837,0.23456389,"('ambitious', 'unambitious')",-0.41659656,-0.41371053,-0.1445341,-0.0895733,0.0549608
62,-0.123662114,-0.07911426,"('creative', 'uncreative')",-0.20101076,-0.10234314,-0.1623364,-0.0907287,0.0716077
57,0.10292809,0.041112334,"('able', 'unable')",-0.53234386,-0.58071023,-0.2147079,-0.2697989,-0.055091
22,-0.07026625,-0.098842464,"('welcoming', 'disagreeable')",1.0686327,1.1875141,0.4991832,0.5443358,0.0451526
45,0.06674234,-0.006916538,"('cooperative', 'exploitative')",-1.045952,-1.1088986,-0.4896048,-0.5579076,-0.0683028
48,0.052099206,0.02199924,"('reliable', 'unreliable')",2.5113916,2.4889338,1.2817454,1.2554665,-0.0262789
4,-0.04360053,-0.13535833,"('likable', 'unlikable')",-0.9792107,-0.858045,-0.5114056,-0.4967017,0.0147039
26,0.037887454,0.31774348,"('trustworthy', 'untrustworthy')",-0.013452172,0.20925178,0.0122176,0.2634976,0.25128
58,-0.02895695,0.16866907,"('able', 'clumsy')",-2.0414762,-1.8345292,-1.0352166,-0.83293,0.2022866
47,-0.016208947,0.2511425,"('forgiving', 'unforgiving')",-0.7777617,-0.60659504,-0.3969853,-0.1777263,0.219259
30,0.005369723,0.017900884,"('honest', 'dishonest')",-0.6765324,-0.5299905,-0.3355813,-0.2560448,0.0795365
87,-0.0038752854,-0.012938127,"('dedicated', 'undedicated')",-0.78996515,-0.5816895,-0.3969202,-0.2973138,0.0996064
