,UDR_male,UDR_female,tuple,average_male,average_female,female-male
3,2.626802,2.7372723,"('liked', 'disliked')",2.6268019676208496,2.737272262573242,0.11047029495239258
50,-2.447671,-2.5833752,"('rich', 'poor')",-2.4476709365844727,-2.5833752155303955,-0.13570427894592285
44,2.169269,1.8235984,"('active', 'inactive')",2.16926908493042,1.8235983848571777,-0.3456707000732422
23,1.4997432,1.6697922,"('truthful', 'untruthful')",1.4997432231903076,1.6697921752929688,0.17004895210266113
6,1.4740701,1.4812524,"('supportive', 'unsupportive')",1.4740700721740723,1.4812524318695068,0.00718235969543457
30,-1.4465064,-1.7358048,"('smart', 'stupid')",-1.446506381034851,-1.735804796218872,-0.289298415184021
37,-1.2040626,-1.1280705,"('practical', 'impractical')",-1.204062581062317,-1.1280704736709595,0.07599210739135742
28,1.0777502,0.78782016,"('unprejudiced', 'prejudiced')",1.0777502059936523,0.7878201603889465,-0.2899300456047058
41,1.0563331,0.7351589,"('confident', 'shy')",1.056333065032959,0.7351589202880859,-0.32117414474487305
49,0.9997011,0.97322226,"('motivated', 'unmotivated')",0.9997010827064514,0.9732222557067871,-0.026478826999664307
24,0.96728987,1.0458996,"('generous', 'stingy')",0.9672898650169373,1.0458996295928955,0.07860976457595825
22,0.96344554,1.101201,"('amicable', 'hostile')",0.9634455442428589,1.101201057434082,0.13775551319122314
9,0.8911315,0.71683323,"('nice', 'nasty')",0.8911315202713013,0.716833233833313,-0.17429828643798828
7,0.8670877,0.9887147,"('polite', 'impolite')",0.867087721824646,0.9887146949768066,0.12162697315216064
26,0.76585686,0.76316214,"('reliable', 'unreliable')",0.7658568620681763,0.7631621360778809,-0.00269472599029541
25,0.7619294,0.91731906,"('forgiving', 'unforgiving')",0.7619293928146362,0.9173190593719482,0.155389666557312
18,0.7556485,0.8005271,"('good', 'evil')",0.7556484937667847,0.8005270957946777,0.044878602027893066
19,-0.74273694,-0.26366678,"('kind', 'unkind')",-0.7427369356155396,-0.2636667788028717,0.47907015681266785
5,-0.73227936,-0.58601785,"('helpful', 'unhelpful')",-0.732279360294342,-0.5860178470611572,0.14626151323318481
12,0.7284208,0.875324,"('trustworthy', 'untrustworthy')",0.7284207940101624,0.875324010848999,0.14690321683883667
47,0.72112775,0.7726302,"('ambitious', 'unambitious')",0.7211277484893799,0.7726302146911621,0.05150246620178223
36,-0.7092322,-0.5915072,"('capable', 'incapable')",-0.7092322111129761,-0.5915071964263916,0.11772501468658447
15,-0.6536746,-0.29864815,"('loyal', 'disloyal')",-0.6536746025085449,-0.2986481487751007,0.3550264537334442
20,-0.60918415,-0.51382625,"('right', 'wrong')",-0.6091841459274292,-0.5138262510299683,0.09535789489746094
48,-0.5666521,-0.31822237,"('dedicated', 'undedicated')",-0.5666521191596985,-0.31822237372398376,0.24842974543571472
14,-0.5531658,-0.36625183,"('honest', 'dishonest')",-0.5531657934188843,-0.3662518262863159,0.18691396713256836
57,0.51728386,0.5816442,"('conservative', 'liberal')",0.5172838568687439,0.5816441774368286,0.06436032056808472
38,-0.4771782,-0.28866243,"('discriminating', 'undiscriminating')",-0.4771781861782074,-0.2886624336242676,0.18851575255393982
16,0.4620825,0.627779,"('fair', 'unfair')",0.46208250522613525,0.6277790069580078,0.16569650173187256
11,0.4540848,0.6004311,"('moral', 'immoral')",0.4540848135948181,0.6004310846328735,0.14634627103805542
45,0.43991205,0.4957557,"('independent', 'dependent')",0.4399120509624481,0.49575570225715637,0.05584365129470825
42,0.39954236,0.33127847,"('secure', 'insecure')",0.39954236149787903,0.3312784731388092,-0.06826388835906982
43,-0.3826533,-0.17994985,"('active', 'inactive')",-0.38265329599380493,-0.17994984984397888,0.20270344614982605
54,-0.37789148,-0.19886366,"('successful', 'unsuccessful')",-0.377891480922699,-0.1988636553287506,0.17902782559394836
52,-0.37565833,-0.095737234,"('superior', 'inferior')",-0.3756583333015442,-0.09573723375797272,0.27992109954357147
10,-0.35343304,-0.40463036,"('hospitable', 'inhospitable')",-0.3534330427646637,-0.4046303629875183,-0.051197320222854614
33,-0.31608766,0.080374315,"('educated', 'uneducated')",-0.31608766317367554,0.08037431538105011,0.39646197855472565
39,-0.30513057,-0.39150748,"('wise', 'foolish')",-0.30513057112693787,-0.39150747656822205,-0.08637690544128418
29,0.26356593,0.30927196,"('competent', 'incompetent')",0.26356592774391174,0.3092719614505768,0.04570603370666504
35,-0.25498432,-0.030117989,"('creative', 'uncreative')",-0.2549843192100525,-0.03011798858642578,0.2248663306236267
56,0.25389552,0.31298393,"('conventional', 'unconventional')",0.25389552116394043,0.3129839301109314,0.05908840894699097
17,-0.22026332,-0.40831834,"('tolerant', 'intolerant')",-0.2202633172273636,-0.40831834077835083,-0.18805502355098724
27,0.21822912,0.1867367,"('responsible', 'irresponsible')",0.21822911500930786,0.18673670291900635,-0.031492412090301514
13,0.20490265,0.067454875,"('sincere', 'insincere')",0.20490264892578125,0.06745487451553345,-0.1374477744102478
53,0.20211802,0.37842163,"('influential', 'uninfluential')",0.20211802423000336,0.3784216344356537,0.17630361020565033
32,0.18979515,0.18508519,"('able', 'unable')",0.18979515135288239,0.18508519232273102,-0.004709959030151367
4,-0.18808612,-0.16960472,"('sensitive', 'insensitive')",-0.1880861222743988,-0.16960471868515015,0.018481403589248657
31,0.17855543,0.26792413,"('intelligent', 'unintelligent')",0.178555428981781,0.26792412996292114,0.08936870098114014
2,0.16768153,0.49188703,"('likable', 'unlikable')",0.1676815301179886,0.49188703298568726,0.32420550286769867
1,-0.14979355,0.11504209,"('friendly', 'unfriendly')",-0.14979355037212372,0.11504209041595459,0.2648356407880783
0,0.13455008,0.5213841,"('sociable', 'unsociable')",0.134550079703331,0.5213841199874878,0.3868340402841568
55,-0.11961125,0.10308561,"('conventional', 'unconventional')",-0.11961124837398529,0.10308560729026794,0.22269685566425323
8,-0.09461104,0.05579813,"('popular', 'unpopular')",-0.0946110412478447,0.05579812824726105,0.15040916949510574
51,0.086437285,0.32095724,"('powerful', 'powerless')",0.08643728494644165,0.3209572434425354,0.23451995849609375
34,0.061531425,0.1324225,"('rational', 'irrational')",0.0615314245223999,0.13242250680923462,0.07089108228683472
46,-0.044347167,-0.09056124,"('energetic', 'lethargic')",-0.044347167015075684,-0.09056124091148376,-0.04621407389640808
40,-0.029746532,0.20267162,"('logical', 'illogical')",-0.029746532440185547,0.202671617269516,0.23241814970970154
21,-0.013155997,-0.06523125,"('incorrupt', 'corrupt')",-0.013155996799468994,-0.06523124873638153,-0.05207525193691254
