,Stanley_male,Stanley_female,tuple,Black_male,Black_female,&_male,&_female,Decker_male,Decker_female,average_male,average_female,female-male
75,6.989752,6.8964357,"('confident', 'shy')",6.2270284,5.8497124,4.361018,4.5026517,5.7365885,5.181472,5.8285961,5.6075678,-0.2210283
27,-5.1595993,-5.080191,"('sincere', 'insincere')",-5.584139,-5.600194,-4.0798373,-4.0762835,-5.4558225,-4.9607983,-5.0698495,-4.9293671,0.1404824
95,-5.109726,-5.102004,"('rich', 'poor')",-4.8850613,-4.8010063,-4.522055,-4.708227,-4.099191,-3.5646033,-4.6540084,-4.5439601,0.1100483
6,4.911181,4.885524,"('liked', 'disliked')",6.1674795,5.8999248,4.5766025,4.447633,5.5927033,4.860942,5.3119917,5.0235057,-0.288486
53,-4.8904467,-4.9320354,"('smart', 'stupid')",-3.8933911,-3.70501,-2.6300611,-2.5211806,-3.795487,-3.0541167,-3.8023467,-3.5530858,0.2492609
40,-4.0416365,-4.2427664,"('honorable', 'mean')",-3.5949473,-3.8294878,-3.3631577,-3.5979955,-3.8361053,-3.7537024,-3.7089617,-3.855988,-0.1470263
86,3.1540165,3.0492392,"('self-reliant', 'helpless')",2.5319724,2.4387455,3.8097985,3.5931807,2.3632076,1.8242798,2.9647489,2.7263613,-0.2383876
48,3.0141294,2.9295144,"('reliable', 'unreliable')",1.9416072,1.5549238,1.6273811,1.4869235,2.5235312,2.1512077,2.2766621,2.0306423,-0.2460198
11,-2.818684,-2.6999898,"('caring', 'unaffectionate')",-1.60556,-1.5423627,-1.1255009,-1.1691706,-1.803765,-1.6461558,-1.8383775,-1.7644197,0.0739578
32,-2.7832794,-2.6028557,"('benevolent', 'hardhearted')",-1.0407106,-0.63447917,-1.6935306,-1.3148377,-1.6498772,-1.228337,-1.7918494,-1.4451275,0.3467219
1,-2.4757903,-2.337011,"('friendly', 'unfriendly')",-0.6905833,-0.58521795,-1.9249371,-2.0063403,-1.6637199,-1.3089653,-1.6887577,-1.5593836,0.1293741
10,-2.4370632,-2.2440276,"('affectionate', 'unaffectionate')",0.028041005,0.23967373,-0.13022053,-0.12991127,-1.4156392,-1.1403236,-0.9887205,-0.8186472,0.1700733
104,-2.3820982,-2.0132458,"('conventional', 'unconventional')",-1.6132214,-1.185951,-0.8351057,-0.5749416,-1.554066,-1.2208045,-1.5961227,-1.2487357,0.347387
50,2.3313053,2.2985902,"('unprejudiced', 'prejudiced')",2.0425317,1.9636824,2.4496393,2.367041,1.5720048,1.1662364,2.0988703,1.9488876,-0.1499827
3,2.1141062,1.9822544,"('likable', 'unlikable')",2.0191948,1.6984751,0.63658047,0.41305497,2.025159,1.5303472,1.69876,1.4060329,-0.2927271
66,1.9760824,1.9116217,"('imaginative', 'unimaginative')",2.024224,1.8011088,1.7447815,1.9615765,2.748509,2.4306514,2.1233993,2.0262396,-0.0971597
109,1.8015305,1.6838621,"('conservative', 'liberal')",0.70309806,0.4094242,2.0191998,2.2564962,1.3924419,1.2681539,1.4790676,1.404484,-0.0745836
108,1.8015305,1.6838621,"('conservative', 'liberal')",0.70309806,0.4094242,2.0191998,2.2564962,1.3924419,1.2681539,1.4790676,1.404484,-0.0745836
90,1.7526777,1.4482832,"('motivated', 'unmotivated')",0.8668039,0.36285213,0.99778837,0.8682364,1.2507998,0.6860788,1.2170174,0.8413627,-0.3756547
105,-1.7462504,-1.5183002,"('conventional', 'modern')",-1.4429308,-1.4199693,-1.3557854,-1.2913095,-0.9886334,-0.9027817,-1.3834,-1.2830901,0.1003099
28,-1.7302221,-1.6426468,"('honest', 'dishonest')",-2.4375038,-2.2928786,-2.4191797,-2.3573534,-1.4409318,-1.1909215,-2.0069594,-1.8709502,0.1360092
34,-1.7091737,-1.534713,"('loyal', 'disloyal')",-1.7670345,-1.685557,-1.4374508,-1.1385919,-0.6936256,-0.49762252,-1.4018211,-1.2141211,0.1877
98,-1.597967,-1.6193812,"('prestigious', 'insignificant')",0.33330363,0.4417917,-0.75881976,-1.1497474,-0.9234618,-0.85705996,-0.7367363,-0.7960992,-0.0593629
80,1.5196797,1.498847,"('independent', 'dependent')",1.398113,1.2345445,0.35335627,0.2956241,0.7760378,0.6554807,1.0117967,0.921124,-0.0906727
71,1.4478383,1.0921656,"('efficient', 'inefficient')",-0.83278894,-1.6528084,-0.15187824,-0.23354709,0.7072456,0.3183096,0.2926042,-0.1189701,-0.4115743
78,1.4441955,1.2812502,"('active', 'inactive')",1.7669773,1.5426466,0.9306501,0.6888624,1.777247,1.7028062,1.4797674,1.3038914,-0.175876
99,-1.4229001,-1.3147182,"('prestigious', 'insignificant')",0.8477421,0.8719337,-0.93465394,-1.3091881,-0.71755695,-0.6911138,-0.5568422,-0.6107717,-0.0539295
76,1.4037498,1.2824843,"('secure', 'insecure')",-0.7162802,-0.9459117,0.07124257,0.43655747,0.28050488,0.2229104,0.2598042,0.2490101,-0.0107941
94,1.3764633,1.1267335,"('aggressive', 'submissive')",-0.23083566,-0.41201514,0.95377517,1.0504544,1.4238738,1.5099763,0.8808192,0.8187872,-0.062032
63,-1.306234,-1.3654033,"('capable', 'incapable')",-0.8015488,-0.8394988,-0.65003437,-0.85764754,-1.1325682,-1.0713725,-0.9725964,-1.0334805,-0.0608841
41,-1.3033215,-0.9581487,"('incorrupt', 'corrupt')",1.4553131,2.0447814,0.081804395,0.09784329,-0.92478806,-0.6742268,-0.172748,0.1275623,0.3003103
13,-1.2776643,-1.445454,"('helpful', 'unhelpful')",-2.0182257,-2.315846,-1.3339632,-1.4054737,-1.0022959,-1.0738884,-1.4080373,-1.5601655,-0.1521282
47,-1.2768456,-1.1678071,"('forgiving', 'unforgiving')",-0.247498,-0.0694522,-0.7401072,-0.5953251,-1.0780777,-1.068966,-0.8356321,-0.7253876,0.1102445
35,1.2519851,1.3989333,"('fair', 'unfair')",1.2088997,1.2557359,-0.09260261,-0.09437056,1.0955138,1.245364,0.865949,0.9514157,0.0854667
33,-1.1957384,-0.96321267,"('softhearted', 'hardhearted')",-1.228943,-0.80487126,-0.9873034,-0.58702207,-1.2289228,-0.7870662,-1.1602269,-0.785543,0.3746839
15,1.1158663,1.0148537,"('polite', 'impolite')",0.3206725,0.087002635,0.98071355,1.0655968,1.4360495,1.5270481,0.9633254,0.9236253,-0.0397001
92,-1.0942799,-0.9654653,"('unwavering', 'wavering')",-0.059163503,-0.059573784,-1.3427869,-1.4157473,-0.59484315,-0.5735818,-0.7727683,-0.753592,0.0191763
