,Duke_male,Duke_female,tuple,Realty_male,Realty_female,Corp_male,Corp_female,average_male,average_female,female-male
6,5.782981,5.504122,"('liked', 'disliked')",0.63516897,0.458578,6.6978984,6.7236075,4.3720163,4.2287693,-0.143247
75,5.67684,5.7706633,"('confident', 'shy')",2.3716679,2.1912017,6.578324,6.7658653,4.8756104,4.9092433,0.0336329
27,-5.48249,-5.152856,"('sincere', 'insincere')",-1.5993001,-1.338414,-6.310338,-6.168195,-4.4640427,-4.2198216,0.2442211
95,-4.690712,-4.625459,"('rich', 'poor')",-1.5018923,-1.4064237,-5.855852,-5.871458,-4.0161521,-3.9677804,0.0483717
53,-4.42495,-4.220327,"('smart', 'stupid')",-1.8461194,-1.7239461,-4.8598003,-4.8854804,-3.71029,-3.609918,0.100372
40,-3.7487168,-3.9376042,"('honorable', 'mean')",-1.7537841,-1.7932565,-5.385198,-5.5335164,-3.629233,-3.7547925,-0.1255595
86,2.3825936,2.1584253,"('self-reliant', 'helpless')",-0.14181757,-0.2593621,2.7608943,2.764483,1.6672235,1.5545154,-0.1127081
58,-2.1129909,-1.7914934,"('able', 'clumsy')",0.623022,0.73672426,-2.0414762,-1.8345292,-1.1771483,-0.9630995,0.2140488
48,2.1111887,2.0756679,"('reliable', 'unreliable')",0.6363385,0.4549266,2.5113916,2.4889338,1.7529729,1.6731761,-0.0797968
37,2.0006557,1.6699393,"('good', 'evil')",0.26802,0.08681318,1.5963554,1.5448693,1.2883437,1.1005406,-0.1878031
3,1.9024026,1.8323739,"('likable', 'unlikable')",0.011124663,-0.14635167,2.0234401,2.1208153,1.3123225,1.2689459,-0.0433766
81,1.848012,1.550807,"('industrious', 'lazy')",-1.2275362,-1.3752695,1.539839,1.4424124,0.7201049,0.5393166,-0.1807883
66,1.7964973,1.9546586,"('imaginative', 'unimaginative')",0.86876184,0.99730355,2.7397823,2.6693645,1.8016806,1.8737755,0.0720949
36,-1.7065119,-1.5239843,"('tolerant', 'intolerant')",0.36671692,0.42438835,-1.4750515,-1.3933332,-0.9382822,-0.8309764,0.1073058
28,-1.6466734,-1.3176452,"('honest', 'dishonest')",0.032037735,0.13088149,-2.0586538,-1.8493799,-1.2244298,-1.0120479,0.2123819
50,1.5200481,1.2863735,"('unprejudiced', 'prejudiced')",-0.30087867,-0.6159633,2.145083,1.976077,1.1214175,0.8821624,-0.2392551
11,-1.495074,-1.4547098,"('caring', 'unaffectionate')",-0.61560625,-0.43477213,-1.5087864,-1.469197,-1.2064889,-1.1195596,0.0869293
13,-1.4924347,-1.291997,"('helpful', 'unhelpful')",-0.5223657,-0.46601182,-2.35913,-2.329208,-1.4579768,-1.3624055,0.0955713
32,-1.4566252,-1.2627659,"('benevolent', 'hardhearted')",-1.247168,-1.02689,-1.424315,-1.245306,-1.376036,-1.1783206,0.1977154
61,1.3905151,1.2899821,"('rational', 'irrational')",-0.39758497,-0.36126173,1.0824382,1.147525,0.6917895,0.6920818,0.0002923
