,Jacobs_male,Jacobs_female,tuple,Engineering_male,Engineering_female,Group_male,Group_female,average_male,average_female,female-male
50,-4.3739376,-3.8977518,"('rich', 'poor')",-4.5604477,-4.516149,-3.8960764,-4.1489887,-4.2768205006917315,-4.187629699707031,0.08919080098470022
3,3.9737144,3.4127483,"('liked', 'disliked')",2.7059062,2.6347678,4.654572,4.4920034,3.7780640920003257,3.5131731033325195,-0.26489098866780614
30,-3.7453582,-3.3707235,"('smart', 'stupid')",-2.6927567,-2.9657755,-3.1351328,-3.1450305,-3.1910826365152993,-3.1605097452799478,0.030572891235351562
1,-2.0920787,-1.9568658,"('friendly', 'unfriendly')",-1.2764984,-1.1885436,-1.4762433,-1.2522011,-1.6149400075276692,-1.4658702214558919,0.14906978607177734
5,-2.03144,-1.6929018,"('helpful', 'unhelpful')",-2.9855864,-3.1135662,-2.1762795,-2.3006935,-2.3977686564127603,-2.369053840637207,0.028714815775553237
28,1.9544098,1.5677114,"('unprejudiced', 'prejudiced')",1.1030945,0.8837426,1.9148343,1.5773686,1.6574462254842122,1.3429408073425293,-0.31450541814168287
26,1.8663081,1.4757245,"('reliable', 'unreliable')",2.090382,1.8729076,1.9948481,1.8933095,1.9838461875915527,1.7473138173421223,-0.2365323702494304
24,1.7465304,1.7325433,"('generous', 'stingy')",1.9985161,2.2523031,1.2617209,1.5009742,1.6689224243164062,1.8286069234212239,0.15968449910481763
44,1.619911,1.0514178,"('active', 'inactive')",1.9394734,1.67801,2.1415029,1.8283441,1.9002957344055176,1.5192572275797527,-0.3810385068257649
17,-1.4683766,-1.3875787,"('tolerant', 'intolerant')",-1.192099,-1.4023328,-0.75403845,-0.63169855,-1.1381713549296062,-1.1405367056528728,-0.0023653507232666016
19,-1.4134575,-0.892038,"('kind', 'unkind')",-1.6994776,-1.4512632,-1.9359932,-1.716505,-1.6829760869344075,-1.3532687822977703,0.3297073046366372
57,1.3900046,1.5013909,"('conservative', 'liberal')",0.7745782,0.67274874,-1.1766788,-1.1526232,0.32930131753285724,0.34050552050272626,0.011204202969869015
21,1.3380401,1.1305437,"('incorrupt', 'corrupt')",1.5683798,1.7471848,2.391528,2.3858836,1.7659826278686523,1.7545372645060222,-0.011445363362630134
41,1.2752686,0.8105152,"('confident', 'shy')",1.3085792,0.76407725,0.9886768,0.7213712,1.190841515858968,0.7653212547302246,-0.4255202611287434
37,-1.2606575,-1.2000126,"('practical', 'impractical')",-1.9999795,-2.1771464,-2.043039,-2.0109487,-1.7678920427958171,-1.796035925547282,-0.028143882751464844
14,-1.2396944,-1.1025944,"('honest', 'dishonest')",-1.2728003,-1.4463322,-1.4426392,-1.387681,-1.31837797164917,-1.3122025330861409,0.006175438563029045
15,-1.1931593,-0.76712275,"('loyal', 'disloyal')",-1.6904495,-1.3348284,-1.5511099,-1.3560905,-1.4782395362854004,-1.1526805559794109,0.3255589803059895
16,1.1892489,1.2483034,"('fair', 'unfair')",0.98144764,1.0312636,0.48221785,0.76956576,0.8843047618865967,1.016377607981364,0.13207284609476733
36,-1.0839987,-1.2642279,"('capable', 'incapable')",-0.37046856,-0.29682904,-0.41913867,-0.4962123,-0.624535322189331,-0.6857563654581705,-0.06122104326883948
35,-1.0653536,-1.1866723,"('creative', 'uncreative')",-1.1440805,-1.2670815,-0.27544188,-0.40071613,-0.8282919724782308,-0.9514900048573812,-0.12319803237915039
48,-1.0108675,-0.84506094,"('dedicated', 'undedicated')",0.062423795,0.08391251,-1.7366168,-1.5679417,-0.8950201670328776,-0.7763633728027344,0.11865679423014319
33,-0.9975606,-0.6585593,"('educated', 'uneducated')",-0.704008,-0.41619816,-1.3027692,-1.1182572,-1.0014459292093914,-0.7310048739115397,0.2704410552978517
27,-0.9951539,-1.1304668,"('responsible', 'irresponsible')",-0.9559195,-1.1054587,-2.1645157,-2.230853,-1.3718630472819011,-1.4889262517293294,-0.11706320444742824
18,0.9682261,0.7240144,"('good', 'evil')",1.4143445,1.5702202,1.301825,1.4178656,1.228131930033366,1.2373668352762859,0.009234905242919922
25,-0.9182896,-0.6191987,"('forgiving', 'unforgiving')",0.45795792,0.51841956,-1.2578783,-1.1696969,-0.572736660639445,-0.4234920342763265,0.14924462636311847
45,0.89420354,0.91021776,"('independent', 'dependent')",1.3966006,1.4268383,0.35079432,0.5369884,0.8805328210194906,0.9580148061116537,0.07748198509216309
4,-0.8117418,-0.8550661,"('sensitive', 'insensitive')",-0.525681,-0.5883598,-1.3231671,-1.3260179,-0.8868633111317953,-0.9231479167938232,-0.03628460566202796
52,-0.69751453,-0.67549443,"('superior', 'inferior')",-0.7554978,-0.81643945,-0.6158573,-0.5000367,-0.6896231969197592,-0.6639901796976725,0.025633017222086663
55,-0.6912885,-0.38074693,"('conventional', 'unconventional')",0.018775895,0.43175256,-0.46095848,-0.18341199,-0.3778236707051595,-0.044135451316833496,0.333688219388326
43,0.6650036,0.84246874,"('active', 'inactive')",-0.6252032,-0.42820424,0.1639987,0.30218965,0.0679330329100291,0.23881804943084717,0.17088501652081806
7,0.6365189,0.9191169,"('polite', 'impolite')",0.07045627,0.022773087,-0.23566908,0.018703952,0.15710202852884927,0.32019797960917157,0.1630959510803223
11,-0.6104244,-0.5145339,"('moral', 'immoral')",-1.2798074,-1.3696744,-1.4139347,-1.3145158,-1.1013888518015544,-1.0662414232889812,0.03514742851257324
31,-0.5595953,-0.53423285,"('intelligent', 'unintelligent')",-0.9891133,-0.85934705,-0.9549765,-0.8100181,-0.8345616658528646,-0.7345326741536459,0.10002899169921875
53,-0.5251603,-0.17592925,"('influential', 'uninfluential')",-0.65389735,-0.48807043,-1.0314844,-0.7394237,-0.7368473211924235,-0.4678077697753906,0.26903955141703284
12,0.50281084,0.62493503,"('trustworthy', 'untrustworthy')",1.119013,0.87732935,-0.3533585,-0.23793119,0.4228217601776123,0.4214444160461426,-0.0013773441314697266
39,-0.49468547,-0.47092444,"('wise', 'foolish')",-0.26841724,-0.06065041,1.0712998,0.98728347,0.10273236036300659,0.15190287431081137,0.04917051394780478
6,0.41148287,0.17102969,"('supportive', 'unsupportive')",0.06049391,-0.017138794,0.23018403,-0.03547913,0.2340536117553711,0.039470588167508446,-0.19458302358786264
51,-0.38964927,-0.23303457,"('powerful', 'powerless')",-0.19757998,-0.044375345,-0.18959212,0.002394706,-0.2589404582977295,-0.09167173504829407,0.16726872324943542
49,0.33166844,-0.04415986,"('motivated', 'unmotivated')",0.831038,0.72204524,0.19137564,0.19759409,0.45136066277821857,0.2918265064557393,-0.15953415632247925
29,0.32745647,0.2905821,"('competent', 'incompetent')",-0.6753724,-0.6358443,-0.7016839,-0.645089,-0.3498666286468506,-0.33011706670125324,0.01974956194559735
