,Jacobs_male,Jacobs_female,tuple,Engineering_male,Engineering_female,Group_male,Group_female,average_male,average_female,female-male
9,0.32572877,0.14485508,"('nice', 'nasty')",0.3128599,0.11959815,1.1140192,0.8075779,0.5842026074727377,0.35734371344248456,-0.2268588940302531
54,-0.28764972,-0.36542058,"('successful', 'unsuccessful')",-1.3459506,-1.1597329,-1.0340345,-0.81662524,-0.8892116546630859,-0.7805929183959961,0.10861873626708984
23,0.26616332,0.19974932,"('truthful', 'untruthful')",0.48137468,0.46457672,0.004476726,0.07560548,0.2506715655326843,0.24664386113484701,-0.004027704397837312
20,-0.2506799,-0.24183099,"('right', 'wrong')",-0.5355878,-0.45711344,0.3137683,0.48879585,-0.15749980012575784,-0.07004953424135844,0.0874502658843994
8,0.22304514,0.2349289,"('popular', 'unpopular')",-0.7569548,-0.34758437,1.0082709,1.0216434,0.15812039375305176,0.3029959797859192,0.14487558603286743
32,-0.20585062,-0.32676715,"('able', 'unable')",0.13822928,-0.07341796,-0.17505473,-0.21569885,-0.08089202145735423,-0.20529464880625406,-0.12440262734889983
42,-0.19154635,0.07239431,"('secure', 'insecure')",0.20224363,0.084648445,-0.7880738,-0.63091683,-0.2591255108515422,-0.1579580307006836,0.10116748015085858
38,-0.18453759,-0.15948397,"('discriminating', 'undiscriminating')",-0.72772014,-0.693122,-1.3161902,-1.0050048,-0.7428159713745117,-0.6192035675048828,0.1236124038696289
13,-0.16506207,0.10679817,"('sincere', 'insincere')",0.115359634,0.025998384,-0.47863832,-0.24313873,-0.17611358563105264,-0.036780724922815956,0.1393328607082367
34,-0.1537424,-0.20058072,"('rational', 'irrational')",-0.02079679,0.34929758,1.1793873,1.331265,0.3349493741989136,0.4933272997538249,0.15837792555491131
56,0.14668271,0.10448767,"('conventional', 'unconventional')",-0.041801244,0.16935812,-0.8112285,-0.35909978,-0.23544901609420776,-0.0284179945786794,0.20703102151552835
46,-0.12106913,0.037546843,"('energetic', 'lethargic')",0.108887434,0.0060872138,-0.29718047,-0.34872067,-0.10312072436014812,-0.10169553756713867,0.0014251867930094447
10,0.10673392,-0.13253897,"('hospitable', 'inhospitable')",0.041804165,0.065065354,0.8945291,0.6813606,0.34768907229105633,0.2046289841334025,-0.14306008815765384
0,0.10630947,0.45741487,"('sociable', 'unsociable')",-0.59004503,-0.37729135,-1.4526432,-0.9804095,-0.6454595724741617,-0.3000953197479248,0.34536425272623694
47,0.076903015,0.030666612,"('ambitious', 'unambitious')",-0.6132045,-0.70132107,-0.43766636,-0.47662008,-0.3246559500694275,-0.38242483139038086,-0.05776888132095337
2,0.040713042,0.1138632,"('likable', 'unlikable')",-0.1044617,0.16084683,-0.24977161,0.12656575,-0.10450675090154012,0.13375859459241232,0.23826534549395245
40,-0.024853736,0.25365436,"('logical', 'illogical')",-0.6236435,-0.4988408,-0.8196918,-0.51261544,-0.489396333694458,-0.25260063012441,0.23679570357004803
22,0.0010915995,-0.15649652,"('amicable', 'hostile')",0.42768452,0.6294828,1.4234809,1.5795428,0.6174190044403076,0.6841763655344645,0.06675736109415686
