,Dentsply_male,Dentsply_female,tuple,Sirona_male,Sirona_female,average_male,average_female,female-male
30,-2.0395846,-2.0617962,"('smart', 'stupid')",-1.6706829,-1.7687566,-1.8551337718963623,-1.9152764081954956,-0.0601426362991333
50,-1.6880927,-1.8551035,"('rich', 'poor')",-2.6442037,-2.541802,-2.1661481857299805,-2.1984527111053467,-0.03230452537536621
45,1.495904,0.96992356,"('independent', 'dependent')",0.5920503,0.52553666,1.04397714138031,0.7477301359176636,-0.2962470054626465
49,1.4427484,0.85333794,"('motivated', 'unmotivated')",0.8242524,0.5256363,1.1335004568099976,0.689487099647522,-0.4440133571624756
3,1.3630037,1.7238662,"('liked', 'disliked')",2.018399,2.2694426,1.6907013654708862,1.9966543912887573,0.3059530258178711
23,1.2100601,1.5419577,"('truthful', 'untruthful')",1.0311043,0.6207476,1.1205822229385376,1.081352710723877,-0.039229512214660645
57,0.9455155,0.4904479,"('conservative', 'liberal')",0.15434843,-0.48292804,0.5499320030212402,0.00375993549823761,-0.5461720675230026
44,0.85812527,0.40463912,"('active', 'inactive')",1.5006031,1.8029774,1.1793642044067383,1.1038082838058472,-0.07555592060089111
37,-0.81587875,-1.0717012,"('practical', 'impractical')",-0.66567075,-1.2278216,-0.7407747507095337,-1.149761438369751,-0.4089866876602173
6,0.8099911,0.77197754,"('supportive', 'unsupportive')",0.6661826,0.6679591,0.7380868196487427,0.719968318939209,-0.01811850070953369
12,-0.7921063,-0.09317739,"('trustworthy', 'untrustworthy')",-0.79145,-0.64047456,-0.7917781472206116,-0.36682596802711487,0.4249521791934967
47,0.7836354,1.068672,"('ambitious', 'unambitious')",0.063115865,0.015343502,0.42337560653686523,0.5420077443122864,0.11863213777542114
11,0.7748347,0.35898528,"('moral', 'immoral')",-0.36589113,-0.9874782,0.20447178184986115,-0.3142464756965637,-0.5187182575464249
24,0.75678253,1.2347741,"('generous', 'stingy')",0.69728357,0.9767807,0.7270330190658569,1.105777382850647,0.37874436378479004
10,0.7233771,0.5114666,"('hospitable', 'inhospitable')",0.64500445,1.1157669,0.6841907501220703,0.8136167526245117,0.1294260025024414
18,0.69573843,0.5617701,"('good', 'evil')",0.9523255,1.76492,0.8240319490432739,1.1633450984954834,0.3393131494522095
8,0.6834376,0.76917386,"('popular', 'unpopular')",-0.83168244,0.079037815,-0.07412242889404297,0.42410582304000854,0.4982282519340515
21,-0.6747791,-0.6043463,"('incorrupt', 'corrupt')",0.40487447,1.0643265,-0.13495232164859772,0.2299901247024536,0.36494244635105133
29,-0.655686,-0.18592873,"('competent', 'incompetent')",-0.0024740398,-0.34308904,-0.3290800452232361,-0.2645089030265808,0.06457114219665527
43,-0.60951024,-0.51624054,"('active', 'inactive')",-0.4086853,-0.24025592,-0.5090977549552917,-0.3782482147216797,0.13084954023361206
56,0.5917341,0.56583047,"('conventional', 'unconventional')",0.010358244,0.083472386,0.3010461926460266,0.32465142011642456,0.02360522747039795
53,0.57788724,1.0060434,"('influential', 'uninfluential')",0.13640726,0.241517,0.3571472465991974,0.6237802505493164,0.266633003950119
54,-0.55629,-0.5340715,"('successful', 'unsuccessful')",-0.4442524,-0.3318432,-0.500271201133728,-0.43295735120773315,0.06731384992599487
17,-0.54487145,-0.38135582,"('tolerant', 'intolerant')",-0.92820764,-1.378438,-0.7365395426750183,-0.879896879196167,-0.14335733652114868
33,0.47971523,0.35181555,"('educated', 'uneducated')",-0.510473,-0.2476848,-0.015378892421722412,0.052065372467041016,0.06744426488876343
19,-0.42358798,-0.46795243,"('kind', 'unkind')",-1.1569949,-1.2131873,-0.790291428565979,-0.8405698537826538,-0.050278425216674805
31,0.4079002,0.16737293,"('intelligent', 'unintelligent')",-0.2923021,-0.28622887,0.05779905617237091,-0.05942796915769577,-0.11722702533006668
2,0.38063323,0.9744079,"('likable', 'unlikable')",-0.0712717,0.15109107,0.1546807587146759,0.5627495050430298,0.4080687463283539
34,0.3685321,0.11806211,"('rational', 'irrational')",-0.27257282,0.58099115,0.04797963798046112,0.34952664375305176,0.30154700577259064
52,0.34158766,0.33892822,"('superior', 'inferior')",-0.5637584,-0.16952768,-0.11108535528182983,0.08470027148723602,0.19578562676906586
16,0.33690658,0.3476804,"('fair', 'unfair')",0.4272635,0.8773869,0.38208502531051636,0.612533688545227,0.2304486632347107
25,-0.30732504,0.17783207,"('forgiving', 'unforgiving')",-0.44787064,-0.6684396,-0.377597838640213,-0.24530377984046936,0.13229405879974365
15,0.30695155,0.58153445,"('loyal', 'disloyal')",-0.8608365,-0.65391165,-0.27694249153137207,-0.036188602447509766,0.2407538890838623
35,0.28865045,0.53794277,"('creative', 'uncreative')",-0.034663424,0.48524448,0.12699350714683533,0.5115936398506165,0.38460013270378113
22,0.2529972,0.18962821,"('amicable', 'hostile')",0.9888663,1.8657062,0.6209317445755005,1.0276671648025513,0.4067354202270508
55,0.2516266,0.6702397,"('conventional', 'unconventional')",-0.050098754,0.35206786,0.10076393187046051,0.5111537575721741,0.41038982570171356
48,0.250191,0.16767104,"('dedicated', 'undedicated')",-0.5881209,-0.9391675,-0.1689649373292923,-0.3857482373714447,-0.2167833000421524
20,-0.23514965,-0.049083576,"('right', 'wrong')",-0.3016457,0.27522197,-0.2683976888656616,0.11306919902563095,0.38146688789129257
36,0.1987569,0.14125602,"('capable', 'incapable')",-0.6515068,-0.11869541,-0.22637493908405304,0.011280305683612823,0.23765524476766586
28,0.18872951,0.04386002,"('unprejudiced', 'prejudiced')",0.49518654,0.39065677,0.34195801615715027,0.21725839376449585,-0.12469962239265442
40,-0.18049699,0.17168482,"('logical', 'illogical')",-0.30112138,0.0048853457,-0.24080918729305267,0.08828508108854294,0.3290942683815956
4,0.16906196,0.39037955,"('sensitive', 'insensitive')",0.18596363,-0.22599341,0.17751279473304749,0.08219306915998459,-0.0953197255730629
42,0.1507177,0.25049046,"('secure', 'insecure')",-0.2532959,-0.6151676,-0.05128909647464752,-0.18233858048915863,-0.1310494840145111
51,0.14550212,-0.018686257,"('powerful', 'powerless')",0.060648292,-0.10762155,0.10307520627975464,-0.06315390765666962,-0.16622911393642426
7,-0.13934831,0.2184255,"('polite', 'impolite')",-0.17701139,-0.32820287,-0.1581798493862152,-0.054888688027858734,0.10329116135835648
5,-0.13806194,-0.19466951,"('helpful', 'unhelpful')",-1.4833214,-1.7268308,-0.8106917142868042,-0.960750162601471,-0.15005844831466675
0,-0.11192277,0.33306548,"('sociable', 'unsociable')",-0.7131153,-0.6698468,-0.41251903772354126,-0.1683906465768814,0.24412839114665985
13,-0.10821043,-0.038667575,"('sincere', 'insincere')",0.3280367,-0.3989367,0.10991313308477402,-0.21880212426185608,-0.3287152573466301
14,-0.10782015,0.077625036,"('honest', 'dishonest')",-0.82831633,-0.7466108,-0.4680682420730591,-0.33449289202690125,0.13357535004615784
1,0.10619927,0.31590015,"('friendly', 'unfriendly')",-0.37470147,0.2223739,-0.13425110280513763,0.26913702487945557,0.4033881276845932
26,0.09910991,0.41976997,"('reliable', 'unreliable')",0.12822083,0.21938586,0.113665372133255,0.3195779323577881,0.20591256022453308
39,-0.09773373,-0.25761864,"('wise', 'foolish')",-0.39012206,0.12803681,-0.24392789602279663,-0.06479091197252274,0.1791369840502739
9,0.09049058,0.31580102,"('nice', 'nasty')",0.59382147,0.42885107,0.3421560227870941,0.3723260462284088,0.030170023441314697
32,0.08015783,-0.2637829,"('able', 'unable')",0.073955655,-0.19084507,0.07705674320459366,-0.22731398046016693,-0.3043707236647606
46,-0.079522856,0.28385308,"('energetic', 'lethargic')",-0.5369125,-0.9082971,-0.3082176744937897,-0.3122220039367676,-0.004004329442977905
27,0.045609474,0.19843984,"('responsible', 'irresponsible')",-0.4489355,-0.77091616,-0.20166301727294922,-0.2862381637096405,-0.08457514643669128
38,0.019294128,0.13758609,"('discriminating', 'undiscriminating')",-0.10462633,-0.092363074,-0.04266609996557236,0.022611506283283234,0.06527760624885559
41,0.0029427707,-0.43130225,"('confident', 'shy')",0.8676793,0.012450695,0.4353110194206238,-0.20942577719688416,-0.6447367966175079
