,Alexandria_male,Alexandria_female,tuple,Real_male,Real_female,Estate_male,Estate_female,Equities_male,Equities_female,average_male,average_female,female-male
75,3.5579255,3.525303,"('confident', 'shy')",5.870267,5.693857,3.1410851,3.4746246,1.2792594,0.9514176,3.4621341228485107,3.4113006591796875,-0.05083346366882324
27,-2.7465475,-2.9118013,"('sincere', 'insincere')",-4.203508,-4.87131,-4.7404337,-5.0760517,-0.35555306,0.0074276477,-3.0115103721618652,-3.2129340171813965,-0.20142364501953125
32,-2.502227,-2.6372538,"('benevolent', 'hardhearted')",-1.5667081,-0.81303805,-1.0336263,-0.89199567,-1.0456536,-1.0091466,-1.5370538234710693,-1.3378585577011108,0.1991952657699585
50,2.2817984,2.059195,"('unprejudiced', 'prejudiced')",2.1901507,1.7254074,1.5887512,1.5294169,0.12559019,-0.18159698,1.5465726852416992,1.2831056118011475,-0.26346707344055176
6,1.9606925,2.5198607,"('liked', 'disliked')",3.771584,4.0992513,2.852137,3.5567493,0.5435028,0.28545028,2.2819790840148926,2.615327835083008,0.33334875106811523
40,-1.9431294,-2.134869,"('honorable', 'mean')",-3.0759778,-3.3876588,-3.7579355,-4.2579226,-1.391001,-1.4425023,-2.54201078414917,-2.8057382106781006,-0.26372742652893066
99,-1.9315038,-1.5703326,"('prestigious', 'insignificant')",-1.7922502,-0.8565687,-0.025156125,0.11872783,-1.2163615,-1.2398968,-1.241317868232727,-0.887017548084259,0.354300320148468
15,1.8425474,1.6929774,"('polite', 'impolite')",1.3685054,0.9351873,-1.0561543,-0.7122798,1.0222708,1.1004598,0.7942923307418823,0.7540861964225769,-0.04020613431930542
86,1.8212491,2.0081923,"('self-reliant', 'helpless')",2.11105,1.993709,1.8872393,1.9510231,-0.2758126,-0.47608086,1.3859314918518066,1.3692108392715454,-0.01672065258026123
11,-1.7756958,-1.4224491,"('caring', 'unaffectionate')",-1.7812155,-1.4628432,-1.1117594,-1.2623159,0.1668651,0.13975124,-1.1254514455795288,-1.0019642114639282,0.12348723411560059
47,-1.7644069,-1.5599903,"('forgiving', 'unforgiving')",-0.8586617,-0.69394684,-0.71523756,-0.5108166,0.33375233,0.46132293,-0.75113844871521,-0.5758576989173889,0.17528074979782104
95,-1.7396406,-2.194148,"('rich', 'poor')",-4.2801924,-4.597704,-4.107856,-4.447624,0.1262915,0.3962356,-2.500349521636963,-2.7108101844787598,-0.21046066284179688
16,1.7240791,1.2193332,"('social', 'antisocial')",0.8570602,0.5815724,-1.197721,-0.9294498,0.74394506,0.8150439,0.5318408608436584,0.42162492871284485,-0.1102159321308136
10,-1.6800069,-1.3714304,"('affectionate', 'unaffectionate')",-2.0729094,-1.1606799,-1.0199274,-0.9924681,0.20529148,0.34016466,-1.14188814163208,-0.7961034178733826,0.3457847237586975
1,-1.6388533,-1.4326199,"('friendly', 'unfriendly')",-2.0170681,-0.90246,-0.5361569,-0.457339,0.15054643,0.074299715,-1.0103830099105835,-0.6795297861099243,0.3308532238006592
67,-1.6249585,-1.1402938,"('discriminating', 'undiscriminating')",-0.14331223,0.33951604,-0.4067114,-0.45351252,-0.7941209,-0.53834385,-0.7422757148742676,-0.4481585621833801,0.29411715269088745
109,1.5769086,1.6520295,"('conservative', 'liberal')",1.849468,1.1025405,-0.8776084,-0.8029353,0.9348143,1.0643827,0.8708955645561218,0.7540043592453003,-0.11689120531082153
108,1.5769086,1.6520295,"('conservative', 'liberal')",1.849468,1.1025405,-0.8776084,-0.8029353,0.9348143,1.0643827,0.8708955645561218,0.7540043592453003,-0.11689120531082153
53,-1.5289563,-2.0813792,"('smart', 'stupid')",-3.3880563,-3.369686,-2.551653,-3.0010035,-1.3236681,-1.3222616,-2.1980834007263184,-2.443582534790039,-0.2454991340637207
90,1.5257769,1.3663198,"('motivated', 'unmotivated')",1.1681931,0.42759278,-0.11546974,-0.17680973,0.8520961,0.871417,0.8576490879058838,0.6221299767494202,-0.23551911115646362
3,1.4290166,1.4839287,"('likable', 'unlikable')",1.6955842,1.6150432,-0.07776734,0.108177334,-0.2019383,-0.3659054,0.7112237811088562,0.7103109359741211,-0.0009128451347351074
107,1.4248885,1.3609674,"('conventional', 'modern')",0.46055543,0.061231375,-1.0193273,-0.83139706,1.3383654,1.6924479,0.5511205196380615,0.5708124041557312,0.019691884517669678
104,-1.3461726,-0.9842192,"('conventional', 'unconventional')",-0.9266538,-0.21690558,1.340832,1.5966806,-0.7083647,-0.70568097,-0.41008979082107544,-0.07753127813339233,0.3325585126876831
33,-1.3050389,-1.0063009,"('softhearted', 'hardhearted')",-0.98817986,-0.43956113,-0.23521718,-0.028624773,1.1495763,0.8825041,-0.3447149097919464,-0.14799568057060242,0.196719229221344
2,1.2870718,1.1280499,"('friendly', 'unfriendly')",0.9692316,0.29576135,-1.2232835,-1.0753232,1.1969792,1.4397959,0.5574997663497925,0.4470709562301636,-0.1104288101196289
5,1.2321498,1.1567967,"('pleasant', 'repellent')",0.11698708,-0.26503074,-0.36648536,-0.26408458,0.9781103,1.0435019,0.4901904761791229,0.4177958071231842,-0.07239466905593872
54,1.2191708,1.0373927,"('smart', 'stupid')",1.2181001,1.056,0.5225964,0.35938534,-0.6721512,-0.8830448,0.5719289779663086,0.3924333453178406,-0.17949563264846802
14,-1.1856385,-0.84057796,"('supportive', 'unsupportive')",1.1778761,0.91495764,-0.30093473,-0.20118521,1.0253663,0.7967098,0.17916728556156158,0.16747605800628662,-0.011691227555274963
