,Boston_male,Boston_female,tuple,Properties_male,Properties_female,average_male,average_female,female-male
50,-4.7487345,-4.9160695,"('rich', 'poor')",-5.31242,-5.2977424,-5.030577182769775,-5.106905937194824,-0.07632875442504883
30,-3.822112,-3.7808697,"('smart', 'stupid')",-4.0045505,-3.993842,-3.9133312702178955,-3.8873558044433594,0.025975465774536133
3,3.776583,3.7669454,"('liked', 'disliked')",3.9170508,3.7604814,3.8468170166015625,3.7637133598327637,-0.08310365676879883
28,2.923521,2.7272143,"('unprejudiced', 'prejudiced')",1.8399818,1.7242343,2.381751537322998,2.225724220275879,-0.15602731704711914
33,-2.1108508,-1.9860219,"('educated', 'uneducated')",-0.95833033,-0.60882187,-1.5345906019210815,-1.297421932220459,0.23716866970062256
5,-1.92256,-1.9612126,"('helpful', 'unhelpful')",-2.972676,-2.841303,-2.447618007659912,-2.4012579917907715,0.046360015869140625
53,-1.911383,-1.6663234,"('influential', 'uninfluential')",-0.79805696,-0.36800623,-1.3547199964523315,-1.0171648263931274,0.3375551700592041
48,-1.834552,-1.7647911,"('dedicated', 'undedicated')",-0.84035015,-0.83383936,-1.3374511003494263,-1.2993152141571045,0.03813588619232178
14,-1.7684059,-1.9473405,"('honest', 'dishonest')",-0.96603787,-1.0598001,-1.3672218322753906,-1.503570318222046,-0.13634848594665527
15,-1.64428,-1.4868822,"('loyal', 'disloyal')",-1.8539871,-1.4897325,-1.749133586883545,-1.4883073568344116,0.2608262300491333
26,1.5509629,1.4666177,"('reliable', 'unreliable')",2.088916,1.8968606,1.8199394941329956,1.681739091873169,-0.13820040225982666
41,1.544059,1.460222,"('confident', 'shy')",1.2291844,0.5027988,1.3866217136383057,0.9815104007720947,-0.40511131286621094
19,-1.4155996,-1.3832332,"('kind', 'unkind')",-1.8632658,-1.344902,-1.639432668685913,-1.364067554473877,0.27536511421203613
38,-1.3802526,-1.2589235,"('discriminating', 'undiscriminating')",-0.84045213,-0.8994385,-1.1103523969650269,-1.0791809558868408,0.031171441078186035
1,-1.3621233,-1.3920126,"('friendly', 'unfriendly')",-0.7271242,-0.8731348,-1.0446237325668335,-1.1325737237930298,-0.08794999122619629
17,-1.3421199,-1.4648583,"('tolerant', 'intolerant')",-1.6654601,-1.5985916,-1.503790020942688,-1.5317249298095703,-0.027934908866882324
40,-1.3194966,-1.2617949,"('logical', 'illogical')",-0.5102074,-0.4147591,-0.9148520231246948,-0.8382769823074341,0.07657504081726074
