,Hasbro_male,Hasbro_female,tuple,average_male,average_female,female-male
75,4.1367273,4.0039725,"('confident', 'shy')",4.136727333068848,4.00397253036499,-0.13275480270385742
95,-3.3080714,-3.4251337,"('rich', 'poor')",-3.3080713748931885,-3.42513370513916,-0.11706233024597168
6,3.000711,3.1162477,"('liked', 'disliked')",3.000710964202881,3.1162476539611816,0.11553668975830078
53,-2.8533778,-2.94911,"('smart', 'stupid')",-2.8533778190612793,-2.9491100311279297,-0.09573221206665039
27,-2.7876322,-2.9363928,"('sincere', 'insincere')",-2.7876322269439697,-2.9363927841186523,-0.14876055717468262
40,-2.442806,-2.6940055,"('honorable', 'mean')",-2.4428060054779053,-2.6940054893493652,-0.25119948387145996
66,1.7795229,1.7304122,"('imaginative', 'unimaginative')",1.7795228958129883,1.730412244796753,-0.04911065101623535
90,1.7424858,1.3354511,"('motivated', 'unmotivated')",1.742485761642456,1.3354511260986328,-0.40703463554382324
109,1.5389214,1.2152103,"('conservative', 'liberal')",1.5389213562011719,1.2152103185653687,-0.3237110376358032
108,1.5389214,1.2152103,"('conservative', 'liberal')",1.5389213562011719,1.2152103185653687,-0.3237110376358032
33,-1.5144992,-1.3378981,"('softhearted', 'hardhearted')",-1.5144991874694824,-1.3378981351852417,0.17660105228424072
48,1.4439275,1.4268389,"('reliable', 'unreliable')",1.443927526473999,1.4268388748168945,-0.017088651657104492
3,1.3806841,1.4093064,"('likable', 'unlikable')",1.3806841373443604,1.4093064069747925,0.02862226963043213
32,-1.3797259,-1.3520267,"('benevolent', 'hardhearted')",-1.3797259330749512,-1.3520267009735107,0.02769923210144043
86,1.3750111,1.4499476,"('self-reliant', 'helpless')",1.3750110864639282,1.4499475955963135,0.07493650913238525
14,1.3688209,1.1736733,"('supportive', 'unsupportive')",1.3688209056854248,1.1736732721328735,-0.19514763355255127
10,-1.3430833,-1.0648303,"('affectionate', 'unaffectionate')",-1.3430832624435425,-1.0648303031921387,0.2782529592514038
25,1.2743201,0.75692904,"('moral', 'immoral')",1.274320125579834,0.7569290399551392,-0.5173910856246948
15,1.2317878,1.1483287,"('polite', 'impolite')",1.2317878007888794,1.1483286619186401,-0.08345913887023926
11,-1.1914036,-1.1114614,"('caring', 'unaffectionate')",-1.1914036273956299,-1.1114614009857178,0.07994222640991211
1,-1.1638297,-1.0914893,"('friendly', 'unfriendly')",-1.1638296842575073,-1.091489315032959,0.07234036922454834
5,1.1420321,0.8884378,"('pleasant', 'repellent')",1.1420321464538574,0.888437807559967,-0.2535943388938904
105,-1.0953181,-1.1666377,"('conventional', 'modern')",-1.095318078994751,-1.166637659072876,-0.071319580078125
52,1.0856576,0.72274804,"('competitive', 'uncompetitive')",1.0856575965881348,0.7227480411529541,-0.36290955543518066
