,McCormick_male,McCormick_female,tuple,&_male,&_female,Company_male,Company_female,average_male,average_female,female-male
3,3.2426124,3.2353454,"('liked', 'disliked')",3.9462686,3.9385812,4.6010456,4.608712,3.9299755096435547,3.927546183268229,-0.002429326375325669
50,-2.6739736,-2.7019992,"('rich', 'poor')",-4.618657,-4.821806,-5.7106314,-5.7415104,-4.334420522054036,-4.421772003173828,-0.08735148111979196
28,2.3940244,2.3055468,"('unprejudiced', 'prejudiced')",2.6318374,2.5001001,2.3217878,2.2123914,2.4492165247599282,2.339346090952555,-0.10987043380737305
30,-2.1307325,-1.7216176,"('smart', 'stupid')",-2.6698122,-2.4996166,-3.648521,-3.8080907,-2.8163553873697915,-2.6764418284098306,0.13991355895996094
26,2.0736556,1.9945228,"('reliable', 'unreliable')",1.5736834,1.3709737,1.9145089,1.8205051,1.8539492289225261,1.7286672592163086,-0.12528196970621752
1,-1.5544577,-1.6086006,"('friendly', 'unfriendly')",-1.8073549,-1.9302442,-1.6749282,-1.6091913,-1.6789135932922363,-1.7160120010375977,-0.03709840774536133
48,-1.4725404,-1.2823765,"('dedicated', 'undedicated')",-1.3853477,-1.4120058,-1.5648403,-1.5574237,-1.4742428461710613,-1.4172685941060383,0.056974252065022934
15,-1.440321,-1.3916838,"('loyal', 'disloyal')",-1.7068768,-1.3924224,-2.1376889,-1.7798164,-1.761628786722819,-1.5213076273600261,0.24032115936279297
53,-1.4057839,-1.028235,"('influential', 'uninfluential')",-0.7749443,-0.5667411,-0.97832406,-0.6891167,-1.0530174573262532,-0.7613643010457357,0.29165315628051747
14,-1.1845024,-1.1760566,"('honest', 'dishonest')",-2.3034391,-2.173926,-1.133698,-1.1101726,-1.5405464172363281,-1.4867184956868489,0.05382792154947924
5,-1.1571982,-0.9005034,"('helpful', 'unhelpful')",-1.4792297,-1.5617889,-3.6787496,-3.5016527,-2.1050591468811035,-1.987981637318929,0.11707750956217455
10,-0.95656717,-1.15521,"('hospitable', 'inhospitable')",-0.4028484,-0.6707938,0.33746785,0.3177632,-0.34064920743306476,-0.5027468601862589,-0.16209765275319415
52,-0.90340185,-0.8608896,"('superior', 'inferior')",-0.8253244,-0.8584398,-1.2033416,-1.0740409,-0.97735595703125,-0.931123415629069,0.04623254140218103
44,0.8929243,0.5418972,"('active', 'inactive')",1.0016036,0.7120829,2.4846003,2.2688856,1.4597094853719075,1.1742885907491047,-0.28542089462280273
57,0.8735726,1.1169156,"('conservative', 'liberal')",1.8477361,2.2259586,-0.22003746,-0.30144396,0.8337570826212565,1.0138099988301594,0.18005291620890296
43,-0.865978,-0.6240342,"('active', 'inactive')",-0.46940103,-0.5553049,0.55160296,0.8159865,-0.26125868161519367,-0.1211175521214803,0.14014112949371338
34,-0.84771526,-0.8584869,"('rational', 'irrational')",0.19487056,0.09538987,1.0015067,1.0656627,0.11622067292531331,0.10085523128509521,-0.015365441640218094
35,-0.845389,-0.58603394,"('creative', 'uncreative')",-2.2511616,-2.446728,-0.16223606,-0.34661743,-1.0862621466318767,-1.1264598369598389,-0.040197690327962166
27,-0.8228428,-0.8298429,"('responsible', 'irresponsible')",-0.61115694,-0.70318985,-1.5886176,-1.7323588,-1.0075391133626301,-1.0884638627370198,-0.08092474937438965
46,-0.76797336,-0.823217,"('energetic', 'lethargic')",-0.78670347,-0.7935468,-0.4470207,-0.38438696,-0.6672325134277344,-0.667050282160441,0.00018223126729333128
42,0.75100714,0.9680717,"('secure', 'insecure')",-0.8222893,-0.42093533,-0.46704096,-0.56239957,-0.17944103479385376,-0.005087733268737793,0.17435330152511597
12,0.74055743,1.0689282,"('trustworthy', 'untrustworthy')",-0.35686257,-0.40186012,0.5204803,0.5127214,0.30139172077178955,0.39326318105061847,0.09187146027882892
49,0.71967226,0.7667501,"('motivated', 'unmotivated')",0.467448,0.43419787,0.77405655,0.75658166,0.6537255843480428,0.652509888013204,-0.0012156963348388672
33,-0.7171621,-0.4528861,"('educated', 'uneducated')",-2.076732,-1.9463017,-2.2257392,-1.8989105,-1.6732110977172852,-1.4326995213826497,0.2405115763346355
23,0.7081604,0.6581359,"('truthful', 'untruthful')",0.88457483,1.1252918,0.33848107,0.36739427,0.6437387863794962,0.7169406414031982,0.07320185502370202
7,0.7064823,1.0169369,"('polite', 'impolite')",0.5117326,0.6854538,-0.19968757,-0.0017517507,0.3395090897878011,0.5668796300888062,0.22737054030100506
55,-0.6785488,-0.6596099,"('conventional', 'unconventional')",-0.52156997,-0.37625977,0.17481478,0.38147148,-0.34176798661549884,-0.21813273429870605,0.12363525231679279
4,-0.6376371,-0.6828483,"('sensitive', 'insensitive')",-0.51400375,-0.43757707,-1.1515735,-1.1100597,-0.7677381833394369,-0.743494987487793,0.024243195851643917
20,-0.63708365,-0.5377705,"('right', 'wrong')",0.75070196,0.51270443,0.4955914,0.81214744,0.2030699054400126,0.26236045360565186,0.05929054816563925
40,-0.62477386,-0.42329744,"('logical', 'illogical')",-2.088004,-1.9749874,-0.10923578,0.13784826,-0.9406712849934896,-0.7534788449605306,0.18719244003295898
38,-0.55970526,-0.35645545,"('discriminating', 'undiscriminating')",-0.9230713,-0.78169817,-0.8536183,-0.7935451,-0.7787983417510986,-0.6438995599746704,0.13489878177642822
6,-0.5496484,-0.5938465,"('supportive', 'unsupportive')",0.8450122,0.7476977,-0.090426534,-0.04036078,0.06831241647402446,0.03783014416694641,-0.030482272307078048
47,-0.5462127,-0.51873946,"('ambitious', 'unambitious')",0.85668606,0.8883199,-0.180837,-0.14025494,0.04321212569872538,0.07644183437029521,0.03322970867156983
31,-0.5443535,-0.4727139,"('intelligent', 'unintelligent')",-0.23286712,0.08165854,-1.6035653,-1.4336234,-0.7935953140258789,-0.6082262595494589,0.18536905447642005
22,-0.52763927,-0.73971176,"('amicable', 'hostile')",0.81864345,0.653674,1.2511683,1.4880103,0.514057477315267,0.467324177424113,-0.04673329989115399
41,0.51477194,0.42996225,"('confident', 'shy')",-0.29544827,-0.40899837,2.276843,1.5616796,0.8320555686950684,0.5275478363037109,-0.3045077323913574
39,-0.4969617,-0.45116043,"('wise', 'foolish')",-0.6729833,-0.9875402,0.960674,0.9218366,-0.06975700457890828,-0.17228802045186362,-0.10253101587295534
36,-0.4854366,-0.56778187,"('capable', 'incapable')",-0.80940247,-1.0181079,-0.91820496,-0.9240596,-0.7376813093821207,-0.8366498152414957,-0.098968505859375
13,0.4835142,0.6680205,"('sincere', 'insincere')",-0.27678007,-0.18996733,-0.59233284,-0.504014,-0.1285329063733419,-0.008653620878855387,0.1198792854944865
37,-0.4687961,-0.48090678,"('practical', 'impractical')",-0.5269672,-0.39912766,-2.0892565,-2.1586611,-1.028339942296346,-1.0128985246022542,0.015441417694091797
56,0.44286996,0.34761435,"('conventional', 'unconventional')",1.2993984,1.4505728,0.16903323,0.24175215,0.6371005376180013,0.6799798011779785,0.04287926355997718
16,0.44276142,0.4517119,"('fair', 'unfair')",0.016712442,-0.0033596903,1.6969965,1.8040493,0.7188234329223633,0.7508004506429037,0.0319770177205404
19,-0.39219886,0.0047545433,"('kind', 'unkind')",-1.8781213,-1.696897,-2.9702783,-2.6353807,-1.746866226196289,-1.4425077438354492,0.30435848236083984
18,-0.3890466,-0.58156693,"('good', 'evil')",0.48975962,0.32319432,2.1215658,2.1636314,0.7407596111297607,0.6350862979888916,-0.10567331314086914
17,0.32698545,0.6544711,"('tolerant', 'intolerant')",-0.61836326,-0.68739563,-0.86987543,-1.1777011,-0.3870844046274821,-0.40354188283284503,-0.01645747820536292
29,0.31612587,0.24906492,"('competent', 'incompetent')",-0.48839974,-0.38361037,-0.7804589,-0.5228759,-0.317577600479126,-0.21914045015970865,0.09843715031941733
51,0.2584089,0.5364511,"('powerful', 'powerless')",1.6995502,1.6951721,-0.4642908,-0.12400073,0.4978894392649333,0.7025407950083414,0.20465135574340815
11,0.25214627,0.34881037,"('moral', 'immoral')",-0.5495923,-0.42972127,-1.5489334,-1.6085532,-0.6154597997665405,-0.5631546974182129,0.05230510234832764
25,-0.25010768,-0.07150246,"('forgiving', 'unforgiving')",-0.71744627,-0.46266466,-1.1686635,-1.0555348,-0.7120725313822428,-0.5299006303151449,0.1821719010670979
32,0.23729254,0.13746649,"('able', 'unable')",0.14282426,-0.0006297827,-0.04912916,-0.21981591,0.1103292206923167,-0.02765973409016927,-0.13798895478248596
0,-0.22379053,0.16253918,"('sociable', 'unsociable')",0.10880223,0.5423962,-1.0075747,-0.62922454,-0.3741876681645711,0.02523694435755412,0.39942461252212524
21,0.22350478,0.10291484,"('incorrupt', 'corrupt')",1.1343371,0.984202,2.4343433,2.4374638,1.2640617688496907,1.174860159556071,-0.08920160929361964
54,-0.215187,-0.055061467,"('successful', 'unsuccessful')",-0.89957243,-0.94783556,-1.4138873,-1.0101051,-0.84288223584493,-0.6710007190704346,0.17188151677449548
9,-0.17629045,-0.47277054,"('nice', 'nasty')",0.865172,1.0441111,0.3767954,0.33784562,0.3552256425221761,0.3030620614687602,-0.0521635810534159
8,0.11867425,0.1460405,"('popular', 'unpopular')",-0.035845406,-0.20082489,-0.66078883,-0.245603,-0.19265333811442056,-0.1001291275024414,0.09252421061197916
2,-0.099181615,0.10350078,"('likable', 'unlikable')",0.9093394,0.8447276,-0.7896998,-0.4424484,0.0068193475405375166,0.16859332720438638,0.16177397966384888
24,0.09573716,0.36159784,"('generous', 'stingy')",1.4197302,1.8198733,1.9384167,2.1499496,1.1512947082519531,1.4438069661458333,0.29251225789388013
45,-0.034857944,-0.010255016,"('independent', 'dependent')",0.06652625,0.013384938,0.95607305,0.8377095,0.3292471170425415,0.28027979532877606,-0.048967321713765444
