,Emerson_male,Emerson_female,tuple,Electric_male,Electric_female,Company_male,Company_female,average_male,average_female,female-male
50,-2.9407372,-3.1102512,"('rich', 'poor')",-4.6014566,-4.982113,-5.7106314,-5.7415104,-4.417608261108398,-4.611291567484538,-0.19368330637613962
3,2.2561884,2.0298383,"('liked', 'disliked')",3.2755244,3.7121413,4.6010456,4.608712,3.377586046854655,3.450230598449707,0.07264455159505223
57,1.7104065,1.9470079,"('conservative', 'liberal')",-0.17487246,-0.18526188,-0.22003746,-0.30144396,0.43849889437357586,0.48676737149556476,0.048268477121988895
1,-1.6113294,-1.7116418,"('friendly', 'unfriendly')",-0.9342768,-0.53799045,-1.6749282,-1.6091913,-1.4068447748819988,-1.2862745920817058,0.12057018280029297
14,-1.4769769,-1.2602484,"('honest', 'dishonest')",-1.7964789,-1.8467225,-1.133698,-1.1101726,-1.469051202138265,-1.405714511871338,0.06333669026692701
33,-1.4503412,-1.1603398,"('educated', 'uneducated')",-1.6904545,-1.4705638,-2.2257392,-1.8989105,-1.7888450622558594,-1.50993808110555,0.2789069811503093
28,1.4202209,1.021468,"('unprejudiced', 'prejudiced')",1.6287198,1.5670364,2.3217878,2.2123914,1.7902428309122722,1.600298563639323,-0.18994426727294922
35,-1.4198511,-1.4520476,"('creative', 'uncreative')",-0.77787423,-0.73778284,-0.16223606,-0.34661743,-0.7866537570953369,-0.845482587814331,-0.05882883071899414
30,-1.312019,-1.0649776,"('smart', 'stupid')",-3.4778008,-3.9272556,-3.648521,-3.8080907,-2.8127803802490234,-2.933441162109375,-0.12066078186035156
5,-1.3004321,-1.1450043,"('helpful', 'unhelpful')",-3.534949,-3.7013292,-3.6787496,-3.5016527,-2.838043530782064,-2.7826620737711587,0.055381457010905244
41,1.2813396,1.1698416,"('confident', 'shy')",1.4422613,1.3201152,2.276843,1.5616796,1.666814645131429,1.3505455652872722,-0.31626907984415675
7,1.2663767,1.694125,"('polite', 'impolite')",-0.7932863,-0.7553879,-0.19968757,-0.0017517507,0.09113427996635437,0.3123284578323364,0.22119417786598206
42,1.2358835,1.3785876,"('secure', 'insecure')",-0.8352731,-0.9748679,-0.46704096,-0.56239957,-0.02214352289835612,-0.05289328098297119,-0.03074975808461507
