,Hewlett_male,Hewlett_female,tuple,Packard_male,Packard_female,Enterprise_male,Enterprise_female,average_male,average_female,female-male
57,2.5007772,2.4590862,"('conservative', 'liberal')",0.65858185,0.9529806,0.21919705,0.58004165,1.1261853377024333,1.330702781677246,0.20451744397481275
11,2.4275014,2.3492646,"('moral', 'immoral')",0.30202782,0.39574888,-0.74318004,-0.6155392,0.6621164480845133,0.7098247210184733,0.04770827293395996
23,2.1910672,2.2108243,"('truthful', 'untruthful')",0.89808786,0.9029949,0.6298522,0.7466525,1.2396691640218098,1.2868239084879558,0.04715474446614598
7,2.1750207,2.3145816,"('polite', 'impolite')",0.5582105,0.94195634,0.17867324,0.3093389,0.9706347783406576,1.1886255741119385,0.2179907957712809
0,2.1388054,2.4148834,"('sociable', 'unsociable')",-0.45156628,-0.145351,-0.019055784,0.27515244,0.5560611089070638,0.8482282956441244,0.29216718673706055
21,-1.9709241,-1.9692137,"('incorrupt', 'corrupt')",0.41197616,0.4823696,1.8827567,1.6845958,0.10793622334798177,0.0659172534942627,-0.04201896985371907
3,1.9257613,2.0062406,"('liked', 'disliked')",4.0868993,4.3100557,2.5497332,2.0994375,2.854131062825521,2.80524476369222,-0.04888629913330078
13,1.9054192,2.0627124,"('sincere', 'insincere')",0.3175732,0.44368178,0.9807724,1.1852202,1.0679216384887695,1.2305381298065186,0.16261649131774902
33,1.8918517,1.9135118,"('educated', 'uneducated')",-0.76016486,-0.67956656,0.3893659,0.883362,0.5070175727208456,0.7057690620422363,0.19875148932139075
49,1.7691095,1.8060894,"('motivated', 'unmotivated')",1.3092527,1.2310067,-0.094167545,-0.32865205,0.994731585184733,0.9028146266937256,-0.09191695849100745
6,1.711637,1.663888,"('supportive', 'unsupportive')",0.55014956,0.49134663,0.5053488,-0.06472248,0.9223783810933431,0.6968373457590739,-0.22554103533426928
17,1.4224081,1.4157033,"('tolerant', 'intolerant')",-0.5494124,-0.5435655,-1.2646517,-1.1222613,-0.1305519938468933,-0.0833745002746582,0.04717749357223511
53,1.3485622,1.5095667,"('influential', 'uninfluential')",-1.1600691,-0.863533,-0.23325527,-0.03209251,-0.014920711517333984,0.20464704434076944,0.21956775585810342
31,1.3310876,1.4241138,"('intelligent', 'unintelligent')",-1.2905232,-1.3012596,0.08578086,0.30338657,0.042115092277526855,0.14208022753397623,0.09996513525644937
39,-1.2952164,-1.4789422,"('wise', 'foolish')",-0.3708639,-0.3034324,0.6187682,0.49413174,-0.34910404682159424,-0.4294142723083496,-0.08031022548675537
27,1.2145842,1.1754061,"('responsible', 'irresponsible')",-0.9350434,-0.94194776,-1.7179091,-1.9269826,-0.479456106821696,-0.5645081202189127,-0.08505201339721674
46,1.2054726,1.3904642,"('energetic', 'lethargic')",0.9782305,1.0650916,-0.40103018,-0.4917858,0.5942242542902628,0.6545900503794352,0.06036579608917236
18,-1.2037593,-1.364433,"('good', 'evil')",0.16743833,-0.035826087,1.6808465,1.373054,0.2148418426513672,-0.00906836986541748,-0.22391021251678467
47,1.1729276,1.2253759,"('ambitious', 'unambitious')",-0.1758824,-0.11658895,-1.3835229,-1.6165909,-0.12882588307062784,-0.16926797231038412,-0.040442089239756285
4,1.1595249,1.3768743,"('sensitive', 'insensitive')",-0.08296021,-0.14694518,-0.85124576,-1.0059538,0.07510630289713542,0.07465847333272298,-0.00044782956441244415
50,-1.0555928,-1.1085045,"('rich', 'poor')",-4.3154783,-4.7410746,-1.9835775,-1.402138,-2.451549530029297,-2.4172388712565103,0.034310658772786606
22,-1.0535929,-0.9143166,"('amicable', 'hostile')",0.21180183,0.23743606,0.3956259,0.25657123,-0.1487217346827189,-0.14010310173034668,0.008618632952372224
29,1.0255381,1.4054554,"('competent', 'incompetent')",0.19273454,0.16790524,0.437343,0.37510267,0.5518718957901001,0.6494877338409424,0.09761583805084229
43,-0.99020886,-0.89546216,"('active', 'inactive')",-0.7704423,-0.39167848,-1.1195414,-1.2692738,-0.960064172744751,-0.8521381219228109,0.10792605082194007
24,0.98157346,1.2750463,"('generous', 'stingy')",1.5955555,1.7960778,1.794646,1.7945952,1.4572582244873047,1.6219064394632976,0.1646482149759929
42,0.8908018,0.8145195,"('secure', 'insecure')",0.20646015,0.2289019,0.52177805,0.68075025,0.539680004119873,0.5747238794962565,0.03504387537638343
26,0.84163666,0.70434624,"('reliable', 'unreliable')",3.9872432,4.045705,1.43066,0.9988531,2.0865132013956704,1.9163014094034831,-0.17021179199218728
5,0.82897747,0.938973,"('helpful', 'unhelpful')",-1.9134334,-1.8526609,-1.6577194,-1.5989313,-0.9140584468841553,-0.8375397523244222,0.07651869455973304
20,-0.7984358,-0.76516515,"('right', 'wrong')",-1.1042459,-0.9474544,-0.09301549,-0.063852414,-0.6652324199676514,-0.5921573241551717,0.07307509581247962
56,0.79776263,0.857064,"('conventional', 'unconventional')",-0.51183045,-0.5434667,0.08291641,0.4630122,0.12294953068097432,0.25886984666188556,0.13592031598091125
15,0.7752031,1.1163217,"('loyal', 'disloyal')",-0.395875,-0.23382986,-0.21158223,0.062691465,0.05591529111067454,0.315061092376709,0.2591458012660344
34,-0.73562455,-0.97792375,"('rational', 'irrational')",-0.71304965,-0.6158881,0.2052074,0.27126205,-0.414488951365153,-0.4408499399820964,-0.02636098861694336
40,0.71018785,0.7398107,"('logical', 'illogical')",-1.0053923,-0.8468814,-0.8874289,-0.8328945,-0.3942111333211263,-0.31332172950108844,0.08088940382003784
37,0.7082207,0.7369768,"('practical', 'impractical')",-0.15074724,-0.033342063,-1.7877505,-1.9983832,-0.4100923538208008,-0.43158280849456787,-0.02149045467376709
48,0.69431055,0.694232,"('dedicated', 'undedicated')",-0.7618382,-0.6872624,-0.5407828,-0.50069386,-0.20277015368143717,-0.16457476218541464,0.038195391496022524
51,0.67541677,0.63881385,"('powerful', 'powerless')",-0.8162674,-0.5834802,-0.79861546,-0.550913,-0.3131553530693054,-0.16519310077031454,0.14796225229899088
16,-0.6642517,-0.6762726,"('fair', 'unfair')",-0.062764525,0.09594713,1.4067508,1.3653874,0.22657819588979086,0.26168733835220337,0.03510914246241251
45,0.6615879,0.496239,"('independent', 'dependent')",0.5791541,0.7532862,0.3229498,0.2710343,0.5212305784225464,0.506853183110555,-0.014377395311991337
14,0.64801437,0.7962297,"('honest', 'dishonest')",-0.92662585,-0.9941205,-0.79703903,-0.7776441,-0.3585501511891683,-0.32517828543980914,0.03337186574935913
19,0.6430499,0.76050246,"('kind', 'unkind')",-0.48628846,-0.41121012,-0.56547296,-0.43668824,-0.13623717427253723,-0.029131968816121418,0.10710520545641582
12,0.6338085,0.80585223,"('trustworthy', 'untrustworthy')",0.89181805,1.0672107,0.889541,0.72854936,0.8050558567047119,0.8672040303548177,0.06214817365010583
25,0.62451136,0.95890105,"('forgiving', 'unforgiving')",-0.124466,-0.045271426,0.54439324,0.61950594,0.3481462001800537,0.5110452175140381,0.16289901733398438
44,0.6222553,0.40588483,"('active', 'inactive')",0.7274178,0.45021623,0.9643956,0.36235565,0.7713562647501627,0.40615224838256836,-0.36520401636759436
10,-0.60854006,-0.83376646,"('hospitable', 'inhospitable')",-0.59163046,-0.8207803,0.75519484,0.45732647,-0.1483252247174581,-0.39907344182332355,-0.2507482171058655
55,-0.5131362,-0.42684922,"('conventional', 'unconventional')",-0.47709352,-0.58892494,0.21585104,0.3549471,-0.2581262191136678,-0.22027568022410074,0.03785053888956705
9,0.43334278,0.3906363,"('nice', 'nasty')",0.1705985,0.15719187,0.8978575,0.66633093,0.5005996227264404,0.4047197103500366,-0.09587991237640381
32,0.3737598,0.20563692,"('able', 'unable')",-0.19393948,-0.23080224,-0.71037525,-0.91367316,-0.17685163021087646,-0.3129461606343587,-0.13609453042348224
36,-0.32457405,-0.43675816,"('capable', 'incapable')",-1.0000018,-1.1057514,-0.6317394,-0.70639205,-0.6521050930023193,-0.7496338685353597,-0.0975287755330404
1,-0.2565322,-0.08252001,"('friendly', 'unfriendly')",-1.9247456,-2.089749,-0.23920259,-0.21904829,-0.8068267504374186,-0.7971057891845703,0.00972096125284827
35,-0.24960677,-0.2304839,"('creative', 'uncreative')",-1.1741452,-1.2306035,-0.766917,-0.9949741,-0.730223019917806,-0.8186871210734049,-0.08846410115559888
52,-0.20018873,-0.26435244,"('superior', 'inferior')",-1.7435421,-1.5600048,-1.0694212,-1.251972,-1.0043840408325195,-1.0254430770874023,-0.021059036254882812
41,0.18514517,-0.18629533,"('confident', 'shy')",0.63530594,0.6354537,-0.31293365,-0.6713154,0.16917248566945395,-0.07405233383178711,-0.24322481950124106
54,-0.11636239,-0.20163184,"('successful', 'unsuccessful')",-0.9290336,-0.9115739,-1.0441746,-0.9599885,-0.6965235074361166,-0.6910646756490072,0.005458831787109375
28,0.062473655,-0.031448662,"('unprejudiced', 'prejudiced')",2.1961527,2.1401553,0.5280067,0.3268233,0.9288776715596517,0.8118433157602946,-0.11703435579935717
8,0.046595067,-0.10799986,"('popular', 'unpopular')",0.21331555,0.18839437,1.0627238,1.1902871,0.44087811311086017,0.42356053988138836,-0.017317573229471805
38,0.041584864,0.17917113,"('discriminating', 'undiscriminating')",-0.6895581,-0.5654627,-1.108987,-1.1883636,-0.5856533845265707,-0.5248850186665853,0.06076836585998535
2,0.017882198,0.29229233,"('likable', 'unlikable')",0.022020876,0.23273432,0.1565364,0.24085626,0.06547982494036357,0.2552943229675293,0.1898144980271657
30,-0.0053253174,0.13201293,"('smart', 'stupid')",-2.744406,-2.9470592,-2.209504,-1.8416159,-1.6530783971150715,-1.5522206624348958,0.10085773468017578
