,Vornado_male,Vornado_female,tuple,Realty_male,Realty_female,Trust_male,Trust_female,average_male,average_female,female-male
75,1.6431721,1.368581,"('confident', 'shy')",2.3716679,2.1912017,3.9800124,4.0228157,2.6649508,2.5275329,-0.1374179
6,1.6399839,1.5978092,"('liked', 'disliked')",0.63516897,0.458578,4.0156813,4.126485,2.0969448,2.0609573,-0.0359875
27,-1.5955858,-1.2940505,"('sincere', 'insincere')",-1.5993001,-1.338414,-5.3874807,-5.391058,-2.860789,-2.6745075,0.1862815
95,-1.4862218,-1.2003329,"('rich', 'poor')",-1.5018923,-1.4064237,-3.3650928,-3.5684896,-2.1177355,-2.0584154,0.0593201
53,-1.444803,-1.3418001,"('smart', 'stupid')",-1.8461194,-1.7239461,-3.6725423,-3.8440123,-2.3211549,-2.3032529,0.017902
90,1.3685865,1.221797,"('motivated', 'unmotivated')",0.73713326,0.60262346,0.70085585,0.51706433,0.9355253,0.7804949,-0.1550304
78,1.2125928,1.0809582,"('active', 'inactive')",0.7318174,0.5018618,1.0201316,0.7705759,0.9881806,0.7844653,-0.2037153
77,1.2087653,1.3284124,"('active', 'inactive')",-0.59682685,-0.4965553,0.4271139,0.5151256,0.3463507,0.4489942,0.1026435
40,-1.183605,-1.0933378,"('honorable', 'mean')",-1.7537841,-1.7932565,-4.087205,-4.3040175,-2.3415313,-2.3968706,-0.0553393
4,-1.1141706,-1.1437713,"('likable', 'unlikable')",-1.2429461,-1.3552244,-1.0378056,-1.1036615,-1.1316408,-1.2008858,-0.069245
70,1.028269,1.0127416,"('wise', 'unwise')",0.5150629,0.5591425,-0.13134176,-0.09295055,0.4706634,0.4929778,0.0223144
36,-0.99219644,-0.94262725,"('tolerant', 'intolerant')",0.36671692,0.42438835,-1.320892,-1.2510405,-0.6487905,-0.5897598,0.0590307
7,0.96283853,0.94917893,"('outgoing', 'distant')",-0.63710296,-0.6432948,-0.10538502,-0.28138575,0.0734502,0.0081661,-0.0652841
100,0.92681986,1.1073995,"('influential', 'uninfluential')",1.5013509,1.8970115,-0.36208948,-0.21635157,0.6886938,0.9293532,0.2406594
14,0.9150485,0.9879111,"('supportive', 'unsupportive')",0.3444221,0.22512127,-0.80606514,-0.92840636,0.1511351,0.0948753,-0.0562598
8,0.9114268,0.9076039,"('open', 'distant')",-0.5697043,-0.6025658,-0.75699127,-0.88943547,-0.1384229,-0.1947991,-0.0563762
91,0.8023389,0.9365915,"('resilient', 'nonresilient')",0.066810615,0.046784,-0.61544913,-0.7023644,0.0845668,0.0936704,0.0091036
12,0.77322334,0.97400117,"('sympathetic', 'unsympathetic')",1.2569404,1.4183545,-1.0957571,-1.2221181,0.3114689,0.3900792,0.0786103
23,0.7710393,0.84390974,"('hospitable', 'inhospitable')",0.14156549,0.045518488,0.33336854,0.26755482,0.4153244,0.385661,-0.0296634
84,0.76418245,0.87200844,"('self-confident', 'diffident')",-1.2621214,-1.3453883,-1.3394854,-1.3650961,-0.6124748,-0.6128253,-0.0003505
66,0.76164365,0.8833679,"('imaginative', 'unimaginative')",0.86876184,0.99730355,0.6262201,0.6655474,0.7522086,0.8487396,0.096531
26,-0.7429614,-0.67451835,"('trustworthy', 'untrustworthy')",0.98014915,1.1085434,-0.7179664,-0.7005287,-0.1602595,-0.0888345,0.071425
13,-0.7423855,-0.59578496,"('helpful', 'unhelpful')",-0.5223657,-0.46601182,-2.9811015,-3.0279245,-1.4152842,-1.3632404,0.0520438
54,0.7241446,0.58556044,"('smart', 'stupid')",0.10025676,0.020407245,0.16204713,0.012377873,0.3288162,0.2061152,-0.122701
82,0.7056358,0.59763706,"('industrious', 'meek')",-1.583163,-1.6685019,0.4489615,0.61159265,-0.1428552,-0.1530907,-0.0102355
58,-0.7056324,-0.65408045,"('able', 'clumsy')",0.623022,0.73672426,-2.247712,-2.087183,-0.7767741,-0.6681798,0.1085943
37,0.6906964,0.6283269,"('good', 'evil')",0.26802,0.08681318,1.4122174,1.4387093,0.7903113,0.7179498,-0.0723615
42,0.6870677,0.96713513,"('amicable', 'hostile')",-1.0728421,-1.0111575,0.14154762,0.4330257,-0.0814089,0.1296678,0.2110767
38,-0.6793395,-0.3679219,"('kind', 'unkind')",-0.059245348,0.11520153,-2.2595034,-2.112723,-0.9993628,-0.7884812,0.2108816
93,0.67067206,0.6579733,"('dominating', 'dominated')",0.95926917,1.0440396,0.71983457,0.720737,0.7832586,0.8075833,0.0243247
62,0.6595153,0.8645816,"('creative', 'uncreative')",-0.056784883,0.102412775,-0.5280439,-0.49234444,0.0248955,0.1582166,0.1333211
110,-0.58769643,-0.69712543,"('narrow-minded', 'open-minded')",0.054276794,-0.1412214,0.7843182,0.68137777,0.0836329,-0.052323,-0.1359559
81,0.55474776,0.31138223,"('industrious', 'lazy')",-1.2275362,-1.3752695,1.2360988,1.1968933,0.1877701,0.0443353,-0.1434348
0,0.54971075,0.6838372,"('sociable', 'unsociable')",0.30806446,0.61157215,-0.37873214,-0.18710613,0.159681,0.3694344,0.2097534
65,-0.5432534,-0.6151492,"('practical', 'impractical')",-0.5322467,-0.4926687,-1.7086349,-1.8049239,-0.928045,-0.9709139,-0.0428689
96,0.5401318,0.56528735,"('powerful', 'powerless')",-0.43953663,-0.39358336,-0.7108916,-0.66955113,-0.2034321,-0.165949,0.0374831
19,-0.52569413,-0.42668092,"('funny', 'boring')",-1.4328587,-1.413777,-0.88983834,-0.76885283,-0.9494637,-0.8697702,0.0796935
79,-0.5214273,-0.63020223,"('determined', 'doubtful')",-0.6907348,-0.7378826,-0.2104333,-0.29076636,-0.4741984,-0.5529504,-0.078752
39,-0.51350826,-0.34806085,"('right', 'wrong')",-0.99622524,-0.91796935,0.0037925094,0.11513919,-0.5019803,-0.3836304,0.1183499
76,-0.50509804,-0.5728033,"('secure', 'insecure')",1.4413484,1.4772651,-0.86106217,-0.825024,0.0250627,0.0264793,0.0014166
103,0.50377876,0.5240234,"('traditional', 'modern')",1.4528041,1.467464,0.8973826,0.94084203,0.9513218,0.9774431,0.0261213
52,0.4987826,0.5321711,"('competitive', 'uncompetitive')",1.1081079,1.2950537,-0.40981206,-0.39810756,0.3990262,0.4763724,0.0773462
89,-0.48383176,-0.5327901,"('daring', 'anxious')",0.005265355,-0.06344381,0.31259558,0.18500048,-0.0553236,-0.1370778,-0.0817542
21,0.45644388,0.48228005,"('nice', 'nasty')",-0.6933785,-0.95237935,-0.93168795,-0.9933647,-0.3895409,-0.4878213,-0.0982804
69,-0.45014024,-0.4195879,"('wise', 'foolish')",-0.6549646,-0.6967193,-0.28756246,-0.22112343,-0.4642225,-0.4458102,0.0184123
64,-0.42696753,-0.4892207,"('clever', 'incompetent')",1.1055098,1.0330038,-0.008497566,-0.1729368,0.2233482,0.1236154,-0.0997328
47,-0.40511376,-0.28948504,"('forgiving', 'unforgiving')",0.42739588,0.5244588,-1.3413053,-1.2364657,-0.4396744,-0.3338306,0.1058438
32,-0.3941198,-0.1839821,"('benevolent', 'hardhearted')",-1.247168,-1.02689,-2.3464887,-2.159079,-1.3292588,-1.1233171,0.2059417
57,0.38927674,0.16690105,"('able', 'unable')",0.885028,0.6903408,-0.25732198,-0.46022573,0.3389943,0.1323387,-0.2066556
45,-0.3668658,-0.5512746,"('cooperative', 'exploitative')",0.2527004,0.09715897,-1.4273517,-1.4653314,-0.513839,-0.6398157,-0.1259767
105,-0.36547917,-0.26729545,"('conventional', 'modern')",-0.59971815,-0.47161007,-0.798836,-0.8223729,-0.5880111,-0.5204262,0.0675849
102,0.338245,0.5248447,"('eminent', 'low')",0.2705791,0.33121955,0.09240967,0.10892174,0.2337446,0.321662,0.0879174
73,-0.33366436,-0.517328,"('brilliant', 'incompetent')",-0.11954132,-0.15927404,-0.96019924,-1.2527838,-0.471135,-0.6431286,-0.1719936
9,0.33227423,0.35775474,"('sensitive', 'insensitive')",0.47633988,0.45416152,-1.9325237,-1.9384432,-0.3746365,-0.375509,-0.0008725
80,0.3293875,0.3183818,"('independent', 'dependent')",1.6162915,1.543782,2.7393575,2.5238438,1.5616789,1.4620024,-0.0996765
30,0.3288935,0.45375633,"('honest', 'dishonest')",-0.29144883,-0.22530404,-1.287708,-1.30992,-0.4167544,-0.3604892,0.0562652
94,-0.32479,-0.25024462,"('aggressive', 'submissive')",1.042267,1.0872297,0.6212073,0.51032925,0.4462281,0.4491048,0.0028767
97,-0.3202584,-0.2506299,"('superior', 'inferior')",0.5578725,0.61198246,-0.9841572,-0.9559763,-0.2488477,-0.1982079,0.0506398
2,0.3104387,0.35283482,"('friendly', 'unfriendly')",1.6466082,1.7805511,-0.93360835,-0.948045,0.3411462,0.3951136,0.0539674
24,0.31023383,0.22962552,"('thoughtful', 'rough')",-0.4967619,-0.5503642,-0.7379953,-0.72783995,-0.3081745,-0.3495262,-0.0413517
72,0.30317467,0.4693663,"('logical', 'illogical')",-0.22173473,-0.051181033,-1.4242096,-1.1176424,-0.4475899,-0.2331524,0.2144375
11,0.28724948,0.54822046,"('caring', 'unaffectionate')",-0.61560625,-0.43477213,-2.4511108,-2.460565,-0.9264892,-0.7823722,0.144117
92,0.2855114,0.4228813,"('unwavering', 'wavering')",-0.8540182,-0.8262643,-0.66415167,-0.66295755,-0.4108862,-0.3554469,0.0554393
15,0.2811643,0.47567698,"('polite', 'impolite')",0.66639465,0.84230095,0.024342775,0.15870199,0.3239672,0.4922266,0.1682594
5,0.27112943,0.15874022,"('pleasant', 'repellent')",1.0906758,0.9918858,-0.07525706,-0.18295571,0.4288494,0.3225567,-0.1062927
25,-0.2595889,-0.23878895,"('moral', 'immoral')",0.4606168,0.4491905,-0.7241849,-0.85549945,-0.1743857,-0.2150326,-0.0406469
44,0.2532817,0.39586538,"('truthful', 'untruthful')",-1.285447,-1.214271,-1.2846757,-1.3094349,-0.7722804,-0.7092802,0.0630002
31,-0.23882675,-0.052590907,"('altruistic', 'egoistic')",-0.05973223,-0.047934785,0.106464505,0.386356,-0.0640315,0.0952768,0.1593083
83,-0.23861241,-0.19483224,"('energetic', 'lethargic')",0.75051296,0.87650526,-0.77440155,-0.78317046,-0.0875003,-0.0338325,0.0536678
87,-0.2294905,-0.32896295,"('dedicated', 'undedicated')",0.39592057,0.50097084,-0.96320987,-0.9922716,-0.2655933,-0.2734212,-0.0078279
101,0.22584838,0.24106055,"('successful', 'unsuccessful')",-2.1657,-1.9822205,-1.0469648,-0.91750884,-0.9956055,-0.8862229,0.1093826
85,0.21540082,0.2900244,"('ambitious', 'unambitious')",-0.30495262,-0.20637895,-1.0720923,-1.1894422,-0.3872147,-0.3685989,0.0186158
49,-0.21502092,-0.24052173,"('responsible', 'irresponsible')",0.3223794,0.38146323,-2.003956,-2.2171657,-0.6321992,-0.6920748,-0.0598756
86,0.21353784,0.15485393,"('self-reliant', 'helpless')",-0.14181757,-0.2593621,2.26378,2.2921054,0.7785002,0.7291991,-0.0493011
28,-0.20729434,-0.037023216,"('honest', 'dishonest')",0.032037735,0.13088149,-1.5745766,-1.4838104,-0.5832777,-0.4633174,0.1199603
59,-0.20024343,-0.08427362,"('skillful', 'clumsy')",-0.43000993,-0.4346426,0.42572895,0.45825833,-0.0681748,-0.0202193,0.0479555
51,0.19892523,0.17971933,"('competent', 'incompetent')",0.32630572,0.49684212,-0.47937596,-0.6119604,0.015285,0.0215337,0.0062487
1,0.19606808,0.54991317,"('friendly', 'unfriendly')",-0.11825907,0.16073263,-1.8882413,-1.6963859,-0.6034774,-0.32858,0.2748974
33,-0.19175321,0.075069845,"('softhearted', 'hardhearted')",0.29401094,0.31374386,-1.5648807,-1.283985,-0.487541,-0.2983904,0.1891506
34,0.1914714,0.44214457,"('loyal', 'disloyal')",0.28348067,0.6003692,-1.5270597,-1.3925273,-0.3507025,-0.1166712,0.2340313
46,0.17677996,0.21729541,"('generous', 'stingy')",1.1505408,1.1692812,1.1261079,1.2523155,0.8178096,0.8796307,0.0618211
99,0.16865659,0.4160906,"('prestigious', 'insignificant')",-1.1791167,-1.2226645,-0.06361466,0.025092557,-0.3580249,-0.2604938,0.0975311
71,0.16504963,-0.049105495,"('efficient', 'inefficient')",0.50619054,0.41986167,-0.6188908,-0.8800442,0.0174498,-0.1697627,-0.1872125
63,-0.15162502,0.059259295,"('capable', 'incapable')",-0.81323195,-0.8811881,-0.5101897,-0.66676235,-0.4916822,-0.4962304,-0.0045482
48,-0.14857681,-0.19787052,"('reliable', 'unreliable')",0.6363385,0.4549266,0.85146666,0.706447,0.4464095,0.3211677,-0.1252418
55,0.122807264,0.15377405,"('intelligent', 'unintelligent')",0.42749077,0.42671815,-0.12122631,-0.1492991,0.1430239,0.143731,0.0007071
104,-0.120244786,0.060665235,"('conventional', 'unconventional')",0.5187761,0.7626582,-0.9241618,-0.7116972,-0.1752102,0.0372087,0.2124189
98,0.1168488,0.16594505,"('prestigious', 'insignificant')",-0.6355697,-0.6892301,0.0771288,0.10175821,-0.1471974,-0.1405089,0.0066885
56,0.11424518,0.11455067,"('intelligent', 'dumb')",0.9381326,0.9577115,0.96599233,0.88861305,0.6727901,0.6536251,-0.019165
16,0.111813895,0.015278071,"('social', 'antisocial')",0.23826623,0.36547813,-0.4672755,-0.40829608,-0.0390651,-0.00918,0.0298851
29,0.11122954,0.116142005,"('honest', 'immoral')",-0.13771343,-0.23287347,-1.3208871,-1.3675239,-0.4491237,-0.4947518,-0.0456281
109,0.11004634,0.022569358,"('conservative', 'liberal')",1.0725329,1.1286236,0.45929313,0.4849735,0.5472908,0.5453888,-0.001902
108,0.11004634,0.022569358,"('conservative', 'liberal')",1.0725329,1.1286236,0.45929313,0.4849735,0.5472908,0.5453888,-0.001902
10,0.10271335,0.3891271,"('affectionate', 'unaffectionate')",-0.35082948,-0.11471297,-1.608639,-1.4343449,-0.6189184,-0.3866436,0.2322748
3,0.10261314,0.067115754,"('likable', 'unlikable')",0.011124663,-0.14635167,0.91838974,0.79147345,0.3440425,0.2374125,-0.10663
68,0.09901179,-0.07948713,"('clever', 'inept')",-0.2531845,-0.392983,-1.8620263,-2.1159105,-0.6720664,-0.8627935,-0.1907271
17,0.084963925,0.27419588,"('social', 'antisocial')",-0.62021744,-0.41339308,0.059727073,0.114207596,-0.1585088,-0.0083299,0.1501789
88,0.08053416,0.16836841,"('impulsive', 'meek')",-0.33922863,-0.39994362,0.841946,0.829772,0.1944172,0.1993989,0.0049817
