,Marathon_male,Marathon_female,tuple,Petroleum_male,Petroleum_female,average_male,average_female,female-male
2,-0.27822,-0.114785805,"('likable', 'unlikable')",-0.65516144,-0.4045549,-0.46669071912765503,-0.25967034697532654,0.2070203721523285
12,0.2745428,0.24716736,"('trustworthy', 'untrustworthy')",-0.20416659,-0.11972405,0.035188108682632446,0.0637216567993164,0.02853354811668396
0,0.27399737,0.26009464,"('sociable', 'unsociable')",-0.94234824,-0.71830183,-0.3341754376888275,-0.22910359501838684,0.10507184267044067
49,0.21219867,0.32169998,"('motivated', 'unmotivated')",0.64417696,0.58213073,0.4281878173351288,0.45191535353660583,0.02372753620147705
45,0.18986867,0.2668865,"('independent', 'dependent')",1.1935825,1.3854539,0.6917256116867065,0.8261702060699463,0.13444459438323975
10,-0.13846326,-0.0915845,"('hospitable', 'inhospitable')",0.8121026,1.1965818,0.33681967854499817,0.5524986982345581,0.21567901968955994
22,-0.12077409,0.09850663,"('amicable', 'hostile')",0.9127972,1.5410979,0.3960115611553192,0.8198022842407227,0.42379072308540344
54,-0.115348905,-0.19033788,"('successful', 'unsuccessful')",-2.2358274,-2.0149014,-1.1755881309509277,-1.1026196479797363,0.0729684829711914
38,0.1097008,0.1842244,"('discriminating', 'undiscriminating')",-0.7845038,-0.69626486,-0.33740150928497314,-0.2560202479362488,0.08138126134872437
29,-0.10210383,-0.124304175,"('competent', 'incompetent')",-1.2959652,-1.17699,-0.6990345120429993,-0.6506471037864685,0.04838740825653076
46,0.09132214,0.15276402,"('energetic', 'lethargic')",-0.07391825,-0.23982906,0.00870194286108017,-0.04353252053260803,-0.0522344633936882
17,0.08657256,-0.01619479,"('tolerant', 'intolerant')",-0.5696472,-1.0682615,-0.24153731763362885,-0.5422281622886658,-0.3006908446550369
11,-0.08347759,-0.21885672,"('moral', 'immoral')",-1.4192237,-1.5141115,-0.7513506412506104,-0.8664841055870056,-0.11513346433639526
42,-0.07554054,-0.13042241,"('secure', 'insecure')",-0.73221207,-0.9749188,-0.40387630462646484,-0.5526705980300903,-0.1487942934036255
51,-0.056963697,-0.0062000453,"('powerful', 'powerless')",-0.40643427,-0.26575923,-0.23169898986816406,-0.13597963750362396,0.0957193523645401
4,-0.0569098,-0.26219523,"('sensitive', 'insensitive')",-1.5588167,-1.6124274,-0.8078632354736328,-0.9373112916946411,-0.1294480562210083
56,-0.028605953,0.06388606,"('conventional', 'unconventional')",0.07635429,0.080534235,0.02387416735291481,0.0722101479768753,0.048335980623960495
6,-0.025170296,0.24199261,"('supportive', 'unsupportive')",0.6215198,0.76480436,0.29817473888397217,0.5033984780311584,0.20522373914718628
18,-0.024337173,0.06938249,"('good', 'evil')",1.4169683,1.613595,0.696315586566925,0.8414887189865112,0.14517313241958618
13,0.016728997,-0.034228504,"('sincere', 'insincere')",-0.5843558,-0.6794065,-0.28381338715553284,-0.3568175137042999,-0.07300412654876709
