,Dimension,P-Value M vs. F Firm Embedding,P-Value Delta Firm vs. Delta Random Embedding,Mean Firm,Mean Random,Mean Firm vs. Mean Random,Dictionary
0,"('unsociable', 'sociable')",0.0,0.0,-0.8648124534526854,-0.9124933608749999,0.047680907422314456,Sociability
1,"('unfriendly', 'friendly')",0.0,0.0,0.20970189309462917,0.2620966145,-0.052394721405370825,Sociability
2,"('unlikable', 'likable')",0.0,0.0,-0.8207089369565218,-0.7637927385000001,-0.05691619845652174,Sociability
3,"('repellent', 'pleasant')",0.0,0.0,0.12167015690537082,0.15686210725,-0.03519195034462917,Sociability
4,"('disliked', 'liked')",0.0,0.00025,0.4976497760869565,0.507086141,-0.00943636491304356,Sociability
5,"('distant', 'outgoing')",0.0,0.0,0.26925058388746803,0.2343201575,0.034930426387468044,Sociability
6,"('distant', 'open')",0.0,0.0,0.374253441432225,0.352174437875,0.022079003557224974,Sociability
7,"('insensitive', 'sensitive')",0.0,0.0,-0.10442106841432226,-0.08368756775,-0.020733500664322266,Sociability
8,"('unaffectionate', 'affectionate')",0.0,0.00018,0.26786780127877236,0.27741600749999995,-0.009548206221227595,Sociability
9,"('unaffectionate', 'caring')",0.0,0.02997,0.41269836982097186,0.4070407865,0.005657583320971882,Sociability
10,"('unsympathetic', 'sympathetic')",0.0,0.00477,-0.8111761622762149,-0.7994530475,-0.011723114776214905,Sociability
11,"('unhelpful', 'helpful')",0.0,0.0,-0.4319823237851662,-0.38281483612499995,-0.049167487660166265,Sociability
12,"('unsupportive', 'supportive')",0.0,0.0,0.48888129782608697,0.39090102174999997,0.097980276076087,Sociability
13,"('impolite', 'polite')",0.0,0.0,-0.3705697938618925,-0.30298275175,-0.06758704211189248,Sociability
14,"('antisocial', 'social')",0.0,0.0,0.3618950932225064,0.304089376875,0.05780571634750642,Sociability
15,"('boring', 'funny')",0.0,0.00424,-0.24053929373401534,-0.24876677274999998,0.00822747901598464,Sociability
16,"('unpopular', 'popular')",0.00032,0.0,0.02753846355498722,0.148446916125,-0.12090845257001277,Sociability
17,"('nasty', 'nice')",0.0,0.0,0.26443430409207164,0.24175454450000003,0.022679759592071608,Sociability
18,"('disagreeable', 'welcoming')",0.0,0.0,0.6381025060102302,0.5820516298749999,0.0560508761352303,Sociability
19,"('inhospitable', 'hospitable')",0.0,0.0,-0.18937036048593348,-0.09519742112500001,-0.09417293936093346,Sociability
20,"('rough', 'thoughtful')",0.0,0.0,0.253057344117647,0.3230392245,-0.06998188038235298,Sociability
21,"('immoral', 'moral')",0.0,0.0,-0.8601947464194373,-0.7775396489999999,-0.08265509741943733,Morality
22,"('untrustworthy', 'trustworthy')",0.0,0.0,-0.09701597813299234,-0.156474988875,0.059459010742007656,Morality
23,"('insincere', 'sincere')",0.0,0.0,-0.31460076163682865,-0.291500762625,-0.02309999901182863,Morality
24,"('dishonest', 'honest')",0.0,0.0,-0.34589408388746795,-0.266600613375,-0.07929347051246793,Morality
25,"('egoistic', 'altruistic')",0.0,0.0,0.15690130792838874,0.19449235637500004,-0.03759104844661129,Morality
26,"('hardhearted', 'benevolent')",0.0,0.0,0.4729494144501279,0.38899864024999997,0.08395077420012792,Morality
27,"('hardhearted', 'softhearted')",0.0,0.0,0.7040464730179029,0.6835785770000001,0.020467896017902776,Morality
28,"('disloyal', 'loyal')",0.0,0.0,-0.2877595813299233,-0.23594125049999998,-0.05181833082992332,Morality
29,"('unfair', 'fair')",0.0,0.68047,0.42196508503836316,0.421126183375,0.0008389016633631452,Morality
30,"('intolerant', 'tolerant')",0.0,0.0,-0.35069678478260874,-0.4034546805,0.05275789571739126,Morality
31,"('evil', 'good')",0.0,0.0,0.30906405818414323,0.24942143487500001,0.05964262330914322,Morality
32,"('unkind', 'kind')",0.0,0.0,-0.16704358913043477,-0.06311721712500001,-0.10392637200543475,Morality
33,"('wrong', 'right')",0.0,0.0,0.6876484015345268,0.670426917375,0.017221484159526734,Morality
34,"('mean', 'honorable')",0.0,0.0,-0.45143190140664957,-0.37013943162499996,-0.08129246978164961,Morality
35,"('corrupt', 'incorrupt')",0.0,0.0,0.6063129929667519,0.7079224279999999,-0.10160943503324804,Morality
36,"('hostile', 'amicable')",0.0,0.0,0.5317998309462916,0.626583400125,-0.09478356917870845,Morality
37,"('fake', 'genuine')",0.0,0.0,-0.1964441783887468,-0.1309103045,-0.06553387388874682,Morality
38,"('untruthful', 'truthful')",0.0,0.0,0.053482677749360615,0.070840511125,-0.01735783337563939,Morality
39,"('exploitative', 'cooperative')",0.0,0.0,0.533249500511509,0.561918708,-0.028669207488491,Morality
40,"('stingy', 'generous')",0.0,0.0,-0.4649162455242966,-0.48043666799999996,0.015520422475703344,Morality
41,"('unforgiving', 'forgiving')",0.0,0.0,-0.49838281905370835,-0.52389403875,0.02551121969629161,Morality
