,Dimension,P-Value M vs. F Firm Embedding,P-Value Delta Firm vs. Delta Random Embedding,Mean Firm,Mean Random,Mean Firm vs. Mean Random,Dictionary
0,"('unsociable', 'sociable')",0.89551,0.0,-0.0028753691815856792,0.014554320750000002,-0.017429689931585682,Sociability
1,"('unfriendly', 'friendly')",0.87419,0.00282,-0.003545575191815856,0.007877250125000002,-0.01142282531681586,Sociability
2,"('unlikable', 'likable')",0.6803,0.0,0.006915762276214833,0.024579167,-0.017663404723785164,Sociability
3,"('repellent', 'pleasant')",0.84139,0.32227,0.003439946675191815,0.006930702749999998,-0.0034907560748081833,Sociability
4,"('disliked', 'liked')",0.92573,0.14968,0.001816633120204603,0.007818927750000017,-0.006002294629795414,Sociability
5,"('distant', 'outgoing')",0.64659,0.16069,0.009400463810741687,0.014893022499999999,-0.005492558689258312,Sociability
6,"('distant', 'open')",0.58692,0.64588,0.012853278132992328,0.011072690500000003,0.0017805876329923254,Sociability
7,"('insensitive', 'sensitive')",0.93459,0.12584,0.001540270460358058,0.006981381999999998,-0.00544111153964194,Sociability
8,"('unaffectionate', 'affectionate')",0.88758,0.02951,0.0027117471867007664,0.010514421750000003,-0.007802674563299236,Sociability
9,"('unaffectionate', 'caring')",0.79268,0.19347,0.005607700255754475,0.010487077999999999,-0.0048793777442455236,Sociability
10,"('unsympathetic', 'sympathetic')",0.80652,0.03087,0.0074685872122762145,0.0160287645,-0.008560177287723786,Sociability
11,"('unhelpful', 'helpful')",0.67715,0.06874,0.008059837212276216,0.015001449999999998,-0.006941612787723782,Sociability
12,"('unsupportive', 'supportive')",0.75278,0.70212,0.006401069437340153,0.004935705749999999,0.0014653636873401543,Sociability
13,"('impolite', 'polite')",0.55667,0.01159,0.012120464833759592,0.021171293,-0.009050828166240409,Sociability
14,"('antisocial', 'social')",0.81673,0.93771,0.004743018925831203,0.005034674375000001,-0.0002916554491687977,Sociability
15,"('boring', 'funny')",0.97872,3e-05,-0.0003747253196930954,0.013810501499999999,-0.014185226819693095,Sociability
16,"('unpopular', 'popular')",0.81462,0.32542,0.004207281457800513,0.007628730625,-0.003421449167199487,Sociability
