DATE,PERMNO,SICCD,NAICS,PERMCO
07/09/1994,21371,5122,,6262
10/06/2004,21371,5122,422210,6262
04/08/2006,21371,5122,424210,6262
22/12/2016,21371,8099,424210,6262
01/04/2021,21371,5122,424210,6262
09/06/2021,21430,6141,522291,58352
19/11/1928,21573,2640,,20994
02/07/1962,21573,2621,,20994
10/06/2004,21573,2621,322121,20994
20/02/2020,21573,2621,541420,20994
04/05/2020,21573,2621,322121,20994
06/07/1943,21776,4910,,21396
02/07/1962,21776,4931,,21396
01/03/2001,21776,4911,,21396
10/06/2004,21776,4911,221119,21396
30/06/2006,21776,4931,221119,21396
01/08/2006,21776,4931,221113,21396
06/02/2014,21776,4931,221118,21396
19/12/2016,21776,4911,221118,21396
16/08/1943,21792,4910,,20939
02/07/1962,21792,4931,,20939
03/03/1997,21792,4911,,20939
01/03/2001,21792,4931,,20939
10/06/2004,21792,4931,221119,20939
07/07/2006,21792,4911,221119,20939
03/08/2006,21792,4911,221111,20939
29/11/2013,21792,4931,221111,20939
21/12/2016,21792,4911,221111,20939
25/01/2017,21792,4911,541840,20939
28/02/2017,21792,4911,221118,20939
01/04/2021,21792,4924,221210,20939
17/01/1944,21936,2830,,21394
02/07/1962,21936,2834,,21394
10/06/2004,21936,2834,325412,21394
05/04/2021,21936,2833,325411,21394
13/10/2021,21936,2834,325412,21394
11/02/1944,21979,3510,,20517
02/07/1962,21979,3511,,20517
01/09/1998,21979,3613,,20517
01/08/2001,21979,3532,,20517
17/02/2004,21979,3643,,20517
10/06/2004,21979,3643,335931,20517
30/06/2006,21979,3641,335110,20517
16/06/2011,21979,3679,335110,20517
05/09/1944,22103,3690,,20643
02/07/1962,22103,3621,,20643
18/02/2004,22103,3629,,20643
10/06/2004,22103,3629,335999,20643
08/01/2014,22103,3699,335999,20643
11/01/2017,22103,3543,335999,20643
11/02/2020,22103,3543,332999,20643
01/04/2021,22103,3491,332911,20643
25/09/1944,22111,3840,,21018
02/07/1962,22111,3842,,21018
01/12/1998,22111,2834,,21018
10/06/2004,22111,2834,325412,21018
16/03/2006,22111,5000,325412,21018
11/07/2006,22111,2834,325412,21018
21/12/2021,22111,3841,339112,21018
15/11/2021,22264,6798,531110,58910
21/05/1945,22293,3210,,20523
02/07/1962,22293,3229,,20523
01/07/2002,22293,3661,,20523
18/02/2004,22293,3357,,20523
10/06/2004,22293,3357,335921,20523
13/02/2020,22293,3357,331420,20523
05/04/2021,22293,3229,327212,20523
17/12/1945,22509,3210,,21351
02/07/1962,22509,3211,,21351
24/08/2001,22509,2851,,21351
10/06/2004,22509,2851,325510,21351
03/12/1945,22517,4910,,21376
31/12/1945,22517,4911,,21376
10/06/2004,22517,4911,221119,21376
27/04/2012,22517,4911,221122,21376
17/09/2019,22517,4911,221118,21376
04/05/2020,22517,4813,221118,21376
14/01/1946,22592,2640,,21205
02/07/1962,22592,2641,,21205
24/08/2001,22592,2672,,21205
04/03/2004,22592,2834,,21205
10/06/2004,22592,2834,325412,21205
10/04/2006,22592,3841,339112,21205
24/01/2017,22592,5099,423990,21205
09/04/2020,22592,5099,339112,21205
23/10/2020,22592,3291,327910,21205
05/07/2022,22592,3999,339999,21205
02/02/2022,22623,9999,221118,59113
15/05/1946,22752,2830,,21188
02/07/1962,22752,2831,,21188
04/01/1999,22752,2834,,21188
10/06/2004,22752,2834,325412,21188
06/05/2008,22752,2836,325414,21188
04/11/2009,22752,2834,325412,21188
20/05/1946,22779,3660,,21230
02/07/1962,22779,3651,,21230
01/08/1996,22779,3663,,21230
10/06/2004,22779,3663,334220,21230
12/01/2017,22779,3679,334419,21230
01/04/2021,22779,3663,334220,21230
10/07/1946,22840,5040,,21566
02/07/1962,22840,2033,,21566
02/04/1985,22840,2013,,21566
24/08/2001,22840,2038,,21566
10/06/2004,22840,2038,311412,21566
08/02/2011,22840,2038,424420,21566
29/06/2012,22840,5461,311811,21566
30/03/2022,22928,1381,213111,30963
13/09/1946,23026,4910,,21326
02/07/1962,23026,4911,,21326
10/06/2004,23026,4911,221119,21326
02/05/2012,23026,4911,221122,21326
22/01/2014,23026,4911,221118,21326
04/11/1946,23085,4910,,21570
02/07/1962,23085,4911,,21570
01/02/1999,23085,4931,,21570
10/06/2004,23085,4931,221121,21570
19/12/2016,23085,4911,221121,21570
23/12/1946,23114,4910,,20397
02/07/1962,23114,4911,,20397
10/06/2004,23114,4911,221119,20397
04/05/2012,23114,4911,221122,20397
03/02/1947,23229,4930,,20361
02/07/1962,23229,4931,,20361
10/06/2004,23229,4931,221119,20361
26/07/2012,23229,4931,221121,20361
19/12/2016,23229,4911,221121,20361
12/09/2019,23229,4911,221118,20361
01/04/2021,23229,4931,221118,20361
30/12/1976,23393,2812,,1103
15/08/1990,23393,2841,,1103
10/06/2004,23393,2841,325611,1103
14/12/1972,23473,6711,,912
01/04/1986,23473,6610,,912
02/11/1992,23473,6330,,912
10/06/2004,23473,6330,524126,912
31/03/2021,23473,6330,524113,912
21/11/1947,23501,4910,,21432
02/07/1962,23501,4911,,21432
02/08/2002,23501,6719,,21432
10/06/2004,23501,6719,551112,21432
10/11/2004,23501,4931,221121,21432
07/08/2006,23501,4931,221111,21432
21/11/1947,23536,4910,,21931
02/07/1962,23536,4931,,21931
10/06/2004,23536,4931,221119,21931
02/08/2006,23536,4911,221111,21931
13/06/2011,23536,4931,221111,21931
17/01/2014,23536,4931,221118,21931
26/12/2017,23536,4911,221118,21931
22/12/1947,23579,3720,,21743
02/07/1962,23579,3728,,21743
01/02/1999,23579,3721,,21743
01/11/2002,23579,3728,,21743
10/06/2004,23579,3728,336411,21743
09/01/2014,23579,3721,336411,21743
30/01/2017,23579,3999,339999,21743
01/04/2021,23579,3721,336411,21743
19/08/1983,23660,7213,,6304
01/07/1999,23660,2320,,6304
10/06/2004,23660,2320,315211,6304
17/07/2012,23660,2320,315210,6304
09/08/2019,23660,2320,812332,6304
01/05/2020,23660,2320,315220,6304
11/03/2022,23660,2320,722410,6304
31/03/1948,23712,4930,,21458
02/07/1962,23712,4931,,21458
10/06/2004,23712,4931,221210,21458
12/12/2017,23712,4931,221118,21458
15/09/1948,23819,1380,,20868
02/07/1962,23819,1389,,20868
10/06/2004,23819,1389,213112,20868
28/02/1949,23931,4910,,21300
02/07/1962,23931,4931,,21300
10/06/2004,23931,4931,221119,21300
30/06/2006,23931,4911,221119,21300
02/08/2006,23931,4911,221121,21300
13/06/2011,23931,4931,221121,21300
31/01/2014,23931,4911,221118,21300
20/04/1949,23990,2810,,21527
02/07/1962,23990,2821,,21527
10/06/2004,23990,2821,325211,21527
31/05/1949,24010,4910,,21201
02/07/1962,24010,4911,,21201
01/02/2001,24010,4931,,21201
18/02/2004,24010,4911,,21201
10/06/2004,24010,4911,221119,21201
09/08/2006,24010,4911,221111,21201
09/01/2014,24010,4931,221111,21201
11/02/2014,24010,4931,221118,21201
01/07/2015,24010,4911,221118,21201
22/07/1949,24053,4930,,21035
02/07/1962,24053,4931,,21035
10/06/2004,24053,4931,221119,21035
30/06/2006,24053,4911,221119,21035
10/08/2006,24053,4911,221111,21035
13/06/2011,24053,4931,221111,21035
27/02/2014,24053,4931,221118,21035
19/12/2016,24053,4911,221118,21035
05/06/2018,24053,4931,221118,21035
01/09/1949,24109,4910,,20077
02/07/1962,24109,4911,,20077
10/06/2004,24109,4911,221121,20077
28/07/2006,24109,6719,551112,20077
21/11/2006,24109,4911,221112,20077
12/09/2019,24109,4911,221118,20077
15/02/1950,24205,4910,,20684
02/07/1962,24205,4911,,20684
10/06/2004,24205,4911,221119,20684
30/06/2006,24205,4911,221111,20684
24/11/2010,24205,4911,221122,20684
10/01/2014,24205,4911,221118,20684
29/03/1950,24221,4930,,20258
02/07/1962,24221,4931,,20258
10/06/2004,24221,4931,221119,20258
10/06/2011,24221,4911,221119,20258
05/06/1950,24328,4920,,20662
02/07/1962,24328,4924,,20662
01/10/1998,24328,4923,,20662
10/06/2004,24328,4923,221210,20662
22/12/2016,24328,1382,221210,20662
13/07/2017,24328,1311,221210,20662
12/12/2017,24328,1311,211120,20662
18/09/1950,24459,3570,,21411
02/07/1962,24459,3579,,21411
10/06/2004,24459,3579,333313,21411
08/05/2012,24459,3579,333318,21411
05/05/2020,24459,3579,333313,21411
02/11/2020,24459,3579,333318,21411
27/07/2022,24459,7361,561311,21411
11/06/1951,24643,3350,,20060
02/07/1962,24643,3353,,20060
03/08/1998,24643,3334,,20060
10/06/2004,24643,3334,331312,20060
10/07/2012,24643,3334,331313,20060
01/04/2020,24643,3355,331318,20060
10/12/1951,24766,3720,,21303
02/07/1962,24766,3721,,21303
20/02/2004,24766,3812,,21303
10/06/2004,24766,3812,334511,21303
15/09/1952,24942,3660,,21492
02/07/1962,24942,3671,,21492
18/12/1997,24942,3812,,21492
10/06/2004,24942,3812,334511,21492
15/12/1952,24985,4910,,21808
02/07/1962,24985,4911,,21808
03/04/1978,24985,4931,,21808
10/06/2004,24985,4931,221210,21808
19/12/2016,24985,4911,221210,21808
12/12/2017,24985,4911,221118,21808
23/03/1953,25013,2830,,21575
02/07/1962,25013,2834,,21575
10/06/2004,25013,2834,325412,21575
14/12/1972,25081,,,1261
01/07/1982,25081,6711,,1261
02/04/1991,25081,6712,,1261
01/09/1998,25081,6021,,1261
10/06/2004,25081,6021,522110,1261
04/05/1953,25099,4910,,21932
02/07/1962,25099,4924,,21932
01/09/1994,25099,4911,,21932
01/02/1999,25099,4931,,21932
10/06/2004,25099,4931,221121,21932
12/07/2006,25099,4931,221210,21932
24/05/1954,25232,4920,,21332
02/07/1962,25232,4922,,21332
10/12/1980,25232,1311,,21332
28/11/1997,25232,4922,,21332
03/12/2001,25232,4923,,21332
10/06/2004,25232,4923,486210,21332
16/01/2014,25232,4923,221210,21332
01/04/2021,25232,4924,221210,21332
13/12/1954,25320,2030,,20384
02/07/1962,25320,2032,,20384
10/06/2004,25320,2032,311422,20384
24/10/2019,25320,2038,311422,20384
04/03/2020,25320,2038,311412,20384
03/01/1955,25419,3630,,21916
02/07/1962,25419,3633,,21916
10/06/2004,25419,3633,335224,21916
20/11/2019,25419,3639,335220,21916
13/07/1955,25582,3550,,20883
02/07/1962,25582,3555,,20883
16/05/1974,25582,3662,,20883
01/12/1998,25582,3663,,20883
10/06/2004,25582,3663,334220,20883
29/01/2014,25582,3812,334511,20883
15/12/1981,25778,7372,,5220
10/06/2004,25778,7372,511210,5220
07/03/1956,25785,3710,,20750
02/07/1962,25785,3711,,20750
10/06/2004,25785,3711,336111,20750
03/12/1956,25953,3520,,20596
02/07/1962,25953,1796,,20596
01/07/1974,25953,3534,,20596
10/06/2004,25953,3534,333921,20596
31/01/2014,25953,3632,335222,20596
26/01/2017,25953,3999,339999,20596
01/04/2021,25953,3585,333415,20596
05/02/1957,26032,4920,,22983
17/04/1957,26112,4500,,20569
02/07/1962,26112,4511,,20569
24/08/2001,26112,4512,,20569
10/06/2004,26112,4512,481111,20569
28/10/1957,26382,1500,,20745
02/01/1976,26382,1629,,20745
10/06/2004,26382,1629,234930,20745
30/06/2006,26382,1221,212111,20745
12/11/1957,26403,7810,,20587
02/07/1962,26403,7813,,20587
12/02/1996,26403,7812,,20587
28/09/2001,26403,7996,,20587
10/06/2004,26403,7996,713110,20587
27/01/2014,26403,4841,515210,20587
19/12/2016,26403,7313,515210,20587
01/03/2021,26403,4833,515120,20587
09/03/1959,26710,7830,,21111
02/07/1962,26710,7832,,21111
01/02/1971,26710,2111,,21111
01/03/2001,26710,6331,,21111
10/06/2004,26710,6331,524126,21111
30/05/2007,26710,2111,312221,21111
13/06/2011,26710,6331,312221,21111
02/05/2012,26710,6331,312230,21111
22/02/2013,26710,6331,524126,21111
12/05/1959,26825,2040,,21041
02/07/1962,26825,2043,,21041
10/06/2004,26825,2043,311230,21041
10/03/2022,26825,2041,311211,21041
14/09/1959,27043,3660,,21859
02/07/1962,27043,3673,,21859
05/04/1999,27043,3844,,21859
02/01/2002,27043,3845,,21859
10/06/2004,27043,3845,334517,21859
30/06/2006,27043,3845,334510,21859
27/07/1960,27422,1000,,20462
02/07/1962,27422,1011,,20462
10/06/2004,27422,1011,212210,20462
07/01/2014,27422,1081,212210,20462
12/02/2014,27422,1081,213114,20462
19/09/1960,27633,4210,,21541
02/07/1962,27633,6159,,21541
03/04/1978,27633,7513,,21541
10/06/2004,27633,7513,532120,21541
28/02/2020,27633,7513,484121,21541
28/04/2021,27633,7513,532120,21541
09/01/1961,27756,4920,,21476
02/07/1962,27756,4923,,21476
02/10/1984,27756,1311,,21476
03/12/2001,27756,4923,,21476
10/06/2004,27756,4923,221210,21476
30/06/2006,27756,1321,211112,21476
13/06/2011,27756,4923,211112,21476
01/07/2015,27756,1311,211112,21476
17/03/1961,27828,3690,,20908
02/01/1962,27828,3660,,20908
02/07/1962,27828,3829,,20908
03/04/1978,27828,3811,,20908
21/05/1998,27828,3825,,20908
01/12/1998,27828,3571,,20908
10/06/2004,27828,3571,334111,20908
16/05/1961,27887,2830,,20277
02/07/1962,27887,2834,,20277
01/09/1998,27887,3841,,20277
02/01/2001,27887,5122,,20277
01/02/2002,27887,2834,,20277
17/02/2004,27887,3841,,20277
10/06/2004,27887,3841,339112,20277
12/07/1961,27959,4910,,20608
02/07/1962,27959,4911,,20608
01/02/2001,27959,4931,,20608
18/02/2004,27959,4911,,20608
10/06/2004,27959,4911,221119,20608
07/05/2012,27959,4911,221121,20608
03/07/2012,27959,4931,221121,20608
23/11/2012,27959,4911,221121,20608
03/02/2014,27959,4911,221118,20608
11/07/1961,27983,3830,,21945
02/07/1962,27983,3861,,21945
01/06/2001,27983,3577,,21945
10/06/2004,27983,3577,333315,21945
24/10/2005,27983,3577,334119,21945
03/05/2012,27983,3577,334116,21945
25/01/2013,27983,3577,423420,21945
30/03/2017,27983,3861,423420,21945
28/06/2019,27983,3577,423420,21945
17/09/2019,27983,6719,551112,21945
31/03/2021,27983,3577,334118,21945
28/08/1961,27991,4910,,21409
02/07/1962,27991,4931,,21409
29/04/1985,27991,4911,,21409
10/06/2004,27991,4911,221119,21409
04/05/2012,27991,4911,221122,21409
12/09/2019,27991,4911,221118,21409
29/08/1961,28011,2640,,23511
02/07/1962,28011,2621,,23511
13/11/1961,28222,2810,,20030
02/07/1962,28222,2813,,20030
10/06/2004,28222,2813,325120,20030
01/04/2021,28222,2842,325612,20030
02/01/1962,28345,2910,,21236
02/07/1962,28345,2911,,21236
10/06/2004,28345,2911,324110,21236
22/12/2016,28345,1382,324110,21236
01/04/2021,28345,1311,211120,21236
31/01/1962,28388,5310,,21874
02/07/1962,28388,5399,,21874
07/05/1993,28388,6798,,21874
10/06/2004,28388,6798,525930,21874
28/07/2006,28388,6798,525990,21874
30/11/2009,28388,6798,531130,21874
12/09/2019,28388,6798,531110,21874
24/05/1962,28484,2910,,20064
02/07/1962,28484,2911,,20064
10/06/2004,28484,2911,324110,20064
28/10/2010,28484,2911,211111,20064
19/12/2016,28484,1311,211111,20064
25/01/2017,28484,1321,211112,20064
10/03/2017,28484,1311,211112,20064
27/04/2017,28484,1311,213112,20064
02/07/1962,28804,4511,,20035
24/08/2001,28804,4512,,20035
10/06/2004,28804,4512,481111,20035
02/07/1962,29102,2819,,20201
17/12/1980,29102,1381,,20201
10/06/2004,29102,1381,213111,20201
02/07/1962,29938,2085,,20340
09/05/1991,29938,2084,,20340
10/06/2004,29938,2084,312130,20340
01/07/2004,29938,2000,312130,20340
27/07/2004,29938,5181,312130,20340
08/01/2014,29938,2085,312130,20340
06/03/2014,29938,2085,312140,20340
02/07/1962,29946,2085,,20340
09/05/1991,29946,2084,,20340
10/06/2004,29946,2084,312130,20340
01/07/2004,29946,2000,312130,20340
27/07/2004,29946,5181,312130,20340
08/01/2014,29946,2085,312130,20340
06/03/2014,29946,2085,312140,20340
14/12/1972,30681,,,1367
21/05/1985,30681,7311,,1367
10/06/2004,30681,7311,541810,1367
14/12/1972,30940,3561,,1425
29/04/1997,30940,3560,,1425
23/07/1997,30940,3561,,1425
10/06/2004,30940,3561,333911,1425
19/03/2020,30940,3561,333914,1425
02/07/1962,32707,1311,,20902
10/06/2004,32707,1311,211111,20902
10/06/2011,32707,1381,211111,20902
12/09/2019,32707,1381,213111,20902
22/12/1972,32791,1382,,1543
01/04/1986,32791,1310,,1543
09/06/1994,32791,1382,,1543
01/06/2001,32791,3533,,1543
10/06/2004,32791,3533,333132,1543
22/06/2004,32791,1381,213111,1543
30/06/2006,32791,1382,213112,1543
13/06/2011,32791,1381,213112,1543
02/06/2021,32791,1381,551112,1543
14/12/2021,32791,1381,211120,1543
02/07/1962,32803,4226,,20922
01/07/1976,32803,2911,,20922
10/06/2004,32803,2911,324110,20922
02/07/1962,32870,2011,,20932
02/02/1995,32870,2032,,20932
01/03/2001,32870,5013,,20932
10/06/2004,32870,5013,311612,20932
19/06/2008,32870,2011,311611,20932
28/12/1983,32986,4924,,6748
03/10/1988,32986,1497,,6748
24/08/2001,32986,4924,,6748
10/06/2004,32986,4924,221210,6748
02/07/1962,34032,3432,,21161
20/02/2004,34032,2434,,21161
10/06/2004,34032,2434,337110,21161
16/06/2011,34032,6282,337110,21161
05/06/2012,34032,5211,337110,21161
08/01/2014,34032,2439,337110,21161
11/02/2014,34032,2439,321214,21161
09/02/2018,34032,2439,321918,21161
01/04/2021,34032,3432,332913,21161
23/04/1975,34746,6711,,1741
10/06/2004,34746,6711,522110,1741
02/07/1962,34817,3441,,21308
24/08/2001,34817,3312,,21308
10/06/2004,34817,3312,331221,21308
29/01/2014,34817,3312,331110,21308
01/04/2021,34817,3441,332312,21308
02/07/1962,34833,1311,,21322
10/06/2004,34833,1311,211111,21322
19/12/2016,34833,1382,211111,21322
28/03/2019,34833,1311,211111,21322
14/02/2020,34833,1311,211120,21322
14/12/1972,35044,6711,,1620
02/05/1994,35044,6710,,1620
03/05/2002,35044,6022,,1620
20/02/2004,35044,6021,,1620
10/06/2004,35044,6021,522110,1620
01/04/2021,35044,6022,522110,1620
02/07/1962,35051,3569,,21360
10/06/2004,35051,3569,333999,21360
14/12/1972,35554,6711,,1689
01/04/1986,35554,6160,,1689
17/03/1988,35554,6025,,1689
01/06/1998,35554,6022,,1689
10/06/2004,35554,6022,522110,1689
06/03/2017,35554,6021,522110,1689
01/04/2021,35554,6022,522110,1689
02/07/1962,36003,7342,,21530
10/06/2004,36003,7342,561710,21530
14/12/1972,36397,6711,,1856
28/07/1999,36397,6021,,1856
18/02/2004,36397,6022,,1856
10/06/2004,36397,6022,522110,1856
30/06/2006,36397,6021,522110,1856
02/07/1962,36468,2851,,21609
20/02/2004,36468,5231,,21609
10/06/2004,36468,5231,444120,21609
31/01/2014,36468,3272,327390,21609
01/07/2015,36468,5231,327390,21609
12/06/2017,36468,5198,327390,21609
21/07/2017,36468,5198,424950,21609
27/08/2018,36468,2851,424950,21609
19/02/2020,36468,2851,325510,21609
14/12/1972,36469,,,1869
24/04/1975,36469,6711,,1869
01/08/1988,36469,6162,,1869
01/02/2001,36469,6021,,1869
10/06/2004,36469,6021,522110,1869
02/07/1962,37161,4911,,21700
10/06/2004,37161,4911,221121,21700
02/07/1962,37284,2911,,21732
10/06/2004,37284,2911,324110,21732
23/09/1983,37584,6711,,6407
01/04/1986,37584,6210,,6407
05/12/1986,37584,6281,,6407
24/08/2001,37584,6211,,6407
17/02/2004,37584,6282,,6407
10/06/2004,37584,6282,523920,6407
08/01/2014,37584,6722,525910,6407
23/01/2015,37584,6722,523920,6407
19/02/2020,37584,6722,525910,6407
31/03/2021,37584,6282,523930,6407
20/06/1984,38093,6411,,7094
10/06/2004,38093,6411,524210,7094
02/07/1962,38156,1620,,21923
01/10/1976,38156,2879,,21923
24/08/2001,38156,4922,,21923
10/06/2004,38156,4922,486210,21923
07/12/1962,38682,2751,,20594
01/02/2001,38682,2754,,20594
10/06/2004,38682,2754,323111,20594
05/08/2009,38682,2750,323111,20594
22/08/2016,38682,2754,323111,20594
10/12/1962,38703,6025,,21305
29/04/1983,38703,6711,,21305
03/11/1998,38703,6021,,21305
10/06/2004,38703,6021,522110,21305
12/10/2012,38703,6022,522110,21305
15/01/2014,38703,6021,522110,21305
19/12/1962,38762,4911,,21244
04/03/1988,38762,4932,,21244
24/08/2001,38762,4931,,21244
10/06/2004,38762,4931,221119,21244
02/05/2012,38762,4931,221210,21244
26/12/2017,38762,4939,221210,21244
12/09/2019,38762,4939,221118,21244
02/08/1963,39490,1311,,20204
10/06/2004,39490,1311,211111,20204
01/11/2004,39490,8000,211111,20204
05/11/2004,39490,1311,211111,20204
19/12/2016,39490,1382,211111,20204
17/02/2017,39490,1321,211111,20204
25/02/2020,39490,1311,211120,20204
12/08/1963,39538,3944,,21168
17/06/1976,39538,3675,,21168
01/03/2001,39538,3942,,21168
10/06/2004,39538,3942,339931,21168
06/05/2005,39538,500,339931,21168
10/05/2005,39538,3942,339931,21168
17/07/2012,39538,3942,339930,21168
25/09/1963,39642,3841,,20284
10/06/2004,39642,3841,339112,20284
06/12/1963,39917,2631,,21914
01/03/2001,39917,2621,,21914
09/02/2004,39917,2421,,21914
10/06/2004,39917,2421,421310,21914
09/08/2005,39917,2411,113310,21914
13/06/2011,39917,6798,113310,21914
09/01/2014,39917,2499,321999,21914
15/09/2016,39917,6798,531110,21914
11/01/2017,39917,831,113210,21914
01/04/2021,39917,2435,321211,21914
22/01/1964,40125,7392,,20493
01/09/1998,40125,7373,,20493
10/06/2004,40125,7373,541512,20493
10/01/2014,40125,7376,541513,20493
01/07/2015,40125,7373,541513,20493
15/06/2016,40125,7376,541513,20493
03/04/2017,40125,7372,511210,20493
13/07/2017,40125,7376,511210,20493
14/02/2020,40125,7376,541513,20493
17/03/2021,40125,7373,541512,20493
02/03/1964,40272,2869,,20991
24/08/2001,40272,2844,,20991
20/02/2004,40272,2865,,20991
10/06/2004,40272,2865,325132,20991
08/05/2012,40272,2865,325130,20991
09/01/2014,40272,2869,325130,20991
13/02/2014,40272,2869,325199,20991
20/04/1964,40416,2844,,20240
10/06/2004,40416,2844,325620,20240
31/07/2006,40416,2844,325611,20240
12/09/2019,40416,2844,325620,20240
12/05/1964,40539,5311,,21949
01/03/2001,40539,5651,,21949
10/06/2004,40539,5651,448140,21949
29/01/2016,40539,5311,448140,21949
22/12/2016,40539,5331,448140,21949
01/04/2021,40539,5651,448140,21949
10/09/1964,41080,3519,,20543
10/06/2004,41080,3519,333618,20543
09/12/1964,41355,3429,,21367
01/03/2001,41355,3594,,21367
20/02/2004,41355,3492,,21367
10/06/2004,41355,3492,332912,21367
22/01/2014,41355,3594,332912,21367
15/03/2017,41355,3543,332912,21367
20/04/2020,41355,3543,332999,21367
01/04/2021,41355,3593,333995,21367
06/07/1965,42200,8911,,20616
26/10/1999,42200,3823,,20616
03/12/2001,42200,3829,,20616
20/02/2004,42200,3826,,20616
10/06/2004,42200,3826,334516,20616
19/09/2019,42200,3845,334516,20616
12/03/2020,42200,3845,334510,20616
20/10/1965,42585,2033,,21629
10/06/2004,42585,2033,311421,21629
09/01/2014,42585,2099,311421,21629
14/02/2014,42585,2099,311999,21629
18/03/2015,42585,8999,311999,21629
21/07/2015,42585,2099,311999,21629
09/12/1965,42796,2721,,21189
10/06/2004,42796,2721,511120,21189
22/11/1983,42877,4213,,6606
10/06/2004,42877,4213,484121,6606
29/03/2021,42877,4213,488510,6606
14/12/1972,42906,6711,,2093
01/07/1999,42906,6020,,2093
10/06/2004,42906,6020,551111,2093
17/01/2014,42906,6020,522110,2093
02/05/1966,43123,3662,,21722
03/09/1996,43123,3312,,21722
03/08/1998,43123,3674,,21722
30/11/1999,43123,3312,,21722
10/06/2004,43123,3312,331111,21722
10/06/2011,43123,3317,331111,21722
07/05/2012,43123,3317,331110,21722
22/01/2014,43123,3317,331210,21722
15/06/1966,43350,3429,,21664
24/08/2001,43350,3423,,21664
10/06/2004,43350,3423,332212,21664
28/01/2011,43350,3423,333991,21664
27/01/2014,43350,3429,332510,21664
24/04/2017,43350,3489,332994,21664
20/11/2019,43350,3429,332510,21664
06/07/2020,43350,3999,339999,21664
03/11/2020,43350,3429,332510,21664
05/07/1966,43449,5812,,21177
10/06/2004,43449,5812,722211,21177
08/05/2012,43449,5812,722513,21177
12/09/2019,43449,5812,722511,21177
25/07/1966,43553,2328,,21849
24/08/2001,43553,2325,,21849
10/06/2004,43553,2325,315224,21849
10/05/2012,43553,2325,315220,21849
13/09/1966,43772,2641,,20292
24/08/2001,43772,2674,,20292
10/06/2004,43772,2674,322224,20292
10/05/2012,43772,2674,322220,20292
07/01/2014,43772,2671,322220,20292
20/02/1967,44206,4911,,21299
10/06/2004,44206,4911,221119,21299
03/05/2012,44206,4911,221122,21299
05/02/2014,44206,4911,221118,21299
19/12/2016,44206,4932,221118,21299
25/01/2017,44206,4911,221118,21299
10/03/2017,44206,4932,221118,21299
18/01/2019,44206,4911,221118,21299
24/02/2020,44206,4911,221210,21299
01/03/2021,44206,4924,221210,21299
24/04/1967,44329,3622,,21723
03/04/1978,44329,3728,,21723
01/02/1999,44329,3841,,21723
10/06/2004,44329,3841,339112,21723
20/06/1967,44601,2641,,20238
15/10/1990,44601,2672,,20238
10/06/2004,44601,2672,322222,20238
30/06/2006,44601,2754,322222,20238
25/07/2006,44601,2754,323111,20238
10/04/2017,44601,3089,326199,20238
01/04/2021,44601,2672,322220,20238
26/06/1967,44644,7374,,20235
10/06/2004,44644,7374,514210,20235
01/09/2005,44644,7374,518210,20235
04/05/2017,44644,7374,561720,20235
04/05/2020,44644,7374,518210,20235
13/09/1967,44951,5141,,21692
10/06/2004,44951,5141,422410,21692
31/05/2006,44951,5141,424410,21692
07/01/2014,44951,5411,424410,21692
23/04/2014,44951,5411,445110,21692
24/10/1967,45241,2834,,20753
10/06/2004,45241,2834,325412,20753
30/06/2006,45241,2834,541710,20753
25/04/2008,45241,2834,325412,20753
22/10/1981,45277,5099,,5132
01/04/1986,45277,3990,,5132
31/01/1991,45277,3999,,5132
10/06/2004,45277,3999,339932,5132
14/12/2005,45277,3000,339932,5132
09/03/2006,45277,3999,339932,5132
30/08/2007,45277,7999,711310,5132
24/01/2014,45277,3999,339999,5132
14/11/1967,45356,3679,,21791
12/11/1993,45356,3317,,21791
03/07/1997,45356,7382,,21791
01/06/1999,45356,3569,,21791
01/03/2001,45356,7382,,21791
20/02/2004,45356,3678,,21791
10/06/2004,45356,3678,334417,21791
30/06/2006,45356,3679,334417,21791
04/08/2006,45356,3679,334419,21791
01/08/2007,45356,3679,334417,21791
16/06/2011,45356,7382,334417,21791
20/03/2020,45356,5099,423990,21791
01/04/2021,45356,1796,238290,21791
12/01/2022,45356,5065,423690,21791
11/12/1967,45495,1381,,21532
10/06/2004,45495,1381,213111,21532
16/02/1968,45751,6411,,21158
10/06/2004,45751,6411,524210,21158
04/08/2006,45751,6351,524126,21158
13/06/2011,45751,6411,524126,21158
12/09/2019,45751,6411,524210,21158
26/02/1968,45794,3533,,21627
10/06/2004,45794,3533,333132,21627
13/03/1968,45911,3674,,20058
02/06/1998,45911,3670,,20058
26/06/2002,45911,3674,,20058
10/06/2004,45911,3674,334413,20058
01/08/1968,46578,2842,,20463
10/06/2004,46578,2842,325612,20463
20/08/1968,46674,5012,,20807
24/08/2001,46674,5013,,20807
10/06/2004,46674,5013,421120,20807
30/06/2006,46674,5013,425110,20807
12/09/2019,46674,5013,423120,20807
26/08/1968,46703,5812,,21157
12/10/1993,46703,7011,,21157
30/12/1998,46703,6798,,21157
10/06/2004,46703,6798,525930,21157
30/06/2006,46703,7011,721110,21157
10/06/2011,46703,6798,721110,21157
12/09/2019,46703,6798,531110,21157
30/09/1968,46877,5086,,20268
01/07/1971,46877,3840,,20268
24/08/2001,46877,3845,,20268
17/02/2004,46877,3841,,20268
