,Symbol,Name,Sector,Name_Lower,Selected_Mean_Delta,Count,Ability,Agency,Morality,Politics,Sociability,Status
14,APD,Air Products & Chemicals,Materials,air products & chemicals,208.37580701252364,4,0.02265256565685073,-0.011664381250739085,0.016108190210965965,0.06053680600598455,0.025383226871490465,0.05811368022114039
15,AKAM,Akamai Technologies,Information Technology,akamai technologies,363.8644825230847,2,0.022584125399589528,-0.006671004369854928,0.05247977805825378,0.08111377060413355,0.046735756397247294,0.05606481619179246
16,ALK,Alaska Air Group,Industrials,alaska air group,332.16170675761714,3,0.030678356687227903,0.007196604708830505,0.03747575367108369,0.062352900082866335,0.04360815684000653,0.030423196653525015
17,ALB,Albemarle Corporation,Materials,albemarle corporation,287.63904362111475,2,0.022573182048896922,0.011070250719785686,0.01526291725727228,0.025336149148643024,0.029185904860496506,0.13755741715431208
18,ARE,Alexandria Real Estate Equities,Real Estate,alexandria real estate equities,70.27315529617105,4,-0.03221749421209097,-0.039338135346770275,0.011719015068732777,0.054147633723914616,0.032278117537498485,0.09939827397465704
19,ALGN,Align Technology,Health Care,align technology,403.8525272060085,2,0.037744647512833275,-0.03377936445176602,0.0813690458352749,0.08801852166652678,0.02998684853315351,0.0853830277919769
20,ALLE,Allegion,Industrials,allegion,934.4886948128004,1,0.11498357138286032,-0.003253100812435153,0.11570345896940963,0.10206275619566439,0.12200194865465162,0.10043001454323529
21,LNT,Alliant Energy,Utilities,alliant energy,393.3069103204452,2,0.05725647788494825,-0.000825632736086851,0.03712430481727306,0.10481936857104299,0.045296163856983186,0.008984114974737192
22,ALL,Allstate Corp,Financials,allstate corp,120.01846489068619,2,-0.01154059544205665,-0.0705886151641607,0.07376595414601837,0.05344747193157672,0.030839362740516657,-0.011940887197852123
23,GOOGL,Alphabet (Class A),Communication Services,alphabet (class a),-75.53425368603995,3,0.006679466201199449,-0.02732784400383632,-0.017939576735863324,0.07638056079546607,-0.03392240007718403,0.031407998253901774
24,GOOG,Alphabet (Class C),Communication Services,alphabet (class c),195.4148092248418,3,0.0243341914481587,-0.027221781512101507,0.004728537721511646,0.07158187776803968,0.01369286100069681,0.13645011124511558
25,MO,Altria Group,Consumer Staples,altria group,201.3188405885353,2,-0.025336078989009053,-0.01241390109062195,0.06447856185527948,-0.01838823966681955,0.04898201256990433,0.04213700536638495
26,AMZN,Amazon,Consumer Discretionary,amazon,-323.7334873762216,1,-0.05255704186856746,-0.05878027677536011,-0.0056917088536115835,-0.0031688958406448486,-0.034023454785346983,-0.016568150371313088
27,AMCR,Amcor,Materials,amcor,260.09077189473413,1,-0.01261697057634593,-0.013310165703296666,0.04127664520190311,0.06291727488860488,0.07091524839401243,0.013325748965144133
28,AEE,Ameren Corp,Utilities,ameren corp,438.698891650986,2,0.0521313950108985,-0.019350270926952358,0.06963015462343507,-0.017995458096265786,0.07780165314674375,0.04924349393695593
29,AAL,American Airlines Group,Industrials,american airlines group,290.4843214574875,3,0.03805403494172626,0.0018064670264720847,0.02868611537493193,0.11730087051788961,0.0180860980351766,0.01731892178455987
30,AEP,American Electric Power,Utilities,american electric power,548.6294273678604,3,0.054710952565073946,0.05792449017365771,0.036479794826263005,0.010174663116534512,0.07524718205134075,0.08839780713121091
31,AXP,American Express,Financials,american express,272.2910187534384,2,0.03097637432316939,0.016002826765179636,0.02943141471881132,0.11401173472404479,0.03628352105617522,-0.07818223722279072
32,AIG,American International Group,Financials,american international group,444.922953754574,3,0.05507685989141462,0.016841565072536462,0.0493810597138527,0.1152694299817085,0.03770797133445738,0.016400821506977064
33,AMT,American Tower,Real Estate,american tower,161.0894494497024,2,0.022797241496543077,-0.00011350363492966947,-0.00589450276814974,0.054869417101144784,0.024882885813713087,0.04193234443664551
34,AWK,American Water Works,Utilities,american water works,411.83518844323845,3,0.08464174427919917,-0.012532068292299933,0.04849093693953294,0.03209728002548212,0.019448273181915315,0.09835758308569593
35,AMP,Ameriprise Financial,Financials,ameriprise financial,53.747604424889005,2,0.0031704384212692706,-0.014196197316050537,-0.0016515524341509892,0.058621603064239,-0.008577044010162349,0.0741031840443611
36,ABC,AmerisourceBergen,Health Care,amerisourcebergen,-24.40591586065726,1,-0.017951009795069698,-0.03498395383358,0.0020274886718162845,0.10314133390784261,-0.0012960371375083787,0.0017691496759652866
37,AME,Ametek,Industrials,ametek,85.91988736444762,1,-0.004097733957072114,-0.06114344373345374,0.03880891633721498,0.05298993829637761,0.03771314531564712,-0.012606840580701814
38,AMGN,Amgen,Health Care,amgen,73.53851487776183,1,-0.013589345073948303,-0.04257539659738539,0.02764157091195765,0.06449372507631776,0.014793026447296156,0.048684177920222275
39,APH,Amphenol,Information Technology,amphenol,779.9932998311413,1,0.12213694863021372,-0.08285826072096825,0.11641839203926233,0.12498747929930686,0.10338758856058121,0.09654204174876212
40,ADI,Analog Devices,Information Technology,analog devices,1009.5552334914336,2,0.1403111337373654,0.03399655781686306,0.10788907540532257,0.17256148532032964,0.0654702478647232,0.16703758575022218
41,ANSS,Ansys,Information Technology,ansys,298.96550887339816,1,-0.011799038698275885,0.01879325956106184,0.05829637784224289,0.04953324142843486,0.02377326518297195,0.08994068764150139
42,ANTM,Anthem,Health Care,anthem,407.63810075618125,1,0.032364463433623314,-0.019613142684102056,0.057464681565761566,0.03971744142472744,0.0788252466917038,0.04473077878355977
43,AON,Aon,Financials,aon,250.95653359417443,1,0.03466669718424479,-0.026639609411358827,0.04440150639185537,0.14501048251986504,0.01846311688423157,-0.03621149621903895
44,APA,APA Corporation,Energy,apa corporation,357.4873923181413,2,0.026304652293523138,-0.017869730293750757,0.03870144858956336,0.039059123024344444,0.04840213030576704,0.14567863754928112
45,AAPL,Apple,Information Technology,apple,-68.79595217404068,1,0.01063906991233428,-0.07529784664511678,0.014694306999444951,0.03744755685329435,-0.026785027384757992,0.05937217921018598
46,AMAT,Applied Materials,Information Technology,applied materials,993.5926417778204,2,0.14311772926400104,0.013202992081642143,0.10177449652781853,0.12327757477760314,0.07876636564731597,0.21605954132974145
47,APTV,Aptiv,Consumer Discretionary,aptiv,818.6795408124323,1,0.062255209932724605,0.033550461009144765,0.12518002150150445,0.16543092671781778,0.054457937479019156,0.12282902933657165
48,ANET,Arista Networks,Information Technology,arista networks,532.9105660722063,2,0.08950588790078956,-0.019269616901874544,0.052162789954588944,0.054542213678359965,0.05192542672157286,0.1327315494418144
49,AJG,Arthur J. Gallagher & Co.,Financials,arthur j. gallagher & co.,-112.93778024815224,5,-0.03720636516809465,-0.012841512933373461,-0.00580677344248842,0.03959136754274369,-0.00044189763069152956,-0.03231671601533892
50,AIZ,Assurant,Financials,assurant,978.8455589263289,1,0.17307316868876418,0.026845004037022592,0.03614230167407256,0.15945526026189327,0.11552180498838424,0.13389281556010246
51,T,AT&T,Communication Services,at&t,406.968633535209,1,0.11755445289115109,-0.10538088381290436,0.044367488616934174,0.18946031481027598,0.053778151273727405,-0.026253545656800263
52,ATO,Atmos Energy,Utilities,atmos energy,344.21260560955005,2,0.02842908135304847,0.0003558654338121317,0.04391180351376531,0.06667362712323664,0.040732342600822424,0.05474252346903086
53,ADSK,Autodesk,Information Technology,autodesk,260.57724178105855,1,0.005599031535287689,-0.0002707883715629515,0.024345907024466075,0.07045896351337431,0.03589879751205444,0.08366389572620389
54,ADP,Automatic Data Processing,Information Technology,automatic data processing,268.0360304342734,3,0.03573500654763646,-0.0217445060610771,0.050193215791995684,-0.002267469962437975,0.017301249504089365,0.10412935167551045
55,AZO,AutoZone,Consumer Discretionary,autozone,681.3153208376051,1,0.0739062540233135,0.03436371982097624,0.05993577723319713,0.07576974853873254,0.0581389933824539,0.18545156717300412
56,AVB,AvalonBay Communities,Real Estate,avalonbay communities,-112.77810175408108,2,-0.01706296453873316,-0.06669772788882253,0.018679986779506393,0.09286299720406532,-0.03813072517514229,0.02703915908932685
57,AVY,Avery Dennison,Materials,avery dennison,414.78270345979973,2,0.07256911912312107,-0.02404565066099167,0.057937298829738894,-0.0026686117053031757,0.0725644579529762,0.005526229739189162
58,BKR,Baker Hughes,Energy,baker hughes,89.87467366832867,2,-0.004077766711513224,-0.019136739894747738,-0.004063528317671564,0.01400666870176796,0.05539324223995208,0.010872175917029374
59,BLL,Ball Corp,Materials,ball corp,273.2095048502759,2,-0.011568839040895307,-0.003573578596115093,0.06962673251445477,0.00869873166084291,0.05090533077716827,0.028653880581259714
60,BAC,Bank of America,Financials,bank of america,-47.259773085783365,3,-0.0230959119896094,0.009066830575466128,-0.020410305987565984,-0.05188580074657994,0.003275578022003177,0.08903083826104792
61,BBWI,Bath & Body Works Inc.,Consumer Discretionary,bath & body works inc.,185.8633980826214,5,0.024664884308973917,-0.0323639649152756,0.050413626432418826,0.058149278163909864,-0.0008220444321632436,0.04537604898214345
62,BAX,Baxter International,Health Care,baxter international,491.7780091767913,2,0.057554059972365686,0.007074383273720755,0.05854913019216976,0.0980294276960194,0.059037097394466394,0.01918881945312024
63,BDX,Becton Dickinson,Health Care,becton dickinson,-490.9776731788575,2,-0.08272857218980789,-0.045790141820907584,-0.08077569721409908,-0.029279328882694217,-0.016269795894622803,0.02407300658524037
64,BRK.B,Berkshire Hathaway,Financials,berkshire hathaway,-44.44372479443078,2,0.024277236933509503,-0.061720994859933855,0.010948480321810793,0.04474592208862301,-0.010038786232471461,-0.029152167961001375
65,BBY,Best Buy,Consumer Discretionary,best buy,-1055.7521913234177,2,-0.17604555624226725,-0.07918196842074393,-0.07255877038607231,0.0023671956732869218,-0.13133137345314025,-0.09490522556006904
66,BIO,Bio-Rad Laboratories,Health Care,bio-rad laboratories,516.5150905917357,2,0.06081198590497173,-0.00505763068795204,0.06695927092089102,0.02857695147395135,0.04797010838985441,0.15077163651585576
67,TECH,Bio-Techne,Health Care,bio-techne,370.39617428908474,1,0.025687509526809052,-0.012209805101156235,0.06445836848937547,0.06572800129652022,0.03730474174022675,0.07559165917336937
68,BIIB,Biogen,Health Care,biogen,261.26735784985993,1,0.025965616106987003,-0.031107929348945608,0.05081716294472032,0.060418667271733256,0.027665488719940175,0.050352334976196275
69,BLK,BlackRock,Financials,blackrock,-107.35173953009082,1,-0.1327493153512478,-0.06727948337793352,0.06077089991707067,0.014279089868068695,0.06094579577445985,0.01525598950684071
70,BK,BNY Mellon,Financials,bny mellon,271.93568177051367,2,0.03563238183657326,-0.004779449850320812,0.02988574510583509,0.06815813854336734,0.02739032536745071,0.03148066066205501
71,BA,Boeing,Industrials,boeing,441.42582059443527,1,0.049451026134192916,0.03685126304626464,0.018475738855508645,0.0338131338357925,0.07498051941394805,0.043823681771755205
72,BKNG,Booking Holdings,Consumer Discretionary,booking holdings,-68.7170642856005,2,-0.03399489944179853,-0.005006900429725646,0.01719217518201241,-0.036861702799797044,0.016643394976854325,-0.05186645314097403
73,BWA,BorgWarner,Consumer Discretionary,borgwarner,-160.46521564324692,1,-0.057471996173262575,-0.05368063263595102,0.011401838121505862,0.035499737598001936,0.003756195306777972,-0.0003217384219169478
74,BXP,Boston Properties,Real Estate,boston properties,1.176873574385737,2,0.004908920265734183,-0.026019435003399843,-0.03807517656913169,0.07130105979740617,-0.0008349823951721222,0.10700732283294201
75,BSX,Boston Scientific,Health Care,boston scientific,78.61926446895339,2,-0.02118102026482424,-0.007501426525414001,-0.005648000595661298,0.03677715733647344,0.017834080755710607,0.11722819879651067
76,BMY,Bristol Myers Squibb,Health Care,bristol myers squibb,45.26870476232979,3,-0.007404322632484997,-0.01966955115397771,0.019098114126767856,0.03422875143587588,0.0107900873819987,0.004180528223514548
77,AVGO,Broadcom,Information Technology,broadcom,410.6808440373824,1,0.08502353634685277,-0.033577251434326175,0.08206331042143013,0.13425927236676216,0.020590262413024897,-0.06661741062998772
78,BR,Broadridge Financial Solutions,Information Technology,broadridge financial solutions,-3.442397346725672,3,0.013381472478310265,-0.042597298820813485,0.021436867805627695,0.030516162514686626,-0.015100728670756023,0.008576297511657024
79,BRO,Brown & Brown,Financials,brown & brown,61.68392461699406,3,0.02476120491822559,-0.03887880593538284,0.027597117882508498,0.11254715174436568,-0.008948206305503841,-0.06577479466795923
80,BF.B,Brown–Forman,Consumer Staples,brown–forman,205.3227033969518,1,0.05482652162512142,-0.02845934107899666,0.02321222739724011,0.12402050942182541,0.004601384997367856,-0.0222855377942324
81,CHRW,C. H. Robinson,Industrials,c. h. robinson,11.07069286140217,3,-0.006420217040512329,0.0027234489719072776,-0.020007467422729887,-0.0067979935556650405,0.022812687555948886,0.028345229104161276
82,CDNS,Cadence Design Systems,Information Technology,cadence design systems,290.45081711388207,3,0.09972283699446254,-0.05124694431821504,0.03456510431491412,0.12754362697402633,-0.021805849075317393,0.060212420920530904
83,CZR,Caesars Entertainment,Consumer Discretionary,caesars entertainment,344.51228843347445,2,0.0747673815737168,-0.03075862023979427,0.030603711421673112,0.07763097807765006,0.03443173497915267,0.045912994071841226
84,CPB,Campbell Soup,Consumer Staples,campbell soup,46.83020885463232,2,-0.003151611114541692,-0.03209369890391828,-0.002518407427347612,0.10173181630671022,-0.0003734481334686368,0.06228602863848208
85,COF,Capital One Financial,Financials,capital one financial,172.47036009937457,3,-0.0011409425901042014,-0.018946405003468177,0.029662263699066972,0.05436065793037411,0.01432890733083091,0.09455061455567679
86,CAH,Cardinal Health,Health Care,cardinal health,372.6218863986097,2,0.06297936445722975,-0.039335789065808056,0.06068191132866418,0.0634687542915344,0.030318216085433947,0.0709848552942276
87,KMX,CarMax,Consumer Discretionary,carmax,-16.49462223589965,1,-0.04181907512247562,-0.0014210850000381497,0.009019417831530928,0.041916737332940074,0.02321202486753463,-0.0376437734812498
88,CCL,Carnival Corporation,Consumer Discretionary,carnival corporation,414.83059928223895,2,0.001016923536856964,0.026432422548532498,0.060135185431975574,0.032781719230115414,0.04558458507061003,0.1357727292925119
89,CARR,Carrier Global,Industrials,carrier global,-206.54516579868553,2,-0.05600532330572605,-0.044116275757551185,-0.007469594478607178,0.007739473134279237,-0.0057514649629592995,0.026235278695821776
90,CTLT,Catalent,Health Care,catalent,649.570327352833,1,0.04849805807073912,-0.014057279750704765,0.08786397484632637,0.02094279974699021,0.14350100308656694,0.03598650172352788
91,CAT,Caterpillar,Industrials,caterpillar,291.24290422276334,1,0.046748461822668695,-0.03573991246521471,0.002281504181715154,-0.07257857546210286,0.03573335826396942,0.306700867600739
92,CBOE,Cboe Global Markets,Financials,cboe global markets,-53.02961188572664,3,-0.027022581961419805,-0.047947942341367365,0.006471776809447818,0.07617184023062386,-0.006741519371668507,0.05122114842136706
93,CBRE,CBRE,Real Estate,cbre,-38.5151810205734,1,-0.01656544239570697,-0.04256415739655491,-0.0007161781764947366,0.03394544217735526,0.014083597064018233,0.02703780308365821
94,CDW,CDW,Information Technology,cdw,71.10561202238263,1,-0.020575907081365585,-0.01062292978167533,0.00656199569885546,0.11435268726199864,0.023346511423587787,-0.021692939102649703
95,CE,Celanese,Materials,celanese,781.4968162560249,1,0.053536885417997816,-0.013310379534959792,0.09275143135052459,0.09521372802555558,0.12300904929637907,0.17593296617269513
96,CNC,Centene Corporation,Health Care,centene corporation,694.2944745491217,2,0.025046772944430497,0.008835444599390022,0.09594829466480473,0.07268063724040985,0.11430135905742642,0.12440031114965674
97,CNP,CenterPoint Energy,Utilities,centerpoint energy,6.5875070186348825,2,0.007413167196015526,-0.019351467117667193,-0.0013462184713437088,0.07356273336336015,-0.01995547026395798,0.028452653437852866
98,CDAY,Ceridian,Information Technology,ceridian,574.713236576802,1,0.056824218947440386,-0.03472460228949785,0.09928342155539073,-0.13487045839428902,0.11849457442760468,0.1556572578847408
99,CERN,Cerner,Health Care,cerner,325.30924557028595,1,0.039684661974509546,-0.024893998727202417,0.028004375787881692,0.11369441077113152,0.05602972507476805,0.014746066182851798
100,CF,CF Industries,Materials,cf industries,192.01657323686922,2,-0.011770490556955329,0.001907734572887429,0.0015499717914141185,0.023852720856666565,0.04737657457590103,0.12002320587635036
101,CRL,Charles River Laboratories,Health Care,charles river laboratories,385.69559922089417,3,0.018645515044530207,0.01892133677999177,0.017429774579329347,0.07021329893420138,0.036155614952246354,0.1920663937926292
102,SCHW,Charles Schwab Corporation,Financials,charles schwab corporation,432.9852889607974,3,0.031835408674346054,0.013475397229194608,0.04259575101045462,0.057612155874570185,0.06197496732076008,0.0818522498011589
103,CHTR,Charter Communications,Communication Services,charter communications,-51.340972585184076,2,-0.022690003116925556,-0.102769985049963,0.048178627370641776,0.1275325622409582,-0.020217141211032873,0.03282483760267497
104,CVX,Chevron Corporation,Energy,chevron corporation,636.5431569986514,2,0.0520821769411365,0.02799707204103468,0.06206752417179254,0.00585785880684852,0.09851041376590727,0.1415420640259981
105,CMG,Chipotle Mexican Grill,Consumer Discretionary,chipotle mexican grill,-253.76827553943806,3,-0.0571048085888227,-0.04462125177184738,-0.02773673450335481,-0.00832468643784524,-0.0012354675928751544,0.03309398268659908
106,CB,Chubb,Financials,chubb,-144.9410899265392,1,-0.002811290634175144,-0.044934848323464394,-0.02211225348023266,0.023066192865371725,0.011799689829349515,-0.06841016933321954
107,CHD,Church & Dwight,Consumer Staples,church & dwight,-132.61959404200746,3,-0.0287059015697903,-0.06207930396000545,0.010522786623392361,0.07549845923980081,-0.031564876834551475,0.04624900221824645
108,CI,Cigna,Health Care,cigna,34.40883111309358,1,0.038349624723196016,-0.1377509653568268,0.08572104401313342,-0.1412651538848877,0.008187220096588128,0.1141574904322624
109,CINF,Cincinnati Financial,Financials,cincinnati financial,-1.2872079471209719,2,-0.025357007980346683,-0.02173561900854109,-0.022340026612465196,0.059513539075851433,-0.010823704600334156,0.1755396947264671
110,CTAS,Cintas Corporation,Industrials,cintas corporation,109.60686112846335,2,-0.00984175037592649,-0.010728627443313585,0.02117165235372689,0.013296993449330352,0.01277011275291442,0.08641487360000608
111,CSCO,Cisco Systems,Information Technology,cisco systems,412.7070066091176,2,0.0696632470935583,-0.039633040130138394,0.06469130114867136,0.04524620436131953,0.0014606839418411254,0.2026662603020668
112,C,Citigroup,Financials,citigroup,-185.87133603858513,1,-0.045457981837292494,-0.02572696432471274,-0.01868316430885058,0.0983132310211658,-0.04721414446830747,0.05274613201618194
113,CFG,Citizens Financial Group,Financials,citizens financial group,272.4517139049619,3,0.009333943741189116,0.008472576737403845,0.026499107097968013,0.06049697721997894,0.030070103605588292,0.08825533092021937
114,CTXS,Citrix Systems,Information Technology,citrix systems,353.9596001307169,2,0.07848991950352985,-0.016661237925291044,0.022258084267377853,0.05616859905421735,0.014533977806568135,0.12337622791528702
115,CLX,Clorox,Consumer Staples,clorox,197.9354601185601,1,0.0010091125344236704,-0.04834363274276257,0.05822374155888189,-0.019057951867580414,0.06033954083919523,0.0337369218468666
116,CME,CME Group,Financials,cme group,554.5936581922007,2,0.08725552974889673,-0.0010638765990734073,0.050982039135235996,0.24344409350305793,0.02512510031461715,0.022740143816918097
117,CMS,CMS Energy,Utilities,cms energy,256.02986280982554,2,0.012919503264129164,-0.0026216916739940756,0.03221869468688964,0.14682863932102916,0.024340261816978463,-0.004565561190247534
118,KO,Coca-Cola Company,Consumer Staples,coca-cola company,222.75194324351642,2,0.026160140211383503,0.0062063843011855935,0.013595466430370616,0.0010367603972554137,0.005994533300399796,0.15111699700355527
119,CTSH,Cognizant Technology Solutions,Information Technology,cognizant technology solutions,122.85103803282377,3,0.008164563112788749,-0.04954353521267572,0.041019850816482135,0.08329233775536213,-0.013606827060381578,0.09573544561862941
120,CL,Colgate-Palmolive,Consumer Staples,colgate-palmolive,18.11512284450702,1,0.00288456305861474,-0.06261202096939086,0.027505368567430043,0.06529750302433965,0.01831266522407531,-0.038905933499336215
121,CMCSA,Comcast,Communication Services,comcast,98.14042631570284,1,0.019283853160838294,-0.049851722642779345,0.03941130523498241,0.024259764701127978,0.01776515483856201,-0.004915026947855955
122,CMA,Comerica,Financials,comerica,-428.4420179891157,1,-0.0713687955091397,-0.09826067574322224,0.00116005196021152,0.07653624191880223,-0.053796960413455955,-0.046896133571863154
123,CAG,Conagra Brands,Consumer Staples,conagra brands,-197.7339098313907,2,-0.037866258683303976,-0.06827371269464491,0.005685367836401985,-0.055043518543243394,0.0010653376579284708,0.04316415078938007
124,COP,ConocoPhillips,Energy,conocophillips,88.5361936446782,1,0.017031295225024206,-0.045600230246782295,0.004583754505102457,0.05600352771580218,0.014646128416061398,0.06908077746629715
125,ED,Consolidated Edison,Utilities,consolidated edison,635.5521787662764,2,0.03163425220797458,0.116632991284132,0.023413031720198114,0.012167787179350834,0.10106076598167418,0.09126837924122808
126,STZ,Constellation Brands,Consumer Staples,constellation brands,-199.88397622967628,2,-0.05235786456614732,-0.05853972993791103,-0.01075853464695123,0.04656382650136945,-0.01042036354541779,0.04704894870519635
127,CPRT,Copart,Industrials,copart,266.13457111624984,1,-0.04057225460807483,-0.04717375934123992,0.0735582044491401,0.015698034316301342,0.08845845460891724,0.0777180101722479
128,GLW,Corning,Information Technology,corning,197.75239465472936,1,-0.009297128145893412,-0.06148376688361168,0.026604498235078964,0.0031217820942401678,0.07571721434593201,0.12977955304086206
129,CTVA,Corteva,Materials,corteva,302.01500575351815,1,0.008464836825927087,-0.03172981776297092,0.06382591123334488,0.007514095865190035,0.06783389478921889,0.046046625822782544
130,COST,Costco,Consumer Staples,costco,540.0944806568257,1,0.07131545385345814,-0.049036820605397234,0.06449341831298976,0.06487502809613943,0.062173273563385006,0.18925666436553
131,CTRA,Coterra,Energy,coterra,222.81005038871422,1,0.013435427409907158,-0.05664023160934446,0.06689722291552104,-0.05726769566535949,0.07919556677341459,0.002808816730976091
132,CCI,Crown Castle,Real Estate,crown castle,229.55166729720864,2,-0.0044562832141915925,0.0077597998082637705,-0.0046553806616709765,0.022376553155481822,0.07404491186141966,0.07383537292480469
133,CSX,CSX,Industrials,csx,432.0989508886595,1,0.02741788389782111,-0.015406636148691175,0.07570748489636639,0.031486161053180674,0.07161784172058104,0.054458990693092325
134,CMI,Cummins,Industrials,cummins,-90.63977513227381,1,-0.0347116148720185,-0.004210954532027246,-0.030683028583343205,0.0218377336859703,0.02191229373216627,-0.0016942657530307683
135,CVS,CVS Health,Health Care,cvs health,30.568929741511493,2,0.027785819023847576,-0.046998896263539786,0.007684015310727631,0.11212576553225519,-0.014528280496597285,-0.015143765136599567
136,DHI,D. R. Horton,Consumer Discretionary,d. r. horton,-115.35820123311628,3,-0.05829707864258024,-0.008010855813821174,0.027700698146453283,-0.04497034847736356,0.000887605150540689,-0.012971815342704501
137,DHR,Danaher Corporation,Health Care,danaher corporation,207.4290271680634,2,-0.026544497348368168,0.019099202379584325,0.03179192371093308,-0.02092084055766462,0.05204433798789978,0.07465179357677695
138,DRI,Darden Restaurants,Consumer Discretionary,darden restaurants,404.8531569607623,2,0.0399106607461969,0.005672834068536757,0.04393278176967914,0.06671256013214585,0.053430843949317915,0.05135419964790343
139,DVA,DaVita,Health Care,davita,-80.244140447797,1,-0.1894857150812944,0.0148671954870224,0.0689977562198272,-0.05146305169910192,0.03599572271108628,0.13468412216752768
140,DE,Deere & Co.,Industrials,deere & co.,-155.5262329252632,3,-0.0001156276298893812,-0.037216713652014705,-0.022339350902117215,-0.016108547647794073,0.009737011790275557,-0.06412070492903389
141,DAL,Delta Air Lines,Industrials,delta air lines,400.67828677080047,3,0.08728830847475262,0.009520430366198202,0.027557434752965567,0.08133748173713684,0.03382272322972617,-0.006320033222436933
142,XRAY,Dentsply Sirona,Health Care,dentsply sirona,293.07276111196825,2,0.011476960654060045,-0.02503118664026261,0.08047539855425175,-0.12885775975883007,0.0657890923321247,0.0965073416009545
143,DVN,Devon Energy,Energy,devon energy,-105.95504496548627,2,-0.005818407982587821,-0.06394225582480428,-0.009051299439026743,0.019906917586922663,-0.009665917754173272,0.07001403719186781
144,DXCM,DexCom,Health Care,dexcom,136.12092682370195,1,-0.0550591784218947,-0.017758738249540322,0.030380353331565843,0.08257188275456429,0.04837772369384765,0.06595374923199417
145,FANG,Diamondback Energy,Energy,diamondback energy,135.06509632140663,2,0.02614135233064492,0.007964629307389262,0.006768378500755013,0.05558061972260474,0.0031220668554305915,0.0017328821122646366
146,DLR,Digital Realty Trust,Real Estate,digital realty trust,326.06259458236866,3,0.03725035768002271,-0.01523557802041369,0.06734196383219498,0.06247016787528988,0.026818420886993412,0.013610606392224629
147,DFS,Discover Financial Services,Financials,discover financial services,137.51003029826157,3,-0.008013748460345792,-0.024132337172826146,0.035281815207921535,0.029316611588001248,0.007779067754745457,0.10687515760461488
148,DISCA,Discovery (Series A),Communication Services,discovery (series a),-160.77147276551855,3,-0.02000056786669625,-0.04900816977024076,0.0005240171001507771,0.08526605119307834,-0.04122155388196307,0.0012999586760998
149,DISCK,Discovery (Series C),Communication Services,discovery (series c),110.17759171155129,3,-0.0023458186123106214,-0.04890211497743922,0.023192147413889586,0.08046736319859821,0.006393674612045272,0.10634207632392643
150,DISH,Dish Network,Communication Services,dish network,299.20518364723733,2,0.002498440444469452,-0.00949733797460795,0.05491883594256179,0.09267845470458268,0.016311150491237644,0.10925819911062716
