,Dimension,P-Value M vs. F Firm Embedding,P-Value Delta Firm vs. Delta Random Embedding,Mean Firm,Mean Random,Mean Firm vs. Mean Random,Dictionary
0,"('unsociable', 'sociable')",0.0,0.0,-0.15469710012787724,-0.114170148375,-0.04052695175287724,Sociability
1,"('unfriendly', 'friendly')",5e-05,0.0,-0.10832022583120204,-0.061205959374999994,-0.04711426645620205,Sociability
2,"('unlikable', 'likable')",0.09179,0.01945,0.030468319181585678,0.034757720125,-0.004289400943414325,Sociability
3,"('repellent', 'pleasant')",0.07238,0.0,0.03751294194373402,-0.013722018624999999,0.05123496056873402,Sociability
4,"('disliked', 'liked')",0.74587,0.8438,-0.014752512659846546,-0.0153855355,0.0006330228401534542,Sociability
5,"('distant', 'outgoing')",0.73259,0.0,-0.00964673120204604,-0.056383128000000005,0.046736396797953966,Sociability
6,"('distant', 'open')",0.91355,0.0,0.0033623450127877245,-0.032946163375,0.03630850838778772,Sociability
7,"('insensitive', 'sensitive')",0.59592,0.49281,0.01309756624040921,0.011430359250000001,0.0016672069904092087,Sociability
8,"('unaffectionate', 'affectionate')",0.00014,0.0,-0.08437779514066496,-0.099451569125,0.015073773984335043,Sociability
9,"('unaffectionate', 'caring')",0.11654,0.0,-0.03827078734015345,-0.010184277750000002,-0.028086509590153446,Sociability
10,"('unsympathetic', 'sympathetic')",0.04116,0.0,-0.06873238721227622,0.014956655000000001,-0.08368904221227622,Sociability
11,"('unhelpful', 'helpful')",0.28776,0.0,-0.029130459207161126,0.028270658625000004,-0.05740111783216113,Sociability
12,"('unsupportive', 'supportive')",0.02838,0.0,0.06486426074168798,0.052548439625,0.012315821116687983,Sociability
13,"('impolite', 'polite')",0.0202,0.0,-0.06602666841432225,-0.008508942625,-0.05751772578932225,Sociability
14,"('antisocial', 'social')",0.20484,0.0,-0.03793048925831202,-0.0070527585000000025,-0.03087773075831202,Sociability
15,"('boring', 'funny')",0.0,0.0,-0.07216062391304348,-0.11217863474999999,0.04001801083695651,Sociability
16,"('unpopular', 'popular')",0.20762,0.0,0.024950682992327368,0.004582919000000003,0.020367763992327363,Sociability
17,"('nasty', 'nice')",0.04002,0.0,0.02851377212276215,-0.0002762482499999995,0.02879002037276215,Sociability
18,"('disagreeable', 'welcoming')",0.02159,0.0,0.0347214563938619,0.0158196725,0.0189017838938619,Sociability
19,"('inhospitable', 'hospitable')",0.42426,0.0,-0.017240606393861893,0.028428064749999996,-0.04566867114386189,Sociability
20,"('rough', 'thoughtful')",0.029,0.0,0.03857678452685422,-0.044470884375,0.08304766890185422,Sociability
21,"('immoral', 'moral')",0.71486,0.0,-0.010700792071611256,0.09485016162500001,-0.10555095369661127,Morality
22,"('untrustworthy', 'trustworthy')",0.2575,0.0,-0.02578104092071611,0.024520729375000005,-0.050301770295716114,Morality
23,"('insincere', 'sincere')",0.02685,0.0,-0.09829568299232737,-0.046633676624999995,-0.05166200636732737,Morality
24,"('dishonest', 'honest')",0.26374,0.0,-0.026272517263427112,0.04303864925,-0.06931116651342711,Morality
25,"('egoistic', 'altruistic')",0.50725,0.0,-0.013001701150895141,-0.05503007825,0.04202837709910486,Morality
26,"('hardhearted', 'benevolent')",0.0,0.0,-0.09793257314578005,-0.047219168125,-0.05071340502078005,Morality
27,"('hardhearted', 'softhearted')",0.92227,0.0,0.0020758589514066495,-0.09980181462499998,0.10187767357640663,Morality
28,"('disloyal', 'loyal')",0.0,0.0,-0.11878470268542199,-0.03768303175,-0.08110167093542199,Morality
29,"('unfair', 'fair')",0.0,0.0,-0.07784187225063939,-0.066754648875,-0.011087223375639388,Morality
30,"('intolerant', 'tolerant')",0.06901,0.0,-0.051806151150895145,0.0065083762500000005,-0.05831452740089515,Morality
31,"('evil', 'good')",0.65795,0.6391,0.01275327071611253,0.011015613000000004,0.0017376577161125253,Morality
32,"('unkind', 'kind')",0.00046,0.0,-0.07139701534526854,-0.016870367125000004,-0.054526648220268537,Morality
33,"('wrong', 'right')",0.48577,0.0,-0.012814959718670079,0.038784844375,-0.051599804093670085,Morality
34,"('mean', 'honorable')",0.02429,0.0,0.08169787046035806,0.137111727625,-0.05541385716464195,Morality
35,"('corrupt', 'incorrupt')",0.97268,0.0,0.0010879634271099775,-0.029005760750000005,0.03009372417710998,Morality
36,"('hostile', 'amicable')",0.01091,0.0,-0.08022621841432226,-0.05228566275,-0.027940555664322256,Morality
37,"('fake', 'genuine')",0.82606,0.15649,-0.0036922881074168794,-0.006069475125000001,0.002377187017583122,Morality
38,"('untruthful', 'truthful')",0.96393,0.0,0.0007455606138107415,0.013567176375,-0.012821615761189259,Morality
39,"('exploitative', 'cooperative')",0.03763,0.0,0.040696781713554994,0.053859099875,-0.013162318161445002,Morality
40,"('stingy', 'generous')",0.45745,0.0,0.014176083631713556,-0.09474391687499999,0.10892000050671355,Morality
41,"('unforgiving', 'forgiving')",0.00998,0.0,-0.043031714578005115,-0.009110542125000001,-0.03392117245300511,Morality
42,"('unreliable', 'reliable')",0.06711,2e-05,0.06244502429667518,0.05160881387499999,0.010836210421675187,Morality
43,"('irresponsible', 'responsible')",0.87454,0.63572,0.004647793350383632,0.003296572874999999,0.0013512204753836328,Morality
44,"('prejudiced', 'unprejudiced')",0.13177,0.0,0.030854125063938618,-0.01364183175,0.044495956813938614,Morality
45,"('incompetent', 'competent')",0.02011,0.0,-0.06578618273657288,-0.024346118625000003,-0.04144006411157288,Ability
46,"('uncompetitive', 'competitive')",0.73188,0.0,-0.010611565728900258,0.026842373124999996,-0.037453938853900255,Ability
47,"('stupid', 'smart')",0.70841,0.0,0.012354576854219946,0.055530662625,-0.043176085770780054,Ability
48,"('unintelligent', 'intelligent')",0.01808,0.25838,-0.06588801445012787,-0.068774748375,0.0028867339248721258,Ability
49,"('unable', 'able')",0.00053,0.0,0.06185676125319693,0.0724339985,-0.010577237246803067,Ability
50,"('clumsy', 'skillful')",0.32807,0.0,0.01883840345268542,-0.016012611750000003,0.03485101520268542,Ability
51,"('uneducated', 'educated')",0.0,0.0,-0.12393871739130434,-0.028256781,-0.09568193639130435,Ability
52,"('irrational', 'rational')",0.0,0.0,-0.1100116806905371,-0.08410061575,-0.025911064940537104,Ability
53,"('uncreative', 'creative')",0.13533,0.18931,-0.029810125191815855,-0.033120459000000005,0.00331033380818415,Ability
54,"('incapable', 'capable')",0.00041,0.0,-0.061642442455242974,0.06645362275,-0.12809606520524297,Ability
55,"('incompetent', 'clever')",0.36204,0.1215,-0.028606273785166243,-0.022888854999999996,-0.005717418785166246,Ability
56,"('impractical', 'practical')",0.69952,0.0,-0.011808044884910487,0.027464695875,-0.03927274075991049,Ability
57,"('unimaginative', 'imaginative')",0.0056,0.0,-0.0795889662404092,-0.018679365375000007,-0.0609096008654092,Ability
58,"('undiscriminating', 'discriminating')",0.0042,0.0,-0.046447568030690535,-0.037049350625000005,-0.00939821740569053,Ability
59,"('foolish', 'wise')",0.81556,0.0,-0.004465291304347827,0.022248446499999998,-0.026713737804347826,Ability
60,"('inefficient', 'efficient')",0.52945,0.01944,0.022421437084398976,0.012666203875000006,0.00975523320939897,Ability
61,"('illogical', 'logical')",0.0,0.0,-0.10393637493606138,-0.082745689375,-0.02119068556106138,Ability
62,"('incompetent', 'brilliant')",0.03352,0.0,0.061104088874680315,0.03206159575,0.029042493124680317,Ability
63,"('unperceptive', 'insightful')",0.86907,0.0,0.003773756649616368,-0.010014301750000001,0.01378805839961637,Ability
64,"('shy', 'confident')",0.96156,0.0,-0.0021613858056266032,0.04833753012500001,-0.05049891593062661,Agency
65,"('insecure', 'secure')",0.01517,0.0,-0.06530491687979541,-0.038601286125,-0.026703630754795406,Agency
66,"('inactive', 'active')",0.73884,0.0,-0.00907721253196931,-0.038244217625,0.02916700509303069,Agency
67,"('doubtful', 'determined')",0.49543,0.0,-0.011248249616368286,0.035395619749999996,-0.04664386936636828,Agency
68,"('dependent', 'independent')",0.11868,0.0,-0.025684923145780053,0.012689167124999998,-0.03837409027078005,Agency
69,"('lazy', 'industrious')",0.00318,0.0,0.08674532864450127,0.06666433225,0.02008099639450127,Agency
70,"('lethargic', 'energetic')",0.58943,0.0,-0.015775625959079283,-0.06884056787500001,0.053064941915920726,Agency
71,"('diffident', 'self-confident')",0.86412,0.0,-0.003878655115089514,0.009713863375,-0.013592518490089514,Agency
72,"('unambitious', 'ambitious')",0.99666,0.29444,-8.530511508951365e-05,0.002092091374999999,-0.0021773964900895127,Agency
73,"('helpless', 'self-reliant')",0.00492,0.0,0.06662611560102301,0.049915993000000006,0.016710122601023003,Agency
74,"('undedicated', 'dedicated')",0.5545,0.0,-0.01153337698209719,-0.065498062625,0.05396468564290281,Agency
75,"('meek', 'impulsive')",0.06382,0.62427,0.039478065217391306,0.040562069874999995,-0.0010840046576086892,Agency
76,"('anxious', 'daring')",0.2598,0.0,0.026357599999999995,-0.059953862375,0.086311462375,Agency
77,"('unmotivated', 'motivated')",0.38983,0.0,0.016812383503836317,0.059231149625,-0.04241876612116369,Agency
78,"('nonresilient', 'resilient')",7e-05,0.0,0.07234839066496164,-0.028816141374999996,0.10116453203996163,Agency
79,"('wavering', 'unwavering')",0.05307,0.04671,-0.045518181074168794,-0.051285817250000004,0.00576763617583121,Agency
80,"('dominated', 'dominating')",0.03694,7e-05,0.049061854219948846,0.0371948905,0.011866963719948845,Agency
81,"('submissive', 'aggressive')",0.01646,0.0,-0.07507263286445012,0.018321390875000006,-0.09339402373945013,Agency
82,"('poor', 'rich')",0.18956,0.0,-0.05175889923273657,-0.010934123250000014,-0.04082477598273655,Status
83,"('powerless', 'powerful')",0.00835,0.0,-0.04231164168797954,-0.006708776999999998,-0.03560286468797954,Status
84,"('inferior', 'superior')",0.05304,0.0,-0.030199151918158567,0.006215832250000001,-0.03641498416815857,Status
85,"('insignificant', 'prestigious')",0.5371,0.0,-0.02210099590792839,-0.042602145125000004,0.020501149217071614,Status
86,"('uninfluential', 'influential')",0.0,0.0,-0.15405487928388747,-0.07068126749999999,-0.08337361178388748,Status
87,"('unsuccessful', 'successful')",0.30883,0.0,-0.019217833120204603,0.032384365750000005,-0.051602198870204605,Status
88,"('low', 'eminent')",0.0,0.0,-0.09645395460358056,-0.025663943625,-0.07079001097858055,Status
