,Huntington_male,Huntington_female,tuple,Ingalls_male,Ingalls_female,Industries_male,Industries_female,average_male,average_female,female-male
75,5.671171,5.4401484,"('confident', 'shy')",2.7066517,2.5867352,5.4495916,5.5067234,4.609138170878093,4.511202494303386,-0.09793567657470703
27,-3.617306,-3.290052,"('sincere', 'insincere')",-0.37185195,-0.043901384,-6.1141653,-6.1939087,-3.367774327596029,-3.1759541829427085,0.1918201446533203
40,-3.3198633,-3.2348444,"('honorable', 'mean')",-1.4668407,-1.7062812,-4.9742317,-5.449584,-3.2536452611287436,-3.46356995900472,-0.20992469787597656
95,-3.1346052,-2.966525,"('rich', 'poor')",-1.4852657,-1.5068668,-5.904777,-5.936,-3.508216222127279,-3.469797134399414,0.03841908772786473
6,3.1306596,2.9260135,"('liked', 'disliked')",0.8034173,0.73080045,5.2117295,5.4084234,3.0486021041870117,3.0217456817626953,-0.026856422424316406
53,-2.4136212,-2.0631316,"('smart', 'stupid')",-1.0951653,-0.9598461,-4.3797617,-4.6491446,-2.6295159657796225,-2.5573740005493164,0.07214196523030614
33,-2.33218,-2.1541018,"('softhearted', 'hardhearted')",-0.421164,-0.18981326,-0.44363824,-0.53811026,-1.065660794576009,-0.9606750806172689,0.10498571395874012
50,2.2013137,1.9783733,"('unprejudiced', 'prejudiced')",0.7573433,0.76780546,2.061376,1.8984665,1.6733442942301433,1.5482150713602703,-0.12512922286987305
86,2.1579704,2.0610971,"('self-reliant', 'helpless')",0.02604419,0.009207547,3.0003362,2.8523922,1.7281169891357422,1.6408990224202473,-0.08721796671549487
48,2.1236959,2.0502858,"('reliable', 'unreliable')",0.15090215,0.17761701,2.7541041,2.3794923,1.6762340863545735,1.5357983907063801,-0.14043569564819336
32,-2.0909095,-2.0495675,"('benevolent', 'hardhearted')",-1.4731156,-1.6234118,-1.7357057,-1.4623319,-1.766576925913493,-1.7117703755696614,0.05480655034383153
3,2.081307,1.9638014,"('likable', 'unlikable')",0.8070331,0.95443153,1.393158,1.472019,1.4271659851074219,1.463417371114095,0.0362513860066731
56,1.8533891,2.0131023,"('intelligent', 'dumb')",-0.061956443,0.010045767,0.68804324,0.6850192,0.8264919916788737,0.902722438176473,0.07623044649759936
15,1.8126695,2.1615064,"('polite', 'impolite')",2.252711,2.4854574,-0.05272521,0.09702556,1.337551752726237,1.5813298225402832,0.24377806981404615
99,-1.7285982,-1.8125166,"('prestigious', 'insignificant')",-1.8872457,-2.1269023,-0.038632035,0.24843529,-1.2181585629781086,-1.230327844619751,-0.012169281641642327
62,-1.6721516,-1.688215,"('creative', 'uncreative')",-0.2236683,0.09449248,-0.8167668,-0.8983838,-0.9041955471038818,-0.8307021458943685,0.07349340120951331
16,1.5638375,1.4848719,"('social', 'antisocial')",1.4482527,1.3841945,-0.9049672,-0.85475916,0.7023742993672689,0.6714356740315756,-0.03093862533569336
1,-1.5394478,-1.5677838,"('friendly', 'unfriendly')",-1.1119024,-1.0221732,-1.252713,-1.0838089,-1.3013543287913005,-1.2245886325836182,0.07676569620768237
107,1.4143214,1.5443602,"('conventional', 'modern')",1.3592436,1.7132546,0.41751614,0.35230395,1.0636937618255615,1.2033061981201172,0.13961243629455566
11,-1.3846061,-1.4037571,"('caring', 'unaffectionate')",-1.2413611,-1.0588053,-1.6257833,-1.4885998,-1.417250156402588,-1.3170541127522786,0.10019604365030932
109,1.3808744,1.4466984,"('conservative', 'liberal')",2.6728797,2.47166,0.5828585,0.50316346,1.5455374717712402,1.473840554555257,-0.07169691721598315
108,1.3808744,1.4466984,"('conservative', 'liberal')",2.6728797,2.47166,0.5828585,0.50316346,1.5455374717712402,1.473840554555257,-0.07169691721598315
93,1.2735566,1.4812531,"('dominating', 'dominated')",0.47590992,0.77348256,-0.29992002,-0.3389766,0.4831821918487549,0.6385863622029623,0.1554041703542074
98,-1.2666297,-1.2141781,"('prestigious', 'insignificant')",-1.9522693,-2.0197978,0.4210732,0.5050434,-0.9326086044311523,-0.9096441268920898,0.0229644775390625
10,-1.2393878,-1.2385721,"('affectionate', 'unaffectionate')",-1.4965856,-1.383312,-0.7057605,-0.439344,-1.1472446123758953,-1.020409345626831,0.1268352667490642
105,-1.1970277,-1.415465,"('conventional', 'modern')",-0.78615284,-0.8215296,0.2660776,0.29729277,-0.5723676284154257,-0.6465673446655273,-0.07419971625010169
65,1.1920036,1.1561829,"('practical', 'impractical')",0.25703245,0.34461123,-2.3147078,-2.5139508,-0.2885572115580241,-0.3377188841501872,-0.049161672592163086
76,1.1641666,1.2360561,"('secure', 'insecure')",1.6027545,1.8584733,0.85627806,0.5500758,1.2077329953511555,1.214868386586507,0.0071353912353515625
94,1.1492674,1.1728258,"('aggressive', 'submissive')",2.220669,2.2881439,-0.667416,-0.68367505,0.9008401234944662,0.9257648785909017,0.024924755096435547
78,1.1015154,0.8928429,"('active', 'inactive')",0.5524266,0.28600645,1.7363126,1.6589292,1.1300848325093586,0.9459261894226074,-0.18415864308675123
71,1.0916064,0.92479634,"('efficient', 'inefficient')",2.1408296,2.2516696,-1.3953793,-1.7851295,0.612352212270101,0.463778813680013,-0.14857339859008795
9,-1.0816469,-1.1029867,"('sensitive', 'insensitive')",0.70280826,0.894908,-0.87804246,-1.1374803,-0.41896037260691327,-0.44851962725321454,-0.02955925464630127
28,-1.0517547,-0.96142316,"('honest', 'dishonest')",0.54111904,0.68451405,-1.459863,-1.6345155,-0.6568328539530436,-0.6371415456136068,0.019691308339436775
24,-0.9717522,-1.0175841,"('thoughtful', 'rough')",-0.18480244,-0.08538967,-0.32786542,-0.60257494,-0.4948066870371501,-0.568516214688619,-0.07370952765146893
59,0.95882034,1.0741402,"('skillful', 'clumsy')",-0.570155,-0.37824613,-0.37944275,-0.18634081,0.003074189027150472,0.16985108455022177,0.1667768955230713
66,0.9353589,0.8110924,"('imaginative', 'unimaginative')",0.5662861,1.0576435,1.4042475,1.4593841,0.9686307907104492,1.1093733310699463,0.14074254035949707
47,-0.9295967,-0.99055254,"('forgiving', 'unforgiving')",0.29570204,0.39015174,0.032021865,0.09372249,-0.20062426726023355,-0.16889278093973795,0.031731486320495605
104,-0.9257311,-0.7151462,"('conventional', 'unconventional')",-1.340498,-1.3687263,0.084119245,0.54084396,-0.7273699442545573,-0.5143427848815918,0.21302715937296546
89,0.917187,0.8881611,"('daring', 'anxious')",0.8910676,1.0606403,-0.27163458,-0.42786276,0.5122066736221313,0.5069795846939087,-0.005227088928222656
30,0.87978345,0.8358282,"('honest', 'dishonest')",0.32539916,0.33899367,-0.9881981,-1.0692787,0.07232815027236938,0.03518104553222656,-0.03714710474014282
12,-0.8791112,-0.7176858,"('sympathetic', 'unsympathetic')",1.8269498,2.0811338,-1.3308295,-1.3874362,-0.12766361236572266,-0.007996042569478353,0.11966756979624431
