,Freeport-McMoRan_male,Freeport-McMoRan_female,tuple,average_male,average_female,female-male
71,2.652163,2.8280964,"('efficient', 'inefficient')",2.652163028717041,2.828096389770508,0.1759333610534668
94,2.3141985,2.357551,"('aggressive', 'submissive')",2.3141984939575195,2.357551097869873,0.043352603912353516
86,-2.257117,-2.3879423,"('self-reliant', 'helpless')",-2.2571170330047607,-2.387942314147949,-0.13082528114318848
12,2.213205,2.424633,"('sympathetic', 'unsympathetic')",2.213205099105835,2.424633026123047,0.21142792701721191
2,2.1604478,2.1965995,"('friendly', 'unfriendly')",2.160447835922241,2.1965994834899902,0.03615164756774902
81,-2.0622087,-2.3004935,"('industrious', 'lazy')",-2.062208652496338,-2.3004934787750244,-0.23828482627868652
55,2.0219867,2.1935215,"('intelligent', 'unintelligent')",2.021986722946167,2.193521499633789,0.17153477668762207
64,1.9857275,2.0914292,"('clever', 'incompetent')",1.9857275485992432,2.0914292335510254,0.10570168495178223
0,1.9619765,2.1298456,"('sociable', 'unsociable')",1.9619765281677246,2.12984561920166,0.16786909103393555
15,1.889005,1.8053062,"('polite', 'impolite')",1.8890049457550049,1.8053061962127686,-0.08369874954223633
100,1.8554814,1.997848,"('influential', 'uninfluential')",1.8554813861846924,1.9978480339050293,0.14236664772033691
60,1.7607671,1.6085836,"('educated', 'uneducated')",1.7607671022415161,1.6085835695266724,-0.15218353271484375
54,1.6869721,1.3818644,"('smart', 'stupid')",1.6869721412658691,1.3818644285202026,-0.3051077127456665
16,1.6484103,1.8166772,"('social', 'antisocial')",1.6484103202819824,1.816677212715149,0.1682668924331665
52,1.4896054,1.6112711,"('competitive', 'uncompetitive')",1.48960542678833,1.6112711429595947,0.12166571617126465
107,1.4156692,1.7411673,"('conventional', 'modern')",1.4156692028045654,1.7411673069000244,0.325498104095459
38,1.4014434,1.5508411,"('kind', 'unkind')",1.401443362236023,1.5508410930633545,0.14939773082733154
88,-1.355699,-1.2433822,"('impulsive', 'meek')",-1.3556989431381226,-1.243382215499878,0.11231672763824463
89,1.3426225,1.4038408,"('daring', 'anxious')",1.3426225185394287,1.4038407802581787,0.06121826171875
76,1.3010132,1.3752534,"('secure', 'insecure')",1.3010132312774658,1.375253438949585,0.07424020767211914
98,-1.2909794,-1.3633813,"('prestigious', 'insignificant')",-1.2909793853759766,-1.363381266593933,-0.07240188121795654
69,-1.2872015,-1.3811984,"('wise', 'foolish')",-1.2872015237808228,-1.3811984062194824,-0.09399688243865967
6,-1.2844069,-1.2712865,"('liked', 'disliked')",-1.2844069004058838,-1.2712864875793457,0.013120412826538086
61,-1.2684464,-1.3494046,"('rational', 'irrational')",-1.268446445465088,-1.3494045734405518,-0.08095812797546387
99,-1.1971182,-1.2107421,"('prestigious', 'insignificant')",-1.1971181631088257,-1.2107421159744263,-0.013623952865600586
36,1.1708533,1.191372,"('tolerant', 'intolerant')",1.1708532571792603,1.191372036933899,0.020518779754638672
91,1.159787,1.463114,"('resilient', 'nonresilient')",1.1597870588302612,1.4631140232086182,0.30332696437835693
8,-1.1399515,-1.3843284,"('open', 'distant')",-1.139951467514038,-1.3843283653259277,-0.24437689781188965
7,-1.1005145,-1.2612071,"('outgoing', 'distant')",-1.100514531135559,-1.261207103729248,-0.16069257259368896
109,1.0755106,0.9134301,"('conservative', 'liberal')",1.0755106210708618,0.9134300947189331,-0.1620805263519287
108,1.0755106,0.9134301,"('conservative', 'liberal')",1.0755106210708618,0.9134300947189331,-0.1620805263519287
104,-1.065599,-1.0673387,"('conventional', 'unconventional')",-1.065598964691162,-1.0673387050628662,-0.0017397403717041016
78,1.0599397,0.88408446,"('active', 'inactive')",1.0599397420883179,0.8840844631195068,-0.17585527896881104
13,1.0424423,1.0428938,"('helpful', 'unhelpful')",1.0424423217773438,1.0428937673568726,0.0004514455795288086
82,-1.0418321,-1.1675326,"('industrious', 'meek')",-1.0418320894241333,-1.1675325632095337,-0.1257004737854004
25,1.0330713,1.0465186,"('moral', 'immoral')",1.0330712795257568,1.0465185642242432,0.013447284698486328
41,-1.0083624,-1.0992835,"('incorrupt', 'corrupt')",-1.0083624124526978,-1.0992834568023682,-0.09092104434967041
42,-0.9877281,-0.95244354,"('amicable', 'hostile')",-0.9877281188964844,-0.952443540096283,0.035284578800201416
37,-0.9815986,-1.0875618,"('good', 'evil')",-0.9815986156463623,-1.087561845779419,-0.10596323013305664
22,0.96448934,0.71800035,"('welcoming', 'disagreeable')",0.9644893407821655,0.7180003523826599,-0.24648898839950562
92,-0.95274884,-0.68317896,"('unwavering', 'wavering')",-0.9527488350868225,-0.6831789612770081,0.26956987380981445
19,-0.9456829,-0.7590605,"('funny', 'boring')",-0.9456828832626343,-0.7590605020523071,0.18662238121032715
48,-0.93639755,-1.1899741,"('reliable', 'unreliable')",-0.9363975524902344,-1.189974069595337,-0.25357651710510254
105,-0.91979825,-0.6021061,"('conventional', 'modern')",-0.9197982549667358,-0.6021060943603516,0.3176921606063843
14,0.88694847,0.88326895,"('supportive', 'unsupportive')",0.8869484663009644,0.8832689523696899,-0.003679513931274414
95,0.8859392,0.84942085,"('rich', 'poor')",0.8859391808509827,0.8494208455085754,-0.03651833534240723
35,-0.87639415,-0.84055233,"('fair', 'unfair')",-0.8763941526412964,-0.8405523300170898,0.03584182262420654
29,0.87369025,0.77276176,"('honest', 'immoral')",0.8736902475357056,0.7727617621421814,-0.10092848539352417
47,0.8469252,0.99514806,"('forgiving', 'unforgiving')",0.8469251990318298,0.9951480627059937,0.14822286367416382
101,0.83797956,0.7289864,"('successful', 'unsuccessful')",0.8379795551300049,0.728986382484436,-0.10899317264556885
90,0.8346807,0.9356,"('motivated', 'unmotivated')",0.8346806764602661,0.9355999827384949,0.10091930627822876
33,0.78409624,0.6276881,"('softhearted', 'hardhearted')",0.7840962409973145,0.6276881098747253,-0.1564081311225891
23,0.78190285,0.5670381,"('hospitable', 'inhospitable')",0.7819028496742249,0.5670381188392639,-0.21486473083496094
73,0.7777705,0.7926002,"('brilliant', 'incompetent')",0.7777705192565918,0.7926002144813538,0.014829695224761963
24,0.77729595,0.6986014,"('thoughtful', 'rough')",0.7772959470748901,0.6986014246940613,-0.07869452238082886
50,-0.7475898,-0.93421423,"('unprejudiced', 'prejudiced')",-0.7475898265838623,-0.9342142343521118,-0.1866244077682495
27,0.7425322,0.8937008,"('sincere', 'insincere')",0.7425321936607361,0.8937007784843445,0.1511685848236084
85,0.7326959,0.94509554,"('ambitious', 'unambitious')",0.7326958775520325,0.9450955390930176,0.2123996615409851
57,0.73066723,0.7934613,"('able', 'unable')",0.730667233467102,0.7934613227844238,0.06279408931732178
70,0.71699995,0.76782286,"('wise', 'unwise')",0.7169999480247498,0.7678228616714478,0.050822913646698
58,0.7053023,0.7085563,"('able', 'clumsy')",0.7053022980690002,0.7085562944412231,0.0032539963722229004
83,0.7051326,0.7929197,"('energetic', 'lethargic')",0.7051326036453247,0.7929196953773499,0.08778709173202515
51,0.68818617,0.9828912,"('competent', 'incompetent')",0.6881861686706543,0.9828912019729614,0.29470503330230713
110,-0.67475975,-0.44370794,"('narrow-minded', 'open-minded')",-0.6747597455978394,-0.4437079429626465,0.23105180263519287
17,0.65272665,0.92845213,"('social', 'antisocial')",0.6527266502380371,0.9284521341323853,0.27572548389434814
5,0.65252674,0.6177248,"('pleasant', 'repellent')",0.6525267362594604,0.6177247762680054,-0.03480195999145508
84,-0.64910567,-0.615656,"('self-confident', 'diffident')",-0.6491056680679321,-0.6156560182571411,0.033449649810791016
53,0.59411955,0.5768531,"('smart', 'stupid')",0.5941195487976074,0.5768530964851379,-0.017266452312469482
39,-0.57415897,-0.75935197,"('right', 'wrong')",-0.5741589665412903,-0.7593519687652588,-0.1851930022239685
79,-0.549285,-0.6704297,"('determined', 'doubtful')",-0.5492849946022034,-0.6704297065734863,-0.12114471197128296
9,0.54628354,0.6757493,"('sensitive', 'insensitive')",0.5462835431098938,0.6757493019104004,0.1294657588005066
74,0.53843594,0.6226232,"('insightful', 'unperceptive')",0.5384359359741211,0.6226232051849365,0.08418726921081543
46,-0.5312356,-0.5281117,"('generous', 'stingy')",-0.5312355756759644,-0.5281116962432861,0.0031238794326782227
103,0.50634134,0.49229002,"('traditional', 'modern')",0.5063413381576538,0.49229001998901367,-0.014051318168640137
72,0.48779,0.4785801,"('logical', 'illogical')",0.48778998851776123,0.4785800874233246,-0.009209901094436646
49,0.48411345,0.5093724,"('responsible', 'irresponsible')",0.4841134548187256,0.5093724131584167,0.025258958339691162
45,-0.45421964,-0.76628286,"('cooperative', 'exploitative')",-0.45421963930130005,-0.766282856464386,-0.31206321716308594
30,0.45111713,0.64182246,"('honest', 'dishonest')",0.4511171281337738,0.6418224573135376,0.1907053291797638
65,0.4411294,0.5231805,"('practical', 'impractical')",0.4411293864250183,0.5231804847717285,0.0820510983467102
63,-0.4388824,-0.35064292,"('capable', 'incapable')",-0.43888241052627563,-0.3506429195404053,0.08823949098587036
28,0.41572702,0.45296332,"('honest', 'dishonest')",0.41572701930999756,0.45296332240104675,0.037236303091049194
21,0.39535797,0.37971455,"('nice', 'nasty')",0.39535796642303467,0.3797145485877991,-0.015643417835235596
96,0.36794126,0.2830205,"('powerful', 'powerless')",0.3679412603378296,0.2830204963684082,-0.08492076396942139
93,0.3596447,0.37163007,"('dominating', 'dominated')",0.35964471101760864,0.37163007259368896,0.011985361576080322
102,0.34407556,0.3239812,"('eminent', 'low')",0.3440755605697632,0.3239811956882477,-0.020094364881515503
20,0.3273139,0.27565777,"('popular', 'unpopular')",0.3273138999938965,0.2756577730178833,-0.051656126976013184
32,-0.32425302,-0.27187046,"('benevolent', 'hardhearted')",-0.32425302267074585,-0.2718704640865326,0.05238255858421326
44,0.31129298,0.48093912,"('truthful', 'untruthful')",0.31129297614097595,0.480939120054245,0.16964614391326904
106,-0.3051958,-0.22621018,"('conventional', 'unconventional')",-0.30519580841064453,-0.22621017694473267,0.07898563146591187
56,-0.28068346,-0.4440609,"('intelligent', 'dumb')",-0.2806834578514099,-0.44406089186668396,-0.16337743401527405
40,0.26989707,0.13534045,"('honorable', 'mean')",0.26989707350730896,0.13534045219421387,-0.1345566213130951
26,0.26929507,0.35172176,"('trustworthy', 'untrustworthy')",0.2692950665950775,0.35172176361083984,0.08242669701576233
66,-0.22572856,0.04047525,"('imaginative', 'unimaginative')",-0.22572855651378632,0.04047524929046631,0.2662038058042526
77,0.21977311,-0.007726237,"('active', 'inactive')",0.21977311372756958,-0.007726237177848816,-0.2274993509054184
34,0.21206085,0.5676353,"('loyal', 'disloyal')",0.2120608538389206,0.5676352977752686,0.35557444393634796
43,-0.1824781,-0.09272897,"('genuine', 'fake')",-0.18247810006141663,-0.09272897243499756,0.08974912762641907
10,-0.1797978,0.07184625,"('affectionate', 'unaffectionate')",-0.17979779839515686,0.07184624671936035,0.2516440451145172
75,0.17512158,0.043330997,"('confident', 'shy')",0.17512157559394836,0.043330997228622437,-0.13179057836532593
4,-0.15586078,-0.21739785,"('likable', 'unlikable')",-0.1558607816696167,-0.21739785373210907,-0.06153707206249237
