,Charles_male,Charles_female,tuple,River_male,River_female,Laboratories_male,Laboratories_female,average_male,average_female,female-male
18,-0.48596478,-0.20410627,"('social', 'asocial')",-1.5262761,-1.8720245,-0.40165293,-0.43482888,-0.804631233215332,-0.8369865417480469,-0.032355308532714844
106,-0.4803083,-0.4293313,"('conventional', 'unconventional')",0.4540011,0.58808184,0.08814835,0.22280592,0.020613717536131542,0.1271854837735494,0.10657176623741786
55,-0.47112727,-0.49626878,"('intelligent', 'unintelligent')",-0.87186587,-0.84743,-1.6434135,-1.5250301,-0.9954689343770345,-0.9562429587046305,0.039225975672404045
7,0.46232194,0.07676232,"('outgoing', 'distant')",1.9014121,1.267247,1.1696942,0.95904624,1.1778093973795574,0.7676851749420166,-0.41012422243754076
67,-0.42892176,-0.35146183,"('discriminating', 'undiscriminating')",0.031357154,-0.12364582,-1.2518411,-1.0095401,-0.5498019059499105,-0.49488258361816406,0.054919322331746456
41,0.42127395,0.33185154,"('incorrupt', 'corrupt')",1.95457,2.1548386,1.7425615,1.9049122,1.3728017807006836,1.4638675053914387,0.09106572469075513
82,0.41337198,0.2934725,"('industrious', 'meek')",1.0949095,1.4305433,1.0940855,1.0545411,0.8674556414286295,0.9261856079101562,0.05872996648152673
0,-0.41254795,0.09070709,"('sociable', 'unsociable')",-0.9585434,-0.49366453,-1.1141242,-0.8607891,-0.8284052213033041,-0.4212488333384196,0.40715638796488446
42,0.40172315,0.16580707,"('amicable', 'hostile')",2.2550466,2.4203901,1.7549639,1.8713622,1.470577875773112,1.4858531951904297,0.015275319417317634
80,0.397779,0.4981832,"('independent', 'dependent')",1.1503205,1.0150548,0.67323357,0.6428579,0.7404443422953287,0.7186986605326334,-0.021745681762695312
45,-0.39229822,-0.2721163,"('cooperative', 'exploitative')",-0.70628643,-1.2554508,-0.013374813,-0.2119725,-0.3706531524658203,-0.5798465410868326,-0.20919338862101233
64,-0.3780813,-0.19693726,"('clever', 'incompetent')",-1.3703032,-1.4760725,-1.6294689,-1.5481472,-1.1259511311848958,-1.0737190246582031,0.052232106526692634
17,0.36586475,0.6949557,"('social', 'antisocial')",-0.9300481,-0.48372227,-0.9090596,-0.78684247,-0.49108099937438965,-0.19186967611312866,0.299211323261261
77,0.35403413,0.32994813,"('active', 'inactive')",0.70644563,1.0439327,0.9504608,1.2245948,0.6703135172526041,0.8661585648854574,0.19584504763285326
74,-0.3346859,-0.19400597,"('insightful', 'unperceptive')",-1.7609527,-1.7608844,-1.3937378,-1.265015,-1.1631254355112712,-1.0733017921447754,0.08982364336649584
72,-0.32383138,-0.055529773,"('logical', 'illogical')",-0.8611747,-0.700265,-0.89851445,-0.6369315,-0.6945068836212158,-0.46424206097920734,0.23026482264200848
83,-0.31120968,-0.14067078,"('energetic', 'lethargic')",-0.7581699,-0.87521327,-0.53795505,-0.48018742,-0.5357782046000162,-0.49869048595428467,0.03708771864573157
99,-0.309642,-0.41122344,"('prestigious', 'insignificant')",-0.24446096,0.15428117,-0.64637417,-0.33866757,-0.4001590410868327,-0.1985366145769755,0.2016224265098572
79,-0.28262097,-0.16289055,"('determined', 'doubtful')",-0.7356118,-0.43857074,0.23288828,0.26953197,-0.2617815136909485,-0.11064310868581136,0.15113840500513714
59,0.268583,0.36129698,"('skillful', 'clumsy')",0.032477573,0.61892104,0.69525236,0.9497479,0.3321043054262797,0.6433219909667969,0.31121768554051715
71,0.25874782,0.31194937,"('efficient', 'inefficient')",-0.71246386,-1.2136027,-1.4844398,-1.6992893,-0.6460519631703695,-0.8669808705647787,-0.22092890739440918
61,0.2583274,0.26456937,"('rational', 'irrational')",1.3165615,1.3487664,0.49431154,0.5997405,0.6897334257761637,0.73769211769104,0.04795869191487634
5,0.2573163,0.30200958,"('pleasant', 'repellent')",-0.757201,-0.6111485,0.4869777,0.4425677,-0.0043023427327473955,0.04447627067565918,0.04877861340840658
62,-0.25684673,-0.343672,"('creative', 'uncreative')",-0.5097979,-0.77745223,-0.15700525,-0.09576359,-0.30788328250249225,-0.4056292772293091,-0.09774599472681683
91,0.24519257,0.23522153,"('resilient', 'nonresilient')",-0.26338723,-0.070611894,-0.20286554,-0.22503236,-0.07368673384189606,-0.02014090617497762,0.05354582766691844
85,-0.23213696,-0.15332988,"('ambitious', 'unambitious')",-0.31633687,-0.23124076,-0.97880375,-0.9867104,-0.5090925296147665,-0.4570937156677246,0.051998813947041866
107,0.22113714,0.47944558,"('conventional', 'modern')",-0.17617129,0.094477,-0.012985289,-0.027739197,0.010660186409950256,0.18206111590067545,0.1714009294907252
21,0.21804535,0.20271742,"('nice', 'nasty')",0.2854694,0.29510272,0.5895878,0.4626683,0.3643675247828166,0.3201628128687541,-0.0442047119140625
30,-0.20217091,0.033381045,"('honest', 'dishonest')",-0.8611489,-0.7808132,-0.24249786,-0.3430212,-0.4352725346883138,-0.3634844621022542,0.07178807258605957
31,-0.17626816,-0.41187295,"('altruistic', 'egoistic')",-0.64229685,-0.17058137,-0.36279714,-0.34055835,-0.3937873840332031,-0.3076708912849426,0.0861164927482605
8,0.12158194,-0.25837964,"('open', 'distant')",2.0111864,1.2537954,1.1047807,0.9710572,1.079183022181193,0.6554909547170004,-0.42369206746419275
20,0.121497884,0.22510937,"('popular', 'unpopular')",-1.410542,-0.33519134,-0.38233146,-0.16308509,-0.5571252107620239,-0.09105569124221802,0.4660695195198059
39,-0.102311924,-0.052546546,"('right', 'wrong')",-0.31875855,-0.08960226,-0.07000843,0.09148294,-0.16369296113650003,-0.01688862343629201,0.146804337700208
54,0.09214935,-0.20396039,"('smart', 'stupid')",1.1276808,1.003144,-0.22347839,-0.36103094,0.3321172595024109,0.14605089028676352,-0.18606636921564737
93,-0.07252127,0.2665341,"('dominating', 'dominated')",-0.4295261,-0.3193692,0.21450652,0.33102933,-0.09584695100784302,0.09273140629132588,0.18857835729916889
110,0.06954157,-0.054549456,"('narrow-minded', 'open-minded')",0.021757543,-0.08393344,1.008011,0.84162503,0.3664367198944092,0.23438072204589844,-0.13205599784851074
4,-0.05998999,-0.13349122,"('likable', 'unlikable')",-0.62946755,-0.7344066,-0.89001286,-0.9375278,-0.5264901320139567,-0.6018085479736328,-0.07531841595967614
23,0.051604986,-0.03922093,"('hospitable', 'inhospitable')",1.0242159,0.9190152,1.1772556,1.1334019,0.7510255177815756,0.6710654099782308,-0.07996010780334473
19,-0.03699255,0.07513356,"('funny', 'boring')",-0.46747425,-0.49326584,-0.8351069,-0.9080784,-0.44652454058329266,-0.442070206006368,0.004454334576924679
96,-0.03225085,0.111357264,"('powerful', 'powerless')",-0.74782026,-0.17287874,-0.68690205,-0.43298697,-0.4889910618464152,-0.16483614842096964,0.32415491342544556
89,-0.018195271,0.1649049,"('daring', 'anxious')",-0.6309922,-0.8620719,-0.0046281517,0.15494175,-0.21793854236602783,-0.18074174722035727,0.037196795145670564
51,0.016913086,0.052129984,"('competent', 'incompetent')",-0.8139069,-0.8845401,-0.9621538,-0.88974845,-0.5863825480143229,-0.5740528504053751,0.012329697608947754
84,-0.0057742,-0.1548425,"('self-confident', 'diffident')",-0.6595621,-0.6243405,0.19512236,0.19974479,-0.15673798322677612,-0.1931460698445638,-0.03640808661778769
57,-0.00078479946,0.00024539232,"('able', 'unable')",0.38552865,0.044453636,-0.2273426,-0.42875105,0.05246708790461222,-0.12801734606424967,-0.18048443396886188
