,Morgan_male,Morgan_female,tuple,Stanley_male,Stanley_female,average_male,average_female,female-male
75,6.5364933,6.5501575,"('confident', 'shy')",6.9974155,7.1789846,6.76695442199707,6.8645710945129395,0.09761667251586914
27,-6.434439,-6.446352,"('sincere', 'insincere')",-5.5762777,-5.5093384,-6.005358695983887,-5.977845191955566,0.027513504028320312
6,6.0273585,6.0188828,"('liked', 'disliked')",5.175611,5.18501,5.601484775543213,5.6019463539123535,0.000461578369140625
95,-5.4520073,-5.7175426,"('rich', 'poor')",-5.172474,-5.3800173,-5.3122406005859375,-5.5487799644470215,-0.23653936386108398
53,-4.994748,-4.9253864,"('smart', 'stupid')",-5.191865,-5.3021092,-5.093306541442871,-5.113747596740723,-0.020441055297851562
40,-4.3197975,-4.661581,"('honorable', 'mean')",-4.4587936,-4.811884,-4.38929557800293,-4.736732482910156,-0.34743690490722656
86,2.8738437,2.8338575,"('self-reliant', 'helpless')",3.4678793,3.4163249,3.1708614826202393,3.125091075897217,-0.04577040672302246
48,2.7858157,2.6132102,"('reliable', 'unreliable')",3.126097,3.2790174,2.95595645904541,2.9461138248443604,-0.009842634201049805
66,2.4039545,2.7072577,"('imaginative', 'unimaginative')",2.2141304,2.4301605,2.309042453765869,2.568709135055542,0.25966668128967285
11,-2.3112333,-2.3120294,"('caring', 'unaffectionate')",-2.8746636,-2.704225,-2.5929484367370605,-2.508127212524414,0.08482122421264648
13,-2.1990547,-2.0676465,"('helpful', 'unhelpful')",-1.8563957,-1.7841125,-2.0277252197265625,-1.9258794784545898,0.10184574127197266
28,-2.1394653,-2.1867924,"('honest', 'dishonest')",-1.8795943,-1.7454715,-2.0095298290252686,-1.9661319255828857,0.04339790344238281
1,-1.9436455,-1.832191,"('friendly', 'unfriendly')",-2.5891867,-2.4519184,-2.266416072845459,-2.142054557800293,0.12436151504516602
3,1.8645768,1.8057828,"('likable', 'unlikable')",2.1059828,2.1476312,1.9852797985076904,1.9767069816589355,-0.008572816848754883
34,-1.7924279,-1.7216313,"('loyal', 'disloyal')",-1.812924,-1.535642,-1.8026759624481201,-1.6286365985870361,0.17403936386108398
50,1.7749504,1.7578218,"('unprejudiced', 'prejudiced')",2.1111474,2.210487,1.9430489540100098,1.9841543436050415,0.04110538959503174
46,1.6434165,1.8875206,"('generous', 'stingy')",0.9431501,1.1384522,1.2932833433151245,1.512986421585083,0.2197030782699585
38,-1.6205912,-1.5664061,"('kind', 'unkind')",-1.177106,-0.92866355,-1.398848533630371,-1.2475348711013794,0.1513136625289917
10,-1.593921,-1.4213505,"('affectionate', 'unaffectionate')",-2.3565383,-2.1465826,-1.9752296209335327,-1.7839665412902832,0.1912630796432495
37,1.5833228,1.5017865,"('good', 'evil')",0.8525592,0.8271551,1.2179410457611084,1.1644707918167114,-0.05347025394439697
32,-1.557125,-1.3153708,"('benevolent', 'hardhearted')",-2.7434247,-2.6918385,-2.1502747535705566,-2.0036046504974365,0.14667010307312012
29,-1.54688,-1.7392305,"('honest', 'immoral')",-1.0240257,-1.0752369,-1.2854528427124023,-1.407233715057373,-0.1217808723449707
88,1.5368776,1.6544027,"('impulsive', 'meek')",0.7585694,0.77680194,1.1477235555648804,1.2156023979187012,0.0678788423538208
58,-1.4747372,-1.3845277,"('able', 'clumsy')",-1.3027902,-0.9771384,-1.388763666152954,-1.180833101272583,0.2079305648803711
81,1.4226965,1.360328,"('industrious', 'lazy')",0.7015554,0.6538532,1.0621259212493896,1.0070905685424805,-0.05503535270690918
33,-1.4178274,-1.2514682,"('softhearted', 'hardhearted')",-1.1738547,-0.9835081,-1.2958409786224365,-1.117488145828247,0.17835283279418945
44,-1.392858,-1.4975494,"('truthful', 'untruthful')",-1.2290529,-1.170141,-1.31095552444458,-1.3338451385498047,-0.02288961410522461
63,-1.3085389,-1.4128382,"('capable', 'incapable')",-1.1513302,-1.2318959,-1.229934573173523,-1.3223670721054077,-0.09243249893188477
49,-1.3014299,-1.3297482,"('responsible', 'irresponsible')",-0.8463923,-0.737414,-1.0739110708236694,-1.033581018447876,0.04033005237579346
78,1.2192113,1.0376066,"('active', 'inactive')",1.4631137,1.2420112,1.3411624431610107,1.1398088932037354,-0.2013535499572754
109,1.1922182,1.0864649,"('conservative', 'liberal')",1.9000323,1.84321,1.5461251735687256,1.4648374319076538,-0.08128774166107178
108,1.1922182,1.0864649,"('conservative', 'liberal')",1.9000323,1.84321,1.5461251735687256,1.4648374319076538,-0.08128774166107178
94,1.1331893,1.1271718,"('aggressive', 'submissive')",1.5292536,1.3561594,1.3312214612960815,1.2416656017303467,-0.08955585956573486
105,-1.1315804,-1.2147332,"('conventional', 'modern')",-1.5508615,-1.4881327,-1.3412208557128906,-1.3514330387115479,-0.010212182998657227
12,-1.1234297,-1.164566,"('sympathetic', 'unsympathetic')",-0.81526464,-0.7601478,-0.9693471193313599,-0.9623569250106812,0.006990194320678711
56,1.0538483,1.1231613,"('intelligent', 'dumb')",0.57354414,0.67780685,0.8136962056159973,0.9004840850830078,0.0867878794670105
99,-1.0199399,-1.0266966,"('prestigious', 'insignificant')",-1.2597142,-1.330956,-1.139827013015747,-1.1788263320922852,-0.038999319076538086
97,-1.0140738,-0.9367889,"('superior', 'inferior')",-0.7004182,-0.76004815,-0.8572460412979126,-0.8484185338020325,0.008827507495880127
98,-1.0103614,-1.0348692,"('prestigious', 'insignificant')",-1.322242,-1.4918028,-1.1663017272949219,-1.263335943222046,-0.09703421592712402
73,-0.9705236,-1.1625837,"('brilliant', 'incompetent')",-0.1761474,-0.48110747,-0.5733355283737183,-0.8218455910682678,-0.24851006269454956
72,-0.92056817,-0.89066935,"('logical', 'illogical')",-0.25108036,-0.072244525,-0.5858242511749268,-0.4814569354057312,0.10436731576919556
107,0.90723085,0.8546207,"('conventional', 'modern')",0.9029803,1.1995134,0.9051055908203125,1.0270670652389526,0.12196147441864014
9,-0.89776844,-1.0819899,"('sensitive', 'insensitive')",-0.55620086,-0.5882788,-0.7269846200942993,-0.8351343274116516,-0.1081497073173523
45,-0.8854847,-0.9919491,"('cooperative', 'exploitative')",-0.055570602,-0.042105585,-0.47052764892578125,-0.5170273184776306,-0.046499669551849365
68,-0.8722491,-1.0653034,"('clever', 'inept')",-0.9780172,-1.0557872,-0.9251331686973572,-1.0605453252792358,-0.13541215658187866
42,0.8573259,0.89209634,"('amicable', 'hostile')",-0.8664857,-0.7376841,-0.004579901695251465,0.07720613479614258,0.08178603649139404
82,0.8282268,0.8466935,"('industrious', 'meek')",-0.119820476,-0.26464713,0.35420316457748413,0.2910231947898865,-0.06317996978759766
64,-0.8109331,-0.9102529,"('clever', 'incompetent')",0.19435215,0.057485938,-0.3082904815673828,-0.42638349533081055,-0.11809301376342773
87,-0.77889174,-0.66692245,"('dedicated', 'undedicated')",-0.32045415,-0.20271824,-0.5496729612350464,-0.43482035398483276,0.11485260725021362
47,-0.74704397,-0.7385313,"('forgiving', 'unforgiving')",-1.1658261,-1.0350478,-0.9564350247383118,-0.8867895603179932,0.0696454644203186
16,0.74689615,0.735556,"('social', 'antisocial')",0.96047044,0.9034445,0.8536832928657532,0.8195002675056458,-0.03418302536010742
104,-0.73492277,-0.5395658,"('conventional', 'unconventional')",-2.1489077,-1.8244667,-1.4419152736663818,-1.1820162534713745,0.2598990201950073
74,-0.73017085,-0.8194939,"('insightful', 'unperceptive')",-0.5061696,-0.45476967,-0.6181702613830566,-0.6371318101882935,-0.018961548805236816
41,0.73013866,0.8594481,"('incorrupt', 'corrupt')",-0.84087956,-0.7021894,-0.055370450019836426,0.07862934470176697,0.1339997947216034
62,-0.72795296,-0.46823084,"('creative', 'uncreative')",-1.0211539,-0.81454104,-0.8745534420013428,-0.6413859128952026,0.23316752910614014
24,-0.6929256,-0.6383425,"('thoughtful', 'rough')",-0.43162188,-0.459024,-0.5622737407684326,-0.5486832857131958,0.013590455055236816
35,0.6842467,0.8540309,"('fair', 'unfair')",1.063046,1.4250581,0.8736463785171509,1.1395444869995117,0.26589810848236084
70,0.6773663,0.7993306,"('wise', 'unwise')",0.70983,1.1039824,0.6935981512069702,0.9516565203666687,0.2580583691596985
80,0.67024386,0.54760474,"('independent', 'dependent')",1.3031241,1.3682607,0.9866839647293091,0.957932710647583,-0.028751254081726074
18,-0.6570372,-0.56386316,"('social', 'asocial')",-0.06788442,0.20328756,-0.36246082186698914,-0.18028780817985535,0.1821730136871338
67,-0.6562246,-0.59660363,"('discriminating', 'undiscriminating')",-0.31082052,-0.47025353,-0.48352256417274475,-0.5334285497665405,-0.049905985593795776
103,0.6543063,0.46827772,"('traditional', 'modern')",1.1621981,1.0971897,0.9082521796226501,0.782733678817749,-0.12551850080490112
