,Colgate-Palmolive_male,Colgate-Palmolive_female,tuple,average_male,average_female,female-male
12,3.4639316,3.581026,"('sympathetic', 'unsympathetic')",3.4639315605163574,3.581026077270508,0.11709451675415039
94,3.323809,3.3334746,"('aggressive', 'submissive')",3.3238089084625244,3.333474636077881,0.009665727615356445
41,-3.260303,-3.2224665,"('incorrupt', 'corrupt')",-3.260303020477295,-3.222466468811035,0.037836551666259766
71,3.2316031,3.147928,"('efficient', 'inefficient')",3.2316031455993652,3.14792799949646,-0.08367514610290527
100,2.722863,2.87177,"('influential', 'uninfluential')",2.722862958908081,2.871769905090332,0.14890694618225098
2,2.661857,2.682398,"('friendly', 'unfriendly')",2.6618568897247314,2.6823980808258057,0.02054119110107422
107,2.6390543,2.8628821,"('conventional', 'modern')",2.639054298400879,2.862882137298584,0.22382783889770508
15,2.5877385,2.622951,"('polite', 'impolite')",2.587738513946533,2.622951030731201,0.03521251678466797
52,2.4624622,2.497514,"('competitive', 'uncompetitive')",2.4624621868133545,2.497514009475708,0.035051822662353516
81,-2.4169447,-2.6285765,"('industrious', 'lazy')",-2.416944742202759,-2.6285765171051025,-0.21163177490234375
99,-2.3385272,-2.4561079,"('prestigious', 'insignificant')",-2.338527202606201,-2.4561078548431396,-0.11758065223693848
25,2.3239365,2.3013787,"('moral', 'immoral')",2.3239364624023438,2.3013787269592285,-0.022557735443115234
0,2.2940018,2.4002726,"('sociable', 'unsociable')",2.294001817703247,2.4002726078033447,0.10627079010009766
109,2.2579596,2.1237836,"('conservative', 'liberal')",2.2579596042633057,2.123783588409424,-0.13417601585388184
108,2.2579596,2.1237836,"('conservative', 'liberal')",2.2579596042633057,2.123783588409424,-0.13417601585388184
42,-2.1865685,-1.9901601,"('amicable', 'hostile')",-2.18656849861145,-1.9901601076126099,0.19640839099884033
82,-2.1826913,-2.2967262,"('industrious', 'meek')",-2.1826913356781006,-2.2967262268066406,-0.11403489112854004
60,2.1773958,2.2525773,"('educated', 'uneducated')",2.177395820617676,2.252577304840088,0.07518148422241211
49,2.1144104,2.0964847,"('responsible', 'irresponsible')",2.114410400390625,2.096484661102295,-0.017925739288330078
76,2.1007013,2.1771054,"('secure', 'insecure')",2.100701332092285,2.17710542678833,0.07640409469604492
27,2.0850492,2.114437,"('sincere', 'insincere')",2.0850491523742676,2.1144371032714844,0.029387950897216797
74,2.0276184,1.9850998,"('insightful', 'unperceptive')",2.027618408203125,1.9850997924804688,-0.04251861572265625
88,-1.9653571,-1.8595711,"('impulsive', 'meek')",-1.9653570652008057,-1.859571099281311,0.10578596591949463
58,1.9293357,1.9873843,"('able', 'clumsy')",1.9293357133865356,1.98738431930542,0.05804860591888428
8,-1.9064065,-1.9968916,"('open', 'distant')",-1.9064065217971802,-1.9968916177749634,-0.0904850959777832
7,-1.888606,-2.0165448,"('outgoing', 'distant')",-1.8886059522628784,-2.016544818878174,-0.1279388666152954
90,1.8666956,1.639791,"('motivated', 'unmotivated')",1.8666956424713135,1.6397910118103027,-0.22690463066101074
51,1.8568752,1.9188708,"('competent', 'incompetent')",1.8568751811981201,1.9188708066940308,0.061995625495910645
55,1.8203273,1.9032595,"('intelligent', 'unintelligent')",1.8203272819519043,1.903259515762329,0.0829322338104248
64,1.813351,1.9142103,"('clever', 'incompetent')",1.813351035118103,1.914210319519043,0.10085928440093994
16,1.7732326,1.741848,"('social', 'antisocial')",1.7732325792312622,1.7418479919433594,-0.03138458728790283
86,-1.7561508,-1.7120688,"('self-reliant', 'helpless')",-1.7561508417129517,-1.712068796157837,0.044082045555114746
65,1.7185879,1.7032535,"('practical', 'impractical')",1.718587875366211,1.7032535076141357,-0.015334367752075195
36,1.7172399,1.7411647,"('tolerant', 'intolerant')",1.7172398567199707,1.7411646842956543,0.023924827575683594
83,1.6939294,1.7007692,"('energetic', 'lethargic')",1.6939294338226318,1.7007691860198975,0.006839752197265625
98,-1.6839092,-1.9110944,"('prestigious', 'insignificant')",-1.6839091777801514,-1.9110944271087646,-0.22718524932861328
73,1.6670007,1.5688707,"('brilliant', 'incompetent')",1.667000651359558,1.5688706636428833,-0.0981299877166748
32,-1.6663446,-1.5097854,"('benevolent', 'hardhearted')",-1.6663446426391602,-1.5097854137420654,0.15655922889709473
5,1.6308008,1.454676,"('pleasant', 'repellent')",1.6308008432388306,1.4546760320663452,-0.17612481117248535
13,1.6173537,1.6924028,"('helpful', 'unhelpful')",1.6173536777496338,1.6924028396606445,0.07504916191101074
89,1.5955513,1.5323375,"('daring', 'anxious')",1.5955512523651123,1.5323375463485718,-0.06321370601654053
69,-1.5883061,-1.6425592,"('wise', 'foolish')",-1.5883060693740845,-1.6425591707229614,-0.05425310134887695
6,-1.5840029,-1.3962018,"('liked', 'disliked')",-1.5840028524398804,-1.3962018489837646,0.18780100345611572
103,1.5501285,1.588516,"('traditional', 'modern')",1.55012845993042,1.5885159969329834,0.03838753700256348
37,-1.4959438,-1.5546513,"('good', 'evil')",-1.4959437847137451,-1.5546512603759766,-0.058707475662231445
9,1.433775,1.3813181,"('sensitive', 'insensitive')",1.4337749481201172,1.3813180923461914,-0.05245685577392578
110,-1.3971912,-1.3391848,"('narrow-minded', 'open-minded')",-1.3971911668777466,-1.3391847610473633,0.0580064058303833
104,-1.3933482,-1.2191556,"('conventional', 'unconventional')",-1.393348217010498,-1.2191555500030518,0.1741926670074463
14,1.3925335,1.4016445,"('supportive', 'unsupportive')",1.392533540725708,1.4016444683074951,0.00911092758178711
31,-1.3614683,-1.4730896,"('altruistic', 'egoistic')",-1.3614683151245117,-1.473089575767517,-0.11162126064300537
77,-1.3056872,-1.3420944,"('active', 'inactive')",-1.3056871891021729,-1.3420944213867188,-0.0364072322845459
29,1.3019992,1.3730824,"('honest', 'immoral')",1.3019992113113403,1.3730823993682861,0.0710831880569458
91,1.2957022,1.1577592,"('resilient', 'nonresilient')",1.2957022190093994,1.157759189605713,-0.13794302940368652
38,1.2828062,1.3240135,"('kind', 'unkind')",1.282806158065796,1.3240134716033936,0.041207313537597656
54,1.2008768,1.0106211,"('smart', 'stupid')",1.2008768320083618,1.0106210708618164,-0.1902557611465454
95,1.1515895,1.077324,"('rich', 'poor')",1.1515895128250122,1.0773240327835083,-0.0742654800415039
53,1.1414812,1.0231898,"('smart', 'stupid')",1.1414811611175537,1.0231897830963135,-0.11829137802124023
