,The_male,The_female,tuple,Walt_male,Walt_female,Disney_male,Disney_female,Company_male,Company_female,average_male,average_female,female-male
12,-1.8285348,-2.040288,"('sympathetic', 'unsympathetic')",-0.81390035,-0.819939,-0.28040248,-0.19271713,-2.0634217,-1.7333134,-1.2465648651123047,-1.1965644359588623,0.05000042915344238
50,1.7959449,1.6730964,"('unprejudiced', 'prejudiced')",2.7856197,2.5982864,1.9486201,1.7375311,2.3217878,2.2123914,2.2129931449890137,2.055326461791992,-0.15766668319702148
73,-1.7653594,-2.0681882,"('brilliant', 'incompetent')",0.39518026,-0.09204021,-0.39047042,-0.48585978,-1.237901,-1.4110787,-0.7496376037597656,-1.014291763305664,-0.26465415954589844
86,1.7412871,1.6600606,"('self-reliant', 'helpless')",2.9714758,3.0110264,1.9786773,1.6605799,2.5107355,2.3039954,2.300543785095215,2.1589155197143555,-0.14162826538085938
23,1.720083,1.755181,"('hospitable', 'inhospitable')",0.43230176,0.30991215,-0.15646785,-0.3389003,0.3041123,0.27182257,0.5750072598457336,0.49950382113456726,-0.07550343871116638
7,1.6835837,1.7593169,"('outgoing', 'distant')",1.1692026,0.8523551,-1.0899236,-1.353361,2.5213027,2.043668,1.0710413455963135,0.8254947662353516,-0.24554657936096191
71,-1.6715147,-1.9726554,"('efficient', 'inefficient')",0.8610953,0.35088462,0.33100998,0.3782258,-0.75321794,-1.0930163,-0.3081568479537964,-0.5841403007507324,-0.27598345279693604
9,-1.659095,-1.9307851,"('sensitive', 'insensitive')",-0.10980129,-0.5390127,-0.21554422,-0.22198725,-1.1515735,-1.1100597,-0.784003496170044,-0.9504611492156982,-0.1664576530456543
13,-1.5315907,-1.7750499,"('helpful', 'unhelpful')",-1.9225988,-2.0591729,-1.5077,-1.4272497,-3.6787496,-3.5016527,-2.1601595878601074,-2.190781354904175,-0.030621767044067383
3,1.5118363,1.4858952,"('likable', 'unlikable')",2.5769,2.349648,2.3958218,2.256061,1.0005779,1.1979762,1.871284008026123,1.8223950862884521,-0.0488889217376709
92,1.5107049,1.5961076,"('unwavering', 'wavering')",-0.15819046,-0.041303664,-0.16117531,-0.3462854,0.52672195,0.6933435,0.4295152425765991,0.4754655063152313,0.0459502637386322
58,-1.4842273,-1.6647804,"('able', 'clumsy')",-1.8913224,-1.835029,-0.21749248,0.1414786,-2.0257125,-1.7419163,-1.4046887159347534,-1.2750617265701294,0.12962698936462402
33,-1.4801391,-1.4014317,"('softhearted', 'hardhearted')",-1.134524,-1.1200931,-1.301454,-1.2257063,-1.2802842,-1.1856136,-1.299100399017334,-1.2332112789154053,0.06588912010192871
89,-1.4655507,-1.5936363,"('daring', 'anxious')",0.44863355,0.48938715,0.18391812,0.32575938,-0.21712744,-0.25981936,-0.2625316083431244,-0.25957727432250977,0.002954334020614624
88,1.4596281,1.5941476,"('impulsive', 'meek')",0.7735914,0.78921986,0.9613423,0.85829175,1.4260007,1.3517485,1.1551406383514404,1.1483519077301025,-0.006788730621337891
81,1.446254,1.6848936,"('industrious', 'lazy')",1.9705052,1.7631944,0.5454514,0.2640105,2.7091212,2.5513725,1.6678329706192017,1.5658677816390991,-0.10196518898010254
45,-1.3728304,-1.342442,"('cooperative', 'exploitative')",-0.37880653,-0.5050133,0.33679283,0.21727669,-0.50161517,-0.79245424,-0.479114830493927,-0.6056581735610962,-0.1265433430671692
21,1.3627439,1.2142539,"('nice', 'nasty')",0.5610767,0.46221232,-0.08943266,-0.18947983,0.3767954,0.33784562,0.5527957677841187,0.4562079906463623,-0.09658777713775635
52,-1.3584306,-1.4710757,"('competitive', 'uncompetitive')",0.3236102,0.22489071,0.895503,1.110812,-1.8459338,-1.6514068,-0.49631279706954956,-0.446694940328598,0.04961785674095154
24,-1.3547727,-1.2698584,"('thoughtful', 'rough')",0.06420785,-0.16413048,-0.099645,0.03536301,-0.92815363,-0.8550714,-0.5795908570289612,-0.5634243488311768,0.016166508197784424
101,-1.3490069,-1.1404653,"('successful', 'unsuccessful')",-0.26914543,-0.20114768,-0.45266688,-0.69598585,-1.4138873,-1.0101051,-0.8711766600608826,-0.761925995349884,0.10925066471099854
0,-1.3442419,-1.2083209,"('sociable', 'unsociable')",-0.33296457,-0.14931473,-0.022143185,0.155464,-0.8177009,-0.47188675,-0.6292626261711121,-0.41851457953453064,0.21074804663658142
16,-1.3413979,-1.4052644,"('social', 'antisocial')",1.5532837,1.5968992,1.4793429,1.6262358,-0.22280931,0.007948399,0.3671048581600189,0.4564547538757324,0.0893498957157135
87,-1.2600279,-1.0983455,"('dedicated', 'undedicated')",-0.35681766,-0.43469453,-0.31649745,-0.22036386,-1.5648403,-1.5574237,-0.8745458126068115,-0.8277069330215454,0.04683887958526611
55,-1.2178955,-1.3597676,"('intelligent', 'unintelligent')",-0.3430675,-0.3733086,-0.97964483,-0.8312702,-1.6035653,-1.4336234,-1.0360432863235474,-0.9994924068450928,0.03655087947845459
85,-1.2129467,-1.2836787,"('ambitious', 'unambitious')",-0.76732427,-0.8063798,-0.44320536,-0.5069467,-0.5626709,-0.5319256,-0.7465367913246155,-0.7822326421737671,-0.03569585084915161
32,-1.2052729,-1.129504,"('benevolent', 'hardhearted')",-1.9019431,-1.7773868,-1.5825195,-1.4930468,-2.015915,-1.8206694,-1.676412582397461,-1.5551517009735107,0.1212608814239502
34,-1.1798352,-1.0805227,"('loyal', 'disloyal')",-2.0273051,-1.6666826,-1.0686474,-0.87130773,-2.1376889,-1.7798164,-1.6033692359924316,-1.3495824337005615,0.2537868022918701
74,-1.1566293,-1.3193352,"('insightful', 'unperceptive')",-0.1379818,-0.31520903,-0.74184334,-0.73301804,-1.7718232,-1.6739049,-0.9520694017410278,-1.0103667974472046,-0.05829739570617676
82,1.1532786,1.4071343,"('industrious', 'meek')",0.8168341,0.73797977,0.25463378,0.04119681,1.2759457,1.3899808,0.875173032283783,0.8940728902816772,0.018899857997894287
60,-1.1490829,-1.0729173,"('educated', 'uneducated')",-0.055456877,0.130131,0.049102694,0.25341094,-1.6728466,-1.2750559,-0.7070709466934204,-0.4911078214645386,0.21596312522888184
36,-1.1455442,-1.4382026,"('tolerant', 'intolerant')",0.02617237,-0.30599612,-0.13047814,0.02546236,-0.86987543,-1.1777011,-0.5299313068389893,-0.724109411239624,-0.19417810440063477
51,-1.0807287,-1.1487627,"('competent', 'incompetent')",0.82507086,0.66404855,0.6673824,0.594134,-0.7804589,-0.5228759,-0.09218357503414154,-0.1033640205860138,-0.011180445551872253
66,1.0511849,0.8754469,"('imaginative', 'unimaginative')",2.2836592,2.2579737,0.78889686,0.71630657,1.6603162,1.6786256,1.446014404296875,1.3820881843566895,-0.06392621994018555
83,-1.0220215,-1.3574003,"('energetic', 'lethargic')",0.02623646,0.016092986,0.7730619,0.847233,-0.4470207,-0.38438696,-0.16743597388267517,-0.21961531043052673,-0.05217933654785156
17,-1.001149,-0.822986,"('social', 'antisocial')",0.9092623,1.0219492,0.31519258,0.52439845,-0.61228716,-0.4582731,-0.09724533557891846,0.06627212464809418,0.16351746022701263
43,-0.99506843,-1.0780728,"('genuine', 'fake')",0.012040108,-0.11469433,0.29815334,0.39232647,-0.6114512,-0.6630857,-0.32408154010772705,-0.3658815920352936,-0.04180005192756653
61,0.9917964,1.2477504,"('rational', 'irrational')",0.3653589,0.58067614,-0.38443905,-0.5060812,1.0015067,1.0656627,0.4935557246208191,0.5970020294189453,0.10344630479812622
8,0.9879727,1.1969223,"('open', 'distant')",0.34890223,-0.102586925,-1.2998756,-1.608854,2.087016,1.6034443,0.5310038328170776,0.27223140001296997,-0.25877243280410767
100,-0.944362,-1.0863771,"('influential', 'uninfluential')",-0.0903472,0.031720996,-0.68357885,-0.45626664,-0.97832406,-0.6891167,-0.6741530299186707,-0.5500098466873169,0.12414318323135376
103,0.94320065,0.8076563,"('traditional', 'modern')",1.4552755,1.5718033,1.1168523,1.1271648,1.1738122,1.3433298,1.1722850799560547,1.2124885320663452,0.04020345211029053
97,-0.9314122,-0.8050147,"('superior', 'inferior')",-1.1054058,-1.1980684,-0.5806483,-0.45591518,-1.2033416,-1.0740409,-0.9552019834518433,-0.8832598328590393,0.07194215059280396
47,-0.927747,-0.82436717,"('forgiving', 'unforgiving')",-0.22388406,-0.23226687,0.05332999,0.106959656,-1.053933,-1.0380034,-0.5380585193634033,-0.4969194531440735,0.041139066219329834
18,-0.9007821,-0.9193778,"('social', 'asocial')",-0.15763317,-0.19771427,0.187206,0.20287398,-0.52401507,-0.6799784,-0.34880608320236206,-0.3985491394996643,-0.049743056297302246
76,-0.89928055,-1.0430323,"('secure', 'insecure')",0.2913249,0.33392498,0.52883536,0.5409693,-0.2331449,-0.3314395,-0.07806628942489624,-0.12489436566829681,-0.046828076243400574
94,-0.89675725,-0.9394617,"('aggressive', 'submissive')",0.98343825,1.080771,1.6180131,1.678501,0.11054471,0.08536418,0.4538097083568573,0.4762936234474182,0.022483915090560913
102,-0.8189064,-0.6923461,"('eminent', 'low')",-0.49177855,-0.61030763,-1.1115552,-1.0943573,-1.684196,-1.4103363,-1.0266090631484985,-0.9518368244171143,0.07477223873138428
67,-0.81257665,-0.6126113,"('discriminating', 'undiscriminating')",-0.2549817,-0.11245102,-0.18750751,-0.049747355,-0.8536183,-0.7935451,-0.5271710157394409,-0.39208871126174927,0.13508230447769165
93,-0.79800177,-0.7808945,"('dominating', 'dominated')",0.50158036,0.7244911,1.4047239,1.5038884,0.16507569,0.3262852,0.3183445334434509,0.44344255328178406,0.12509801983833313
48,0.77409583,0.5979544,"('reliable', 'unreliable')",2.5476732,2.4509702,1.598893,1.3745749,1.9145089,1.8205051,1.7087926864624023,1.5610010623931885,-0.14779162406921387
109,-0.7667045,-0.8828318,"('conservative', 'liberal')",1.5431678,1.6708717,1.2457536,1.4727015,-0.22003746,-0.30144396,0.45054489374160767,0.4898243844509125,0.03927949070930481
108,-0.7667045,-0.8828318,"('conservative', 'liberal')",1.5431678,1.6708717,1.2457536,1.4727015,-0.22003746,-0.30144396,0.45054489374160767,0.4898243844509125,0.03927949070930481
4,-0.7424096,-0.67287916,"('likable', 'unlikable')",0.40149555,-0.010594726,0.103924856,0.016234152,-0.5862012,-0.80108654,-0.20579759776592255,-0.36708158254623413,-0.16128398478031158
30,-0.7372032,-0.66203266,"('honest', 'dishonest')",0.1378699,-0.039291143,0.32901788,0.3097725,0.057300195,0.0060741007,-0.05325380340218544,-0.09636930376291275,-0.04311550036072731
14,0.72473764,0.3846721,"('supportive', 'unsupportive')",0.9571123,0.7216466,-0.16314213,-0.23331809,-0.090426534,-0.04036078,0.35707032680511475,0.20815995335578918,-0.14891037344932556
10,0.7199722,0.7656771,"('affectionate', 'unaffectionate')",-1.5867083,-1.6269238,-2.0698862,-2.0501037,-1.2385545,-1.3324065,-1.0437941551208496,-1.0609391927719116,-0.01714503765106201
68,-0.7082742,-0.98291516,"('clever', 'inept')",0.3017013,0.14229937,-0.90957874,-1.0429647,-0.67243075,-0.96350294,-0.4971455931663513,-0.7117708325386047,-0.21462523937225342
57,-0.686477,-0.68703854,"('able', 'unable')",0.4280346,0.26010442,-0.49080735,-0.6134259,-0.04912916,-0.21981591,-0.19959473609924316,-0.31504398584365845,-0.11544924974441528
72,-0.6785414,-0.5838184,"('logical', 'illogical')",-0.5575594,-0.3637904,-0.9207581,-0.718621,-0.10923578,0.13784826,-0.5665236711502075,-0.3820953667163849,0.18442830443382263
11,-0.66060996,-0.67164516,"('caring', 'unaffectionate')",-1.6714191,-1.9586953,-2.2886772,-2.3253675,-1.4195318,-1.4349076,-1.5100595951080322,-1.597653865814209,-0.08759427070617676
46,0.64218485,0.646017,"('generous', 'stingy')",1.2662472,1.2764286,0.6855627,0.67320716,2.1263082,2.1708908,1.1800756454467773,1.1916358470916748,0.011560201644897461
1,-0.60699177,-0.33341762,"('friendly', 'unfriendly')",-1.8031715,-1.9270005,-2.37859,-2.3065467,-1.6749282,-1.6091913,-1.6159204244613647,-1.5440391302108765,0.07188129425048828
77,0.6061655,0.73162305,"('active', 'inactive')",0.21296006,0.3099752,0.11123252,0.092209995,1.4887123,1.7615095,0.6047676205635071,0.7238295078277588,0.11906188726425171
35,0.5532703,0.7854204,"('fair', 'unfair')",1.5224319,1.4651195,0.765078,0.7300116,1.6969965,1.8040493,1.134444236755371,1.1961500644683838,0.061705827713012695
110,0.5403618,0.47423917,"('narrow-minded', 'open-minded')",0.21384859,0.3097245,0.4896887,0.4755752,0.18769723,0.003052473,0.3578990697860718,0.31564784049987793,-0.04225122928619385
99,0.53853846,0.8072593,"('prestigious', 'insignificant')",-0.78981805,-0.80370295,-1.5065289,-1.6066698,-0.45481205,-0.27260256,-0.5531551241874695,-0.4689289927482605,0.08422613143920898
39,0.53643745,0.697887,"('right', 'wrong')",-0.29279318,-0.15151894,-0.6878221,-0.69763714,0.4955914,0.81214744,0.012853391468524933,0.16521959006786346,0.15236619859933853
69,0.5337097,0.5823982,"('wise', 'foolish')",-0.27996585,-0.3191483,-0.73278844,-0.9587811,0.960674,0.9218366,0.1204073503613472,0.05657634139060974,-0.06383100897073746
59,0.5121615,0.6196854,"('skillful', 'clumsy')",0.29215214,0.4165784,0.20291847,0.25210506,-0.18339339,0.27653396,0.20595970749855042,0.3912257254123688,0.18526601791381836
22,0.49668777,0.3265009,"('welcoming', 'disagreeable')",0.15932408,0.0687146,-0.0670653,-0.0111493915,1.0046054,0.82528794,0.39838796854019165,0.30233851075172424,-0.09604945778846741
63,-0.44726744,-0.51285964,"('capable', 'incapable')",-0.5344001,-0.6257818,-0.6365937,-0.7793964,-0.91820496,-0.9240596,-0.634116530418396,-0.710524320602417,-0.076407790184021
62,-0.43123162,-0.44089434,"('creative', 'uncreative')",-0.85171807,-1.00322,-2.5571723,-2.4493294,-0.16223606,-0.34661743,-1.0005894899368286,-1.0600152015686035,-0.0594257116317749
19,0.42789808,0.57973534,"('funny', 'boring')",-0.7434019,-0.7431381,-1.6232158,-1.5692043,-0.15650034,-0.3867255,-0.5238050222396851,-0.5298331379890442,-0.006028115749359131
54,0.4057349,0.11541647,"('smart', 'stupid')",1.3594012,0.87783146,0.6390139,0.4844567,1.0886722,0.91430575,0.8732055425643921,0.5980026125907898,-0.2752029299736023
15,-0.36705193,-0.3407666,"('polite', 'impolite')",0.6048769,0.6496153,1.0983417,1.2459027,-0.27744544,-0.07128143,0.26468029618263245,0.3708674907684326,0.10618719458580017
96,-0.36642566,-0.31209347,"('powerful', 'powerless')",0.33241695,0.47269154,0.3095041,0.4283916,-0.4642908,-0.12400073,-0.04719885438680649,0.11624723672866821,0.1634460911154747
105,-0.3579341,-0.2634269,"('conventional', 'modern')",-0.40132898,-0.6578604,-0.79181886,-0.7045751,0.012547433,-0.07029891,-0.3846336007118225,-0.4240403175354004,-0.03940671682357788
84,0.34219593,0.39804283,"('self-confident', 'diffident')",-0.04031086,-0.26573992,-0.60684097,-0.7456292,-0.17518169,-0.2317988,-0.12003439664840698,-0.21128126978874207,-0.09124687314033508
98,0.30367017,0.2946595,"('prestigious', 'insignificant')",-0.2169399,-0.15352517,-0.8828718,-1.0727946,0.16370653,0.24297962,-0.15810874104499817,-0.17217016220092773,-0.014061421155929565
44,0.24223492,0.05995238,"('truthful', 'untruthful')",-0.34624052,-0.5572223,-0.5256346,-0.5756917,-0.9942142,-0.867333,-0.40596359968185425,-0.48507362604141235,-0.0791100263595581
5,-0.1694179,-0.3013693,"('pleasant', 'repellent')",1.196024,1.0214171,0.9661111,0.9819402,-0.68536496,-0.6523076,0.32683807611465454,0.26242008805274963,-0.06441798806190491
26,-0.115548044,-0.26959887,"('trustworthy', 'untrustworthy')",1.1283216,0.98473644,1.3583739,1.3986535,0.5204803,0.5127214,0.7229069471359253,0.6566281318664551,-0.06627881526947021
79,0.091518275,0.11824017,"('determined', 'doubtful')",0.2002095,0.3737706,1.178391,1.1172094,0.36610687,0.45967558,0.45905640721321106,0.5172239542007446,0.05816754698753357
20,0.06429672,0.21031356,"('popular', 'unpopular')",-0.93469095,-0.7984219,-1.0820651,-1.1862026,-0.66078883,-0.245603,-0.6533120274543762,-0.5049785375595093,0.14833348989486694
56,0.0514019,-0.01647444,"('intelligent', 'dumb')",1.143638,1.1712683,1.3740189,1.2683988,1.4637569,1.5530314,1.0082039833068848,0.994055986404419,-0.01414799690246582
107,-0.051383384,-0.07297608,"('conventional', 'modern')",0.78729093,0.87407464,2.0261018,2.0560012,-0.063400775,0.062306985,0.6746521592140198,0.7298516631126404,0.055199503898620605
91,0.047056183,0.050608695,"('resilient', 'nonresilient')",0.485496,0.5916845,-0.3416733,-0.35327038,-0.78170645,-0.5354643,-0.14770689606666565,-0.06161036342382431,0.08609653264284134
90,0.0389145,-0.17748073,"('motivated', 'unmotivated')",1.8101869,1.6935787,1.2173637,1.1135006,0.80774117,0.7840521,0.968551516532898,0.8534126877784729,-0.11513882875442505
104,-0.025813207,0.17060547,"('conventional', 'unconventional')",-1.5794554,-1.2457652,-0.7767059,-0.6764648,0.28531268,0.49382594,-0.5241654515266418,-0.314449667930603,0.20971578359603882
106,-0.009095788,0.38724688,"('conventional', 'unconventional')",-0.6208749,-0.31239274,-0.15646274,0.029222868,0.16903323,0.24175215,-0.15435004234313965,0.08645728975534439,0.24080733209848404
31,0.0074903965,0.045300722,"('altruistic', 'egoistic')",-0.8072109,-0.86875415,-1.002413,-0.8933108,-0.5374321,-0.4244607,-0.5848914384841919,-0.5353062152862549,0.04958522319793701
80,-0.0042885244,-0.08111039,"('independent', 'dependent')",1.0693508,1.1820856,0.8302949,0.89126986,0.95607305,0.8377095,0.7128575444221497,0.7074886560440063,-0.0053688883781433105
