,IPG_male,IPG_female,tuple,Photonics_male,Photonics_female,average_male,average_female,female-male
95,-2.9519963,-3.0045195,"('rich', 'poor')",-2.9619308,-2.859408,-2.956963539123535,-2.9319636821746826,0.02499985694885254
75,2.796105,2.8202572,"('confident', 'shy')",4.160942,4.1157985,3.4785234928131104,3.4680278301239014,-0.010495662689208984
27,-2.6223826,-2.4401252,"('sincere', 'insincere')",-3.029127,-2.9027743,-2.8257546424865723,-2.671449661254883,0.15430498123168945
53,-2.137798,-2.2687573,"('smart', 'stupid')",-2.7284908,-2.8101773,-2.4331445693969727,-2.5394673347473145,-0.1063227653503418
40,-2.0391216,-2.177418,"('honorable', 'mean')",-2.7353342,-2.8857503,-2.387228012084961,-2.5315842628479004,-0.14435625076293945
6,2.0066655,1.9250536,"('liked', 'disliked')",2.7364216,2.7355826,2.3715434074401855,2.330317974090576,-0.041225433349609375
78,1.7591822,1.4210355,"('active', 'inactive')",1.5175191,1.1298146,1.6383507251739502,1.2754250764846802,-0.36292564868927
65,-1.3974648,-1.275823,"('practical', 'impractical')",-0.5457907,-0.5133893,-0.9716277122497559,-0.8946061134338379,0.07702159881591797
101,-1.3621118,-1.2091997,"('successful', 'unsuccessful')",-0.6910486,-0.53329146,-1.0265802145004272,-0.8712455630302429,0.15533465147018433
66,1.3326674,1.3405368,"('imaginative', 'unimaginative')",1.23572,1.2959043,1.284193754196167,1.318220615386963,0.0340268611907959
13,-1.3044683,-1.225209,"('helpful', 'unhelpful')",-1.4948186,-1.3944016,-1.3996434211730957,-1.3098052740097046,0.08983814716339111
46,1.2792165,1.3333024,"('generous', 'stingy')",1.2613848,1.2090175,1.2703006267547607,1.2711598873138428,0.0008592605590820312
102,-1.2517588,-1.1818323,"('eminent', 'low')",-1.1545314,-1.01515,-1.2031450271606445,-1.0984911918640137,0.10465383529663086
4,-1.2489697,-1.2417923,"('likable', 'unlikable')",-0.8080963,-0.7797362,-1.0285329818725586,-1.010764241218567,0.0177687406539917
37,1.144333,0.93592674,"('good', 'evil')",1.0388954,0.82401574,1.0916142463684082,0.8799712657928467,-0.21164298057556152
73,-1.1326059,-1.2623999,"('brilliant', 'incompetent')",-0.47961822,-0.5948775,-0.8061120510101318,-0.9286386966705322,-0.12252664566040039
63,-1.0394503,-0.98023117,"('capable', 'incapable')",-0.41040036,-0.24553674,-0.7249253392219543,-0.6128839254379272,0.1120414137840271
3,1.0281113,1.1187978,"('likable', 'unlikable')",1.5411503,1.5078007,1.2846307754516602,1.3132991790771484,0.02866840362548828
68,-0.99246335,-1.203551,"('clever', 'inept')",-0.4620387,-0.52560836,-0.7272510528564453,-0.8645796775817871,-0.1373286247253418
22,0.9897709,0.81999385,"('welcoming', 'disagreeable')",0.15382156,0.11381168,0.5717962384223938,0.4669027626514435,-0.10489347577095032
38,-0.9483318,-0.57968456,"('kind', 'unkind')",-1.0599529,-0.7820579,-1.0041422843933105,-0.6808712482452393,0.3232710361480713
87,-0.9092171,-0.8906208,"('dedicated', 'undedicated')",-0.39166436,-0.4162634,-0.6504407525062561,-0.6534421443939209,-0.003001391887664795
21,0.896102,0.7565563,"('nice', 'nasty')",0.36354482,0.34998548,0.6298234462738037,0.5532708764076233,-0.07655256986618042
99,-0.88835907,-1.0970268,"('prestigious', 'insignificant')",-0.91343343,-0.83215153,-0.9008962512016296,-0.9645891785621643,-0.06369292736053467
15,0.8775877,0.9780738,"('polite', 'impolite')",0.91701096,0.9489476,0.8972992897033691,0.9635106921195984,0.06621140241622925
103,0.8466067,0.8901789,"('traditional', 'modern')",0.6294284,0.88164145,0.7380175590515137,0.885910153388977,0.14789259433746338
69,-0.8412541,-0.97327614,"('wise', 'foolish')",0.10264565,0.0981147,-0.36930423974990845,-0.4375807046890259,-0.06827646493911743
74,-0.8365036,-0.93630123,"('insightful', 'unperceptive')",-0.19446352,-0.30837527,-0.515483558177948,-0.6223382353782654,-0.10685467720031738
91,0.8047881,0.72284114,"('resilient', 'nonresilient')",0.4699328,0.36425686,0.6373604536056519,0.5435490012168884,-0.09381145238876343
50,0.76793295,0.60439533,"('unprejudiced', 'prejudiced')",1.0517693,0.9933794,0.90985107421875,0.7988873720169067,-0.11096370220184326
86,0.7637622,0.70023364,"('self-reliant', 'helpless')",0.8405265,0.8282513,0.8021443486213684,0.7642424702644348,-0.037901878356933594
