,Discover_male,Discover_female,tuple,Financial_male,Financial_female,Services_male,Services_female,average_male,average_female,female-male
75,7.157686,7.4140396,"('confident', 'shy')",4.7478085,4.7450867,5.3151054,4.8645015,5.740200042724609,5.674542744954427,-0.06565729777018259
95,-5.300079,-5.7357163,"('rich', 'poor')",-4.7552395,-4.7547545,-5.012558,-4.8777742,-5.0226256052653,-5.122748374938965,-0.10012276967366507
6,5.2350855,5.695614,"('liked', 'disliked')",4.1848297,4.304131,4.3927617,4.2316628,4.604225794474284,4.743802388509114,0.13957659403483014
27,-4.8606873,-5.1235476,"('sincere', 'insincere')",-5.5783415,-5.4368973,-6.2348614,-6.1440926,-5.557963053385417,-5.568178812662761,-0.01021575927734375
40,-4.288854,-4.496004,"('honorable', 'mean')",-4.5745544,-4.7501445,-4.2278633,-4.2784047,-4.363757451375325,-4.508184432983398,-0.1444269816080732
53,-4.1162987,-4.3370247,"('smart', 'stupid')",-4.2273293,-4.337402,-4.4375114,-4.4690895,-4.260379791259766,-4.381172180175781,-0.12079238891601562
48,3.297223,3.2602549,"('reliable', 'unreliable')",2.0770977,1.8447592,1.5720896,1.240471,2.3154702186584473,2.115161577860514,-0.2003086407979331
1,-2.6514895,-2.498587,"('friendly', 'unfriendly')",-1.4119401,-1.4005241,-1.5024439,-1.2591515,-1.855291207631429,-1.7194207509358723,0.13587045669555664
86,2.6410718,2.7389235,"('self-reliant', 'helpless')",1.7163142,1.6114154,3.2632198,2.9880178,2.540201981862386,2.4461189905802407,-0.09408299128214548
11,-2.6356468,-2.598167,"('caring', 'unaffectionate')",-2.3463254,-2.3367605,-2.4576097,-2.4764278,-2.4798606236775718,-2.4704516728719077,0.009408950805664062
66,2.6142573,2.665488,"('imaginative', 'unimaginative')",1.8801548,1.9107065,1.0983231,1.1754818,1.864245096842448,1.9172255198160808,0.05298042297363281
3,2.3364098,2.2913618,"('likable', 'unlikable')",0.12241611,0.12075071,0.8587003,0.7968618,1.1058420340220134,1.0696581204732258,-0.03618391354878758
107,2.2964647,2.2363582,"('conventional', 'modern')",0.70846087,0.8731865,-0.79804987,-1.051978,0.7356251875559489,0.6858555475870768,-0.04976963996887207
50,2.0851753,2.0482607,"('unprejudiced', 'prejudiced')",1.3874567,1.3604696,1.801063,1.4529591,1.7578983306884766,1.6205631891886394,-0.13733514149983717
10,-2.0686994,-1.8967266,"('affectionate', 'unaffectionate')",-1.0508572,-1.0170016,-0.8077186,-0.5886543,-1.3090916474660237,-1.167460838953654,0.14163080851236964
32,-1.890562,-1.5840183,"('benevolent', 'hardhearted')",-1.7359242,-1.6722999,-1.9495894,-1.7803648,-1.8586918512980144,-1.6788943608601887,0.17979749043782567
31,-1.863719,-1.438856,"('altruistic', 'egoistic')",-0.11062504,-0.10160872,-1.0219456,-0.7399478,-0.9987632433573405,-0.7601375579833984,0.23862568537394202
8,-1.69558,-1.9367106,"('open', 'distant')",0.9203807,0.47761202,0.31333464,0.23363805,-0.15395488341649374,-0.40848684310913086,-0.2545319596926371
15,1.6409259,1.6307188,"('polite', 'impolite')",0.32956284,0.44540632,-0.5256987,-0.44617194,0.4815967082977295,0.543317715326945,0.06172100702921546
46,1.6305394,2.0866518,"('generous', 'stingy')",1.3553939,1.3051666,1.0715642,1.0247858,1.3524991671244304,1.4722013473510742,0.1197021802266438
94,1.5660473,1.4483122,"('aggressive', 'submissive')",-0.19692457,-0.320441,-0.60188913,-0.6885619,0.25574453671773273,0.14643641312917074,-0.10930812358856198
76,1.5565076,1.5151987,"('secure', 'insecure')",0.38334543,0.3470475,0.59289813,0.37083387,0.8442503611246744,0.7443600495656332,-0.09989031155904127
52,1.5360041,1.4078277,"('competitive', 'uncompetitive')",-1.1381524,-0.9933147,-1.446533,-1.6353999,-0.3495604197184245,-0.4069623152414958,-0.05740189552307129
99,-1.497906,-1.3103622,"('prestigious', 'insignificant')",-0.8632494,-0.7948258,0.9594475,1.1337208,-0.4672360022862752,-0.32382237911224365,0.14341362317403156
13,-1.4658554,-1.7494028,"('helpful', 'unhelpful')",-3.5039062,-3.4662828,-3.9658756,-3.8306804,-2.978545824686686,-3.0154552459716797,-0.03690942128499364
109,1.4214771,1.3965422,"('conservative', 'liberal')",0.013299957,0.1294553,0.34142748,0.17498583,0.5920681556065878,0.5669944286346436,-0.02507372697194421
108,1.4214771,1.3965422,"('conservative', 'liberal')",0.013299957,0.1294553,0.34142748,0.17498583,0.5920681556065878,0.5669944286346436,-0.02507372697194421
103,1.3629571,1.3816385,"('traditional', 'modern')",1.399895,1.4631424,1.4768981,1.3337245,1.4132501284281414,1.3928351402282715,-0.020414988199869866
84,-1.3399706,-1.2770993,"('self-confident', 'diffident')",-1.1817871,-1.1634855,-0.53605795,-0.5163257,-1.0192718505859375,-0.9856367905934652,0.033635059992472294
29,-1.3391736,-1.4940131,"('honest', 'immoral')",-1.2774396,-1.3277235,-1.5614064,-1.752094,-1.392673174540202,-1.524610201517741,-0.13193702697753906
28,-1.3150518,-1.3350511,"('honest', 'dishonest')",-1.7372087,-1.9361333,-2.2775786,-2.2433696,-1.776612917582194,-1.8381846745808919,-0.06157175699869777
62,-1.2970649,-1.2528076,"('creative', 'uncreative')",-1.1973898,-1.2964354,-0.6111116,-0.5230752,-1.0351888338724773,-1.0241060256958008,0.011082808176676506
104,-1.2722085,-0.9282762,"('conventional', 'unconventional')",-1.1656477,-1.1315076,-0.8149404,-0.47421986,-1.0842655499776204,-0.844667911529541,0.23959763844807935
82,-1.2715899,-1.05704,"('industrious', 'meek')",-0.22502798,-0.11935708,0.7177563,0.80584574,-0.25962050755818683,-0.12351711591084798,0.13610339164733887
14,1.2388986,1.222913,"('supportive', 'unsupportive')",-0.32596123,-0.37409168,-0.5213933,-0.7508209,0.13051470120747885,0.03266682227452596,-0.09784787893295288
34,-1.1971319,-1.0166992,"('loyal', 'disloyal')",-2.0033224,-1.8231854,-2.7230024,-2.0889502,-1.9744855562845867,-1.6429449717203777,0.331540584564209
33,-1.1875548,-1.1905556,"('softhearted', 'hardhearted')",-0.08153415,0.02501604,-1.3092768,-1.2866442,-0.8594552675882975,-0.8173945744832357,0.042060693105061775
2,1.1720998,1.1027112,"('friendly', 'unfriendly')",-0.95407903,-0.9460961,-1.0593194,-1.1071498,-0.28043286005655926,-0.31684492031733197,-0.036412060260772705
63,-1.1298556,-1.303859,"('capable', 'incapable')",-1.4512379,-1.4955304,-0.53065455,-0.6711843,-1.0372494061787922,-1.1568578879038494,-0.11960848172505711
105,-1.1121862,-1.1508424,"('conventional', 'modern')",0.0159453,-0.040117204,-0.77735245,-0.78339285,-0.624531110127767,-0.6581175327301025,-0.033586422602335575
38,-1.0760697,-0.87832373,"('kind', 'unkind')",-2.1656148,-1.9688854,-3.0356448,-2.938733,-2.0924431482950845,-1.9286473592122395,0.16379578908284498
44,-1.0672052,-1.3001529,"('truthful', 'untruthful')",-2.1728292,-2.1084945,-1.5462222,-1.510973,-1.595418930053711,-1.6398735046386719,-0.04445457458496094
102,-1.055184,-0.84466183,"('eminent', 'low')",-0.82969594,-0.63240534,-0.9813308,-0.71966505,-0.9554035663604736,-0.73224409421285,0.22315947214762366
55,-1.0491287,-0.85082895,"('intelligent', 'unintelligent')",-0.7867404,-0.7279883,-0.38401902,-0.29666188,-0.7399627367655436,-0.6251597007115682,0.11480303605397535
16,1.0375394,1.0239637,"('social', 'antisocial')",-1.1843174,-1.0039709,-0.6614632,-0.609051,-0.26941372950871784,-0.19635272026062012,0.07306100924809772
26,1.0206997,1.0951889,"('trustworthy', 'untrustworthy')",0.543942,0.4509346,0.17425814,0.011281937,0.5796332756678263,0.5191351572672526,-0.06049811840057373
21,1.0008168,1.2690593,"('nice', 'nasty')",0.27870905,0.2795707,0.16534323,-0.123663425,0.48162301381429035,0.47498885790507,-0.006634155909220341
56,1.0003648,0.9878267,"('intelligent', 'dumb')",0.60544145,0.4226772,0.055960193,0.034371868,0.5539221366246542,0.481625239054362,-0.07229689757029217
93,0.97752076,0.9531164,"('dominating', 'dominated')",-0.5142864,-0.3563665,0.07901025,0.18167889,0.18074820439020792,0.2594762643178304,0.07872805992762247
7,-0.9375924,-1.1590574,"('outgoing', 'distant')",0.36679423,-0.065151036,0.7550085,0.5664958,0.06140345335006714,-0.21923752625783285,-0.2806409796079
25,0.9292772,0.99142814,"('moral', 'immoral')",-1.610382,-1.5420434,-0.8961438,-1.2077974,-0.5257495244344076,-0.586137572924296,-0.060388048489888435
83,0.9159516,0.8096868,"('energetic', 'lethargic')",-0.29508966,-0.3657441,-1.4384882,-1.4370306,-0.2725420991579692,-0.3310292959213257,-0.05848719676335651
89,0.8677469,0.8120606,"('daring', 'anxious')",-0.0013864785,0.034223408,-0.445112,-0.6069782,0.14041614532470703,0.07976861794789632,-0.060647527376810714
100,-0.8502108,-0.7311806,"('influential', 'uninfluential')",-0.78758425,-0.62363636,-1.5250447,-1.1469688,-1.054279883702596,-0.8339285850524902,0.22035129865010572
90,0.8276506,0.701249,"('motivated', 'unmotivated')",0.04893878,-0.053839922,1.1884143,0.8682842,0.6883346239725748,0.5052311023076376,-0.18310352166493726
92,-0.8186632,-0.76919484,"('unwavering', 'wavering')",0.033091843,-0.013285071,-0.10814905,0.03664428,-0.2979067961374919,-0.24861186742782593,0.04929492870966595
24,-0.81405115,-0.6177665,"('thoughtful', 'rough')",-0.6148404,-0.5680883,-0.18758988,-0.12184101,-0.538827141125997,-0.4358986218770345,0.10292851924896246
19,-0.7934632,-0.61724067,"('funny', 'boring')",-0.15019345,-0.07388365,0.3147037,0.63022786,-0.20965097347895303,-0.020298818747202556,0.1893521547317505
97,-0.7652744,-0.5517048,"('superior', 'inferior')",-0.85602176,-0.9204483,-0.4759511,-0.255953,-0.6990824540456136,-0.5760354200998942,0.12304703394571948
