,Bristol_male,Bristol_female,tuple,Myers_male,Myers_female,Squibb_male,Squibb_female,average_male,average_female,female-male
105,-0.9151437,-0.83793867,"('conventional', 'modern')",-0.23962806,-0.27860475,-0.84131,-0.86701673,-0.6653606096903483,-0.661186695098877,0.004173914591471317
79,0.8991511,0.7318153,"('determined', 'doubtful')",0.20736924,0.38423452,0.1408382,0.038861334,0.4157861868540446,0.38497034708658856,-0.030815839767456055
64,-0.8828863,-1.042996,"('clever', 'incompetent')",-0.0019418299,-0.30874276,1.0125629,1.0070323,0.04257826010386149,-0.11490217844645183,-0.15748043855031332
22,0.87788093,0.8342047,"('welcoming', 'disagreeable')",-0.066067934,0.18522295,1.0282478,0.7791095,0.6133536100387573,0.5995123783747355,-0.013841231664021847
38,-0.8740796,-0.73197085,"('kind', 'unkind')",-1.2257972,-1.1694597,0.17632158,0.26928842,-0.6411850849787394,-0.5440473953882853,0.0971376895904541
51,-0.8691342,-0.88565636,"('competent', 'incompetent')",-0.096658885,-0.33479112,1.0046043,1.1803622,0.01293708880742391,-0.013361771901448568,-0.02629886070887248
94,0.85521644,0.75710094,"('aggressive', 'submissive')",0.5595219,0.4348271,1.5170528,1.6001861,0.9772637685139974,0.9307047526041666,-0.0465590159098308
15,0.8537165,0.9253086,"('polite', 'impolite')",0.33759236,0.3671511,0.98810005,1.1274258,0.7264696756998698,0.8066285451253256,0.0801588694254558
20,-0.82998705,-0.6503198,"('popular', 'unpopular')",0.079218164,0.10357353,-0.20875755,-0.48721147,-0.3198421398798625,-0.34465257326761883,-0.024810433387756348
52,-0.8251034,-0.7791252,"('competitive', 'uncompetitive')",0.19459623,0.15044543,1.4818954,1.7015254,0.2837960918744405,0.35761523246765137,0.07381914059321087
55,-0.8141136,-0.7033386,"('intelligent', 'unintelligent')",-0.64594954,-0.6989896,1.2736576,0.990926,-0.06213521957397461,-0.13713407516479492,-0.07499885559082031
47,-0.7958605,-0.82217133,"('forgiving', 'unforgiving')",-1.1202803,-1.0091286,1.051835,1.116049,-0.2881019512812297,-0.23841694990793863,0.04968500137329104
16,0.77695364,0.55427074,"('social', 'antisocial')",0.9222845,0.80787736,1.8525779,2.1117897,1.1839386622111003,1.1579792499542236,-0.0259594122568767
5,0.7667002,0.6730925,"('pleasant', 'repellent')",0.56352925,0.37291744,1.6340761,1.6885076,0.9881018797556559,0.9115058581034342,-0.07659602165222168
84,-0.7608459,-0.69428635,"('self-confident', 'diffident')",-0.68794936,-0.6416346,-0.7316284,-0.96616495,-0.7268079121907552,-0.7673619588216146,-0.040554046630859375
49,-0.73695207,-0.7657794,"('responsible', 'irresponsible')",-0.84183943,-0.98108876,0.9399869,0.9377639,-0.21293487151463827,-0.26970140139261883,-0.05676652987798056
101,-0.73447007,-0.70740926,"('successful', 'unsuccessful')",-0.16874048,-0.41306257,-0.25363183,0.038021356,-0.3856141169865926,-0.3608168363571167,0.024797280629475893
59,0.73109937,0.8542386,"('skillful', 'clumsy')",0.09718927,0.20515777,0.050785683,-0.11002164,0.29302475849787396,0.31645824511845905,0.023433486620585087
82,0.71966696,0.646055,"('industrious', 'meek')",0.47150952,0.47511566,-0.87272537,-0.83287656,0.10615034898122151,0.09609802563985188,-0.010052323341369629
106,0.7089262,0.79488873,"('conventional', 'unconventional')",0.5404733,0.50114363,0.4667476,0.29294088,0.5720490217208862,0.5296577612559,-0.0423912604649862
18,-0.7068378,-0.739499,"('social', 'asocial')",-0.21620142,0.0042357966,1.2956097,1.5550956,0.12419017155965169,0.2732774615287781,0.1490872899691264
90,0.6919897,0.61521715,"('motivated', 'unmotivated')",0.28236166,0.066032946,1.4434781,1.1808296,0.8059431711832682,0.6206932465235392,-0.185249924659729
63,-0.6891488,-0.60862434,"('capable', 'incapable')",-1.3521845,-1.4818432,0.07529808,0.04599964,-0.6553450425465902,-0.6814893086751302,-0.02614426612854004
19,-0.68913054,-0.6733035,"('funny', 'boring')",-0.20049113,-0.091929674,-1.3374193,-1.5056139,-0.742347002029419,-0.7569490273793539,-0.014602025349934933
103,0.6743451,0.7850599,"('traditional', 'modern')",0.8457797,0.7357867,0.73567915,0.8697814,0.7519346872965494,0.7968759536743164,0.044941266377766964
34,-0.6646404,-0.40594444,"('loyal', 'disloyal')",-1.2599864,-1.1914028,0.23729901,0.5192412,-0.5624426205952963,-0.3593686819076538,0.20307393868764245
69,-0.64133376,-0.52376723,"('wise', 'foolish')",-0.708508,-0.40270472,-0.776559,-0.797468,-0.7088003158569336,-0.5746466318766276,0.13415368398030603
73,-0.6112831,-0.83620393,"('brilliant', 'incompetent')",-0.59177285,-0.9404328,0.7080258,0.75932014,-0.16501005490620932,-0.3391055266062419,-0.17409547170003256
65,-0.5968424,-0.80273,"('practical', 'impractical')",-0.20698947,-0.44189113,0.40974844,0.40009958,-0.13136114676793417,-0.2815071940422058,-0.15014604727427164
21,0.53062207,0.48696887,"('nice', 'nasty')",0.12935644,0.20534456,0.20813197,0.09409192,0.28937015930811566,0.262135108311971,-0.02723505099614465
14,-0.5305561,-0.5815454,"('supportive', 'unsupportive')",0.25995183,0.37890005,1.8208202,1.5675979,0.5167386531829834,0.454984188079834,-0.061754465103149414
110,0.5167405,0.4147089,"('narrow-minded', 'open-minded')",0.002168212,-0.099878356,-0.50769436,-0.24871649,0.0037381251653035483,0.022038017710049946,0.0182998925447464
54,0.4984001,0.40434584,"('smart', 'stupid')",0.66897124,0.38904783,0.49697572,0.14644991,0.5547823111216227,0.3132811983426412,-0.2415011127789815
72,-0.49318394,-0.2729985,"('logical', 'illogical')",-0.21644929,-0.059901834,0.49681658,0.61262804,-0.07093888521194458,0.09324256579081218,0.16418145100275677
102,-0.47758245,-0.4495057,"('eminent', 'low')",-0.14148578,-0.22640586,0.31686345,0.17187557,-0.10073493917783101,-0.1680119832356771,-0.06727704405784608
91,-0.47057757,-0.28771776,"('resilient', 'nonresilient')",-0.24696833,-0.3166765,0.28172198,-0.069438994,-0.14527462919553122,-0.22461108366648355,-0.07933645447095233
39,-0.4562591,-0.33604473,"('right', 'wrong')",-0.047353208,0.2393053,-0.31830952,-0.35877922,-0.2739739418029785,-0.15183955430984497,0.12213438749313354
0,-0.45093971,-0.30378914,"('sociable', 'unsociable')",-0.5560163,-0.31534034,1.209947,1.285874,0.06766362984975179,0.22224817673365274,0.15458454688390094
30,-0.43704462,-0.46862826,"('honest', 'dishonest')",-0.3755697,-0.5316218,0.049234673,0.0029871762,-0.25445987780888873,-0.3324209849039714,-0.07796110709508264
71,0.42871302,0.25501603,"('efficient', 'inefficient')",0.38756126,-0.021604776,1.2794961,1.0772367,0.6985901196797689,0.4368826548258464,-0.26170746485392254
70,-0.4224089,-0.3030312,"('wise', 'unwise')",0.4670061,0.68793285,0.84661627,0.5956373,0.2970711390177409,0.32684632142384845,0.029775182406107548
83,-0.40137988,-0.43372706,"('energetic', 'lethargic')",-0.32741225,-0.30772126,0.45783412,0.58236456,-0.09031933546066284,-0.05302790800730387,0.03729142745335897
80,0.40053287,0.41948703,"('independent', 'dependent')",0.4096061,0.44244605,0.03182549,-0.065775275,0.28065480788548786,0.2653859456380208,-0.015268862247467041
46,0.37488508,0.51473093,"('generous', 'stingy')",1.1951636,1.5733367,1.1115997,1.0851779,0.8938827514648438,1.0577484766642253,0.16386572519938158
78,0.3741138,0.2725975,"('active', 'inactive')",1.6461681,1.4892886,-0.24912855,-0.73631805,0.5903844038645426,0.3418560028076172,-0.24852840105692542
4,-0.37070212,-0.5388684,"('likable', 'unlikable')",0.0049292147,-0.09105202,0.8127833,0.80696917,0.14900346597035727,0.059016247590382896,-0.08998721837997437
61,-0.36104,-0.16261537,"('rational', 'irrational')",-0.12635332,0.20223232,-0.05040577,-0.029687598,-0.17926637331644693,0.0033097813526789346,0.18257615466912586
77,-0.36047018,-0.3057881,"('active', 'inactive')",0.6535807,0.8153416,0.1769746,0.3673064,0.1566950480143229,0.29228663444519043,0.13559158643086752
7,-0.356159,-0.2992106,"('outgoing', 'distant')",-0.002424121,0.10256368,-1.4464661,-1.8175515,-0.6016830603281657,-0.6713994344075521,-0.06971637407938647
56,0.3558218,0.4008713,"('intelligent', 'dumb')",0.9723316,0.9472953,0.8333246,0.93997914,0.7204926808675131,0.7627152601877848,0.042222579320271736
37,0.3264699,0.24969214,"('good', 'evil')",1.3329535,1.5398936,-0.4802963,-0.77422416,0.39304232597351074,0.33845388889312744,-0.0545884370803833
17,0.30549568,0.4197142,"('social', 'antisocial')",0.5588541,0.70315355,0.5376799,0.72049814,0.4673432509104411,0.6144553025563558,0.14711205164591473
35,0.304274,0.32918108,"('fair', 'unfair')",0.7685175,0.94522464,-0.07625644,-0.1107544,0.33217833439509076,0.3878837823867798,0.05570544799168903
97,-0.3005898,-0.24927118,"('superior', 'inferior')",-1.0391197,-0.9399518,-0.6282365,-0.53348213,-0.6559820175170898,-0.5742350419362386,0.0817469755808512
23,0.20987356,0.3161378,"('hospitable', 'inhospitable')",0.058728814,0.0708428,-0.24010319,-0.6306473,0.009499728679656982,-0.08122223615646362,-0.0907219648361206
42,-0.19931245,-0.056390524,"('amicable', 'hostile')",-0.030409306,0.26652738,-0.3794582,-0.48015785,-0.20305999120076498,-0.09000699718793233,0.11305299401283266
76,0.18102573,0.034801915,"('secure', 'insecure')",0.78410953,0.56441724,1.1741505,1.2843081,0.7130952676137289,0.6278424263000488,-0.08525284131368005
2,0.17389584,0.12981802,"('friendly', 'unfriendly')",-0.39567423,-0.69284457,1.6622646,1.8062907,0.4801620642344157,0.41442139943440753,-0.06574066480000818
96,-0.17244639,-0.21181054,"('powerful', 'powerless')",0.10931602,0.180767,0.107982576,0.16482884,0.014950737357139587,0.044595097502072654,0.029644360144933067
60,-0.121801406,0.034480304,"('educated', 'uneducated')",-0.59686774,-0.51563454,0.9043156,1.0916548,0.0618821382522583,0.20350019137064615,0.14161805311838785
88,0.12156826,0.06368506,"('impulsive', 'meek')",1.0118544,1.112478,-0.22209308,-0.112290636,0.30377650260925293,0.3546241521835327,0.050847649574279785
26,-0.10698147,-0.1725463,"('trustworthy', 'untrustworthy')",0.49139923,0.6186184,0.67312014,1.0097083,0.3525126377741496,0.48526012897491455,0.13274749120076496
43,-0.09057664,-0.06408315,"('genuine', 'fake')",-0.9517779,-0.90447366,0.22422412,0.30944157,-0.272710124651591,-0.21970508495966592,0.05300503969192508
92,-0.08617428,0.14273533,"('unwavering', 'wavering')",-0.26587147,-0.17477478,-0.39962137,-0.6668602,-0.2505557139714559,-0.23296656211217245,0.01758915185928342
89,0.06944355,0.044942588,"('daring', 'anxious')",0.49299714,0.34400785,0.40432322,0.4423266,0.3222546378771464,0.2770923376083374,-0.04516230026880902
31,-0.06342289,-0.0044333637,"('altruistic', 'egoistic')",-0.31908715,-0.14507672,-0.5053738,-0.655949,-0.29596126079559326,-0.2684863607088725,0.027474900086720766
57,-0.043007255,-0.15784663,"('able', 'unable')",-0.3419898,-0.57267416,0.13982108,-0.0396346,-0.08172531922658284,-0.2567184567451477,-0.17499313751856488
24,0.01774308,0.029686332,"('thoughtful', 'rough')",-0.4361248,-0.60454136,0.34413493,0.33483985,-0.024748931328455608,-0.08000505963961284,-0.05525612831115723
45,0.010743722,-0.1921983,"('cooperative', 'exploitative')",-0.6337535,-0.73618233,-0.42364314,-0.45692652,-0.3488843043645223,-0.46176902453104657,-0.11288472016652429
25,-0.0068908483,-0.11935751,"('moral', 'immoral')",-0.76751363,-1.0257658,1.37099,1.1741195,0.1988618572552999,0.009665409723917643,-0.18919644753138226
