,Bristol_male,Bristol_female,tuple,Myers_male,Myers_female,Squibb_male,Squibb_female,average_male,average_female,female-male
27,-4.252603,-3.9801888,"('sincere', 'insincere')",-6.037098,-6.366678,-0.6755822,-0.6634813,-3.6550944646199546,-3.670116106669108,-0.01502164204915335
75,4.15405,3.8258584,"('confident', 'shy')",6.1472597,6.5074134,2.9116464,2.8321474,4.404318491617839,4.388473192850749,-0.015845298767089844
53,-3.7889872,-3.6495805,"('smart', 'stupid')",-4.4111066,-4.6354704,-1.192555,-1.0727947,-3.130882898966471,-3.119282086690267,0.011600812276204131
95,-3.3230267,-3.2539725,"('rich', 'poor')",-4.5470204,-5.1818037,-1.0691512,-1.2045704,-2.9797328313191733,-3.2134488423665366,-0.23371601104736328
1,-3.0599635,-2.869506,"('friendly', 'unfriendly')",-2.46462,-2.1700506,-0.26576427,-0.3431427,-1.9301160176595051,-1.794233004252116,0.13588301340738917
40,-2.8086774,-2.6819978,"('honorable', 'mean')",-4.386743,-4.9718733,-1.2754183,-1.6552668,-2.823612848917643,-3.1030457814534507,-0.2794329325358076
62,-2.7175105,-2.541613,"('creative', 'uncreative')",-0.6509805,-0.4408325,0.2070145,0.24677956,-1.0538254578908284,-0.9118887583414713,0.14193669954935706
50,2.500062,2.3118718,"('unprejudiced', 'prejudiced')",1.8614819,1.7392664,-0.22776811,-0.1533438,1.3779252370198567,1.2992647488911946,-0.07866048812866211
6,2.4658866,2.306221,"('liked', 'disliked')",5.8031745,6.300969,1.2387952,1.3055787,3.169285456339518,3.3042564392089844,0.1349709828694663
11,-1.9899383,-1.8014771,"('caring', 'unaffectionate')",-2.512498,-2.4520397,0.0783754,0.10419798,-1.4746869405110676,-1.3831062316894531,0.09158070882161451
32,-1.9721595,-1.9184456,"('benevolent', 'hardhearted')",-1.8015734,-1.5875587,-0.37096393,-0.08495021,-1.3815655708312988,-1.196984847386678,0.18458072344462084
13,-1.8485491,-1.7130738,"('helpful', 'unhelpful')",-2.6411366,-2.731093,0.3301122,0.38921613,-1.3865246772766113,-1.3516502380371094,0.03487443923950195
68,-1.7898088,-1.8886309,"('clever', 'inept')",-0.7826481,-1.1193235,0.01670289,-0.00562419,-0.8519179821014404,-1.0045262177785237,-0.15260823567708326
3,1.7334328,1.5235362,"('likable', 'unlikable')",1.8228788,1.8745753,1.4371169,1.4580942,1.6644760767618816,1.6187351544698079,-0.045740922292073716
33,-1.6983775,-1.436529,"('softhearted', 'hardhearted')",-2.1047697,-1.9461749,-0.70402,-0.8416756,-1.5023891131083171,-1.4081265131632488,0.09426259994506836
86,1.6925604,1.6315142,"('self-reliant', 'helpless')",2.8061514,2.9949617,0.3213784,0.38382107,1.606696605682373,1.6700989405314128,0.06340233484903979
99,-1.6903183,-1.5560583,"('prestigious', 'insignificant')",-1.1026047,-0.9595433,-0.7336559,-0.96655613,-1.1755263010660808,-1.1607192357381184,0.014807065327962388
28,-1.6573124,-1.5609784,"('honest', 'dishonest')",-1.6495845,-1.7213383,0.17780189,0.23047706,-1.0430316925048828,-1.017279863357544,0.025751829147338867
109,1.6504377,1.7035615,"('conservative', 'liberal')",0.65972507,0.5799035,0.62278533,0.5234376,0.9776493708292643,0.9356341361999512,-0.042015234629313114
108,1.6504377,1.7035615,"('conservative', 'liberal')",0.65972507,0.5799035,0.62278533,0.5234376,0.9776493708292643,0.9356341361999512,-0.042015234629313114
67,-1.6138465,-1.5913023,"('discriminating', 'undiscriminating')",-0.09382846,-0.106060326,0.4424807,0.5691711,-0.421731432278951,-0.37606386343638104,0.04566756884256995
74,-1.5695496,-1.533572,"('insightful', 'unperceptive')",-0.72887003,-0.70147544,0.5838521,0.4344799,-0.5715224742889404,-0.6001891295115153,-0.028666655222574833
81,1.5019917,1.4356713,"('industrious', 'lazy')",1.3265043,1.4138962,-0.65398777,-0.95731175,0.7248360315958658,0.630751887957255,-0.09408414363861084
87,-1.4868345,-1.3960533,"('dedicated', 'undedicated')",-0.72707623,-0.6534112,-0.40096658,-0.30346805,-0.871625820795695,-0.7843108177185059,0.08731500307718909
48,1.4195932,1.2318959,"('reliable', 'unreliable')",2.793496,2.8694444,0.9259133,0.7848435,1.713000774383545,1.628727912902832,-0.08427286148071289
29,-1.3480793,-1.3406868,"('honest', 'immoral')",-1.3131051,-1.5181766,0.19274028,0.060530677,-0.8228147029876709,-0.9327775637308756,-0.10996286074320472
107,1.2961081,1.4180887,"('conventional', 'modern')",0.9854798,1.0716567,0.9632989,1.0142567,1.081628958384196,1.1680006980895996,0.08637173970540357
12,-1.279187,-1.1737766,"('sympathetic', 'unsympathetic')",-1.264672,-1.4172456,2.0242877,2.1180282,-0.17319043477376303,-0.15766469637552896,0.015525738398234068
66,-1.2747182,-1.240767,"('imaginative', 'unimaginative')",2.5767655,2.7070189,2.1152387,2.430428,1.1390953063964844,1.2988932927449544,0.15979798634846998
41,1.2469783,1.4477198,"('incorrupt', 'corrupt')",0.40312448,0.6406642,-1.7790947,-1.7156268,-0.04299732049306234,0.12425243854522705,0.1672497590382894
58,-1.2220545,-1.1496565,"('able', 'clumsy')",-1.8607832,-1.8371145,1.251664,1.5760596,-0.6103911797205607,-0.47023717562357586,0.1401540040969848
44,-1.2162396,-1.1262901,"('truthful', 'untruthful')",-0.72926664,-0.684484,0.17238894,0.12109162,-0.5910391012827555,-0.5632274945576986,0.027811606725056892
100,-1.2103152,-0.96307397,"('influential', 'uninfluential')",-0.8346219,-0.6015431,1.1386124,1.1517127,-0.30210824807484943,-0.1376348336537679,0.16447341442108152
36,-1.192471,-1.2135434,"('tolerant', 'intolerant')",-1.4028358,-1.4558586,0.0007329583,0.1881077,-0.8648579915364584,-0.8270981311798096,0.0377598603566488
9,-1.1303885,-1.1733445,"('sensitive', 'insensitive')",-1.2249957,-1.457195,1.5054369,1.3927606,-0.28331581751505536,-0.41259292761484784,-0.12927711009979248
85,-1.0627891,-1.0890505,"('ambitious', 'unambitious')",0.5322058,0.3961488,1.6291885,1.7516772,0.3662017583847046,0.3529251416524251,-0.013276616732279478
98,-1.0184523,-0.8425187,"('prestigious', 'insignificant')",-0.9854052,-0.94416785,-0.8596343,-1.0199009,-0.9544973373413086,-0.9355291525522867,0.018968184789021847
93,0.98583114,0.983633,"('dominating', 'dominated')",0.0063699335,-0.071060106,0.46443063,0.9177324,0.4855438868204753,0.6101017793019613,0.12455789248148602
10,-0.9680128,-0.6922736,"('affectionate', 'unaffectionate')",-0.918784,-0.6980618,0.29876596,0.31155866,-0.5293436050415039,-0.3595922787984212,0.1697513262430827
8,-0.9454235,-0.8472864,"('open', 'distant')",-0.35824168,-0.28286976,-1.3081363,-1.6392589,-0.8706005414326986,-0.9231383005777994,-0.05253775914510084
104,-0.93272996,-0.6017828,"('conventional', 'unconventional')",-0.86081266,-0.5962783,-0.38610446,-0.24219105,-0.726548989613851,-0.48008406162261963,0.24646492799123132
