,Emerson_male,Emerson_female,tuple,Electric_male,Electric_female,Company_male,Company_female,average_male,average_female,female-male
75,3.526967,3.6545205,"('confident', 'shy')",4.454947,5.067139,5.7217474,5.7270384,4.56788698832194,4.816232681274414,0.24834569295247366
27,-3.0972288,-3.1220708,"('sincere', 'insincere')",-5.146181,-5.4649477,-6.200424,-5.977626,-4.814611434936523,-4.854881604512532,-0.04027016957600882
95,-2.7945375,-2.9283142,"('rich', 'poor')",-4.4805026,-4.76849,-5.528528,-5.4964237,-4.267855962117513,-4.397742589314778,-0.12988662719726562
99,-1.8536088,-2.1364653,"('prestigious', 'insignificant')",0.73376846,1.0789639,-0.45481205,-0.27260256,-0.5248841444651285,-0.4433679978052775,0.08151614665985102
6,1.82816,1.4601558,"('liked', 'disliked')",3.8324413,4.6068106,5.2390637,5.2091265,3.6332219441731772,3.758697509765625,0.12547556559244777
28,-1.8051404,-1.5975101,"('honest', 'dishonest')",-1.9696954,-1.9803646,-1.2835791,-1.2512192,-1.6861383120218914,-1.609697977701823,0.07644033432006836
11,-1.7974918,-1.8416137,"('caring', 'unaffectionate')",-1.0408335,-1.0621374,-1.4195318,-1.4349076,-1.419285774230957,-1.4462194442749023,-0.026933670043945312
40,-1.782865,-2.0398092,"('honorable', 'mean')",-3.5204535,-3.9784868,-4.905266,-5.1309004,-3.4028612772623696,-3.7163988749186196,-0.31353759765625
32,-1.7679399,-1.4184757,"('benevolent', 'hardhearted')",-1.7628126,-1.6756108,-2.015915,-1.8206694,-1.8488891919453938,-1.6382519404093425,0.21063725153605128
109,1.7104065,1.9470079,"('conservative', 'liberal')",-0.17487246,-0.18526188,-0.22003746,-0.30144396,0.43849889437357586,0.48676737149556476,0.048268477121988895
108,1.7104065,1.9470079,"('conservative', 'liberal')",-0.17487246,-0.18526188,-0.22003746,-0.30144396,0.43849889437357586,0.48676737149556476,0.048268477121988895
1,-1.6113294,-1.7116418,"('friendly', 'unfriendly')",-0.9342768,-0.53799045,-1.6749282,-1.6091913,-1.4068447748819988,-1.2862745920817058,0.12057018280029297
76,1.5796134,1.8352895,"('secure', 'insecure')",-0.73223376,-0.94013304,-0.2331449,-0.3314395,0.20474493503570557,0.18790564934412637,-0.016839285691579192
107,1.5707335,1.817797,"('conventional', 'modern')",0.0036434531,-0.046415783,-0.063400775,0.062306985,0.5036587715148926,0.6112293799718221,0.10757060845692956
53,-1.4837201,-1.2792473,"('smart', 'stupid')",-3.6974096,-4.102354,-3.9029984,-4.1224346,-3.028042475382487,-3.1680119832356772,-0.1399695078531904
50,1.4202209,1.021468,"('unprejudiced', 'prejudiced')",1.6287198,1.5670364,2.3217878,2.2123914,1.7902428309122722,1.600298563639323,-0.18994426727294922
62,-1.4198511,-1.4520476,"('creative', 'uncreative')",-0.77787423,-0.73778284,-0.16223606,-0.34661743,-0.7866537570953369,-0.845482587814331,-0.05882883071899414
44,-1.3657577,-1.6278118,"('truthful', 'untruthful')",-1.5737108,-1.4646344,-0.9942142,-0.867333,-1.3112274805704753,-1.319926420847575,-0.00869894027709961
16,1.3499385,1.322569,"('social', 'antisocial')",-1.2159823,-0.9364408,-0.22280931,0.007948399,-0.029617706934611004,0.13135886192321777,0.16097656885782877
103,1.3143442,1.1834916,"('traditional', 'modern')",1.4659967,1.4340651,1.1738122,1.3433298,1.318051020304362,1.3202954928080242,0.0022444725036621094
13,-1.3004321,-1.1450043,"('helpful', 'unhelpful')",-3.534949,-3.7013292,-3.6787496,-3.5016527,-2.838043530782064,-2.7826620737711587,0.055381457010905244
58,-1.2961639,-0.8407126,"('able', 'clumsy')",-2.64502,-2.664803,-2.0257125,-1.7419163,-1.9889655113220215,-1.749143918355306,0.23982159296671557
92,-1.2906593,-1.411774,"('unwavering', 'wavering')",0.8744435,1.0331337,0.52672195,0.6933435,0.03683537244796753,0.10490107536315918,0.06806570291519165
10,-1.2583053,-0.91899896,"('affectionate', 'unaffectionate')",-0.75035995,-0.71280336,-1.2385545,-1.3324065,-1.0824066003163655,-0.9880696137746176,0.09433698654174794
15,1.249702,1.6628164,"('polite', 'impolite')",-0.6991134,-0.683921,-0.27744544,-0.07128143,0.09104770421981812,0.30253799756368,0.21149029334386188
104,-1.2099283,-1.1156354,"('conventional', 'unconventional')",-0.015777618,0.36895078,0.28531268,0.49382594,-0.3134644031524658,-0.08428622285525005,0.22917818029721576
94,1.2064768,1.5829945,"('aggressive', 'submissive')",-0.9220759,-0.8026914,0.11054471,0.08536418,0.13164853056271872,0.28855574131011963,0.1569072107474009
98,-1.1902671,-1.6068016,"('prestigious', 'insignificant')",1.3023468,1.299934,0.16370653,0.24297962,0.09192876021067302,-0.021295994520187378,-0.1132247547308604
74,-1.1882572,-1.0753478,"('insightful', 'unperceptive')",-1.1178284,-1.1179101,-1.7718232,-1.6739049,-1.3593028386433919,-1.289054234822591,0.07024860382080078
102,-1.135853,-1.2256681,"('eminent', 'low')",-1.6016984,-1.2786634,-1.684196,-1.4103363,-1.473915735880534,-1.3048892815907795,0.16902645428975438
48,1.1354947,1.2207302,"('reliable', 'unreliable')",2.3603132,2.4087186,1.9145089,1.8205051,1.8034389813741047,1.8166513442993164,0.013212362925211663
3,1.0427607,1.0525138,"('likable', 'unlikable')",0.9686328,1.1880512,1.0005779,1.1979762,1.0039904912312825,1.1461804707845051,0.14218997955322266
85,-0.94183445,-1.5390971,"('ambitious', 'unambitious')",-0.82138735,-0.9369539,-0.5626709,-0.5319256,-0.7752975622812907,-1.0026588439941406,-0.22736128171284997
47,-0.90059555,-0.8086996,"('forgiving', 'unforgiving')",-0.6980932,-0.495543,-1.053933,-1.0380034,-0.8842072486877441,-0.7807486852010092,0.10345856348673499
93,0.87441194,1.1905661,"('dominating', 'dominated')",-0.8585348,-0.95595765,0.16507569,0.3262852,0.06031760573387146,0.18696455160776773,0.12664694587389627
35,0.872316,0.91955525,"('fair', 'unfair')",1.1454179,1.4623593,1.6969965,1.8040493,1.2382435003916423,1.395321210225423,0.15707770983378078
63,-0.86673224,-1.1389632,"('capable', 'incapable')",-0.12669235,-0.09057012,-0.91820496,-0.9240596,-0.6372098525365194,-0.7178643544514974,-0.08065450191497803
84,-0.8208159,-0.8230234,"('self-confident', 'diffident')",-0.11745185,0.013865754,-0.17518169,-0.2317988,-0.37114981810251874,-0.34698545932769775,0.024164358774820982
66,0.82055604,1.0189254,"('imaginative', 'unimaginative')",0.5797423,1.0654664,1.6603162,1.6786256,1.0202048619588215,1.2543391386667888,0.23413427670796727
86,0.7999348,0.45887852,"('self-reliant', 'helpless')",2.8774006,3.1184137,2.5107355,2.3039954,2.0626904169718423,1.9604291915893555,-0.10226122538248683
71,0.7991375,0.7502918,"('efficient', 'inefficient')",-2.2361922,-2.5062761,-0.75321794,-1.0930163,-0.7300909360249838,-0.9496668179829916,-0.2195758819580078
60,-0.7969526,-0.43096468,"('educated', 'uneducated')",-1.3294926,-0.95775867,-1.6728466,-1.2750559,-1.2664306163787842,-0.8879264195760092,0.37850419680277503
43,-0.7954061,-0.53347015,"('genuine', 'fake')",-0.741753,-0.6200831,-0.6114512,-0.6630857,-0.7162034511566162,-0.6055463155110677,0.11065713564554847
78,0.7722142,0.62557495,"('active', 'inactive')",1.954566,1.8835768,2.4846003,2.2688856,1.7371268272399902,1.5926790237426758,-0.14444780349731445
8,-0.7721455,-0.946952,"('open', 'distant')",1.6629254,1.7208042,2.087016,1.6034443,0.9925986925760905,0.7924321492513021,-0.20016654332478834
5,0.73885226,0.6201998,"('pleasant', 'repellent')",-0.128737,-0.29433998,-0.68536496,-0.6523076,-0.025083223978678387,-0.10881593823432922,-0.08373271425565083
33,-0.73589885,-0.27848488,"('softhearted', 'hardhearted')",-0.27011567,-0.3149462,-1.2802842,-1.1856136,-0.7620995839436849,-0.5930149157842001,0.16908466815948486
52,0.7249242,1.2626636,"('competitive', 'uncompetitive')",-1.4325385,-1.5000861,-1.8459338,-1.6514068,-0.8511826992034912,-0.629609743754069,0.22157295544942224
34,-0.72037566,-0.27913186,"('loyal', 'disloyal')",-2.025667,-1.8861006,-2.1376889,-1.7798164,-1.6279106140136719,-1.315016269683838,0.312894344329834
49,-0.7115997,-0.55245906,"('responsible', 'irresponsible')",-1.6990402,-1.8637085,-1.5886176,-1.7323588,-1.3330857753753662,-1.3828420639038086,-0.04975628852844238
31,-0.71115136,-0.915125,"('altruistic', 'egoistic')",-0.38883412,-0.28575158,-0.5374321,-0.4244607,-0.5458058516184489,-0.5417791207631429,0.004026730855305916
87,-0.7070991,-0.6636573,"('dedicated', 'undedicated')",-0.65461063,-0.54288846,-1.5648403,-1.5574237,-0.9755166371663412,-0.9213231404622396,0.05419349670410156
39,-0.7064496,-0.8351909,"('right', 'wrong')",0.53758824,0.9618202,0.4955914,0.81214744,0.10891000429789226,0.3129255771636963,0.20401557286580402
97,-0.69420063,-0.31735975,"('superior', 'inferior')",-0.6479865,-0.57328844,-1.2033416,-1.0740409,-0.8485096295674642,-0.6548963387807211,0.19361329078674316
57,0.68862855,0.6356694,"('able', 'unable')",-0.389194,-0.49127415,-0.04912916,-0.21981591,0.08343512813250224,-0.02514021595319112,-0.10857534408569336
2,0.6725998,0.94156814,"('friendly', 'unfriendly')",-1.3483827,-1.2975261,-1.5121584,-1.2813187,-0.7293137709299723,-0.5457588831583658,0.18355488777160645
64,0.6714718,0.8557246,"('clever', 'incompetent')",-2.1369214,-2.1490283,-1.4419653,-1.3681735,-0.9691383043924967,-0.8871590296427408,0.08197927474975586
36,-0.6647741,-0.12415451,"('tolerant', 'intolerant')",-1.5138853,-1.5107276,-0.86987543,-1.1777011,-1.016178290049235,-0.9375278155008951,0.07865047454833995
26,0.65713453,0.7263595,"('trustworthy', 'untrustworthy')",0.6108852,0.5777974,0.5204803,0.5127214,0.5961666504542033,0.605626106262207,0.00945945580800378
100,-0.65449214,-0.23350897,"('influential', 'uninfluential')",-1.2666922,-0.92274916,-0.97832406,-0.6891167,-0.966502825419108,-0.6151249408721924,0.35137788454691565
37,0.65309757,0.5448027,"('good', 'evil')",3.1403596,3.3608801,2.6946864,2.6874561,2.162714640299479,2.1977128982543945,0.03499825795491551
106,0.6436942,0.76869863,"('conventional', 'unconventional')",-0.5061823,-0.31010097,0.16903323,0.24175215,0.10218171278635661,0.23344993591308594,0.1312682231267293
41,-0.61528325,-0.6624429,"('incorrupt', 'corrupt')",2.3707418,2.5189543,1.8268913,1.9178905,1.1941165924072266,1.2581339677174885,0.06401737531026197
90,0.6146015,0.3029481,"('motivated', 'unmotivated')",0.927863,0.98705304,0.80774117,0.7840521,0.783401886622111,0.6913510958353678,-0.09205079078674316
69,-0.6090405,-0.5322168,"('wise', 'foolish')",0.78014183,0.9589861,0.960674,0.9218366,0.3772584597269694,0.4495352904001872,0.07227683067321777
24,-0.58826214,-0.74665606,"('thoughtful', 'rough')",-0.99098927,-1.084863,-0.92815363,-0.8550714,-0.8358016808827718,-0.8955301443735758,-0.05972846349080396
12,-0.56108725,0.17784905,"('sympathetic', 'unsympathetic')",-1.409644,-1.3652353,-2.0634217,-1.7333134,-1.3447176615397136,-0.9735665321350098,0.37115112940470385
68,-0.5467919,-0.63883495,"('clever', 'inept')",-0.42616838,-0.44378197,-0.67243075,-0.96350294,-0.5484636624654134,-0.6820399761199951,-0.13357631365458167
0,0.518008,1.0481673,"('sociable', 'unsociable')",-1.0632749,-0.6773071,-0.8177009,-0.47188675,-0.45432257652282715,-0.0336755116780599,0.42064706484476727
67,-0.5143348,-0.6263571,"('discriminating', 'undiscriminating')",-0.5838808,-0.371752,-0.8536183,-0.7935451,-0.6506113211313883,-0.5972180763880411,0.05339324474334717
80,0.51262325,0.46065202,"('independent', 'dependent')",0.50366825,0.60104734,0.95607305,0.8377095,0.6574548482894897,0.6331362724304199,-0.024318575859069824
55,-0.50385654,-0.17342077,"('intelligent', 'unintelligent')",-2.035855,-1.7444364,-1.6035653,-1.4336234,-1.3810922304789226,-1.117160161336263,0.26393206914265965
18,-0.49775636,-0.33877262,"('social', 'asocial')",-1.392342,-1.4525368,-0.52401507,-0.6799784,-0.804704507191976,-0.823762575785319,-0.019058068593343025
70,-0.4924382,-0.3193602,"('wise', 'unwise')",0.7142414,0.92334473,0.2525143,0.2666211,0.15810583035151163,0.29020188252131146,0.13209605216979983
45,-0.48924133,-0.7397493,"('cooperative', 'exploitative')",-0.361083,-0.7129206,-0.50161517,-0.79245424,-0.45064647992451984,-0.7483747005462646,-0.2977282206217448
7,-0.45713353,-0.7343865,"('outgoing', 'distant')",1.7502949,1.8777486,2.5213027,2.043668,1.2714880307515461,1.0623433589935303,-0.20914467175801588
21,0.44234708,0.52696675,"('nice', 'nasty')",0.8692769,0.877161,0.3767954,0.33784562,0.5628064473470052,0.5806578000386556,0.01785135269165039
79,0.41929996,0.71057826,"('determined', 'doubtful')",-0.011699364,0.21691763,0.36610687,0.45967558,0.25790248314539593,0.4623905022939046,0.20448801914850867
110,0.41910645,0.30611557,"('narrow-minded', 'open-minded')",0.6330228,0.5148455,0.18769723,0.003052473,0.41327548027038574,0.27467117706934613,-0.1386043032010396
42,-0.41596603,-0.6894491,"('amicable', 'hostile')",1.5500736,1.9016908,1.2511683,1.4880103,0.7950919469197592,0.9000840187072754,0.10499207178751624
101,0.4138239,0.19406965,"('successful', 'unsuccessful')",-0.47162458,-0.2034032,-1.4138873,-1.0101051,-0.490562637646993,-0.3398129145304362,0.15074972311655677
105,-0.41159362,-0.5483741,"('conventional', 'modern')",-0.23023477,-0.21700028,0.012547433,-0.07029891,-0.20976032813390097,-0.27855777740478516,-0.06879744927088419
20,-0.41108227,-0.4212824,"('popular', 'unpopular')",0.116672814,0.45182663,-0.66078883,-0.245603,-0.31839942932128906,-0.07168625791867574,0.24671317140261334
