,Hormel_male,Hormel_female,tuple,average_male,average_female,female-male
75,1.7391297,1.549718,"('confident', 'shy')",1.739129662513733,1.5497180223464966,-0.18941164016723633
16,1.5664554,1.154439,"('social', 'antisocial')",1.566455364227295,1.1544389724731445,-0.4120163917541504
41,-1.4339992,-1.0542992,"('incorrupt', 'corrupt')",-1.4339991807937622,-1.054299235343933,0.3796999454498291
5,1.3451518,1.1533588,"('pleasant', 'repellent')",1.3451517820358276,1.153358817100525,-0.19179296493530273
99,-1.3376185,-1.0428115,"('prestigious', 'insignificant')",-1.3376184701919556,-1.0428115129470825,0.29480695724487305
69,-1.2687712,-0.85020304,"('wise', 'foolish')",-1.2687711715698242,-0.8502030372619629,0.41856813430786133
90,1.2393104,0.93373245,"('motivated', 'unmotivated')",1.239310383796692,0.9337324500083923,-0.30557793378829956
76,1.2156315,0.9949686,"('secure', 'insecure')",1.2156314849853516,0.994968593120575,-0.2206628918647766
109,1.1811037,0.9381742,"('conservative', 'liberal')",1.1811037063598633,0.9381741881370544,-0.24292951822280884
108,1.1811037,0.9381742,"('conservative', 'liberal')",1.1811037063598633,0.9381741881370544,-0.24292951822280884
21,1.1782038,0.9852266,"('nice', 'nasty')",1.178203821182251,0.985226571559906,-0.19297724962234497
15,1.1342776,1.4646738,"('polite', 'impolite')",1.134277582168579,1.4646737575531006,0.3303961753845215
12,1.1200982,1.4586985,"('sympathetic', 'unsympathetic')",1.1200982332229614,1.4586985111236572,0.3386002779006958
2,1.0997435,1.0509195,"('friendly', 'unfriendly')",1.0997434854507446,1.050919532775879,-0.04882395267486572
52,1.081358,1.0808728,"('competitive', 'uncompetitive')",1.0813579559326172,1.0808727741241455,-0.0004851818084716797
40,-1.071027,-1.1835076,"('honorable', 'mean')",-1.0710270404815674,-1.1835075616836548,-0.1124805212020874
53,-1.0118136,-0.9824688,"('smart', 'stupid')",-1.0118136405944824,-0.9824687838554382,0.02934485673904419
55,1.0024755,0.6720009,"('intelligent', 'unintelligent')",1.0024755001068115,0.6720008850097656,-0.3304746150970459
66,0.9965209,1.089189,"('imaginative', 'unimaginative')",0.9965208768844604,1.089189052581787,0.09266817569732666
71,0.9935757,0.41458684,"('efficient', 'inefficient')",0.9935756921768188,0.4145868420600891,-0.5789888501167297
9,0.9755515,1.0905098,"('sensitive', 'insensitive')",0.9755514860153198,1.0905097723007202,0.11495828628540039
88,-0.9628032,-0.8319727,"('impulsive', 'meek')",-0.9628031849861145,-0.8319727182388306,0.13083046674728394
67,-0.96142757,-0.68099546,"('discriminating', 'undiscriminating')",-0.9614275693893433,-0.6809954643249512,0.2804321050643921
107,0.9418334,1.4262925,"('conventional', 'modern')",0.9418333768844604,1.4262925386428833,0.48445916175842285
0,0.9355546,0.8917677,"('sociable', 'unsociable')",0.9355546236038208,0.891767680644989,-0.04378694295883179
91,0.93118393,0.82118756,"('resilient', 'nonresilient')",0.931183934211731,0.8211875557899475,-0.10999637842178345
14,0.92455393,1.0804758,"('supportive', 'unsupportive')",0.9245539307594299,1.0804758071899414,0.15592187643051147
4,-0.9102299,-0.9395592,"('likable', 'unlikable')",-0.9102299213409424,-0.9395592212677002,-0.029329299926757812
70,0.8996914,1.2484291,"('wise', 'unwise')",0.8996914029121399,1.2484290599822998,0.3487376570701599
33,-0.8933072,-0.56079257,"('softhearted', 'hardhearted')",-0.8933072090148926,-0.5607925653457642,0.3325146436691284
95,-0.85153127,-0.95162755,"('rich', 'poor')",-0.8515312671661377,-0.9516275525093079,-0.10009628534317017
42,-0.83647174,-0.42883816,"('amicable', 'hostile')",-0.8364717364311218,-0.42883816361427307,0.40763357281684875
104,-0.8316051,-0.8016381,"('conventional', 'unconventional')",-0.831605076789856,-0.801638126373291,0.02996695041656494
81,-0.81450355,-1.165405,"('industrious', 'lazy')",-0.81450355052948,-1.165405035018921,-0.3509014844894409
98,-0.7766374,-0.7167636,"('prestigious', 'insignificant')",-0.7766373753547668,-0.7167636156082153,0.059873759746551514
56,-0.74684787,-0.4691999,"('intelligent', 'dumb')",-0.7468478679656982,-0.46919989585876465,0.2776479721069336
51,0.71594787,0.6849955,"('competent', 'incompetent')",0.7159478664398193,0.6849954724311829,-0.030952394008636475
19,-0.70948565,-0.53794336,"('funny', 'boring')",-0.709485650062561,-0.5379433631896973,0.17154228687286377
39,-0.6623739,-0.4184502,"('right', 'wrong')",-0.6623739004135132,-0.4184502065181732,0.24392369389533997
8,-0.61491036,-0.31810462,"('open', 'distant')",-0.614910364151001,-0.31810462474823,0.296805739402771
50,0.59721065,0.29472557,"('unprejudiced', 'prejudiced')",0.5972106456756592,0.29472556710243225,-0.30248507857322693
31,-0.59379613,-0.69444346,"('altruistic', 'egoistic')",-0.5937961339950562,-0.6944434642791748,-0.10064733028411865
34,0.58580434,0.768499,"('loyal', 'disloyal')",0.5858043432235718,0.7684990167617798,0.182694673538208
25,0.57502633,0.3016489,"('moral', 'immoral')",0.5750263333320618,0.30164891481399536,-0.2733774185180664
7,-0.527758,-0.26530063,"('outgoing', 'distant')",-0.527758002281189,-0.2653006315231323,0.26245737075805664
49,0.52230877,0.4835937,"('responsible', 'irresponsible')",0.5223087668418884,0.4835937023162842,-0.03871506452560425
63,-0.5142179,-0.19919132,"('capable', 'incapable')",-0.5142179131507874,-0.19919131696224213,0.3150265961885452
79,-0.50130486,-0.34688208,"('determined', 'doubtful')",-0.5013048648834229,-0.34688207507133484,0.154422789812088
17,0.49552268,0.5337118,"('social', 'antisocial')",0.495522677898407,0.5337117910385132,0.0381891131401062
72,0.47130483,0.557122,"('logical', 'illogical')",0.47130483388900757,0.557121992111206,0.08581715822219849
64,0.4686285,0.028474927,"('clever', 'incompetent')",0.46862849593162537,0.028474926948547363,-0.440153568983078
57,0.45406762,0.24450627,"('able', 'unable')",0.4540676176548004,0.24450626969337463,-0.20956134796142578
23,-0.44684488,0.20685297,"('hospitable', 'inhospitable')",-0.4468448758125305,0.2068529725074768,0.6536978483200073
30,0.43950802,0.5398534,"('honest', 'dishonest')",0.43950802087783813,0.5398533940315247,0.10034537315368652
60,0.43687358,0.77080745,"('educated', 'uneducated')",0.43687358498573303,0.7708074450492859,0.33393386006355286
100,0.4326231,0.51023376,"('influential', 'uninfluential')",0.43262308835983276,0.5102337598800659,0.07761067152023315
6,0.41964418,0.5985451,"('liked', 'disliked')",0.41964417695999146,0.5985450744628906,0.17890089750289917
