,Marsh_male,Marsh_female,tuple,&_male,&_female,McLennan_male,McLennan_female,average_male,average_female,female-male
75,5.496924,6.1098304,"('confident', 'shy')",4.0087137,4.0352073,1.5363482,1.5350797,3.680662155151367,3.8933725357055664,0.21271038055419922
27,-4.3537245,-4.8820677,"('sincere', 'insincere')",-4.1355467,-3.9827933,1.3294606,1.2712291,-2.386603514353434,-2.531210422515869,-0.14460690816243504
6,3.8501692,4.776648,"('liked', 'disliked')",4.5879793,4.393346,-0.85138893,-0.6909345,2.5289198557535806,2.826353391011556,0.29743353525797556
95,-3.7103188,-4.234674,"('rich', 'poor')",-4.6163955,-4.796937,0.21100879,0.073260486,-2.705235163370768,-2.9861167271931968,-0.2808815638224287
53,-3.2833066,-3.6997926,"('smart', 'stupid')",-2.785178,-2.6608834,1.0913949,1.0852816,-1.6590298016866047,-1.7584648132324219,-0.09943501154581713
40,-3.223227,-4.1326766,"('honorable', 'mean')",-3.1803021,-3.355461,0.69103587,0.521092,-1.904164473215739,-2.322348435719808,-0.4181839625040691
86,2.7515278,2.5873723,"('self-reliant', 'helpless')",3.6254056,3.315715,-1.2582854,-1.373557,1.7062158584594727,1.5098435084025066,-0.19637235005696607
13,-2.4449828,-2.2669754,"('helpful', 'unhelpful')",-1.4792297,-1.5617889,1.850713,1.8941307,-0.6911664803822836,-0.6448779106140137,0.046288569768269894
50,2.1547227,2.01438,"('unprejudiced', 'prejudiced')",2.6318374,2.5001001,-0.6385079,-0.7282333,1.3826840718587239,1.2620822588602703,-0.12060181299845363
11,-2.0773895,-2.0104094,"('caring', 'unaffectionate')",-0.93532413,-0.9677944,-0.62650025,-0.58768487,-1.213071346282959,-1.1886295477549236,0.024441798528035408
1,-1.9676728,-1.7795196,"('friendly', 'unfriendly')",-1.8073549,-1.9302442,0.5336034,0.48546523,-1.0804747740427654,-1.0747661590576172,0.005708614985148186
48,1.9164028,2.1898403,"('reliable', 'unreliable')",1.5736834,1.3709737,0.22861403,0.13673887,1.239566723505656,1.2325175603230794,-0.007049163182576645
28,-1.765521,-1.7727606,"('honest', 'dishonest')",-2.4815605,-2.3089046,1.2638935,1.3046434,-0.9943960507710775,-0.9256738821665446,0.06872216860453295
32,-1.6611106,-1.24848,"('benevolent', 'hardhearted')",-1.297818,-0.9707644,-0.36152866,-0.3345874,-1.1068190733591716,-0.8512772719065348,0.25554180145263683
34,-1.6551899,-1.1732185,"('loyal', 'disloyal')",-1.7068768,-1.3924224,-0.06701177,0.11833174,-1.1430261929829915,-0.8157697518666586,0.3272564411163329
22,1.5744557,1.2930133,"('welcoming', 'disagreeable')",-0.26900083,-0.2040399,0.6694291,0.5581383,0.658294677734375,0.5490372180938721,-0.10925745964050293
78,1.5518035,1.6631315,"('active', 'inactive')",1.0016036,0.7120829,0.3024385,0.26360452,0.9519485632578532,0.8796062469482422,-0.07234231630961097
68,-1.5438646,-1.2501643,"('clever', 'inept')",-1.4675927,-1.5158814,0.48530686,0.32387155,-0.8420502344767252,-0.814057985941569,0.02799224853515625
80,1.4933836,1.1596848,"('independent', 'dependent')",0.06652625,0.013384938,0.43194225,0.4087761,0.6639507214228312,0.527281920115153,-0.13666880130767822
33,-1.4911517,-1.5178479,"('softhearted', 'hardhearted')",-0.60674417,-0.23359776,0.8947641,1.0845859,-0.4010438919067383,-0.22228658199310303,0.17875730991363525
