,Yum!_male,Yum!_female,tuple,Brands_male,Brands_female,average_male,average_female,female-male
2,3.2859383,3.3120975,"('friendly', 'unfriendly')",-0.67582643,-0.4188184,1.305055856704712,1.4466395378112793,0.14158368110656738
16,3.187685,3.2283266,"('social', 'antisocial')",0.3954144,0.48089787,1.7915496826171875,1.8546122312545776,0.06306254863739014
12,3.1566286,3.0819473,"('sympathetic', 'unsympathetic')",-1.3808513,-1.1635431,0.8878886699676514,0.9592021107673645,0.07131344079971313
94,3.1433868,3.2690115,"('aggressive', 'submissive')",0.90456104,1.133668,2.0239739418029785,2.2013397216796875,0.17736577987670898
52,3.0141249,2.867177,"('competitive', 'uncompetitive')",-0.59792525,-0.5246098,1.2080998420715332,1.1712836027145386,-0.03681623935699463
5,2.713791,2.6470032,"('pleasant', 'repellent')",0.4133092,0.2989989,1.5635499954223633,1.4730010032653809,-0.09054899215698242
7,-2.6977892,-2.7827818,"('outgoing', 'distant')",0.8267393,0.25108537,-0.9355249404907227,-1.2658482789993286,-0.33032333850860596
99,-2.688042,-2.959662,"('prestigious', 'insignificant')",-1.0370398,-1.039835,-1.8625408411026,-1.9997484683990479,-0.13720762729644775
76,2.6430395,2.8870208,"('secure', 'insecure')",0.319666,0.41019234,1.481352686882019,1.648606538772583,0.16725385189056396
81,-2.638942,-2.7071571,"('industrious', 'lazy')",1.7018545,1.432023,-0.46854376792907715,-0.6375670433044434,-0.1690232753753662
8,-2.605896,-2.6671548,"('open', 'distant')",0.4102513,-0.062788844,-1.0978223085403442,-1.3649718761444092,-0.26714956760406494
83,2.4792788,2.4472508,"('energetic', 'lethargic')",-0.27545017,-0.44629043,1.1019142866134644,1.0004801750183105,-0.10143411159515381
93,2.4535203,2.566403,"('dominating', 'dominated')",0.24007225,0.4887038,1.3467962741851807,1.5275533199310303,0.1807570457458496
42,-2.2234368,-2.368122,"('amicable', 'hostile')",0.7271538,0.77348936,-0.7481415271759033,-0.7973163723945618,-0.04917484521865845
41,-2.2181787,-2.077093,"('incorrupt', 'corrupt')",1.1654556,1.2876594,-0.5263615846633911,-0.394716739654541,0.1316448450088501
1,-2.0653362,-2.236341,"('friendly', 'unfriendly')",-1.6853282,-1.6863722,-1.875332236289978,-1.9613566398620605,-0.08602440357208252
75,2.0167265,2.1436071,"('confident', 'shy')",7.1034117,7.0223446,4.5600690841674805,4.5829758644104,0.022906780242919922
64,1.9584091,2.0732226,"('clever', 'incompetent')",-0.9059556,-0.8795094,0.5262267589569092,0.5968565940856934,0.07062983512878418
66,1.948433,1.9195178,"('imaginative', 'unimaginative')",2.6981292,2.6370654,2.3232810497283936,2.278291702270508,-0.04498934745788574
13,1.9107094,1.829362,"('helpful', 'unhelpful')",-2.7866843,-2.7949538,-0.43798744678497314,-0.4827958941459656,-0.04480844736099243
71,1.9048572,1.9470226,"('efficient', 'inefficient')",-0.7052022,-0.9471908,0.5998274683952332,0.49991586804389954,-0.09991160035133362
69,-1.9005454,-1.8255911,"('wise', 'foolish')",-0.006576717,-0.05290772,-0.9535610675811768,-0.9392493963241577,0.014311671257019043
82,-1.8950808,-1.9323897,"('industrious', 'meek')",0.56828165,0.55896956,-0.6633995771408081,-0.6867101192474365,-0.023310542106628418
25,1.8648908,1.9671924,"('moral', 'immoral')",-0.36253908,-0.3746986,0.7511758804321289,0.7962468862533569,0.04507100582122803
89,1.8060782,1.7967726,"('daring', 'anxious')",-0.44257948,-0.5971991,0.6817493438720703,0.5997867584228516,-0.08196258544921875
56,1.7674959,1.6548432,"('intelligent', 'dumb')",1.0626276,0.9946784,1.4150617122650146,1.3247607946395874,-0.09030091762542725
19,-1.7551739,-1.6198708,"('funny', 'boring')",0.039273858,-0.075547755,-0.8579500317573547,-0.8477092981338501,0.010240733623504639
86,-1.736459,-1.7945359,"('self-reliant', 'helpless')",3.2539961,3.0132523,0.7587685585021973,0.6093581914901733,-0.14941036701202393
6,-1.7029724,-1.7842638,"('liked', 'disliked')",6.4010105,6.286419,2.3490190505981445,2.251077651977539,-0.09794139862060547
58,1.6836462,1.6833028,"('able', 'clumsy')",-1.5556748,-1.3350875,0.06398570537567139,0.1741076111793518,0.11012190580368042
98,-1.6383963,-1.8304069,"('prestigious', 'insignificant')",-0.6287781,-0.6678305,-1.133587121963501,-1.249118685722351,-0.1155315637588501
23,-1.6278508,-1.6494229,"('hospitable', 'inhospitable')",0.65100706,0.47756082,-0.48842185735702515,-0.5859310626983643,-0.09750920534133911
77,1.6188216,1.5343356,"('active', 'inactive')",0.21257743,0.20313832,0.9156995415687561,0.868736982345581,-0.04696255922317505
9,1.5869975,1.5741731,"('sensitive', 'insensitive')",-0.8120123,-1.0621495,0.3874925971031189,0.2560117840766907,-0.13148081302642822
15,1.5772622,1.6399227,"('polite', 'impolite')",0.6085446,0.74417776,1.0929033756256104,1.1920502185821533,0.09914684295654297
27,1.5435098,1.4468073,"('sincere', 'insincere')",-6.811324,-6.685583,-2.6339070796966553,-2.6193878650665283,0.014519214630126953
39,-1.5319347,-1.5562975,"('right', 'wrong')",-0.23728687,-0.10750392,-0.8846107721328735,-0.8319007158279419,0.05271005630493164
73,1.5145724,1.4053521,"('brilliant', 'incompetent')",-0.9730207,-1.1322204,0.27077585458755493,0.13656586408615112,-0.1342099905014038
59,-1.4654438,-1.6145749,"('skillful', 'clumsy')",0.18242249,0.124936685,-0.6415106654167175,-0.7448191046714783,-0.10330843925476074
100,1.4609702,1.4739853,"('influential', 'uninfluential')",-0.75816023,-0.49341136,0.35140496492385864,0.4902869760990143,0.13888201117515564
51,1.3744699,1.3240116,"('competent', 'incompetent')",-0.15688622,-0.23622917,0.6087918281555176,0.543891191482544,-0.06490063667297363
37,-1.3593483,-1.4506831,"('good', 'evil')",2.054334,1.8022245,0.3474928140640259,0.17577069997787476,-0.17172211408615112
84,-1.3568559,-1.54059,"('self-confident', 'diffident')",-0.4988926,-0.7638631,-0.9278742074966431,-1.1522265672683716,-0.22435235977172852
105,-1.3535242,-1.3440464,"('conventional', 'modern')",-1.0275881,-1.0367632,-1.1905561685562134,-1.1904047727584839,0.0001513957977294922
18,1.3385257,1.3817167,"('social', 'asocial')",-0.23698005,-0.026392125,0.5507727861404419,0.6776623129844666,0.12688952684402466
85,1.3201542,1.2130489,"('ambitious', 'unambitious')",-0.1612534,-0.051787317,0.5794503688812256,0.5806307792663574,0.001180410385131836
60,1.2937355,1.3894647,"('educated', 'uneducated')",-0.5951277,-0.34269732,0.3493039011955261,0.5233837366104126,0.17407983541488647
107,1.2930909,1.1904366,"('conventional', 'modern')",0.4807641,0.56243074,0.8869274854660034,0.8764336705207825,-0.010493814945220947
33,-1.2122841,-1.2349377,"('softhearted', 'hardhearted')",-1.6031294,-1.4725528,-1.4077067375183105,-1.3537452220916748,0.05396151542663574
103,1.2114407,1.3061404,"('traditional', 'modern')",0.67664707,0.72643065,0.9440438747406006,1.0162855386734009,0.07224166393280029
61,-1.1913542,-1.1613281,"('rational', 'irrational')",0.4428974,0.6992283,-0.3742283582687378,-0.23104989528656006,0.14317846298217773
90,1.1856148,1.0256156,"('motivated', 'unmotivated')",0.9313622,0.769919,1.0584884881973267,0.8977673053741455,-0.16072118282318115
49,1.1832026,1.0167388,"('responsible', 'irresponsible')",-1.5336701,-1.8523724,-0.17523372173309326,-0.41781681776046753,-0.24258309602737427
36,1.0489659,1.0799836,"('tolerant', 'intolerant')",-1.1300046,-1.1636031,-0.0405193567276001,-0.04180973768234253,-0.0012903809547424316
92,-1.0483922,-1.2680041,"('unwavering', 'wavering')",0.023409039,-0.17221849,-0.5124915838241577,-0.7201112508773804,-0.20761966705322266
55,1.0292087,1.1095662,"('intelligent', 'unintelligent')",-0.5553756,-0.42174554,0.23691654205322266,0.3439103364944458,0.10699379444122314
109,1.0087323,1.1400919,"('conservative', 'liberal')",0.69668734,0.5344842,0.8527098298072815,0.8372880220413208,-0.015421807765960693
108,1.0087323,1.1400919,"('conservative', 'liberal')",0.69668734,0.5344842,0.8527098298072815,0.8372880220413208,-0.015421807765960693
20,-1.0054824,-1.2036201,"('popular', 'unpopular')",-0.26260996,-0.3263086,-0.634046196937561,-0.7649643421173096,-0.13091814517974854
21,-0.95108354,-1.0642157,"('nice', 'nasty')",1.0917124,1.0313308,0.07031440734863281,-0.016442418098449707,-0.08675682544708252
26,0.9446001,0.9716351,"('trustworthy', 'untrustworthy')",0.87704414,0.6954516,0.9108221530914307,0.8335433602333069,-0.07727879285812378
104,-0.9375876,-0.88269985,"('conventional', 'unconventional')",-1.0287832,-0.7899064,-0.9831854104995728,-0.8363031148910522,0.1468822956085205
53,0.93039495,0.8498246,"('smart', 'stupid')",-4.9792485,-5.1134605,-2.0244266986846924,-2.1318180561065674,-0.107391357421875
31,-0.9200837,-0.91133565,"('altruistic', 'egoistic')",-0.6092651,-0.5158224,-0.7646744251251221,-0.7135790586471558,0.05109536647796631
63,-0.87308633,-0.9486775,"('capable', 'incapable')",-1.2168884,-1.258724,-1.044987440109253,-1.1037007570266724,-0.058713316917419434
0,0.8454944,0.8719319,"('sociable', 'unsociable')",-0.43011144,-0.3182998,0.2076914757490158,0.27681607007980347,0.06912459433078766
30,0.81762266,0.7619305,"('honest', 'dishonest')",-0.7107812,-0.717477,0.05342072248458862,0.02222675085067749,-0.031193971633911133
14,0.8149244,0.6047883,"('supportive', 'unsupportive')",0.80641186,0.63992786,0.8106681108474731,0.6223580837249756,-0.18831002712249756
17,0.78390217,0.9257636,"('social', 'antisocial')",-0.12831414,-0.04335469,0.32779401540756226,0.4412044584751129,0.11341044306755066
46,0.7711252,0.6951138,"('generous', 'stingy')",1.8724949,1.8934252,1.321810007095337,1.2942695617675781,-0.02754044532775879
43,0.7527131,0.8646507,"('genuine', 'fake')",-0.68500185,-0.6833764,0.0338556170463562,0.09063717722892761,0.05678156018257141
34,0.73466337,0.7666309,"('loyal', 'disloyal')",-1.7968713,-1.5503709,-0.5311039686203003,-0.39187002182006836,0.13923394680023193
57,-0.72443753,-0.8138269,"('able', 'unable')",-0.20974201,-0.44165844,-0.46708977222442627,-0.6277426481246948,-0.16065287590026855
110,0.70480263,0.7983407,"('narrow-minded', 'open-minded')",0.4669041,0.5492246,0.5858533382415771,0.6737826466560364,0.08792930841445923
29,0.66784763,0.7077303,"('honest', 'immoral')",-1.2569898,-1.2911563,-0.2945711016654968,-0.29171299934387207,0.002858102321624756
78,-0.5795294,-0.71811044,"('active', 'inactive')",1.6156986,1.0228752,0.5180845856666565,0.15238237380981445,-0.36570221185684204
28,0.57048607,0.64804316,"('honest', 'dishonest')",-1.877771,-1.699816,-0.653642475605011,-0.5258864164352417,0.1277560591697693
22,-0.56171495,-0.62812126,"('welcoming', 'disagreeable')",0.94545394,0.7984424,0.19186949729919434,0.08516058325767517,-0.10670891404151917
96,0.54703856,0.47323802,"('powerful', 'powerless')",-0.65578264,-0.42257354,-0.054372042417526245,0.025332242250442505,0.07970428466796875
3,0.4469405,0.17741382,"('likable', 'unlikable')",1.7352214,1.5954614,1.091080904006958,0.8864375948905945,-0.20464330911636353
54,0.4275248,0.407869,"('smart', 'stupid')",0.29964635,0.02021259,0.36358559131622314,0.21404080092906952,-0.14954479038715363
10,-0.40862536,-0.50344765,"('affectionate', 'unaffectionate')",-1.0204144,-0.90321386,-0.7145198583602905,-0.7033307552337646,0.011189103126525879
11,-0.40285543,-0.4937194,"('caring', 'unaffectionate')",-2.122588,-2.0974293,-1.2627216577529907,-1.2955743074417114,-0.0328526496887207
95,0.36993173,0.24296577,"('rich', 'poor')",-5.9212017,-6.0021,-2.775635004043579,-2.8795671463012695,-0.10393214225769043
32,-0.35624415,-0.3769135,"('benevolent', 'hardhearted')",-1.5679216,-1.4310837,-0.9620828628540039,-0.903998613357544,0.05808424949645996
101,0.34850436,0.30143154,"('successful', 'unsuccessful')",-1.1254332,-1.1926155,-0.38846442103385925,-0.4455919861793518,-0.057127565145492554
62,0.30930215,0.15561533,"('creative', 'uncreative')",-0.9551126,-1.1584728,-0.32290521264076233,-0.5014287233352661,-0.17852351069450378
68,0.2939832,0.07688117,"('clever', 'inept')",-1.1548022,-1.4061495,-0.4304094910621643,-0.6646341681480408,-0.23422467708587646
80,-0.28223804,-0.21100251,"('independent', 'dependent')",0.7578194,0.46359006,0.23779068887233734,0.12629377841949463,-0.11149691045284271
67,0.2768494,0.17993626,"('discriminating', 'undiscriminating')",-1.1336383,-1.2484097,-0.4283944368362427,-0.53423672914505,-0.10584229230880737
65,0.27442056,0.27703297,"('practical', 'impractical')",-1.1058087,-1.078631,-0.41569408774375916,-0.400799036026001,0.014895051717758179
87,-0.26361138,-0.29916555,"('dedicated', 'undedicated')",-1.4560244,-1.339778,-0.8598178625106812,-0.8194717168807983,0.04034614562988281
24,-0.24608722,-0.28389186,"('thoughtful', 'rough')",-1.2588966,-1.2555156,-0.7524918913841248,-0.76970374584198,-0.017211854457855225
102,0.2278081,0.24313758,"('eminent', 'low')",-1.1150723,-1.0758249,-0.4436320662498474,-0.416343629360199,0.027288436889648438
40,0.21484256,-0.0921869,"('honorable', 'mean')",-5.11429,-5.459429,-2.449723720550537,-2.7758078575134277,-0.3260841369628906
35,-0.21122107,-0.078207076,"('fair', 'unfair')",0.9512622,0.8491137,0.3700205683708191,0.38545331358909607,0.015432745218276978
72,-0.20195001,-0.142414,"('logical', 'illogical')",-0.8272003,-0.7134589,-0.5145751237869263,-0.4279364347457886,0.0866386890411377
45,-0.18515578,-0.12731317,"('cooperative', 'exploitative')",-0.43129134,-0.3694068,-0.30822354555130005,-0.24835997819900513,0.05986356735229492
79,0.16692558,0.22168323,"('determined', 'doubtful')",0.17184441,0.24215461,0.16938498616218567,0.23191893100738525,0.06253394484519958
48,-0.14645746,-0.20537429,"('reliable', 'unreliable')",2.9743083,2.6920805,1.4139254093170166,1.2433531284332275,-0.17057228088378906
106,0.14564581,-0.03590651,"('conventional', 'unconventional')",-0.5510607,-0.31283647,-0.202707439661026,-0.17437148094177246,0.02833595871925354
74,0.1238561,0.0014287829,"('insightful', 'unperceptive')",-1.0899773,-1.5052136,-0.4830605983734131,-0.7518924474716187,-0.26883184909820557
91,0.11733544,-0.18556598,"('resilient', 'nonresilient')",-0.311144,-0.34847134,-0.09690427780151367,-0.2670186758041382,-0.1701143980026245
44,-0.115081355,-0.24777657,"('truthful', 'untruthful')",-1.0456365,-1.1038735,-0.5803589224815369,-0.6758249998092651,-0.09546607732772827
88,-0.112891555,-0.3008908,"('impulsive', 'meek')",1.2984375,1.1836932,0.5927729606628418,0.4414011836051941,-0.1513717770576477
50,0.10628059,0.08133796,"('unprejudiced', 'prejudiced')",1.871146,1.6671021,0.988713264465332,0.8742200136184692,-0.11449325084686279
38,0.099714115,0.15435126,"('kind', 'unkind')",-2.067081,-1.840206,-0.9836834073066711,-0.8429273962974548,0.1407560110092163
70,0.07007462,0.046219975,"('wise', 'unwise')",0.6714643,0.6634088,0.3707694709300995,0.35481441020965576,-0.015955060720443726
47,-0.03199184,-0.11138162,"('forgiving', 'unforgiving')",-0.7952581,-0.70522314,-0.41362497210502625,-0.408302366733551,0.00532260537147522
