,Cigna_male,Cigna_female,tuple,average_male,average_female,female-male
75,2.1716568,1.5613732,"('confident', 'shy')",2.171656847000122,1.561373233795166,-0.610283613204956
94,2.0530832,1.5193447,"('aggressive', 'submissive')",2.0530831813812256,1.519344687461853,-0.5337384939193726
97,-1.8822615,-1.2091902,"('superior', 'inferior')",-1.8822615146636963,-1.2091902494430542,0.6730712652206421
71,1.7749447,0.8879352,"('efficient', 'inefficient')",1.7749446630477905,0.887935221195221,-0.8870094418525696
15,1.7614751,1.4857476,"('polite', 'impolite')",1.7614750862121582,1.4857475757598877,-0.2757275104522705
16,1.6654289,0.6496913,"('social', 'antisocial')",1.665428876876831,0.6496912837028503,-1.0157375931739807
99,-1.5811644,-1.3971078,"('prestigious', 'insignificant')",-1.5811643600463867,-1.3971078395843506,0.18405652046203613
59,-1.5548,-1.1090865,"('skillful', 'clumsy')",-1.554800033569336,-1.109086513519287,0.44571352005004883
42,-1.5122316,-0.7446841,"('amicable', 'hostile')",-1.5122315883636475,-0.744684100151062,0.7675474882125854
19,-1.4879605,-1.3376529,"('funny', 'boring')",-1.4879604578018188,-1.3376529216766357,0.1503075361251831
69,-1.3559633,-1.0528641,"('wise', 'foolish')",-1.3559633493423462,-1.0528640747070312,0.30309927463531494
88,-1.348742,-1.1185385,"('impulsive', 'meek')",-1.3487420082092285,-1.118538498878479,0.2302035093307495
109,1.3485358,0.9888068,"('conservative', 'liberal')",1.3485357761383057,0.9888067841529846,-0.35972899198532104
108,1.3485358,0.9888068,"('conservative', 'liberal')",1.3485357761383057,0.9888067841529846,-0.35972899198532104
103,1.2618333,1.2924119,"('traditional', 'modern')",1.2618333101272583,1.2924119234085083,0.03057861328125
31,-1.2342166,-1.0166099,"('altruistic', 'egoistic')",-1.234216570854187,-1.0166099071502686,0.21760666370391846
98,-1.2025108,-1.0484116,"('prestigious', 'insignificant')",-1.2025108337402344,-1.0484116077423096,0.1540992259979248
67,-1.1890738,-1.1421689,"('discriminating', 'undiscriminating')",-1.1890738010406494,-1.1421688795089722,0.046904921531677246
20,-1.1854014,-0.6625195,"('popular', 'unpopular')",-1.185401439666748,-0.6625195145606995,0.5228819251060486
32,-1.1816003,-1.4118758,"('benevolent', 'hardhearted')",-1.1816003322601318,-1.41187584400177,-0.23027551174163818
5,1.1647196,0.70318615,"('pleasant', 'repellent')",1.164719581604004,0.7031861543655396,-0.46153342723846436
17,1.1566046,0.9996845,"('social', 'antisocial')",1.1566046476364136,0.9996845126152039,-0.15692013502120972
90,1.1516757,0.7720597,"('motivated', 'unmotivated')",1.1516757011413574,0.7720596790313721,-0.37961602210998535
41,-1.1405599,-0.38288137,"('incorrupt', 'corrupt')",-1.1405599117279053,-0.38288137316703796,0.7576785385608673
34,-1.1339587,-0.53602326,"('loyal', 'disloyal')",-1.1339586973190308,-0.5360232591629028,0.5979354381561279
76,1.1260171,0.6799743,"('secure', 'insecure')",1.1260170936584473,0.6799743175506592,-0.4460427761077881
54,1.1220002,0.85888237,"('smart', 'stupid')",1.1220002174377441,0.8588823676109314,-0.26311784982681274
10,-1.1007941,-0.5454607,"('affectionate', 'unaffectionate')",-1.1007940769195557,-0.5454607009887695,0.5553333759307861
11,-1.0714412,-0.5279094,"('caring', 'unaffectionate')",-1.0714411735534668,-0.5279093980789185,0.5435317754745483
61,-1.0287004,-0.6123972,"('rational', 'irrational')",-1.028700351715088,-0.6123971939086914,0.4163031578063965
43,-0.93854517,-0.64340055,"('genuine', 'fake')",-0.9385451674461365,-0.6434005498886108,0.29514461755752563
58,-0.9249754,-0.5036465,"('able', 'clumsy')",-0.9249753952026367,-0.5036464929580688,0.42132890224456787
2,0.9099406,0.7129921,"('friendly', 'unfriendly')",0.9099406003952026,0.7129920721054077,-0.19694852828979492
4,-0.8955546,-1.2171156,"('likable', 'unlikable')",-0.8955546021461487,-1.2171156406402588,-0.3215610384941101
60,0.8913102,1.1238745,"('educated', 'uneducated')",0.8913102149963379,1.123874545097351,0.23256433010101318
100,0.88558304,0.6779711,"('influential', 'uninfluential')",0.8855830430984497,0.6779711246490479,-0.20761191844940186
22,0.8552874,0.4343528,"('welcoming', 'disagreeable')",0.8552873730659485,0.4343527853488922,-0.4209345877170563
68,-0.85171163,-0.91505784,"('clever', 'inept')",-0.851711630821228,-0.9150578379631042,-0.06334620714187622
39,-0.8385493,-0.53741914,"('right', 'wrong')",-0.8385493159294128,-0.5374191403388977,0.30113017559051514
63,-0.8382256,-0.34202904,"('capable', 'incapable')",-0.8382256031036377,-0.34202903509140015,0.49619656801223755
107,0.82297283,0.6511477,"('conventional', 'modern')",0.82297283411026,0.651147723197937,-0.171825110912323
