,Eli_male,Eli_female,tuple,Lilly_male,Lilly_female,&_male,&_female,Co_male,Co_female,average_male,average_female,female-male
33,-1.9080762,-1.6799203,"('softhearted', 'hardhearted')",-1.4226077,-1.1802254,-0.60674417,-0.23359776,-1.0461531,-0.8763834,-1.245895266532898,-0.9925316572189331,0.25336360931396484
34,-1.9057686,-1.8208941,"('loyal', 'disloyal')",-2.195095,-2.0776424,-1.7068768,-1.3924224,-1.7890835,-1.3445456,-1.8992059230804443,-1.6588761806488037,0.24032974243164062
104,-1.8379292,-1.7182012,"('conventional', 'unconventional')",-0.8510402,-0.65130305,-0.45263612,-0.33058608,-0.6476408,-0.3523348,-0.947311520576477,-0.7631062865257263,0.18420523405075073
81,1.7555618,1.8777827,"('industrious', 'lazy')",0.76730883,0.7735508,1.1508373,0.8324736,1.6869613,1.6113973,1.3401672840118408,1.2738010883331299,-0.06636619567871094
32,-1.6575379,-1.1652306,"('benevolent', 'hardhearted')",-1.7897953,-1.4718089,-1.297818,-0.9707644,-1.6258562,-1.2549678,-1.5927519798278809,-1.2156929969787598,0.3770589828491211
38,-1.5753565,-1.4402792,"('kind', 'unkind')",-1.4582772,-1.4769874,-1.8781213,-1.696897,-1.5215485,-1.3499552,-1.6083259582519531,-1.4910296201705933,0.11729633808135986
46,1.4990854,1.5555477,"('generous', 'stingy')",1.7470746,2.0615017,1.1583265,1.4427539,1.6362991,1.6982778,1.5101964473724365,1.6895203590393066,0.17932391166687012
10,-1.4407406,-1.0112433,"('affectionate', 'unaffectionate')",-1.5951711,-1.2476107,0.22535588,0.18459022,-0.36879137,0.20111421,-0.7948367595672607,-0.4682873487472534,0.3265494108200073
88,1.3995923,1.5178328,"('impulsive', 'meek')",1.1377048,1.1088223,1.1357977,0.689323,0.99066985,1.161855,1.1659412384033203,1.1194581985473633,-0.04648303985595703
37,1.3887669,1.5462823,"('good', 'evil')",1.1947978,1.260072,0.43938786,0.26428354,1.5653753,1.7694907,1.147081971168518,1.2100321054458618,0.06295013427734375
109,1.3138387,0.87672365,"('conservative', 'liberal')",1.4452124,1.2825451,1.8477361,2.2259586,0.1746393,-0.0049630105,1.1953566074371338,1.0950660705566406,-0.10029053688049316
108,1.3138387,0.87672365,"('conservative', 'liberal')",1.4452124,1.2825451,1.8477361,2.2259586,0.1746393,-0.0049630105,1.1953566074371338,1.0950660705566406,-0.10029053688049316
35,1.2562385,1.5658455,"('fair', 'unfair')",0.84041876,1.0329785,0.016712442,-0.0033596903,0.3427094,0.67753434,0.6140197515487671,0.8182496428489685,0.20422989130020142
78,1.2480339,0.77953726,"('active', 'inactive')",1.4192917,1.3029528,1.0016036,0.7120829,1.92816,1.6545889,1.3992722034454346,1.112290382385254,-0.28698182106018066
29,-1.2341557,-1.4748075,"('honest', 'immoral')",-1.2855217,-1.6155314,-2.492492,-2.3022342,-1.4009057,-1.4804326,-1.6032687425613403,-1.7182514667510986,-0.1149827241897583
63,-1.2331759,-1.2350285,"('capable', 'incapable')",-0.772,-0.9648387,-0.80940247,-1.0181079,-0.7462546,-0.5378588,-0.8902082443237305,-0.938958466053009,-0.048750221729278564
105,-1.2060181,-1.2450244,"('conventional', 'modern')",-1.1049273,-1.1562657,-1.011471,-1.0496438,-0.30540514,-0.20397164,-0.9069554209709167,-0.9137263894081116,-0.006770968437194824
49,-1.1661621,-1.4173613,"('responsible', 'irresponsible')",-0.72754407,-0.77868503,-0.61115694,-0.70318985,-1.1386932,-1.2706761,-0.9108891487121582,-1.042478084564209,-0.13158893585205078
14,1.1635387,0.8204794,"('supportive', 'unsupportive')",1.010423,0.8163793,0.8450122,0.7476977,0.99658,0.9259297,1.003888487815857,0.8276215195655823,-0.17626696825027466
90,1.1086304,0.5295788,"('motivated', 'unmotivated')",0.71344763,0.45286912,0.6029837,0.55173934,0.9453726,0.42759532,0.8426085710525513,0.49044567346572876,-0.3521628975868225
70,1.0518861,1.0701083,"('wise', 'unwise')",0.11407012,0.10479665,-0.22921562,-0.1455794,1.1160989,1.0802515,0.513209879398346,0.5273942351341248,0.014184355735778809
107,0.9852371,1.2645705,"('conventional', 'modern')",0.8221928,0.87127054,0.44311655,0.51828825,0.13644336,0.2839453,0.5967474579811096,0.7345185875892639,0.1377711296081543
77,0.9587139,1.2433637,"('active', 'inactive')",0.70311666,0.94058096,-0.078360364,-0.27548856,0.78926647,1.0456166,0.5931841731071472,0.7385181784629822,0.14533400535583496
56,0.8922237,1.0405899,"('intelligent', 'dumb')",0.78437006,0.97989935,0.74053323,0.7549103,1.0844609,1.2325292,0.8753969669342041,1.0019822120666504,0.1265852451324463
36,-0.886629,-1.1786387,"('tolerant', 'intolerant')",-1.0892345,-1.0296457,-0.61836326,-0.68739563,-0.6022978,-0.9921168,-0.7991311550140381,-0.9719492197036743,-0.17281806468963623
30,-0.882483,-1.0470393,"('honest', 'dishonest')",-0.5533067,-0.61342216,-1.5715175,-1.6089077,-1.0909512,-0.8725929,-1.024564504623413,-1.0354905128479004,-0.010926008224487305
99,-0.87365127,-0.6633787,"('prestigious', 'insignificant')",-1.0272089,-0.9510477,-0.7048128,-1.1830682,0.28756195,0.29070893,-0.5795277953147888,-0.6266963481903076,-0.0471685528755188
15,0.86233747,0.59207594,"('polite', 'impolite')",0.58280456,0.56846124,0.7157667,0.84402835,0.12108457,0.4388826,0.5704983472824097,0.6108620762825012,0.04036372900009155
8,-0.85064894,-0.83783007,"('open', 'distant')",-0.75401783,-0.901217,-1.4330556,-1.7748258,1.0688896,1.1832762,-0.49220818281173706,-0.5826491713523865,-0.09044098854064941
18,-0.8147579,-0.5076359,"('social', 'asocial')",-0.781865,-0.7482471,-0.2036233,-0.10633722,-0.5281014,-0.4231847,-0.5820869207382202,-0.44635123014450073,0.13573569059371948
80,0.80486333,0.44358265,"('independent', 'dependent')",1.3136413,1.3088818,0.06652625,0.013384938,0.57544684,0.9289458,0.6901193857192993,0.6736987829208374,-0.016420602798461914
69,-0.7845695,-0.40906858,"('wise', 'foolish')",-0.6849348,-0.5903829,-0.6729833,-0.9875402,-0.17045052,-0.113667496,-0.5782344937324524,-0.525164783000946,0.05306971073150635
21,0.77106345,0.8598305,"('nice', 'nasty')",0.52200216,0.3544389,0.865172,1.0441111,0.3629598,0.3316753,0.6302993297576904,0.6475139260292053,0.017214596271514893
106,-0.75787127,-0.75420845,"('conventional', 'unconventional')",-0.06525302,0.019811705,1.2993984,1.4505728,0.16932642,0.10422775,0.16140013933181763,0.20510095357894897,0.04370081424713135
47,-0.73865616,-0.48624957,"('forgiving', 'unforgiving')",-0.5900625,-0.39575762,-0.74930066,-0.5109968,-0.8793283,-0.7867917,-0.7393369078636169,-0.544948935508728,0.19438797235488892
89,0.7266592,0.90688324,"('daring', 'anxious')",0.6004337,0.6567444,-0.92452294,-0.85655177,-0.43040133,-0.7469002,-0.006957843899726868,-0.009956061840057373,-0.0029982179403305054
44,-0.7123345,-1.2725716,"('truthful', 'untruthful')",-1.4232107,-1.6632451,-0.52573866,-0.6208297,-0.350093,-0.26045018,-0.7528442144393921,-0.9542741179466248,-0.20142990350723267
31,-0.7099378,-0.3502044,"('altruistic', 'egoistic')",-0.87423265,-0.7275275,-0.6022098,-0.7353118,-0.55203587,-0.31674206,-0.6846040487289429,-0.5324463844299316,0.15215766429901123
45,-0.7055977,-0.78336394,"('cooperative', 'exploitative')",-0.8370657,-1.0660237,0.0488908,-0.1737825,-1.3181367,-1.840991,-0.7029772996902466,-0.966040313243866,-0.2630630135536194
72,-0.7052477,-0.7637139,"('logical', 'illogical')",-0.53209496,-0.32996047,-2.088004,-1.9749874,-0.918913,-0.7102578,-1.0610649585723877,-0.9447298645973206,0.11633509397506714
94,0.7031437,0.6431558,"('aggressive', 'submissive')",0.54990685,0.4287718,0.45391607,0.68634987,0.04461415,-0.012519062,0.4378952085971832,0.436439573764801,-0.0014556348323822021
87,-0.69734275,-0.44983375,"('dedicated', 'undedicated')",-1.0336097,-0.8907958,-1.3853477,-1.4120058,-0.9548582,-0.9089001,-1.017789602279663,-0.9153838753700256,0.10240572690963745
26,0.68657863,0.90610343,"('trustworthy', 'untrustworthy')",0.6336639,0.5673814,-0.35686257,-0.40186012,-0.23198354,-0.14289653,0.18284910917282104,0.23218202590942383,0.04933291673660278
41,0.68632483,1.0143619,"('incorrupt', 'corrupt')",-0.34253007,-0.19927478,0.18403721,0.1262362,0.6628226,1.1682702,0.2976636290550232,0.5273983478546143,0.22973471879959106
93,0.60002685,0.75350726,"('dominating', 'dominated')",0.32988286,0.58575845,1.3259864,1.607507,-0.8059411,-0.7601545,0.3624887466430664,0.5466545224189758,0.18416577577590942
52,0.59354675,0.28570208,"('competitive', 'uncompetitive')",0.98535657,1.0122643,-0.019819617,0.035560608,-0.508064,-0.52339315,0.2627549171447754,0.20253345370292664,-0.060221463441848755
82,0.57973003,0.8775387,"('industrious', 'meek')",0.3047235,0.29609132,0.93378353,0.7895844,0.98916817,1.0633836,0.7018513083457947,0.7566494941711426,0.0547981858253479
98,-0.55805457,-0.61301607,"('prestigious', 'insignificant')",-0.7139765,-0.54679793,-1.0710076,-1.416075,-0.015828907,0.08016443,-0.5897168517112732,-0.6239311695098877,-0.0342143177986145
103,0.55536807,0.38194042,"('traditional', 'modern')",0.9761857,0.74747956,0.43213966,0.44099018,0.74931294,0.58216906,0.6782515645027161,0.5381448268890381,-0.14010673761367798
16,0.5498786,0.6765127,"('social', 'antisocial')",0.6291131,0.7593015,0.2795266,0.46477503,-0.06470011,-0.22989884,0.3484545350074768,0.41767260432243347,0.06921806931495667
23,0.5146918,0.28846902,"('hospitable', 'inhospitable')",-0.18635172,-0.38403192,-0.26044792,-0.5826237,0.7481068,0.77081865,0.20399974286556244,0.023157998919487,-0.18084174394607544
67,0.50949824,0.31334296,"('discriminating', 'undiscriminating')",0.34362662,0.45605135,-0.9230713,-0.78169817,-0.90322465,-0.8635342,-0.24329277873039246,-0.2189595252275467,0.024333253502845764
17,0.50219655,0.70050204,"('social', 'antisocial')",0.34158027,0.6115558,0.33156028,0.40966216,-0.33151317,0.030160606,0.21095597743988037,0.4379701614379883,0.2270141839981079
9,-0.48301426,-0.8718272,"('sensitive', 'insensitive')",-0.5168745,-0.69378346,-0.51400375,-0.43757707,-0.44423193,-0.55889773,-0.48953109979629517,-0.6405213475227356,-0.15099024772644043
68,-0.4656566,-1.0626416,"('clever', 'inept')",-0.6533811,-0.7801583,-1.4675927,-1.5158814,-0.52185833,-0.86735165,-0.7771221399307251,-1.056508183479309,-0.279386043548584
62,-0.45763934,-0.50932795,"('creative', 'uncreative')",-0.40834114,-0.23536998,-2.2511616,-2.446728,-0.6206367,-0.38376272,-0.9344447255134583,-0.8937971591949463,0.04064756631851196
76,0.4571687,0.66137123,"('secure', 'insecure')",0.40275133,0.37148637,-0.3842275,0.030869126,-0.49637794,-0.6593478,-0.005171358585357666,0.10109475255012512,0.10626611113548279
84,-0.4486991,-0.29824662,"('self-confident', 'diffident')",-0.51424307,-0.65168,0.07232165,-0.23763105,-0.25962567,-0.13059324,-0.2875615358352661,-0.3295377492904663,-0.041976213455200195
55,-0.44263905,-0.8191545,"('intelligent', 'unintelligent')",-0.17158657,-0.16556388,-0.23286712,0.08165854,-0.76820016,-0.69802165,-0.40382322669029236,-0.40027037262916565,0.003552854061126709
100,-0.42816338,-0.31277245,"('influential', 'uninfluential')",-0.5694345,-0.28709984,-0.7749443,-0.5667411,-0.38695657,-0.019902438,-0.5398746728897095,-0.2966289520263672,0.24324572086334229
97,-0.41895074,-0.5747122,"('superior', 'inferior')",-0.44324246,-0.3686497,-0.8253244,-0.8584398,-0.3057394,-0.33206764,-0.4983142614364624,-0.5334673523902893,-0.035153090953826904
91,0.40405256,0.26420072,"('resilient', 'nonresilient')",-0.114578605,-0.1255827,0.63446367,0.73370516,-0.16709226,-0.16934294,0.18921133875846863,0.17574505507946014,-0.013466283679008484
24,-0.40040785,-0.3584923,"('thoughtful', 'rough')",-0.654564,-0.5809938,-0.23848522,-0.14970952,-0.5270337,-0.7657339,-0.455122709274292,-0.46373236179351807,-0.008609652519226074
73,-0.39575183,-1.2425101,"('brilliant', 'incompetent')",-0.4169605,-0.78148323,0.13757253,-0.0800339,-0.7108176,-1.4465978,-0.3464893400669098,-0.8876562714576721,-0.5411669313907623
51,0.38788784,0.09143388,"('competent', 'incompetent')",0.51875854,0.5296825,-0.48839974,-0.38361037,-0.045196563,-0.21386656,0.09326251596212387,0.005909867584705353,-0.08735264837741852
64,-0.36347282,-0.4582719,"('clever', 'incompetent')",-0.036451936,-0.07748765,-0.2842232,-0.120973915,-1.2066243,-1.5595088,-0.4726930558681488,-0.5540605783462524,-0.08136752247810364
43,-0.35853967,-0.6596087,"('genuine', 'fake')",-0.74904394,-0.5218887,0.49274534,0.51856124,0.012747519,-0.048599333,-0.15052269399166107,-0.17788386344909668,-0.027361169457435608
61,-0.3531005,0.33995602,"('rational', 'irrational')",-0.0069402307,0.29151702,0.19487056,0.09538987,0.88578176,1.1951038,0.18015289306640625,0.48049166798591614,0.3003387749195099
0,-0.3520198,-0.18468964,"('sociable', 'unsociable')",0.45885468,0.699283,-0.19430423,0.21850747,-0.4414106,-0.120895445,-0.13221998512744904,0.15305134654045105,0.2852713316679001
4,-0.34649244,-0.15407589,"('likable', 'unlikable')",-0.62274593,-0.515016,-0.74760413,-1.01613,-0.6198826,-0.8506645,-0.5841813087463379,-0.6339715719223022,-0.049790263175964355
12,-0.34090608,-0.9138152,"('sympathetic', 'unsympathetic')",-0.23986962,-0.34224635,-0.79287094,-0.35618746,-1.1624486,-1.1930859,-0.6340238451957703,-0.70133376121521,-0.0673099160194397
39,-0.33969802,-0.114767924,"('right', 'wrong')",-0.35076588,-0.26045105,0.75070196,0.51270443,0.26770708,0.47093648,0.08198628574609756,0.15210548043251038,0.07011919468641281
59,0.33939937,0.5503063,"('skillful', 'clumsy')",0.09983127,0.35060522,0.059923977,-0.009785771,0.26107228,0.40657207,0.190056711435318,0.32442447543144226,0.13436776399612427
102,-0.26015228,-0.3662588,"('eminent', 'low')",-0.5906216,-0.73770213,-0.29299122,-0.49591234,0.38342538,0.2864778,-0.19008493423461914,-0.32834887504577637,-0.13826394081115723
7,-0.25426865,-0.35438663,"('outgoing', 'distant')",-0.48920694,-0.7174835,-0.88669884,-1.2293333,1.0695746,1.1057796,-0.14014995098114014,-0.29885590076446533,-0.1587059497833252
101,-0.237169,0.003563255,"('successful', 'unsuccessful')",0.12132287,0.022751436,-0.89957243,-0.94783556,-0.79118717,-0.75123775,-0.4516514241695404,-0.4181896448135376,0.03346177935600281
71,0.22115481,-0.6040017,"('efficient', 'inefficient')",-0.05029416,-0.37426627,-0.68018186,-0.549804,0.12029785,-0.35978144,-0.09725584089756012,-0.4719633460044861,-0.37470750510692596
92,-0.21209979,-0.3370303,"('unwavering', 'wavering')",-0.64400446,-0.7845024,-1.371525,-1.4627593,0.61011773,0.7725166,-0.40437787771224976,-0.4529438316822052,-0.048565953969955444
5,0.19120067,0.22083834,"('pleasant', 'repellent')",0.8522997,0.88537073,0.30515563,0.32166058,-0.24824771,-0.5681621,0.27510207891464233,0.21492686867713928,-0.06017521023750305
85,-0.1803453,-0.1670824,"('ambitious', 'unambitious')",0.073780745,-0.03628996,0.2667089,0.29304048,-0.1777403,0.0057177544,-0.0043989866971969604,0.023846469819545746,0.028245456516742706
65,-0.1775625,-0.49798036,"('practical', 'impractical')",-0.66355,-1.0367942,-0.5269672,-0.39912766,-0.48186165,-0.86378574,-0.46248531341552734,-0.6994220018386841,-0.23693668842315674
57,-0.17143534,-0.2390832,"('able', 'unable')",-0.091454476,-0.13885793,0.14282426,-0.0006297827,0.0895995,-0.20844537,-0.0076165106147527695,-0.14675407111644745,-0.13913756050169468
83,0.16799,-0.07999346,"('energetic', 'lethargic')",0.080472395,0.09670697,-0.78670347,-0.7935468,-0.4454074,-0.5140027,-0.2459121197462082,-0.32270899415016174,-0.07679687440395355
42,0.12842762,0.62765324,"('amicable', 'hostile')",0.06421822,0.14708006,0.81864345,0.653674,0.7725611,1.1056316,0.4459626078605652,0.6335097551345825,0.18754714727401733
25,-0.116997324,-0.5479648,"('moral', 'immoral')",0.16578011,-0.16979922,-0.5495923,-0.42972127,-0.05352913,-0.45489043,-0.1385846734046936,-0.40059393644332886,-0.26200926303863525
79,0.11477922,0.15913518,"('determined', 'doubtful')",0.6502322,0.70042765,0.8897472,0.8180775,0.79144835,0.7402317,0.6115517616271973,0.6044679880142212,-0.007083773612976074
54,0.09857878,-0.28914046,"('smart', 'stupid')",0.3404317,0.059407353,1.0975463,1.0455928,0.94800377,0.5096916,0.6211401224136353,0.33138781785964966,-0.2897523045539856
60,0.09114745,-0.12657078,"('educated', 'uneducated')",-0.44891608,-0.324493,-1.7056144,-1.5260056,-0.68707097,-0.62676424,-0.6876134872436523,-0.6509584188461304,0.03665506839752197
20,-0.0817028,0.040502757,"('popular', 'unpopular')",0.12735096,0.22773263,-0.035845406,-0.20082489,-0.1643596,0.18509051,-0.03863921016454697,0.06312525272369385,0.10176446288824081
2,0.07786119,-0.1713107,"('friendly', 'unfriendly')",0.11142582,0.06348318,0.10653454,0.399545,-1.2083181,-1.2855213,-0.22812414169311523,-0.24845093488693237,-0.02032679319381714
19,-0.066948295,0.45282233,"('funny', 'boring')",-0.20608729,-0.13536465,0.20886248,0.038226932,-0.26417708,0.12090409,-0.08208754658699036,0.1191471740603447,0.20123472064733505
22,-0.053661004,0.3265156,"('welcoming', 'disagreeable')",0.25391757,0.42500377,-0.26900083,-0.2040399,1.1170642,1.2603632,0.26207998394966125,0.45196065306663513,0.18988066911697388
96,0.04237759,0.24158978,"('powerful', 'powerless')",-0.014617443,0.081420004,1.6995502,1.6951721,0.3801192,0.30733603,0.5268573760986328,0.5813794732093811,0.05452209711074829
110,-0.017918527,0.38565725,"('narrow-minded', 'open-minded')",-0.34977466,-0.25832498,0.9423672,0.7834036,-0.40750647,-0.5089512,0.0417918860912323,0.10044616460800171,0.05865427851676941
74,0.013007611,-0.57027054,"('insightful', 'unperceptive')",-0.07298556,-0.1850171,-2.2165906,-2.3376427,-0.63917124,-0.72898257,-0.7289350032806396,-0.9554781913757324,-0.22654318809509277
