,NiSource_male,NiSource_female,tuple,average_male,average_female,female-male
75,2.2428913,1.8542432,"('confident', 'shy')",2.242891311645508,1.8542431592941284,-0.3886481523513794
90,1.4335306,1.2357254,"('motivated', 'unmotivated')",1.433530569076538,1.2357254028320312,-0.19780516624450684
2,1.4195075,1.2731779,"('friendly', 'unfriendly')",1.4195075035095215,1.2731778621673584,-0.14632964134216309
100,1.3554132,1.5814008,"('influential', 'uninfluential')",1.3554131984710693,1.581400752067566,0.22598755359649658
53,-1.2826623,-1.4228532,"('smart', 'stupid')",-1.282662272453308,-1.4228532314300537,-0.1401909589767456
16,1.2512853,0.76750743,"('social', 'antisocial')",1.2512853145599365,0.7675074338912964,-0.48377788066864014
60,1.2218907,1.2507173,"('educated', 'uneducated')",1.2218906879425049,1.250717282295227,0.028826594352722168
103,1.1859407,1.2900057,"('traditional', 'modern')",1.1859407424926758,1.2900056838989258,0.10406494140625
84,1.065341,1.0177264,"('self-confident', 'diffident')",1.0653409957885742,1.0177264213562012,-0.04761457443237305
71,1.0466993,0.5826339,"('efficient', 'inefficient')",1.0466992855072021,0.582633912563324,-0.4640653729438782
0,1.0439608,1.2313863,"('sociable', 'unsociable')",1.0439608097076416,1.2313863039016724,0.18742549419403076
14,1.0367326,1.129628,"('supportive', 'unsupportive')",1.03673255443573,1.1296279430389404,0.09289538860321045
95,-1.0214454,-0.9571034,"('rich', 'poor')",-1.021445393562317,-0.9571033716201782,0.06434202194213867
4,-0.98409367,-1.0190911,"('likable', 'unlikable')",-0.9840936660766602,-1.0190911293029785,-0.03499746322631836
39,-0.96784294,-0.5749021,"('right', 'wrong')",-0.9678429365158081,-0.5749021172523499,0.39294081926345825
109,0.93998194,0.59311503,"('conservative', 'liberal')",0.9399819374084473,0.5931150317192078,-0.3468669056892395
108,0.93998194,0.59311503,"('conservative', 'liberal')",0.9399819374084473,0.5931150317192078,-0.3468669056892395
63,-0.9275003,-0.5045004,"('capable', 'incapable')",-0.927500307559967,-0.5045003890991211,0.42299991846084595
31,-0.91081643,-0.38630316,"('altruistic', 'egoistic')",-0.9108164310455322,-0.3863031566143036,0.5245132744312286
40,-0.9036401,-0.8616631,"('honorable', 'mean')",-0.90364009141922,-0.8616631031036377,0.041976988315582275
