,Celanese_male,Celanese_female,tuple,average_male,average_female,female-male
94,0.71435106,0.77679753,"('aggressive', 'submissive')",0.7143510580062866,0.7767975330352783,0.0624464750289917
52,0.7116645,0.92246985,"('competitive', 'uncompetitive')",0.7116644978523254,0.9224698543548584,0.21080535650253296
42,-0.70288694,-0.545756,"('amicable', 'hostile')",-0.7028869390487671,-0.5457559823989868,0.15713095664978027
63,-0.6930803,-0.59693044,"('capable', 'incapable')",-0.6930803060531616,-0.5969304442405701,0.09614986181259155
20,-0.68439734,-0.40740836,"('popular', 'unpopular')",-0.6843973398208618,-0.40740835666656494,0.2769889831542969
12,0.6822863,0.9571754,"('sympathetic', 'unsympathetic')",0.6822863221168518,0.9571753740310669,0.2748890519142151
36,0.6761565,0.6929834,"('tolerant', 'intolerant')",0.6761565208435059,0.6929833889007568,0.016826868057250977
21,0.6209671,0.46318626,"('nice', 'nasty')",0.6209670901298523,0.46318626403808594,-0.15778082609176636
51,0.610013,0.7356709,"('competent', 'incompetent')",0.6100130081176758,0.7356709241867065,0.12565791606903076
37,0.5854935,0.27484018,"('good', 'evil')",0.5854935050010681,0.27484017610549927,-0.31065332889556885
28,-0.58375293,-0.29875702,"('honest', 'dishonest')",-0.5837529301643372,-0.29875701665878296,0.2849959135055542
29,0.5742345,0.81952596,"('honest', 'immoral')",0.5742344856262207,0.819525957107544,0.24529147148132324
100,0.5607362,1.0180359,"('influential', 'uninfluential')",0.5607361793518066,1.018035888671875,0.45729970932006836
24,-0.5531131,-0.63538873,"('thoughtful', 'rough')",-0.5531131029129028,-0.6353887319564819,-0.0822756290435791
87,-0.5516609,-0.47952467,"('dedicated', 'undedicated')",-0.5516608953475952,-0.4795246720314026,0.07213622331619263
64,0.5473028,0.5760113,"('clever', 'incompetent')",0.547302782535553,0.5760113000869751,0.02870851755142212
45,-0.52844447,-0.8988062,"('cooperative', 'exploitative')",-0.5284444689750671,-0.8988062143325806,-0.3703617453575134
50,0.5232539,0.16395897,"('unprejudiced', 'prejudiced')",0.5232539176940918,0.16395896673202515,-0.35929495096206665
41,-0.5018195,-0.5272417,"('incorrupt', 'corrupt')",-0.5018194913864136,-0.5272417068481445,-0.025422215461730957
96,-0.49623176,-0.30400592,"('powerful', 'powerless')",-0.4962317645549774,-0.3040059208869934,0.192225843667984
78,0.48233652,0.38096097,"('active', 'inactive')",0.48233652114868164,0.38096097111701965,-0.10137555003166199
35,-0.4679378,-0.26544368,"('fair', 'unfair')",-0.46793779730796814,-0.26544368267059326,0.20249411463737488
22,0.44685096,0.22069067,"('welcoming', 'disagreeable')",0.4468509554862976,0.22069066762924194,-0.22616028785705566
73,0.44296455,0.36946723,"('brilliant', 'incompetent')",0.4429645538330078,0.36946722865104675,-0.07349732518196106
81,-0.4419419,-0.9088664,"('industrious', 'lazy')",-0.44194188714027405,-0.9088664054870605,-0.4669245183467865
56,-0.40916097,-0.33131686,"('intelligent', 'dumb')",-0.4091609716415405,-0.33131685853004456,0.07784411311149597
34,-0.4044138,-0.009643555,"('loyal', 'disloyal')",-0.40441378951072693,-0.0096435546875,0.39477023482322693
33,-0.39472362,-0.2951797,"('softhearted', 'hardhearted')",-0.3947236239910126,-0.29517969489097595,0.09954392910003662
74,-0.38916636,-0.13860622,"('insightful', 'unperceptive')",-0.38916635513305664,-0.1386062204837799,0.25056013464927673
2,0.3800079,0.590691,"('friendly', 'unfriendly')",0.38000789284706116,0.5906909704208374,0.21068307757377625
48,0.36938027,0.2798913,"('reliable', 'unreliable')",0.36938026547431946,0.27989131212234497,-0.08948895335197449
79,0.3675365,0.49062103,"('determined', 'doubtful')",0.3675364851951599,0.49062103033065796,0.12308454513549805
88,-0.35951185,-0.102690905,"('impulsive', 'meek')",-0.3595118522644043,-0.10269090533256531,0.256820946931839
83,0.3589946,0.44322488,"('energetic', 'lethargic')",0.35899460315704346,0.44322487711906433,0.08423027396202087
68,0.33531228,0.12934622,"('clever', 'inept')",0.33531227707862854,0.12934622168540955,-0.205966055393219
84,-0.32351896,-0.17035973,"('self-confident', 'diffident')",-0.3235189616680145,-0.17035973072052002,0.1531592309474945
54,0.3219757,0.07297219,"('smart', 'stupid')",0.3219757080078125,0.07297219336032867,-0.24900351464748383
44,-0.31466022,-0.063390896,"('truthful', 'untruthful')",-0.3146602213382721,-0.06339089572429657,0.2512693256139755
49,-0.31071293,-0.25691426,"('responsible', 'irresponsible')",-0.31071293354034424,-0.25691425800323486,0.053798675537109375
93,0.30719078,0.23790407,"('dominating', 'dominated')",0.30719077587127686,0.23790407180786133,-0.06928670406341553
65,-0.29849318,-0.15379152,"('practical', 'impractical')",-0.2984931766986847,-0.15379151701927185,0.14470165967941284
18,-0.2885971,-0.14778824,"('social', 'asocial')",-0.28859710693359375,-0.14778824150562286,0.1408088654279709
23,0.2734618,0.43700698,"('hospitable', 'inhospitable')",0.27346178889274597,0.43700698018074036,0.16354519128799438
82,-0.2601384,-0.45922068,"('industrious', 'meek')",-0.2601383924484253,-0.45922067761421204,-0.19908228516578674
47,-0.24450742,-0.26944163,"('forgiving', 'unforgiving')",-0.24450741708278656,-0.2694416344165802,-0.02493421733379364
85,0.23654725,0.41505265,"('ambitious', 'unambitious')",0.23654724657535553,0.4150526523590088,0.17850540578365326
0,0.23437361,0.42791682,"('sociable', 'unsociable')",0.23437361419200897,0.42791682481765747,0.1935432106256485
77,0.23388025,0.33182353,"('active', 'inactive')",0.23388025164604187,0.33182352781295776,0.0979432761669159
59,-0.23139195,-0.19812196,"('skillful', 'clumsy')",-0.23139195144176483,-0.19812196493148804,0.033269986510276794
9,0.2286669,0.3080427,"('sensitive', 'insensitive')",0.22866690158843994,0.3080427050590515,0.07937580347061157
17,0.22363992,0.31737426,"('social', 'antisocial')",0.22363992035388947,0.31737425923347473,0.09373433887958527
98,-0.21933101,-0.30517262,"('prestigious', 'insignificant')",-0.21933101117610931,-0.3051726222038269,-0.08584161102771759
8,-0.21859173,-0.33240005,"('open', 'distant')",-0.21859173476696014,-0.33240005373954773,-0.11380831897258759
55,-0.2166925,-0.106763005,"('intelligent', 'unintelligent')",-0.2166925072669983,-0.10676300525665283,0.10992950201034546
72,-0.21322432,-0.023937047,"('logical', 'illogical')",-0.21322432160377502,-0.02393704652786255,0.18928727507591248
91,0.19525442,0.20012178,"('resilient', 'nonresilient')",0.19525441527366638,0.20012177526950836,0.00486735999584198
46,-0.15968655,-0.06561743,"('generous', 'stingy')",-0.15968655049800873,-0.06561742722988129,0.09406912326812744
80,0.13494234,0.23457265,"('independent', 'dependent')",0.13494233787059784,0.2345726490020752,0.09963031113147736
3,0.11062812,0.2333847,"('likable', 'unlikable')",0.11062812060117722,0.23338469862937927,0.12275657802820206
25,-0.10955173,0.006982714,"('moral', 'immoral')",-0.10955172777175903,0.006982713937759399,0.11653444170951843
110,-0.10695109,-0.2831442,"('narrow-minded', 'open-minded')",-0.10695108771324158,-0.2831442058086395,-0.17619311809539795
101,0.098789126,0.20573951,"('successful', 'unsuccessful')",0.09878912568092346,0.20573951303958893,0.10695038735866547
60,-0.08642818,0.44115633,"('educated', 'uneducated')",-0.08642818033695221,0.4411563277244568,0.527584508061409
92,0.066587806,0.053432584,"('unwavering', 'wavering')",0.06658780574798584,0.053432583808898926,-0.013155221939086914
7,0.06312605,0.015609622,"('outgoing', 'distant')",0.06312604993581772,0.01560962200164795,-0.04751642793416977
30,0.052882463,0.18381193,"('honest', 'dishonest')",0.05288246273994446,0.18381193280220032,0.13092947006225586
105,-0.050519526,0.032060042,"('conventional', 'modern')",-0.05051952600479126,0.03206004202365875,0.08257956802845001
62,0.046782233,0.16582972,"('creative', 'uncreative')",0.0467822328209877,0.16582971811294556,0.11904748529195786
26,0.02915284,0.2389821,"('trustworthy', 'untrustworthy')",0.02915284037590027,0.23898209631443024,0.20982925593852997
86,-0.026334286,-0.0204871,"('self-reliant', 'helpless')",-0.026334285736083984,-0.020487099885940552,0.005847185850143433
67,0.016637087,0.13565871,"('discriminating', 'undiscriminating')",0.016637086868286133,0.13565871119499207,0.11902162432670593
57,0.006594375,-0.2900417,"('able', 'unable')",0.006594374775886536,-0.2900416851043701,-0.29663605988025665
58,-0.003385663,0.07762191,"('able', 'clumsy')",-0.0033856630325317383,0.07762190699577332,0.08100757002830505
