,Estée_male,Estée_female,tuple,Lauder_male,Lauder_female,Companies_male,Companies_female,average_male,average_female,female-male
75,3.4403973,3.4006534,"('confident', 'shy')",2.9333742,2.927965,4.229027,4.048299,3.534266153971354,3.4589722951253257,-0.07529385884602835
107,2.959338,3.2725399,"('conventional', 'modern')",2.3625607,3.0525234,-0.050296307,-0.033728838,1.7572007179260254,2.097111384073893,0.3399106661478677
99,-2.5868373,-2.9222286,"('prestigious', 'insignificant')",-2.8410046,-3.3600264,-0.8109981,-0.47322863,-2.079613367716471,-2.251827875773112,-0.17221450805664062
32,-2.2877717,-2.2631938,"('benevolent', 'hardhearted')",-1.3925,-1.447212,-1.9150465,-1.7390414,-1.8651059468587239,-1.816482384999593,0.04862356185913086
98,-2.1827745,-2.3882961,"('prestigious', 'insignificant')",-2.472683,-2.8762825,0.43211168,0.4898855,-1.4077819188435872,-1.5915644963582356,-0.18378257751464844
15,2.099073,2.3793182,"('polite', 'impolite')",1.2665049,1.6507072,0.09462285,0.10699073,1.153400182723999,1.3790054321289062,0.22560524940490723
16,2.0605795,2.087148,"('social', 'antisocial')",2.053129,2.298324,-0.8428484,-0.6600411,1.0902867317199707,1.241810401280721,0.15152366956075025
76,2.0593128,2.2006347,"('secure', 'insecure')",2.1346297,2.4011254,0.19037598,0.11554772,1.4614394505818684,1.5724358558654785,0.1109964052836101
5,2.0265665,2.096319,"('pleasant', 'repellent')",1.113511,1.2110285,-0.3097512,-0.30376646,0.9434421062469482,1.001193602879842,0.057751496632893806
94,1.9286845,2.365934,"('aggressive', 'submissive')",1.7104771,1.999059,-1.0554881,-0.95187473,0.8612244923909506,1.1377061208089192,0.27648162841796864
8,-1.8743544,-2.2093668,"('open', 'distant')",-1.4978985,-1.9463868,1.0816603,0.4858461,-0.7635308901468912,-1.2233025232950847,-0.45977163314819347
82,-1.8534062,-2.2666397,"('industrious', 'meek')",-1.4540915,-1.9313886,0.5076375,0.48797622,-0.9332867463429769,-1.2366840839385986,-0.3033973375956217
71,1.7881895,1.8927882,"('efficient', 'inefficient')",2.1716905,2.3702683,-1.7930607,-2.193223,0.722273031870524,0.6899445851643881,-0.032328446706135994
89,1.7305303,1.6759233,"('daring', 'anxious')",1.1609207,1.2785523,-0.6632607,-0.60589045,0.7427300612131754,0.7828617095947266,0.040131648381551144
51,1.6829051,1.7617728,"('competent', 'incompetent')",0.9917673,1.4116979,-1.1305251,-0.95889175,0.5147157510121664,0.7381928761800131,0.22347712516784668
42,-1.6715746,-1.8564839,"('amicable', 'hostile')",-2.0687013,-2.2920368,1.1502181,1.4005775,-0.8633526166280111,-0.9159809748331705,-0.05262835820515943
53,-1.6414254,-1.614742,"('smart', 'stupid')",-1.1662589,-0.871539,-3.7487233,-3.918414,-2.185469309488932,-2.1348983446756997,0.05057096481323242
109,1.5825987,1.8387716,"('conservative', 'liberal')",1.0598712,1.102986,0.39351907,0.1461236,1.0119963486989338,1.0292937755584717,0.017297426859537834
108,1.5825987,1.8387716,"('conservative', 'liberal')",1.0598712,1.102986,0.39351907,0.1461236,1.0119963486989338,1.0292937755584717,0.017297426859537834
