,Federal_male,Federal_female,tuple,Realty_male,Realty_female,Investment_male,Investment_female,Trust_male,Trust_female,average_male,average_female,female-male
27,-6.30512,-6.3348074,"('sincere', 'insincere')",-2.283391,-1.9823153,-4.7201033,-4.324464,-6.696682,-6.789373,-5.001323699951172,-4.8577399253845215,0.1435837745666504
75,6.0080633,6.068686,"('confident', 'shy')",2.567288,2.3398051,2.9731774,2.6143231,4.824384,5.177867,4.093228340148926,4.050169944763184,-0.04305839538574219
6,4.887652,4.9415903,"('liked', 'disliked')",1.0400002,0.83722603,3.1273727,2.9102833,5.0205545,5.221775,3.518894910812378,3.4777185916900635,-0.04117631912231445
95,-4.879018,-4.9235563,"('rich', 'poor')",-1.638322,-1.5890195,-3.693491,-3.4174309,-4.8073254,-5.2371306,-3.7545390129089355,-3.7917842864990234,-0.03724527359008789
53,-4.4724026,-4.766732,"('smart', 'stupid')",-1.9605024,-1.8672638,-3.4465659,-3.3046274,-4.201164,-4.5351424,-3.5201587677001953,-3.618441581726074,-0.0982828140258789
40,-4.3081064,-4.605153,"('honorable', 'mean')",-2.328883,-2.4018722,-3.8367567,-3.915258,-4.675951,-5.339075,-3.787424325942993,-4.0653395652771,-0.27791523933410645
13,-2.963224,-3.0373912,"('helpful', 'unhelpful')",-1.4099225,-1.208854,-2.7218547,-2.4997828,-3.799532,-3.728816,-2.723633289337158,-2.618710994720459,0.10492229461669922
38,-2.8116236,-2.627295,"('kind', 'unkind')",-0.8801061,-0.49605748,-1.3017987,-1.0711834,-3.0332627,-2.6642156,-2.006697654724121,-1.7146879434585571,0.29200971126556396
78,2.7309256,2.4230185,"('active', 'inactive')",1.1834202,0.6317724,0.08379622,-0.31231272,1.7500788,1.3348005,1.437055230140686,1.019319772720337,-0.4177354574203491
34,-2.4039736,-2.270166,"('loyal', 'disloyal')",-0.18764226,0.21167268,-1.5575233,-1.245232,-1.9356959,-1.6583393,-1.5212087631225586,-1.240516185760498,0.28069257736206055
37,2.301452,2.2763283,"('good', 'evil')",0.9245795,0.6138129,1.588146,1.2950875,2.3214662,2.1617284,1.7839109897613525,1.5867393016815186,-0.19717168807983398
86,2.2955706,2.336474,"('self-reliant', 'helpless')",0.11160003,0.034199238,1.8261955,1.7118435,2.9980896,3.205356,1.8078639507293701,1.8219680786132812,0.014104127883911133
65,-2.197482,-2.1288066,"('practical', 'impractical')",-1.179863,-0.9216487,-0.9996716,-0.8964329,-2.262109,-1.9942425,-1.6597814559936523,-1.4852826595306396,0.1744987964630127
58,-1.8637707,-1.8823881,"('able', 'clumsy')",0.049152613,0.29757398,-0.96838266,-0.77622634,-2.7100356,-2.3115778,-1.3732590675354004,-1.1681544780731201,0.20510458946228027
46,1.8317672,1.8058972,"('generous', 'stingy')",1.4674238,1.3074276,0.69409513,0.5611172,1.9300195,2.050515,1.4808263778686523,1.4312392473220825,-0.049587130546569824
81,1.8119075,1.7292758,"('industrious', 'lazy')",-0.72134113,-1.121117,0.23569614,-0.045791984,2.3272347,2.149067,0.9133743047714233,0.6778584718704224,-0.23551583290100098
66,1.7540734,1.7988368,"('imaginative', 'unimaginative')",1.0727557,1.2361016,0.56025,0.46031356,0.8646885,1.3339225,1.0629419088363647,1.2072936296463013,0.14435172080993652
63,-1.7419533,-1.5946562,"('capable', 'incapable')",-0.85786283,-0.84885526,-1.7233334,-1.8386834,-0.5608492,-0.7466768,-1.2209997177124023,-1.2572180032730103,-0.03621828556060791
50,1.7155981,1.602212,"('unprejudiced', 'prejudiced')",0.050560772,-0.23602346,0.8810325,0.7637316,2.0271802,2.0901492,1.168592929840088,1.0550172328948975,-0.11357569694519043
3,1.6869179,1.6924684,"('likable', 'unlikable')",0.1075585,0.033218693,-0.32630372,-0.45314968,0.6833558,0.69964457,0.5378820896148682,0.49304550886154175,-0.044836580753326416
74,-1.6753706,-1.6211619,"('insightful', 'unperceptive')",-0.2964802,-0.056542575,-1.6301795,-1.5828633,-1.5847024,-1.8292942,-1.2966831922531128,-1.272465467453003,0.024217724800109863
28,-1.6342323,-1.7766047,"('honest', 'dishonest')",0.08935678,0.1357767,-1.7018586,-1.6332712,-2.1345701,-1.9137113,-1.3453260660171509,-1.2969526052474976,0.04837346076965332
44,-1.5944886,-1.6180571,"('truthful', 'untruthful')",-1.5651634,-1.5053582,-1.9686697,-1.9411016,-1.4818356,-1.5242317,-1.6525392532348633,-1.6471872329711914,0.005352020263671875
32,-1.5714093,-1.5713046,"('benevolent', 'hardhearted')",-1.3623976,-1.1204954,-1.6929466,-1.696991,-1.7652135,-1.6045856,-1.597991704940796,-1.4983441829681396,0.09964752197265625
41,1.5386815,1.6846861,"('incorrupt', 'corrupt')",-0.30335188,-0.48246837,1.3872805,1.2366148,1.7730309,2.0024762,1.0989102125167847,1.1103272438049316,0.011417031288146973
49,-1.4958156,-1.6286287,"('responsible', 'irresponsible')",0.21527547,0.3509047,-1.5930113,-1.5894082,-2.303323,-2.3325622,-1.2942185401916504,-1.2999236583709717,-0.005705118179321289
7,1.493381,1.3209264,"('outgoing', 'distant')",-0.12374985,-0.43210706,-0.7208612,-1.1744939,0.9292138,0.33780006,0.39449596405029297,0.01303137093782425,-0.3814645931124687
101,-1.434113,-1.1484758,"('successful', 'unsuccessful')",-2.0314605,-1.7341024,-2.0918365,-1.8635253,-1.9753673,-1.7175827,-1.8831944465637207,-1.6159214973449707,0.26727294921875
12,-1.4054384,-1.4107788,"('sympathetic', 'unsympathetic')",0.7312201,1.0213859,-1.1694846,-1.1240231,-1.7442684,-1.7470715,-0.8969928026199341,-0.8151218891143799,0.0818709135055542
48,1.3219316,1.173783,"('reliable', 'unreliable')",0.45879626,0.37287486,1.5014043,1.2434515,1.412683,1.5976961,1.1737037897109985,1.0969512462615967,-0.07675254344940186
82,1.2691029,1.5065176,"('industrious', 'meek')",-1.2650739,-1.4612268,-0.98453885,-1.0791885,0.96975195,1.0533319,-0.002689465880393982,0.004858553409576416,0.007548019289970398
