,CBRE_male,CBRE_female,tuple,average_male,average_female,female-male
78,0.9072334,0.5758605,"('active', 'inactive')",0.9072334170341492,0.5758605003356934,-0.3313729166984558
25,0.8981219,0.8279331,"('moral', 'immoral')",0.8981218934059143,0.8279330730438232,-0.07018882036209106
64,0.8905139,0.86939836,"('clever', 'incompetent')",0.8905138969421387,0.8693983554840088,-0.021115541458129883
80,0.8840861,0.9655848,"('independent', 'dependent')",0.8840860724449158,0.9655848145484924,0.08149874210357666
42,-0.8825914,-0.8107593,"('amicable', 'hostile')",-0.8825914263725281,-0.8107593059539795,0.07183212041854858
4,-0.8623823,-1.0158428,"('likable', 'unlikable')",-0.8623822927474976,-1.0158427953720093,-0.15346050262451172
52,0.8604137,1.1125803,"('competitive', 'uncompetitive')",0.860413670539856,1.1125802993774414,0.25216662883758545
79,0.8515813,0.7758784,"('determined', 'doubtful')",0.8515812754631042,0.7758784294128418,-0.07570284605026245
48,0.83709556,0.7202525,"('reliable', 'unreliable')",0.8370955586433411,0.720252513885498,-0.11684304475784302
44,-0.81176025,-0.6056107,"('truthful', 'untruthful')",-0.8117602467536926,-0.605610728263855,0.20614951848983765
65,-0.7913128,-0.8048611,"('practical', 'impractical')",-0.7913128137588501,-0.8048611283302307,-0.013548314571380615
20,-0.75747937,-0.6084362,"('popular', 'unpopular')",-0.7574793696403503,-0.6084362268447876,0.14904314279556274
70,0.73551476,0.84579515,"('wise', 'unwise')",0.735514760017395,0.8457951545715332,0.11028039455413818
45,-0.7099219,-0.76482296,"('cooperative', 'exploitative')",-0.7099218964576721,-0.7648229598999023,-0.054901063442230225
89,0.70484626,0.6394285,"('daring', 'anxious')",0.7048462629318237,0.6394284963607788,-0.06541776657104492
5,0.6825907,0.84188145,"('pleasant', 'repellent')",0.6825907230377197,0.8418814539909363,0.15929073095321655
23,-0.66871846,-0.7013187,"('hospitable', 'inhospitable')",-0.6687184572219849,-0.7013186812400818,-0.032600224018096924
93,0.6644332,0.6635245,"('dominating', 'dominated')",0.6644331812858582,0.6635245084762573,-0.0009086728096008301
62,-0.6531103,-0.6539351,"('creative', 'uncreative')",-0.6531103253364563,-0.6539350748062134,-0.0008247494697570801
15,0.64956886,0.7453577,"('polite', 'impolite')",0.6495688557624817,0.7453576922416687,0.09578883647918701
0,0.60086924,0.75094616,"('sociable', 'unsociable')",0.6008692383766174,0.7509461641311646,0.15007692575454712
98,-0.5477599,-0.60570383,"('prestigious', 'insignificant')",-0.5477598905563354,-0.6057038307189941,-0.05794394016265869
74,-0.53467536,-0.72417575,"('insightful', 'unperceptive')",-0.5346753597259521,-0.724175751209259,-0.18950039148330688
12,0.5321357,0.6871853,"('sympathetic', 'unsympathetic')",0.5321357250213623,0.6871852874755859,0.15504956245422363
92,-0.5082383,-0.56596696,"('unwavering', 'wavering')",-0.5082383155822754,-0.5659669637680054,-0.05772864818572998
87,-0.50717914,-0.2664866,"('dedicated', 'undedicated')",-0.5071791410446167,-0.26648658514022827,0.24069255590438843
66,0.50556034,0.6765092,"('imaginative', 'unimaginative')",0.5055603384971619,0.6765092015266418,0.17094886302947998
26,0.4868714,0.46115613,"('trustworthy', 'untrustworthy')",0.4868713915348053,0.46115612983703613,-0.025715261697769165
22,0.48053417,0.36098337,"('welcoming', 'disagreeable')",0.480534166097641,0.36098337173461914,-0.11955079436302185
33,-0.47383684,-0.40463275,"('softhearted', 'hardhearted')",-0.47383683919906616,-0.4046327471733093,0.06920409202575684
73,-0.45672607,-0.585173,"('brilliant', 'incompetent')",-0.45672607421875,-0.5851730108261108,-0.12844693660736084
24,0.44374505,0.25563225,"('thoughtful', 'rough')",0.44374504685401917,0.2556322515010834,-0.1881127953529358
51,0.42189786,0.3649581,"('competent', 'incompetent')",0.42189785838127136,0.36495810747146606,-0.0569397509098053
88,0.4207976,0.33818203,"('impulsive', 'meek')",0.42079758644104004,0.3381820321083069,-0.08261555433273315
9,-0.41945037,-0.54754376,"('sensitive', 'insensitive')",-0.4194503724575043,-0.5475437641143799,-0.1280933916568756
46,0.40989637,0.38028276,"('generous', 'stingy')",0.4098963737487793,0.38028275966644287,-0.029613614082336426
97,-0.38886297,-0.47488728,"('superior', 'inferior')",-0.3888629674911499,-0.47488728165626526,-0.08602431416511536
57,0.36249506,0.15915725,"('able', 'unable')",0.3624950647354126,0.15915724635124207,-0.20333781838417053
77,-0.34620905,-0.37532288,"('active', 'inactive')",-0.3462090492248535,-0.3753228783607483,-0.029113829135894775
3,-0.344136,-0.20828488,"('likable', 'unlikable')",-0.34413599967956543,-0.2082848846912384,0.13585111498832703
6,0.31600636,0.4052039,"('liked', 'disliked')",0.3160063624382019,0.4052039086818695,0.0891975462436676
49,-0.30838794,-0.3812546,"('responsible', 'irresponsible')",-0.3083879351615906,-0.3812546133995056,-0.07286667823791504
58,-0.30713335,-0.34799385,"('able', 'clumsy')",-0.30713334679603577,-0.3479938507080078,-0.040860503911972046
68,-0.3001728,-0.41818675,"('clever', 'inept')",-0.3001728057861328,-0.418186753988266,-0.11801394820213318
54,0.29563454,0.04901088,"('smart', 'stupid')",0.29563453793525696,0.049010880291461945,-0.246623657643795
17,0.29267693,0.40623242,"('social', 'antisocial')",0.2926769256591797,0.40623241662979126,0.11355549097061157
85,0.29106078,0.49485767,"('ambitious', 'unambitious')",0.29106077551841736,0.49485766887664795,0.2037968933582306
72,-0.2824436,-0.14007437,"('logical', 'illogical')",-0.2824436128139496,-0.14007437229156494,0.14236924052238464
55,0.27852553,0.2563916,"('intelligent', 'unintelligent')",0.27852553129196167,0.25639161467552185,-0.02213391661643982
43,-0.26136738,-0.27600816,"('genuine', 'fake')",-0.2613673806190491,-0.27600815892219543,-0.014640778303146362
47,-0.25434092,-0.262726,"('forgiving', 'unforgiving')",-0.25434091687202454,-0.2627260088920593,-0.00838509202003479
18,0.2408849,0.3606822,"('social', 'asocial')",0.2408849000930786,0.3606821894645691,0.11979728937149048
36,-0.22473347,-0.32124847,"('tolerant', 'intolerant')",-0.22473347187042236,-0.32124847173690796,-0.0965149998664856
14,-0.22024556,-0.3616324,"('supportive', 'unsupportive')",-0.22024555504322052,-0.36163240671157837,-0.14138685166835785
91,0.21493238,0.07690422,"('resilient', 'nonresilient')",0.214932382106781,0.07690422236919403,-0.13802815973758698
29,0.17833099,0.297917,"('honest', 'immoral')",0.17833098769187927,0.2979170083999634,0.1195860207080841
83,0.1751554,0.15722421,"('energetic', 'lethargic')",0.1751554012298584,0.15722420811653137,-0.017931193113327026
35,0.16328877,0.12046204,"('fair', 'unfair')",0.16328877210617065,0.12046203762292862,-0.042826734483242035
100,0.15104163,0.43047327,"('influential', 'uninfluential')",0.15104162693023682,0.430473268032074,0.27943164110183716
56,0.13928643,0.0366285,"('intelligent', 'dumb')",0.13928642868995667,0.03662849962711334,-0.10265792906284332
37,0.12817281,-0.25864094,"('good', 'evil')",0.12817281484603882,-0.25864094495773315,-0.386813759803772
30,-0.12699425,0.0014255643,"('honest', 'dishonest')",-0.12699425220489502,0.0014255642890930176,0.12841981649398804
8,-0.12659305,-0.3642608,"('open', 'distant')",-0.12659305334091187,-0.36426079273223877,-0.2376677393913269
106,0.11707294,0.018339895,"('conventional', 'unconventional')",0.1170729398727417,0.018339894711971283,-0.09873304516077042
21,0.11144811,-0.020400137,"('nice', 'nasty')",0.11144810914993286,-0.020400136709213257,-0.13184824585914612
59,-0.0823777,-0.0006542206,"('skillful', 'clumsy')",-0.08237770199775696,-0.0006542205810546875,0.08172348141670227
105,-0.07875641,-0.023576781,"('conventional', 'modern')",-0.0787564069032669,-0.023576781153678894,0.05517962574958801
96,0.069981605,0.0918605,"('powerful', 'powerless')",0.06998160481452942,0.09186050295829773,0.02187889814376831
110,-0.05962996,0.06497088,"('narrow-minded', 'open-minded')",-0.05962996184825897,0.06497088074684143,0.1246008425951004
86,-0.04986167,0.07859552,"('self-reliant', 'helpless')",-0.04986166954040527,0.07859551906585693,0.1284571886062622
60,0.031072825,0.31002322,"('educated', 'uneducated')",0.03107282519340515,0.3100232183933258,0.27895039319992065
7,-0.019826531,-0.31805164,"('outgoing', 'distant')",-0.019826531410217285,-0.31805163621902466,-0.2982251048088074
