,Duke_male,Duke_female,tuple,Realty_male,Realty_female,Corp_male,Corp_female,average_male,average_female,female-male
27,-6.13064,-4.9553976,"('sincere', 'insincere')",-2.283391,-1.9823153,-6.6364894,-6.431673,-5.016839981079102,-4.4564619064331055,0.5603780746459961
75,5.9349475,6.0018196,"('confident', 'shy')",2.567288,2.3398051,6.66473,6.5372887,5.055655161539714,4.959637959798177,-0.09601720174153705
6,5.3837085,4.5263557,"('liked', 'disliked')",1.0400002,0.83722603,6.684802,6.6123395,4.369503657023112,3.991973876953125,-0.3775297800699873
95,-5.084149,-4.4108367,"('rich', 'poor')",-1.638322,-1.5890195,-6.034153,-6.116641,-4.252208073933919,-4.038832346598308,0.2133757273356114
40,-4.3531327,-4.188374,"('honorable', 'mean')",-2.328883,-2.4018722,-5.858739,-5.9650583,-4.180251439412435,-4.185101509094238,-0.0048500696818036815
53,-4.238264,-3.7571123,"('smart', 'stupid')",-1.9605024,-1.8672638,-4.4504747,-4.3025694,-3.5497471491495767,-3.3089818954467773,0.24076525370279933
58,-2.8718696,-1.8372805,"('able', 'clumsy')",0.049152613,0.29757398,-2.2373161,-1.8838849,-1.686677614847819,-1.1411971251169841,0.545480489730835
37,2.672143,1.3750668,"('good', 'evil')",0.9245795,0.6138129,1.9438914,2.0353565,1.8468713760375977,1.34141206741333,-0.5054593086242676
86,2.6680696,2.1082036,"('self-reliant', 'helpless')",0.11160003,0.034199238,2.751844,2.6451762,1.8438377380371094,1.59585968653361,-0.24797805150349927
13,-2.575118,-1.4718678,"('helpful', 'unhelpful')",-1.4099225,-1.208854,-3.0271235,-3.0961032,-2.337388038635254,-1.9256083170572917,0.41177972157796217
81,2.2938504,1.1478785,"('industrious', 'lazy')",-0.72134113,-1.121117,2.0935724,2.177915,1.2220272223154705,0.734892209370931,-0.4871350129445394
78,2.2472932,0.9916637,"('active', 'inactive')",1.1834202,0.6317724,2.3321204,1.9112912,1.9209445317586262,1.1782424449920654,-0.7427020867665608
48,2.2059844,2.256687,"('reliable', 'unreliable')",0.45879626,0.37287486,2.681928,2.5936308,1.782236099243164,1.741064230600993,-0.04117186864217115
38,-2.1594095,-0.6874573,"('kind', 'unkind')",-0.8801061,-0.49605748,-2.3757577,-1.9031388,-1.8050910631815593,-1.0288845698038738,0.7762064933776855
34,-1.9661732,-1.0322182,"('loyal', 'disloyal')",-0.18764226,0.21167268,-2.017921,-1.7827404,-1.3905789057413738,-0.8677619298299154,0.5228169759114584
36,-1.9478692,-1.3732889,"('tolerant', 'intolerant')",-0.2208719,0.05885586,-1.3469197,-1.1648283,-1.171886920928955,-0.8264204661051432,0.3454664548238119
66,1.8821249,2.1315508,"('imaginative', 'unimaginative')",1.0727557,1.2361016,3.0494213,3.0358052,2.001434008280436,2.134485880533854,0.13305187225341797
46,1.8124413,1.0075669,"('generous', 'stingy')",1.4674238,1.3074276,2.3762202,2.3003333,1.8853618303934734,1.538442611694336,-0.34691921869913744
63,-1.8111068,-1.5626562,"('capable', 'incapable')",-0.85786283,-0.84885526,-1.1376256,-1.0196587,-1.2688651084899902,-1.1437233289082844,0.1251417795817058
28,-1.7736421,-1.2614651,"('honest', 'dishonest')",0.08935678,0.1357767,-2.0855794,-2.0146995,-1.256621519724528,-1.046795924504598,0.20982559521993016
32,-1.7232506,-1.428238,"('benevolent', 'hardhearted')",-1.3623976,-1.1204954,-1.3220441,-0.75526094,-1.4692306518554688,-1.1013314723968506,0.36789917945861816
50,1.6391652,1.5150933,"('unprejudiced', 'prejudiced')",0.050560772,-0.23602346,2.2759738,2.2260273,1.3218998908996582,1.168365716934204,-0.1535341739654541
29,-1.611758,-1.1687506,"('honest', 'immoral')",-0.43593788,-0.5452788,-1.8260021,-1.7521313,-1.291232665379842,-1.1553869247436523,0.1358457406361897
3,1.5508008,1.6266744,"('likable', 'unlikable')",0.1075585,0.033218693,1.6233785,1.5548921,1.0939126014709473,1.071595033009847,-0.022317568461100334
61,1.5493169,1.032068,"('rational', 'irrational')",-0.085769325,-0.17115673,1.1557636,1.3685138,0.8731037775675455,0.7431416511535645,-0.12996212641398108
11,-1.5472372,-1.5523287,"('caring', 'unaffectionate')",-0.51225245,-0.4978308,-1.484493,-1.4917997,-1.1813275814056396,-1.1806530952453613,0.0006744861602783203
60,-1.546397,-0.7747395,"('educated', 'uneducated')",0.17713025,0.35525352,-0.94098175,-0.8681323,-0.7700827916463217,-0.4292060931523641,0.3408766984939576
12,-1.4475439,-0.4799288,"('sympathetic', 'unsympathetic')",0.7312201,1.0213859,-1.3533148,-1.4027944,-0.6898794968922933,-0.28711241483688354,0.4027670820554098
25,-1.3296318,-0.5475004,"('moral', 'immoral')",-0.19231248,0.08382666,-1.5206175,-1.3253146,-1.014187256495158,-0.5963294506072998,0.41785780588785815
35,1.312924,1.0169802,"('fair', 'unfair')",0.79886353,0.6737608,0.6981856,0.740138,0.9366577466328939,0.8102929592132568,-0.12636478741963708
87,-1.3128862,-0.5617447,"('dedicated', 'undedicated')",0.16107309,0.3721897,-0.80255353,-0.59696186,-0.6514555613199869,-0.26217228174209595,0.389283279577891
49,-1.2765851,-0.5633038,"('responsible', 'irresponsible')",0.21527547,0.3509047,-1.4365293,-1.2053922,-0.8326129913330078,-0.4725971221923828,0.360015869140625
9,-1.2557875,-0.69949406,"('sensitive', 'insensitive')",0.109021306,0.12044269,-1.0999589,-1.0613891,-0.7489083607991537,-0.5468134880065918,0.20209487279256189
7,1.2547714,-0.050787568,"('outgoing', 'distant')",-0.12374985,-0.43210706,1.2281502,1.04766,0.7863906224568685,0.1882551113764445,-0.5981355110804241
65,-1.202384,0.024036229,"('practical', 'impractical')",-1.179863,-0.9216487,-0.9191679,-0.87139773,-1.1004716555277507,-0.5896700620651245,0.5108015934626262
10,-1.1942034,-1.1915104,"('affectionate', 'unaffectionate')",-0.3623502,-0.21076334,-0.05168128,0.14470398,-0.5360782941182455,-0.4191899299621582,0.11688836415608728
1,-1.1835811,-1.3083253,"('friendly', 'unfriendly')",0.06664625,0.12697896,-1.3676949,-1.0302336,-0.8282098770141602,-0.7371932665506998,0.09101661046346032
102,-1.1818163,-0.6194724,"('eminent', 'low')",-0.25041997,0.031371474,-0.53147554,-0.3426346,-0.6545706192652384,-0.310245156288147,0.34432546297709143
73,-1.1251827,-0.88722944,"('brilliant', 'incompetent')",-0.30516565,-0.18062246,-1.5508811,-1.81595,-0.9937431812286377,-0.9612673123677572,0.0324758688608805
68,-1.1228602,-1.3105661,"('clever', 'inept')",-0.4196533,-0.434494,-0.914963,-0.89569235,-0.8191588719685873,-0.8802507718404134,-0.06109189987182617
8,1.1075218,-0.2757956,"('open', 'distant')",0.110301614,-0.30540773,1.4154859,1.2487043,0.8777697881062826,0.22250032424926758,-0.655269463857015
82,1.0837336,0.4450809,"('industrious', 'meek')",-1.2650739,-1.4612268,1.0922787,1.2331986,0.30364612738291424,0.07235089937845866,-0.23129522800445557
45,-1.037444,-0.6454208,"('cooperative', 'exploitative')",0.071079366,0.10853165,-1.1704645,-0.9724724,-0.7122763792673746,-0.503120501836141,0.20915587743123365
74,-1.0291443,-0.7549614,"('insightful', 'unperceptive')",-0.2964802,-0.056542575,-1.2442702,-1.3193259,-0.8566315968831381,-0.7102766036987305,0.1463549931844076
18,-0.9980238,-0.5614219,"('social', 'asocial')",0.16069043,0.40841657,-0.15735155,-0.051664025,-0.3315616448720296,-0.06822310884793599,0.26333853602409363
42,0.9384502,0.055850685,"('amicable', 'hostile')",-0.5600325,-0.6960401,1.0745797,1.3420484,0.48433248202006024,0.23395299911499023,-0.25037948290507
44,-0.9330899,-0.8319419,"('truthful', 'untruthful')",-1.5651634,-1.5053582,-0.6980455,-0.76625013,-1.0654329458872478,-1.03451673189799,0.030916213989257812
97,-0.8737143,-0.7239692,"('superior', 'inferior')",0.43931592,0.49936306,-1.0777923,-1.0853717,-0.5040635665257772,-0.436659296353658,0.0674042701721192
83,-0.84789,-0.1793786,"('energetic', 'lethargic')",0.7704139,0.97155845,-0.38989562,-0.51259035,-0.15579058726628622,0.0931964914004008,0.248987078666687
88,0.8202693,0.31315714,"('impulsive', 'meek')",0.18748216,0.060889065,1.447821,1.2792021,0.8185242017110189,0.5510827700297037,-0.2674414316813152
70,0.8194147,0.6858128,"('wise', 'unwise')",0.42328328,0.37463456,1.1597657,1.1573492,0.8008212248484293,0.739265521367391,-0.06155570348103834
64,-0.8046698,0.18451834,"('clever', 'incompetent')",0.699427,0.88634133,-1.1046457,-1.0655162,-0.40329615275065106,0.001781145731608073,0.40507729848225915
100,-0.79675275,-0.30656278,"('influential', 'uninfluential')",1.1489499,1.5699314,-0.63892,-0.5221347,-0.09557429949442546,0.24707796176274618,0.34265226125717163
56,0.76766133,0.6989485,"('intelligent', 'dumb')",1.1637865,1.0307493,1.6987584,1.7227203,1.210068702697754,1.1508060296376545,-0.05926267306009936
21,0.7620799,0.54597384,"('nice', 'nasty')",-0.8937873,-1.1069968,0.38468748,0.27212715,0.08432668447494507,-0.09629859526952107,-0.18062527974446613
96,-0.75416386,-0.3838764,"('powerful', 'powerless')",-0.8980093,-0.66099507,-0.0942453,0.08052668,-0.5821394920349121,-0.32144824663798016,0.26069124539693195
19,-0.7420294,-0.2920404,"('funny', 'boring')",-1.370415,-1.2082286,0.41201538,0.5815117,-0.5668096542358398,-0.3062524199485779,0.26055723428726196
98,-0.7329301,-1.4971062,"('prestigious', 'insignificant')",-0.7334172,-0.9172858,-0.5078856,-0.44825798,-0.6580776373545328,-0.9542166392008463,-0.2961390018463135
