,West_male,West_female,tuple,Pharmaceutical_male,Pharmaceutical_female,Services_male,Services_female,average_male,average_female,female-male
7,1.556666,1.2823257,"('outgoing', 'distant')",1.0561161,0.67340887,0.7550085,0.5664958,1.1225968201955159,0.8407434622446696,-0.2818533579508463
45,-1.3877552,-1.596909,"('cooperative', 'exploitative')",-0.12335606,-0.25053144,-0.34715682,-0.5323447,-0.6194226741790771,-0.7932616869608561,-0.17383901278177893
54,1.3759928,0.83470166,"('smart', 'stupid')",0.7540306,0.54700863,0.65464073,0.48676568,0.9282213846842448,0.6228253046671549,-0.30539608001708984
29,-1.3384917,-1.5086482,"('honest', 'immoral')",-0.5078484,-0.5571561,-1.5614064,-1.752094,-1.1359154383341472,-1.2726327578226726,-0.1367173194885254
42,1.3265713,1.4698412,"('amicable', 'hostile')",1.0505936,1.2505057,1.1196107,1.4477772,1.165591875712077,1.3893747329711914,0.2237828572591145
73,-1.3048251,-1.6973692,"('brilliant', 'incompetent')",-1.426368,-1.5248921,-2.0486076,-2.3774662,-1.5932668050130208,-1.8665758768717449,-0.2733090718587241
48,1.2948663,1.1044607,"('reliable', 'unreliable')",1.8081458,1.9049237,1.5720896,1.240471,1.5583672523498535,1.4166185061136882,-0.1417487462361653
65,-1.2730781,-1.3102369,"('practical', 'impractical')",-1.6408257,-1.703366,-2.4160361,-2.4671054,-1.776646614074707,-1.826902707417806,-0.050256093343098884
34,-1.2709593,-0.9744159,"('loyal', 'disloyal')",-1.670833,-1.3676932,-2.7230024,-2.0889502,-1.8882649739583333,-1.4770197868347168,0.41124518712361646
22,1.2426932,1.0576296,"('welcoming', 'disagreeable')",0.5819539,0.6397041,0.5179136,0.2493042,0.7808535893758138,0.6488792896270752,-0.13197429974873864
38,-1.2406043,-0.8581892,"('kind', 'unkind')",-2.6152625,-2.2642722,-3.0356448,-2.938733,-2.297170639038086,-2.0203981399536133,0.27677249908447266
14,1.2390544,1.0939939,"('supportive', 'unsupportive')",-0.01788862,-0.052153677,-0.5213933,-0.7508209,0.23325749238332114,0.09700644016265869,-0.13625105222066244
82,1.2236178,1.1579057,"('industrious', 'meek')",0.16770963,0.31425962,0.7177563,0.80584574,0.7030278841654459,0.7593370278676351,0.0563091437021892
2,-1.2151062,-0.99391794,"('friendly', 'unfriendly')",-0.8347696,-0.6287501,-1.0593194,-1.1071498,-1.0363984107971191,-0.9099392890930176,0.12645912170410156
66,1.2137395,1.5333991,"('imaginative', 'unimaginative')",1.4205426,1.6806941,1.0983231,1.1754818,1.2442017396291096,1.4631916681925456,0.21898992856343602
41,1.2008166,1.2390956,"('incorrupt', 'corrupt')",1.379082,1.5724661,1.4470112,1.8851919,1.3423032760620117,1.5655845006306965,0.22328122456868482
3,1.1926942,1.4145602,"('likable', 'unlikable')",1.0706415,1.1526105,0.8587003,0.7968618,1.0406786600748699,1.1213441689809163,0.0806655089060464
44,-1.1880977,-0.98921275,"('truthful', 'untruthful')",-1.2518635,-1.306849,-1.5462222,-1.510973,-1.3287278016408284,-1.2690115769704182,0.059716224670410156
56,1.17609,1.3924818,"('intelligent', 'dumb')",0.647986,0.71466404,0.055960193,0.034371868,0.6266787052154541,0.7138392130533854,0.08716050783793128
49,-1.129354,-1.0292244,"('responsible', 'irresponsible')",-0.73627466,-0.94446385,-1.8192282,-2.0501165,-1.2282856305440266,-1.3412682215372722,-0.11298259099324559
9,-1.106097,-1.1071743,"('sensitive', 'insensitive')",-0.47397402,-0.6022766,-1.2893528,-1.4092629,-0.9564746220906576,-1.0395712852478027,-0.08309666315714515
70,1.0626084,0.8987504,"('wise', 'unwise')",0.3237476,0.48425293,-0.31059122,-0.1750297,0.3585882584253947,0.4026579062143962,0.044069647789001465
11,-1.0580018,-1.0241562,"('caring', 'unaffectionate')",-1.1472483,-1.2282541,-2.4576097,-2.4764278,-1.5542866388956706,-1.5762793223063152,-0.02199268341064453
62,-1.0283704,-1.0674496,"('creative', 'uncreative')",-0.20660982,-0.21160519,-0.6111116,-0.5230752,-0.6153639157613119,-0.6007099946339926,0.014653921127319336
68,-1.0222541,-1.1782231,"('clever', 'inept')",-0.9764987,-0.92250526,-0.4895923,-0.6943763,-0.829448382059733,-0.9317015806833903,-0.10225319862365723
110,-1.0206856,-0.82074314,"('narrow-minded', 'open-minded')",0.06606613,0.07625429,0.73476374,0.56126416,-0.07328522205352783,-0.06107489267985026,0.012210329373677574
72,-0.9376767,-0.6576231,"('logical', 'illogical')",-0.05085875,0.14646855,-1.1651142,-0.99989367,-0.7178831895192465,-0.5036827325820923,0.21420045693715417
19,-0.91592205,-0.73907167,"('funny', 'boring')",-0.70597094,-0.64657927,0.3147037,0.63022786,-0.4357297420501709,-0.25180766979853314,0.18392207225163776
32,-0.867674,-0.5369774,"('benevolent', 'hardhearted')",-2.1358366,-1.9803941,-1.9495894,-1.7803648,-1.6510332425435383,-1.432578722635905,0.21845451990763332
12,-0.8657407,-0.81624126,"('sympathetic', 'unsympathetic')",-0.87751937,-0.86393094,-1.9088145,-1.9333892,-1.2173582712809246,-1.2045204639434814,0.012837807337443108
69,0.86479235,0.9789566,"('wise', 'foolish')",0.42017174,0.48955983,-0.3663699,-0.2541572,0.3061980605125427,0.4047863880793254,0.09858832756678265
93,-0.8630885,-0.50336045,"('dominating', 'dominated')",-0.5343289,-0.3444392,0.07901025,0.18167889,-0.4394690195719401,-0.22204025586446127,0.21742876370747885
71,-0.84955865,-0.961961,"('efficient', 'inefficient')",-0.595127,-0.9002958,-1.900615,-2.408419,-1.1151002248128254,-1.4235585530598958,-0.3084583282470703
30,-0.84584713,-0.42679775,"('honest', 'dishonest')",-0.3140615,-0.38903135,-1.6217792,-1.7287841,-0.9272292455037435,-0.8482043743133545,0.07902487119038903
89,-0.8347763,-1.0554016,"('daring', 'anxious')",0.347466,0.33633542,-0.445112,-0.6069782,-0.31080742677052814,-0.44201477368672687,-0.13120734691619873
104,-0.83157,-0.76354164,"('conventional', 'unconventional')",-0.3516224,-0.14462785,-0.8149404,-0.47421986,-0.6660443147023519,-0.46079643567403156,0.20524787902832037
67,-0.8313914,-0.6947293,"('discriminating', 'undiscriminating')",-0.06793499,-0.062216133,-0.9224635,-0.7423264,-0.6072632869084676,-0.4997572898864746,0.10750599702199304
36,-0.8000403,-0.76079905,"('tolerant', 'intolerant')",-0.8540656,-1.0027177,-0.96550846,-1.1262369,-0.873204787572225,-0.9632512728373209,-0.09004648526509595
101,-0.77694476,-0.5566443,"('successful', 'unsuccessful')",-1.8313625,-1.438652,-2.0649707,-1.9326594,-1.5577592849731445,-1.3093185424804688,0.24844074249267578
64,-0.7684102,-0.69965774,"('clever', 'incompetent')",-1.1422898,-1.0629301,-0.8080075,-0.90020484,-0.9062358538309733,-0.8875975608825684,0.01863829294840491
33,-0.76654464,-0.84364915,"('softhearted', 'hardhearted')",0.47122735,0.4607079,-1.3092768,-1.2866442,-0.5348647038141886,-0.5565284887949625,-0.021663784980773926
88,0.7061112,0.9213041,"('impulsive', 'meek')",1.1331192,1.1336389,1.7268286,1.7561195,1.1886863708496094,1.270354191462199,0.08166782061258959
79,0.6865523,0.7583258,"('determined', 'doubtful')",0.007474549,-0.01521825,-0.2976708,-0.19567826,0.13211867213249207,0.18247644106547037,0.0503577689329783
43,-0.6691405,-0.66147244,"('genuine', 'fake')",-0.06700772,-0.044518143,-1.0479928,-0.84337515,-0.5947136878967285,-0.5164552529652914,0.07825843493143714
77,0.6646923,0.60839707,"('active', 'inactive')",0.43923992,0.6374077,0.08745322,0.4934262,0.39712846279144287,0.5797436634699503,0.18261520067850745
74,-0.658453,-0.66424716,"('insightful', 'unperceptive')",-1.056968,-1.0651134,-2.164411,-2.2544024,-1.293277343114217,-1.3279209931691487,-0.03464365005493164
83,-0.63312936,-0.4454199,"('energetic', 'lethargic')",-0.16446996,-0.30241776,-1.4384882,-1.4370306,-0.7453625202178955,-0.7282894452412924,0.017073074976603153
25,-0.6275284,-0.76674765,"('moral', 'immoral')",-1.0264506,-0.95902026,-0.8961438,-1.2077974,-0.8500409126281738,-0.9778550465901693,-0.12781413396199548
1,-0.62308216,-0.22776115,"('friendly', 'unfriendly')",-0.8538851,-0.84845436,-1.5024439,-1.2591515,-0.9931370417277018,-0.77845565478007,0.21468138694763184
58,-0.5939412,-0.3942722,"('able', 'clumsy')",-1.0425456,-0.8711607,-2.083808,-1.7832716,-1.240098237991333,-1.0162347952524822,0.22386344273885084
15,0.5765449,0.84956765,"('polite', 'impolite')",0.44413108,0.4564696,-0.5256987,-0.44617194,0.16499239206314087,0.28662174940109253,0.12162935733795166
18,-0.5204794,-0.4212448,"('social', 'asocial')",-0.59874576,-0.7322578,-0.6590699,-0.7895085,-0.5927650133768717,-0.6476703484853109,-0.0549053351084392
16,0.5168044,0.99806,"('social', 'antisocial')",-0.6566044,-0.46412852,-0.6614632,-0.609051,-0.26708773771921795,-0.025039831797281902,0.24204790592193606
59,0.4943425,0.5085615,"('skillful', 'clumsy')",-0.54477453,-0.1370767,-0.4595474,-0.22655314,-0.16999314228693643,0.048310548067092896,0.21830369035402933
51,-0.46800718,-0.28788906,"('competent', 'incompetent')",-0.489169,-0.39714178,-2.4274457,-2.407696,-1.1282072861989338,-1.0309089024861653,0.09729838371276855
20,0.4646206,0.6974828,"('popular', 'unpopular')",-1.3281177,-0.8733556,-0.27997845,-0.19194782,-0.3811585108439128,-0.12260687351226807,0.2585516373316447
17,0.4572571,0.99043113,"('social', 'antisocial')",-0.47481906,-0.32079113,-0.36428457,-0.17496297,-0.12728218237559,0.16489234566688538,0.29217452804247535
55,-0.44988018,-0.55010605,"('intelligent', 'unintelligent')",-1.3827286,-1.2410097,-0.38401902,-0.29666188,-0.7388758659362793,-0.6959258715311686,0.042949994405110714
98,-0.4452462,-0.6318224,"('prestigious', 'insignificant')",-0.9110514,-0.73207617,0.61983943,0.75111413,-0.24548606077829996,-0.20426146189371744,0.04122459888458252
76,-0.4448449,-0.2690485,"('secure', 'insecure')",0.7133025,0.64348793,0.59289813,0.37083387,0.2871185739835103,0.24842443068822226,-0.03869414329528806
103,0.4430496,0.45113078,"('traditional', 'modern')",1.5613277,1.6486926,1.4768981,1.3337245,1.1604251861572266,1.1445159912109375,-0.015909194946289062
106,-0.41423672,-0.322587,"('conventional', 'unconventional')",-0.18174942,-0.17150292,0.09993171,0.2746635,-0.16535147031148276,-0.0731421411037445,0.09220932920773825
90,0.40213117,-0.046626925,"('motivated', 'unmotivated')",0.26219463,0.29018658,1.1884143,0.8682842,0.6175800561904907,0.37061460812886554,-0.24696544806162518
91,0.3920293,0.31123072,"('resilient', 'nonresilient')",-0.75974846,-0.61844474,0.03669171,-0.16346125,-0.11034248272577922,-0.15689176321029663,-0.04654928048451741
99,0.38965273,-0.03470625,"('prestigious', 'insignificant')",-1.4572375,-1.123054,0.9594475,1.1337208,-0.03604574998219808,-0.008013168970743815,0.02803258101145427
105,-0.37970695,-0.52806026,"('conventional', 'modern')",0.38518804,0.18692058,-0.77735245,-0.78339285,-0.25729044278462726,-0.37484415372212726,-0.1175537109375
96,0.37541065,0.51157725,"('powerful', 'powerless')",-0.6435248,-0.5150279,-0.1624354,-0.001070708,-0.14351652065912882,-0.0015071133772532146,0.1420094072818756
102,0.37147442,0.18297857,"('eminent', 'low')",-2.2019484,-1.7100736,-0.9813308,-0.71966505,-0.9372682571411133,-0.7489200433095297,0.18834821383158362
107,0.36374485,0.8839343,"('conventional', 'modern')",0.5328814,0.5137373,-0.79804987,-1.051978,0.03285878896713257,0.11523123582204182,0.08237244685490926
24,-0.3552897,-0.33267355,"('thoughtful', 'rough')",-0.86958545,-0.8171268,-0.18758988,-0.12184101,-0.47082169850667316,-0.4238804181416829,0.046941280364990234
85,-0.3458231,-0.24789706,"('ambitious', 'unambitious')",-0.8277845,-0.7897388,-0.7095641,-0.58715844,-0.6277238925298055,-0.5415980815887451,0.08612581094106042
63,-0.32009894,-0.49946138,"('capable', 'incapable')",-0.88057214,-0.8329318,-0.53065455,-0.6711843,-0.5771085421244303,-0.667859156926473,-0.09075061480204272
52,-0.30858982,0.009270549,"('competitive', 'uncompetitive')",-0.46029475,-0.4544178,-1.446533,-1.6353999,-0.7384724617004395,-0.6935156981150309,0.044956763585408566
97,0.29337466,0.3351249,"('superior', 'inferior')",-1.1886297,-1.1266193,-0.4759511,-0.255953,-0.4570687214533488,-0.3491491476694743,0.10791957378387451
23,0.28248066,-0.1532485,"('hospitable', 'inhospitable')",0.50021595,0.53124607,-0.033724457,-0.006697595,0.24965739250183105,0.12376666069030762,-0.12589073181152344
100,-0.27198225,0.01425153,"('influential', 'uninfluential')",-1.2110909,-0.9976333,-1.5250447,-1.1469688,-1.002705971399943,-0.7101168632507324,0.2925891081492107
47,-0.26451844,0.0684741,"('forgiving', 'unforgiving')",-0.77808857,-0.73533803,-1.6438878,-1.5854577,-0.8954982757568359,-0.7507739067077637,0.14472436904907227
80,0.25246412,0.31254616,"('independent', 'dependent')",1.3824625,1.5897993,1.413011,1.2279449,1.0159791310628254,1.0434300899505615,0.027450958887736077
0,0.25129718,0.7931822,"('sociable', 'unsociable')",-0.6422788,-0.43853953,-1.3884882,-1.2852043,-0.5931565761566162,-0.3101872205734253,0.2829693555831909
94,0.2241312,0.37902325,"('aggressive', 'submissive')",-0.90983045,-0.91488534,-0.60188913,-0.6885619,-0.4291961193084717,-0.4081413348515828,0.021054784456888853
39,-0.15811637,-0.18378958,"('right', 'wrong')",-0.42175558,-0.21987924,-0.22933482,-0.07671443,-0.26973559459050495,-0.1601277490456899,0.10960784554481504
4,-0.15794754,-0.279603,"('likable', 'unlikable')",-1.3131034,-1.1661482,-0.9260358,-1.0823387,-0.7990289529164633,-0.8426966667175293,-0.043667713801066044
26,-0.15638375,0.10770264,"('trustworthy', 'untrustworthy')",1.0332209,1.0483375,0.17425814,0.011281937,0.35036508242289227,0.389107346534729,0.03874226411183673
10,0.13869427,0.19591889,"('affectionate', 'unaffectionate')",-0.64364684,-0.5768903,-0.8077186,-0.5886543,-0.43755706151326496,-0.3232085704803467,0.11434849103291828
60,-0.11826384,-0.11045736,"('educated', 'uneducated')",-1.1184009,-0.9237114,-0.8293938,-0.5840929,-0.68868621190389,-0.5394205252329508,0.1492656866709392
21,0.11274183,0.027868867,"('nice', 'nasty')",0.39145362,0.332286,0.16534323,-0.123663425,0.223179558912913,0.07883048057556152,-0.14434907833735147
109,-0.092334986,-0.13536674,"('conservative', 'liberal')",1.0749313,0.9053782,0.34142748,0.17498583,0.44134124120076496,0.3149991035461426,-0.12634213765462238
108,-0.092334986,-0.13536674,"('conservative', 'liberal')",1.0749313,0.9053782,0.34142748,0.17498583,0.44134124120076496,0.3149991035461426,-0.12634213765462238
31,-0.09151484,-0.25820202,"('altruistic', 'egoistic')",-0.3056398,-0.1566407,-1.0219456,-0.7399478,-0.47303342819213867,-0.38493017355600995,0.08810325463612872
87,0.07466096,0.24960227,"('dedicated', 'undedicated')",-0.84017307,-0.72568524,-1.9269471,-1.84735,-0.8974863688151041,-0.7744776407877604,0.12300872802734375
35,-0.044584036,0.17034577,"('fair', 'unfair')",1.7079837,1.7641883,1.1677848,1.1701752,0.9437281290690104,1.0349030494689941,0.09117492039998376
57,0.03607267,-0.11300218,"('able', 'unable')",-0.20411608,-0.14900261,-0.3385276,-0.6865836,-0.1688569982846578,-0.31619612375895184,-0.14733912547429404
92,0.02474299,-0.22351593,"('unwavering', 'wavering')",0.2786997,0.29819334,-0.10814905,0.03664428,0.06509787837664287,0.037107229232788086,-0.02799064914385478
84,0.018125445,0.061957426,"('self-confident', 'diffident')",-0.7144015,-0.6313751,-0.53605795,-0.5163257,-0.410778005917867,-0.3619144757588704,0.04886353015899658
5,0.01729241,0.033869535,"('pleasant', 'repellent')",0.6664376,0.6231159,0.041783758,-0.23327851,0.24183791875839233,0.14123562971750894,-0.10060228904088339
