,Marriott_male,Marriott_female,tuple,International_male,International_female,average_male,average_female,female-male
75,6.6050606,6.650174,"('confident', 'shy')",4.4129763,4.6069536,5.509018421173096,5.62856388092041,0.11954545974731445
53,-4.543137,-4.9118977,"('smart', 'stupid')",-2.8855224,-2.967436,-3.714329719543457,-3.939666748046875,-0.22533702850341797
27,-4.529036,-4.819264,"('sincere', 'insincere')",-4.67974,-4.495806,-4.604388236999512,-4.657535076141357,-0.0531468391418457
40,-4.285825,-4.8791943,"('honorable', 'mean')",-3.5743296,-3.7060323,-3.930077075958252,-4.2926130294799805,-0.3625359535217285
95,-4.214414,-4.720357,"('rich', 'poor')",-3.2731223,-3.2933433,-3.7437682151794434,-4.006850242614746,-0.26308202743530273
6,4.109786,4.6143775,"('liked', 'disliked')",3.815958,3.7379563,3.96287202835083,4.176167011260986,0.21329498291015625
48,3.0392883,2.9239202,"('reliable', 'unreliable')",0.8652761,0.8853814,1.952282190322876,1.9046508073806763,-0.04763138294219971
1,-2.9324355,-2.558938,"('friendly', 'unfriendly')",-1.1255764,-1.0788525,-2.029006004333496,-1.8188953399658203,0.21011066436767578
86,2.7806435,2.703121,"('self-reliant', 'helpless')",1.4598708,1.3292016,2.1202571392059326,2.0161612033843994,-0.1040959358215332
32,-2.7326086,-2.4661875,"('benevolent', 'hardhearted')",-1.9611683,-1.8494701,-2.346888542175293,-2.1578288078308105,0.18905973434448242
94,2.619239,2.307257,"('aggressive', 'submissive')",-0.13143872,0.30075985,1.243900179862976,1.3040083646774292,0.060108184814453125
109,2.519483,2.0338738,"('conservative', 'liberal')",-0.34464288,-0.07558623,1.087420105934143,0.9791437983512878,-0.10827630758285522
108,2.519483,2.0338738,"('conservative', 'liberal')",-0.34464288,-0.07558623,1.087420105934143,0.9791437983512878,-0.10827630758285522
50,2.5161886,2.409106,"('unprejudiced', 'prejudiced')",1.0950942,0.84423494,1.8056414127349854,1.626670479774475,-0.17897093296051025
66,2.4545517,2.8263538,"('imaginative', 'unimaginative')",1.235498,1.3372915,1.845024824142456,2.081822633743286,0.23679780960083008
104,-2.14306,-1.5636015,"('conventional', 'unconventional')",-0.39736626,-0.4205701,-1.2702131271362305,-0.9920858144760132,0.2781273126602173
11,-2.104511,-1.9224355,"('caring', 'unaffectionate')",-1.3934163,-1.3194525,-1.7489635944366455,-1.6209440231323242,0.1280195713043213
90,1.920214,1.5751988,"('motivated', 'unmotivated')",0.106437355,0.17302895,1.0133256912231445,0.8741138577461243,-0.13921183347702026
99,-1.9160395,-1.8186707,"('prestigious', 'insignificant')",-0.7292119,-1.0639325,-1.3226256370544434,-1.4413015842437744,-0.11867594718933105
25,1.6538908,1.11131,"('moral', 'immoral')",-1.7042415,-1.387457,-0.02517533302307129,-0.13807350397109985,-0.11289817094802856
10,-1.6031616,-1.3318458,"('affectionate', 'unaffectionate')",-0.20973197,-0.30440617,-0.9064467549324036,-0.8181259632110596,0.088320791721344
71,1.5955439,0.9763732,"('efficient', 'inefficient')",-1.0418648,-0.70072407,0.27683955430984497,0.13782456517219543,-0.13901498913764954
103,1.562535,1.5634639,"('traditional', 'modern')",1.0115128,1.1095326,1.287023901939392,1.3364982604980469,0.049474358558654785
56,1.5583307,1.465448,"('intelligent', 'dumb')",0.5737123,0.574834,1.06602144241333,1.0201410055160522,-0.04588043689727783
105,-1.5132827,-1.3588841,"('conventional', 'modern')",1.1424013,1.0702004,-0.18544065952301025,-0.1443418264389038,0.041098833084106445
107,1.5029404,1.2886581,"('conventional', 'modern')",1.7484398,2.117013,1.6256901025772095,1.7028355598449707,0.07714545726776123
33,-1.5020585,-1.2879137,"('softhearted', 'hardhearted')",-0.67043316,-0.6018776,-1.0862457752227783,-0.9448956251144409,0.1413501501083374
84,-1.4472786,-1.4263443,"('self-confident', 'diffident')",-0.5107722,-0.52280045,-0.9790254235267639,-0.9745723605155945,0.004453063011169434
3,1.4466076,1.289731,"('likable', 'unlikable')",0.81729734,0.89826584,1.1319525241851807,1.0939984321594238,-0.037954092025756836
78,1.4385908,1.1798921,"('active', 'inactive')",2.507505,2.1973464,1.9730478525161743,1.6886192560195923,-0.28442859649658203
62,-1.4251281,-1.2331744,"('creative', 'uncreative')",-0.098593056,-0.18771952,-0.7618606090545654,-0.7104469537734985,0.051413655281066895
8,-1.3916891,-1.2456865,"('open', 'distant')",0.50583357,-0.00076802075,-0.442927747964859,-0.6232272982597351,-0.1802995502948761
98,-1.3720695,-1.2291894,"('prestigious', 'insignificant')",-0.04390247,-0.36697432,-0.7079859972000122,-0.7980818748474121,-0.0900958776473999
63,-1.3274968,-1.4314332,"('capable', 'incapable')",-1.3205578,-1.2962096,-1.3240272998809814,-1.3638213872909546,-0.039794087409973145
42,-1.3110883,-0.8681071,"('amicable', 'hostile')",0.34724063,0.20905173,-0.4819238483905792,-0.32952767610549927,0.15239617228507996
46,1.2961749,1.4916382,"('generous', 'stingy')",1.5035864,1.4246156,1.3998806476593018,1.4581269025802612,0.05824625492095947
93,1.2942077,1.3450421,"('dominating', 'dominated')",-0.5671986,-0.32848465,0.363504558801651,0.5082787275314331,0.1447741687297821
2,1.2498288,1.1481202,"('friendly', 'unfriendly')",-1.4845258,-1.0125425,-0.11734849214553833,0.06778883934020996,0.1851373314857483
97,-1.2231666,-1.0813843,"('superior', 'inferior')",-1.2022979,-0.99935764,-1.2127323150634766,-1.0403709411621094,0.1723613739013672
5,1.1565275,0.97739536,"('pleasant', 'repellent')",-0.11495739,-0.03350295,0.5207850933074951,0.47194620966911316,-0.04883888363838196
16,1.137876,1.0506879,"('social', 'antisocial')",-0.59562755,-0.26417544,0.2711242437362671,0.3932562470436096,0.12213200330734253
15,1.1231549,0.95844,"('polite', 'impolite')",-0.56793356,-0.093961895,0.2776106595993042,0.4322390556335449,0.15462839603424072
47,-1.094213,-1.0477172,"('forgiving', 'unforgiving')",-0.67771614,-0.5561573,-0.885964572429657,-0.8019372224807739,0.08402734994888306
52,1.065588,1.0613494,"('competitive', 'uncompetitive')",-0.823648,-0.44145668,0.12097001075744629,0.30994635820388794,0.18897634744644165
58,-1.0276821,-0.9567366,"('able', 'clumsy')",-1.60957,-1.3727579,-1.318626046180725,-1.1647472381591797,0.1538788080215454
68,-1.0177997,-0.9875333,"('clever', 'inept')",-1.4584932,-1.5369847,-1.2381465435028076,-1.2622590065002441,-0.024112462997436523
13,-0.979743,-1.2087095,"('helpful', 'unhelpful')",-2.80716,-2.5100725,-1.893451452255249,-1.8593909740447998,0.03406047821044922
14,0.9742042,0.87619954,"('supportive', 'unsupportive')",0.025962263,0.073874116,0.5000832080841064,0.4750368297100067,-0.02504637837409973
76,0.97187185,0.65193295,"('secure', 'insecure')",-1.1052368,-0.76828873,-0.06668245792388916,-0.0581778883934021,0.00850456953048706
69,-0.9690654,-0.8460453,"('wise', 'foolish')",0.10337828,-0.035898,-0.43284356594085693,-0.4409716725349426,-0.008128106594085693
28,-0.94510096,-0.89834064,"('honest', 'dishonest')",-1.0566263,-0.88033825,-1.0008636713027954,-0.8893394470214844,0.11152422428131104
89,0.93974197,0.75610435,"('daring', 'anxious')",-1.4468725,-1.3584311,-0.25356525182724,-0.30116337537765503,-0.04759812355041504
64,0.9309036,0.66984206,"('clever', 'incompetent')",-0.85765785,-0.55732083,0.03662288188934326,0.0562606155872345,0.019637733697891235
20,-0.92474556,-1.0305177,"('popular', 'unpopular')",-0.09411006,0.030417264,-0.5094277858734131,-0.5000501871109009,0.009377598762512207
39,-0.91426927,-0.69915295,"('right', 'wrong')",0.21793544,0.28164324,-0.34816691279411316,-0.20875485241413116,0.139412060379982
26,0.90799487,0.9661772,"('trustworthy', 'untrustworthy')",-0.26996118,-0.11237903,0.31901684403419495,0.42689910531044006,0.10788226127624512
7,-0.90009195,-0.75388235,"('outgoing', 'distant')",0.99279284,0.48027906,0.046350449323654175,-0.13680164515972137,-0.18315209448337555
80,0.84833956,0.75231063,"('independent', 'dependent')",-0.068887115,0.019133441,0.3897262215614319,0.3857220411300659,-0.004004180431365967
