,McCormick_male,McCormick_female,tuple,&_male,&_female,Company_male,Company_female,average_male,average_female,female-male
88,0.6796571,0.5235464,"('impulsive', 'meek')",1.1357977,0.689323,1.4260007,1.3517485,1.080485184987386,0.8548726240793864,-0.22561256090799964
85,-0.67227894,-0.60125047,"('ambitious', 'unambitious')",0.2667089,0.29304048,-0.5626709,-0.5319256,-0.32274697224299115,-0.2800451914469401,0.042701780796051025
24,-0.67121214,-0.61543393,"('thoughtful', 'rough')",-0.23848522,-0.14970952,-0.92815363,-0.8550714,-0.612617015838623,-0.5400716463724772,0.07254536946614587
77,-0.6691118,-0.7640748,"('active', 'inactive')",-0.078360364,-0.27548856,1.4887123,1.7615095,0.24708004792531332,0.24064870675404867,-0.0064313411712646484
9,-0.6376371,-0.6828483,"('sensitive', 'insensitive')",-0.51400375,-0.43757707,-1.1515735,-1.1100597,-0.7677381833394369,-0.743494987487793,0.024243195851643917
39,-0.63708365,-0.5377705,"('right', 'wrong')",0.75070196,0.51270443,0.4955914,0.81214744,0.2030699054400126,0.26236045360565186,0.05929054816563925
72,-0.62477386,-0.42329744,"('logical', 'illogical')",-2.088004,-1.9749874,-0.10923578,0.13784826,-0.9406712849934896,-0.7534788449605306,0.18719244003295898
110,0.59255546,0.5094493,"('narrow-minded', 'open-minded')",0.9423672,0.7834036,0.18769723,0.003052473,0.5742065906524658,0.43196845054626465,-0.14223814010620117
90,0.58573157,0.6174988,"('motivated', 'unmotivated')",0.6029837,0.55173934,0.80774117,0.7840521,0.6654854615529379,0.6510967413584391,-0.014388720194498772
70,-0.57259953,-0.7274556,"('wise', 'unwise')",-0.22921562,-0.1455794,0.2525143,0.2666211,-0.18310028314590454,-0.20213796695073447,-0.019037683804829925
67,-0.55970526,-0.35645545,"('discriminating', 'undiscriminating')",-0.9230713,-0.78169817,-0.8536183,-0.7935451,-0.7787983417510986,-0.6438995599746704,0.13489878177642822
45,-0.55767095,-0.6775454,"('cooperative', 'exploitative')",0.0488908,-0.1737825,-0.50161517,-0.79245424,-0.33679842948913574,-0.5479273796081543,-0.21112895011901855
89,0.55029345,0.64361656,"('daring', 'anxious')",-0.92452294,-0.85655177,-0.21712744,-0.25981936,-0.1971189777056376,-0.15758485595385233,0.03953412175178528
18,-0.550054,-0.22455728,"('social', 'asocial')",-0.2036233,-0.10633722,-0.52401507,-0.6799784,-0.42589743932088214,-0.3369576136271159,0.08893982569376624
14,-0.5496484,-0.5938465,"('supportive', 'unsupportive')",0.8450122,0.7476977,-0.090426534,-0.04036078,0.06831241647402446,0.03783014416694641,-0.030482272307078048
55,-0.5443535,-0.4727139,"('intelligent', 'unintelligent')",-0.23286712,0.08165854,-1.6035653,-1.4336234,-0.7935953140258789,-0.6082262595494589,0.18536905447642005
4,-0.5286631,-0.5776557,"('likable', 'unlikable')",-0.74760413,-1.01613,-0.5862012,-0.80108654,-0.6208228270212809,-0.7982907295227051,-0.1774679025014242
42,-0.52763927,-0.73971176,"('amicable', 'hostile')",0.81864345,0.653674,1.2511683,1.4880103,0.514057477315267,0.467324177424113,-0.04673329989115399
43,-0.51801044,-0.53148645,"('genuine', 'fake')",0.49274534,0.51856124,-0.6114512,-0.6630857,-0.2122387687365214,-0.2253369688987732,-0.0130982001622518
69,-0.4969617,-0.45116043,"('wise', 'foolish')",-0.6729833,-0.9875402,0.960674,0.9218366,-0.06975700457890828,-0.17228802045186362,-0.10253101587295534
63,-0.4854366,-0.56778187,"('capable', 'incapable')",-0.80940247,-1.0181079,-0.91820496,-0.9240596,-0.7376813093821207,-0.8366498152414957,-0.098968505859375
65,-0.4687961,-0.48090678,"('practical', 'impractical')",-0.5269672,-0.39912766,-2.0892565,-2.1586611,-1.028339942296346,-1.0128985246022542,0.015441417694091797
54,0.46659082,0.20691651,"('smart', 'stupid')",1.0975463,1.0455928,1.0886722,0.91430575,0.8842697938283285,0.7222716808319092,-0.1619981129964193
68,-0.4521988,-0.68513715,"('clever', 'inept')",-1.4675927,-1.5158814,-0.67243075,-0.96350294,-0.8640740712483724,-1.0548404852549236,-0.19076641400655114
93,0.4502211,0.7260643,"('dominating', 'dominated')",1.3259864,1.607507,0.16507569,0.3262852,0.6470943689346313,0.8866188526153564,0.2395244836807251
106,0.44286996,0.34761435,"('conventional', 'unconventional')",1.2993984,1.4505728,0.16903323,0.24175215,0.6371005376180013,0.6799798011779785,0.04287926355997718
35,0.44276142,0.4517119,"('fair', 'unfair')",0.016712442,-0.0033596903,1.6969965,1.8040493,0.7188234329223633,0.7508004506429037,0.0319770177205404
0,-0.42920715,-0.06632322,"('sociable', 'unsociable')",-0.19430423,0.21850747,-0.8177009,-0.47188675,-0.4804040988286336,-0.10656750202178955,0.37383659680684406
30,-0.42283344,-0.57136303,"('honest', 'dishonest')",-1.5715175,-1.6089077,0.057300195,0.0060741007,-0.6456835667292277,-0.7247321605682373,-0.07904859383900964
81,-0.42215627,-0.78890455,"('industrious', 'lazy')",1.1508373,0.8324736,2.7091212,2.5513725,1.1459341049194336,0.8649805386861166,-0.280953566233317
38,-0.39219886,0.0047545433,"('kind', 'unkind')",-1.8781213,-1.696897,-2.9702783,-2.6353807,-1.746866226196289,-1.4425077438354492,0.30435848236083984
60,-0.37172654,0.07609177,"('educated', 'uneducated')",-1.7056144,-1.5260056,-1.6728466,-1.2750559,-1.2500625451405842,-0.9083232879638672,0.34173925717671705
47,-0.3714393,-0.24157377,"('forgiving', 'unforgiving')",-0.74930066,-0.5109968,-1.053933,-1.0380034,-0.7248910268147787,-0.596858024597168,0.12803300221761071
79,0.35831347,0.380983,"('determined', 'doubtful')",0.8897472,0.8180775,0.36610687,0.45967558,0.5380558570226034,0.5529119968414307,0.014856139818827274
52,0.3521698,0.6867379,"('competitive', 'uncompetitive')",-0.019819617,0.035560608,-1.8459338,-1.6514068,-0.5045278867085775,-0.3097027540206909,0.1948251326878866
59,0.33959037,0.4585827,"('skillful', 'clumsy')",0.059923977,-0.009785771,-0.18339339,0.27653396,0.07204031944274902,0.24177696307500204,0.16973664363225302
91,-0.33165687,-0.33641204,"('resilient', 'nonresilient')",0.63446367,0.73370516,-0.78170645,-0.5354643,-0.15963321924209595,-0.046057055393854775,0.11357616384824118
36,0.32698545,0.6544711,"('tolerant', 'intolerant')",-0.61836326,-0.68739563,-0.86987543,-1.1777011,-0.3870844046274821,-0.40354188283284503,-0.01645747820536292
56,0.32308856,0.32451245,"('intelligent', 'dumb')",0.74053323,0.7549103,1.4637569,1.5530314,0.842459519704183,0.8774847189585367,0.03502519925435377
51,0.31612587,0.24906492,"('competent', 'incompetent')",-0.48839974,-0.38361037,-0.7804589,-0.5228759,-0.317577600479126,-0.21914045015970865,0.09843715031941733
71,0.31084514,0.5249791,"('efficient', 'inefficient')",-0.68018186,-0.549804,-0.75321794,-1.0930163,-0.3741848866144816,-0.37261370817820233,0.0015711784362792969
22,0.31056172,0.40903717,"('welcoming', 'disagreeable')",-0.26900083,-0.2040399,1.0046054,0.82528794,0.34872210025787354,0.34342841307322186,-0.005293687184651674
17,-0.3078496,-0.18433064,"('social', 'antisocial')",0.33156028,0.40966216,-0.61228716,-0.4582731,-0.19619214534759521,-0.077647199233373,0.11854494611422221
58,0.306319,0.52748096,"('able', 'clumsy')",-1.5622277,-1.5301608,-2.0257125,-1.7419163,-1.0938737392425537,-0.9148653348286947,0.179008404413859
96,0.2584089,0.5364511,"('powerful', 'powerless')",1.6995502,1.6951721,-0.4642908,-0.12400073,0.4978894392649333,0.7025407950083414,0.20465135574340815
25,0.25214627,0.34881037,"('moral', 'immoral')",-0.5495923,-0.42972127,-1.5489334,-1.6085532,-0.6154597997665405,-0.5631546974182129,0.05230510234832764
46,-0.24857177,-0.1724425,"('generous', 'stingy')",1.1583265,1.4427539,2.1263082,2.1708908,1.0120209852854412,1.147067387898763,0.1350464026133218
57,0.23729254,0.13746649,"('able', 'unable')",0.14282426,-0.0006297827,-0.04912916,-0.21981591,0.1103292206923167,-0.02765973409016927,-0.13798895478248596
2,0.21570748,0.50805044,"('friendly', 'unfriendly')",0.10653454,0.399545,-1.5121584,-1.2813187,-0.39663879076639813,-0.12457440296808879,0.2720643877983093
101,-0.215187,-0.055061467,"('successful', 'unsuccessful')",-0.89957243,-0.94783556,-1.4138873,-1.0101051,-0.84288223584493,-0.6710007190704346,0.17188151677449548
37,0.21311992,-0.039049327,"('good', 'evil')",0.43938786,0.26428354,2.6946864,2.6874561,1.1157313982645671,0.9708968003590902,-0.14483459790547693
41,0.19808936,-0.05477953,"('incorrupt', 'corrupt')",0.18403721,0.1262362,1.8268913,1.9178905,0.736339251200358,0.6631157398223877,-0.07322351137797034
21,-0.17629045,-0.47277054,"('nice', 'nasty')",0.865172,1.0441111,0.3767954,0.33784562,0.3552256425221761,0.3030620614687602,-0.0521635810534159
20,0.11867425,0.1460405,"('popular', 'unpopular')",-0.035845406,-0.20082489,-0.66078883,-0.245603,-0.19265333811442056,-0.1001291275024414,0.09252421061197916
19,-0.04904759,0.003053397,"('funny', 'boring')",0.20886248,0.038226932,-0.15650034,-0.3867255,0.0011048515637715657,-0.11514838536580403,-0.11625323692957559
80,-0.034857944,-0.010255016,"('independent', 'dependent')",0.06652625,0.013384938,0.95607305,0.8377095,0.3292471170425415,0.28027979532877606,-0.048967321713765444
102,-0.033546478,0.07950431,"('eminent', 'low')",-0.29299122,-0.49591234,-1.684196,-1.4103363,-0.6702445348103842,-0.6089147726694742,0.061329762140909905
73,0.016731918,-0.023790121,"('brilliant', 'incompetent')",0.13757253,-0.0800339,-1.237901,-1.4110787,-0.36119882265726727,-0.5049675703048706,-0.14376874764760333
64,-0.014936924,0.15215027,"('clever', 'incompetent')",-0.2842232,-0.120973915,-1.4419653,-1.3681735,-0.5803751548131307,-0.44566571712493896,0.13470943768819177
