,Cisco_male,Cisco_female,tuple,Systems_male,Systems_female,average_male,average_female,female-male
75,6.5136204,5.711838,"('confident', 'shy')",3.1270783,2.998608,4.820349216461182,4.355222702026367,-0.46512651443481445
27,-4.3107576,-3.6324892,"('sincere', 'insincere')",-3.9855163,-3.6250463,-4.148137092590332,-3.628767728805542,0.51936936378479
53,-4.296318,-3.6279898,"('smart', 'stupid')",-2.718996,-2.4627676,-3.507657051086426,-3.0453786849975586,0.4622783660888672
95,-4.1906023,-3.5315924,"('rich', 'poor')",-1.8301119,-1.5265316,-3.010357141494751,-2.529062032699585,0.481295108795166
6,4.0524225,3.381236,"('liked', 'disliked')",3.6120787,3.442338,3.8322505950927734,3.4117870330810547,-0.42046356201171875
40,-3.7202287,-3.3337018,"('honorable', 'mean')",-2.8988123,-3.07517,-3.3095204830169678,-3.2044358253479004,0.10508465766906738
1,-3.0095382,-2.724227,"('friendly', 'unfriendly')",-1.9506769,-1.9324316,-2.480107545852661,-2.32832932472229,0.1517782211303711
48,2.9848747,2.820644,"('reliable', 'unreliable')",2.039377,2.0479054,2.5121259689331055,2.434274673461914,-0.0778512954711914
99,-2.7195663,-2.5835981,"('prestigious', 'insignificant')",-0.87294984,-0.8221425,-1.7962580919265747,-1.7028703689575195,0.09338772296905518
86,2.48638,1.966311,"('self-reliant', 'helpless')",1.1783499,0.94866884,1.8323650360107422,1.4574899673461914,-0.3748750686645508
32,-2.3922875,-2.0288298,"('benevolent', 'hardhearted')",-1.9298984,-1.5932918,-2.16109299659729,-1.8110607862472534,0.3500322103500366
50,2.2562118,1.8531625,"('unprejudiced', 'prejudiced')",2.0223527,1.8385575,2.1392822265625,1.8458600044250488,-0.29342222213745117
31,-2.0171375,-1.8824604,"('altruistic', 'egoistic')",-0.69037884,-0.5741,-1.3537582159042358,-1.2282801866531372,0.12547802925109863
109,1.9449787,1.7859113,"('conservative', 'liberal')",0.07683696,0.114937305,1.0109078884124756,0.950424313545227,-0.060483574867248535
108,1.9449787,1.7859113,"('conservative', 'liberal')",0.07683696,0.114937305,1.0109078884124756,0.950424313545227,-0.060483574867248535
66,1.8695667,1.5969417,"('imaginative', 'unimaginative')",0.8304492,0.8301364,1.3500080108642578,1.2135391235351562,-0.13646888732910156
107,1.8443545,2.1732893,"('conventional', 'modern')",1.9976904,2.2164302,1.9210224151611328,2.194859743118286,0.2738373279571533
102,-1.7721441,-1.42383,"('eminent', 'low')",-0.90762293,-0.52555805,-1.33988356590271,-0.974694013595581,0.3651895523071289
34,-1.770256,-1.2175274,"('loyal', 'disloyal')",-1.34535,-1.0199142,-1.5578030347824097,-1.1187207698822021,0.4390822649002075
8,-1.764212,-2.0330403,"('open', 'distant')",0.3727847,-0.2115382,-0.6957136392593384,-1.1222891807556152,-0.42657554149627686
98,-1.7512097,-1.661988,"('prestigious', 'insignificant')",-0.0555225,-0.14909232,-0.9033660888671875,-0.9055401682853699,-0.002174079418182373
63,-1.682157,-1.6897655,"('capable', 'incapable')",-0.5245064,-0.4129692,-1.1033316850662231,-1.0513672828674316,0.051964402198791504
11,-1.633508,-1.4465779,"('caring', 'unaffectionate')",-1.5972891,-1.5220121,-1.6153985261917114,-1.4842950105667114,0.131103515625
97,-1.6034513,-1.2102892,"('superior', 'inferior')",-1.3024662,-1.4937251,-1.4529587030410767,-1.3520071506500244,0.10095155239105225
56,1.6016476,1.7296913,"('intelligent', 'dumb')",1.4388206,1.5549943,1.5202341079711914,1.6423428058624268,0.12210869789123535
42,-1.5903053,-1.2106664,"('amicable', 'hostile')",0.79490876,0.66364247,-0.3976982831954956,-0.27351197600364685,0.12418630719184875
24,-1.4792693,-1.2573075,"('thoughtful', 'rough')",-0.9742738,-0.8474932,-1.226771593093872,-1.0524003505706787,0.17437124252319336
62,-1.478735,-1.3957415,"('creative', 'uncreative')",-1.2928656,-1.3340069,-1.3858003616333008,-1.3648741245269775,0.020926237106323242
13,-1.4477386,-1.2851555,"('helpful', 'unhelpful')",-2.4495797,-2.2480347,-1.9486591815948486,-1.7665951251983643,0.18206405639648438
3,1.4049348,1.1959434,"('likable', 'unlikable')",0.5567757,0.35167998,0.9808552265167236,0.7738116979598999,-0.20704352855682373
28,-1.375782,-1.2452859,"('honest', 'dishonest')",-0.8943228,-0.7870873,-1.1350524425506592,-1.0161865949630737,0.11886584758758545
4,-1.3532299,-1.3341727,"('likable', 'unlikable')",-1.3055096,-1.1795727,-1.3293697834014893,-1.2568726539611816,0.07249712944030762
14,1.3255022,1.1616538,"('supportive', 'unsupportive')",-0.0075255632,-0.081918314,0.6589882969856262,0.5398676991462708,-0.11912059783935547
5,1.2976832,1.1521358,"('pleasant', 'repellent')",-0.10520236,-0.13364913,0.5962404608726501,0.509243369102478,-0.08699709177017212
46,1.2837425,1.1849593,"('generous', 'stingy')",0.7096466,0.656051,0.9966945648193359,0.920505166053772,-0.07618939876556396
93,1.2722089,1.267788,"('dominating', 'dominated')",-0.053565897,0.2123757,0.6093215346336365,0.7400819063186646,0.13076037168502808
94,1.2659287,1.1961931,"('aggressive', 'submissive')",0.4425624,0.8911377,0.8542455434799194,1.0436654090881348,0.18941986560821533
15,1.259255,1.2373508,"('polite', 'impolite')",0.5006707,0.6694215,0.8799628615379333,0.9533861875534058,0.07342332601547241
39,-1.2338126,-1.0748479,"('right', 'wrong')",-0.5248566,-0.69423294,-0.879334568977356,-0.8845404386520386,-0.005205869674682617
10,-1.1986556,-1.0683689,"('affectionate', 'unaffectionate')",-0.45481193,-0.33244643,-0.8267337679862976,-0.7004076838493347,0.1263260841369629
104,-1.1653329,-0.9986173,"('conventional', 'unconventional')",-1.1249949,-1.1496155,-1.145163893699646,-1.0741164684295654,0.07104742527008057
78,1.1409962,1.1319654,"('active', 'inactive')",2.142954,1.6869825,1.6419751644134521,1.4094738960266113,-0.23250126838684082
71,1.140348,0.8678463,"('efficient', 'inefficient')",-1.0975335,-1.0492771,0.021407246589660645,-0.09071537852287292,-0.11212262511253357
