,M&T_male,M&T_female,tuple,Bank_male,Bank_female,average_male,average_female,female-male
10,0.88591534,0.6956749,"('affectionate', 'unaffectionate')",-1.9408758,-1.7969762,-0.5274802446365356,-0.5506506562232971,-0.023170411586761475
19,-0.8814601,-0.79694873,"('funny', 'boring')",-1.1434157,-1.1230285,-1.0124378204345703,-0.9599885940551758,0.05244922637939453
29,0.8603039,0.8400641,"('honest', 'immoral')",-1.5172828,-1.4168208,-0.3284894824028015,-0.2883783280849457,0.040111154317855835
47,0.8518299,0.76905817,"('forgiving', 'unforgiving')",-1.852688,-1.72774,-0.5004290342330933,-0.47934094071388245,0.021088093519210815
71,0.8286287,0.9399448,"('efficient', 'inefficient')",0.035087705,-0.16519606,0.43185821175575256,0.3873743712902069,-0.044483840465545654
65,0.8209986,0.8958335,"('practical', 'impractical')",-1.4374557,-1.6050773,-0.3082285225391388,-0.35462188720703125,-0.046393364667892456
59,-0.80139124,-1.074508,"('skillful', 'clumsy')",0.124093235,0.50772077,-0.3386490046977997,-0.28339359164237976,0.05525541305541992
55,0.78659165,0.8118874,"('intelligent', 'unintelligent')",-0.7882632,-0.7423042,-0.0008357763290405273,0.03479158878326416,0.03562736511230469
60,-0.7359407,-0.42807785,"('educated', 'uneducated')",-0.7729676,-0.6470682,-0.7544541358947754,-0.5375730395317078,0.21688109636306763
51,0.7260784,1.0237098,"('competent', 'incompetent')",-0.5443608,-0.5583076,0.09085878729820251,0.23270109295845032,0.1418423056602478
21,-0.7248285,-0.74178225,"('nice', 'nasty')",0.15966094,0.027445555,-0.2825837731361389,-0.3571683466434479,-0.07458457350730896
53,0.7189235,0.7791629,"('smart', 'stupid')",-4.719666,-4.985024,-2.000371217727661,-2.1029305458068848,-0.10255932807922363
89,0.71850896,0.7964219,"('daring', 'anxious')",0.2142384,0.23418894,0.4663736820220947,0.5153053998947144,0.04893171787261963
61,-0.71711487,-0.7201847,"('rational', 'irrational')",0.34259707,0.45346916,-0.18725889921188354,-0.13335776329040527,0.05390113592147827
72,-0.7015291,-0.5227734,"('logical', 'illogical')",-0.78347623,-0.564985,-0.7425026893615723,-0.5438791513442993,0.19862353801727295
23,-0.68380183,-0.9790592,"('hospitable', 'inhospitable')",-0.34101146,-0.4900394,-0.5124066472053528,-0.7345492839813232,-0.22214263677597046
70,0.6833221,0.580429,"('wise', 'unwise')",0.4552096,0.5262711,0.5692658424377441,0.5533500909805298,-0.015915751457214355
102,-0.68276054,-0.62469345,"('eminent', 'low')",-1.5067894,-1.2522603,-1.0947749614715576,-0.9384769201278687,0.15629804134368896
80,0.6615499,0.6804881,"('independent', 'dependent')",1.6989226,1.5847905,1.1802363395690918,1.1326392889022827,-0.04759705066680908
37,-0.6529084,-0.9780964,"('good', 'evil')",1.6318533,1.5781286,0.48947247862815857,0.3000160753726959,-0.18945640325546265
28,0.6361462,0.77634853,"('honest', 'dishonest')",-1.4344407,-1.4957844,-0.39914727210998535,-0.3597179353237152,0.03942933678627014
31,-0.61448276,-0.75093544,"('altruistic', 'egoistic')",-0.85860926,-0.75512,-0.7365460395812988,-0.7530276775360107,-0.016481637954711914
103,0.60315967,0.623767,"('traditional', 'modern')",1.4957626,1.5299618,1.0494611263275146,1.07686448097229,0.02740335464477539
43,0.6018693,0.5704173,"('genuine', 'fake')",0.3321312,0.37875625,0.46700024604797363,0.4745867848396301,0.007586538791656494
78,-0.59291756,-0.9740943,"('active', 'inactive')",1.5619781,1.2684833,0.4845302700996399,0.147194504737854,-0.3373357653617859
57,0.5915587,0.5742654,"('able', 'unable')",-0.31991866,-0.42304537,0.13582001626491547,0.07561002671718597,-0.06020998954772949
68,-0.5854109,-0.72558105,"('clever', 'inept')",-1.0661206,-1.2047254,-0.8257657289505005,-0.9651532173156738,-0.13938748836517334
96,-0.5701902,-0.5071658,"('powerful', 'powerless')",-0.7260391,-0.5410193,-0.6481146812438965,-0.5240925550460815,0.12402212619781494
92,-0.5470338,-0.89713603,"('unwavering', 'wavering')",-0.13866007,-0.1712456,-0.34284693002700806,-0.534190833568573,-0.19134390354156494
109,0.5220195,0.70692694,"('conservative', 'liberal')",1.2485335,1.1277109,0.8852764964103699,0.9173189401626587,0.03204244375228882
108,0.5220195,0.70692694,"('conservative', 'liberal')",1.2485335,1.1277109,0.8852764964103699,0.9173189401626587,0.03204244375228882
85,0.51478475,0.46689972,"('ambitious', 'unambitious')",-0.16752934,-0.12484914,0.17362770438194275,0.17102529108524323,-0.002602413296699524
62,0.51123154,0.40216094,"('creative', 'uncreative')",-0.4642677,-0.5730432,0.02348192036151886,-0.08544114232063293,-0.1089230626821518
90,0.499359,0.26399103,"('motivated', 'unmotivated')",0.82544637,0.70523524,0.6624026894569397,0.4846131205558777,-0.177789568901062
87,-0.49252832,-0.43287265,"('dedicated', 'undedicated')",-0.80294055,-0.72572446,-0.6477344036102295,-0.5792985558509827,0.06843584775924683
40,0.47885117,0.19415171,"('honorable', 'mean')",-5.4063363,-5.8080196,-2.46374249458313,-2.806933879852295,-0.34319138526916504
105,0.4345178,0.265733,"('conventional', 'modern')",-0.910257,-0.9735501,-0.23786959052085876,-0.3539085388183594,-0.11603894829750061
67,-0.42209226,-0.478997,"('discriminating', 'undiscriminating')",-0.28315523,-0.16553313,-0.35262376070022583,-0.32226505875587463,0.030358701944351196
14,0.41283312,0.18726784,"('supportive', 'unsupportive')",0.2447238,0.20284958,0.3287784457206726,0.1950587034225464,-0.13371974229812622
5,0.40027672,0.49499983,"('pleasant', 'repellent')",-0.032917798,-0.06546727,0.183679461479187,0.21476627886295319,0.031086817383766174
54,0.38123876,0.20506042,"('smart', 'stupid')",-0.025140524,-0.16766366,0.17804911732673645,0.018698379397392273,-0.15935073792934418
110,0.36961892,0.30491933,"('narrow-minded', 'open-minded')",0.28884754,0.2161541,0.32923322916030884,0.26053673028945923,-0.06869649887084961
88,0.35457823,0.25977623,"('impulsive', 'meek')",1.2176456,1.0282046,0.7861119508743286,0.6439903974533081,-0.1421215534210205
38,0.3372646,0.38214725,"('kind', 'unkind')",-2.8988214,-2.5975816,-1.280778408050537,-1.1077171564102173,0.17306125164031982
33,0.31687352,0.20292273,"('softhearted', 'hardhearted')",-1.2246298,-0.9139252,-0.45387810468673706,-0.3555012345314026,0.09837687015533447
11,0.29691392,0.10083598,"('caring', 'unaffectionate')",-2.3199444,-2.1738923,-1.0115152597427368,-1.0365281105041504,-0.025012850761413574
79,0.28045163,0.39783698,"('determined', 'doubtful')",0.2932219,0.35794103,0.28683674335479736,0.3778890073299408,0.09105226397514343
24,0.2655723,0.18097663,"('thoughtful', 'rough')",-0.32755798,-0.2656538,-0.030992835760116577,-0.04233857989311218,-0.011345744132995605
77,-0.26514608,-0.26873708,"('active', 'inactive')",0.07575631,0.2875064,-0.09469488263130188,0.00938466191291809,0.10407954454421997
74,-0.21815568,-0.19295934,"('insightful', 'unperceptive')",-1.7838279,-1.7883239,-1.0009918212890625,-0.9906415939331055,0.010350227355957031
32,-0.2179378,-0.12018892,"('benevolent', 'hardhearted')",-2.258099,-2.0210447,-1.2380183935165405,-1.0706168413162231,0.16740155220031738
46,0.20621249,0.15712443,"('generous', 'stingy')",1.8555348,1.9435979,1.0308736562728882,1.050361156463623,0.019487500190734863
93,-0.18224373,0.42937815,"('dominating', 'dominated')",0.26661545,0.431305,0.04218585789203644,0.43034157156944275,0.3881557136774063
48,-0.17413713,-0.34394822,"('reliable', 'unreliable')",2.1090958,2.0938027,0.9674793481826782,0.8749272227287292,-0.09255212545394897
84,-0.17291108,-0.3697583,"('self-confident', 'diffident')",-1.1634939,-1.2052357,-0.6682024598121643,-0.7874970436096191,-0.11929458379745483
45,0.15324505,0.22369948,"('cooperative', 'exploitative')",-0.31059277,-0.4434331,-0.07867386192083359,-0.10986681282520294,-0.031192950904369354
3,0.14028034,-0.085552394,"('likable', 'unlikable')",0.99540734,0.9754459,0.5678438544273376,0.4449467658996582,-0.12289708852767944
91,0.13598326,-0.0030311942,"('resilient', 'nonresilient')",-0.61547697,-0.56252646,-0.2397468537092209,-0.2827788293361664,-0.043031975626945496
44,-0.13594443,-0.18594939,"('truthful', 'untruthful')",-1.5047665,-1.611411,-0.8203554153442383,-0.8986802101135254,-0.07832479476928711
30,0.12833819,0.2976185,"('honest', 'dishonest')",-1.0619564,-1.2808414,-0.46680909395217896,-0.49161142110824585,-0.024802327156066895
1,0.12760939,-0.1059155,"('friendly', 'unfriendly')",-2.669364,-2.499082,-1.2708772420883179,-1.3024988174438477,-0.031621575355529785
50,0.08786458,-0.012327492,"('unprejudiced', 'prejudiced')",2.2667234,2.121076,1.1772940158843994,1.05437433719635,-0.12291967868804932
25,0.061171174,0.00688082,"('moral', 'immoral')",-0.49530664,-0.5806774,-0.21706773340702057,-0.28689828515052795,-0.06983055174350739
63,0.057926893,-0.1402178,"('capable', 'incapable')",-1.8917965,-1.9390268,-0.9169347882270813,-1.0396223068237305,-0.12268751859664917
75,0.036782518,0.045041353,"('confident', 'shy')",6.2702565,6.3005953,3.153519630432129,3.172818422317505,0.019298791885375977
97,0.036093637,0.14368275,"('superior', 'inferior')",-0.7407543,-0.56127393,-0.3523303270339966,-0.20879559218883514,0.14353473484516144
73,0.031505123,0.16696534,"('brilliant', 'incompetent')",-0.94216126,-1.2347225,-0.4553280770778656,-0.5338785648345947,-0.07855048775672913
56,0.017816216,-0.074064314,"('intelligent', 'dumb')",1.3250711,1.3251783,0.6714436411857605,0.6255569458007812,-0.04588669538497925
